"day","camera","hour","arena","infection.status","track","total_distance_traveled_pixels","time_spent_in_open","distance_spent_in_open","minutes.moving","minutes.staying","tot.distance.cm","tot.distance.m","seconds.time.spent.in.open","open.distance.cm","open.speed.cmxmin"
"day 4","cam 1","hour 2","arena 13","control",4,19003.7023456922,569,1677.7173371666,2.5,57.6,502.81,5.0281,152.240802675585,44.39,17.8
"day 4","cam 2","hour 2","arena 14","infected",1,17701.578688411,430,1243.66972976318,1.9,58.2,468.35,4.6835,115.05016722408,32.91,17.3
"day 4","cam 2","hour 2","arena 14","infected",2,8201.1021980232,254,562.468798842589,1.1,59,216.99,2.1699,67.9598662207358,14.88,13.5
"day 4","cam 2","hour 2","arena 14","control",3,6742.66430724696,143,481.21236961562,0.6,59.5,178.4,1.784,38.2608695652174,12.73,21.2
"day 4","cam 2","hour 2","arena 14","control",4,25038.0243372383,28,174.306380851018,0.1,60,662.46,6.6246,7.49163879598662,4.61,46.1
"day 4","cam 3","hour 2","arena 15","infected",1,17911.2473038029,87,415.703952126256,0.4,59.7,473.9,4.739,23.2775919732441,11,27.5
"day 4","cam 3","hour 2","arena 15","infected",2,20875.8563931976,879,1652.88252516649,3.9,56.2,552.34,5.5234,235.183946488294,43.73,11.2
"day 4","cam 3","hour 2","arena 15","control",3,30127.6576843042,304,1576.61683268627,1.4,58.8,797.13,7.9713,81.3377926421405,41.71,29.8
"day 4","cam 3","hour 2","arena 15","control",4,33571.8123277348,776,3016.18307400754,3.5,56.7,888.25,8.8825,207.625418060201,79.8,22.8
"day 4","cam 4","hour 2","arena 16","infected",1,26878.5424660324,416,2476.528152223,1.9,58.3,711.16,7.1116,111.304347826087,65.52,34.5
"day 4","cam 4","hour 2","arena 16","infected",2,22356.629735546,3107,3904.31443202753,13.9,46.3,591.52,5.9152,831.304347826087,103.3,7.4
"day 4","cam 4","hour 2","arena 16","control",3,21509.9675923625,224,967.558337692029,1,59.2,569.12,5.6912,59.933110367893,25.6,25.6
"day 4","cam 4","hour 2","arena 16","control",4,23201.5420355396,711,1977.19934768461,3.2,57,613.87,6.1387,190.234113712375,52.31,16.3
"day 5","cam 1","hour 2","arena 17","infected",1,9794.10805379093,320,841.529928946419,1.4,58.7,259.14,2.5914,85.61872909699,22.27,15.9
"day 5","cam 1","hour 2","arena 17","infected",2,27956.6917118178,1377,3810.75583628541,6.1,54,739.69,7.3969,368.428093645485,100.83,16.5
"day 5","cam 1","hour 2","arena 17","control",3,71067.1938723721,1444,10104.0065586175,6.4,53.7,1880.32,18.8032,386.354515050167,267.34,41.8
"day 5","cam 1","hour 2","arena 17","control",4,26092.5999255507,285,1224.42437605029,1.3,58.9,690.37,6.9037,76.2541806020067,32.4,24.9
"day 5","cam 2","hour 2","arena 18","infected",1,2616.44543608927,0,0,0,60.1,69.23,0.6923,0,0,0
"day 5","cam 2","hour 2","arena 18","infected",2,19375.4584481164,650,1463.90272868606,2.9,57.2,512.64,5.1264,173.913043478261,38.73,13.4
"day 5","cam 2","hour 2","arena 18","control",3,6549.94148504964,703,1071.31836789217,3.1,57,173.3,1.733,188.09364548495,28.35,9.1
"day 5","cam 2","hour 2","arena 18","control",4,4514.34067672862,0,0,0,60.1,119.44,1.1944,0,0,0
"day 5","cam 3","hour 2","arena 19","infected",1,25004.840399072,105,548.322349814913,0.5,59.7,661.59,6.6159,28.0936454849498,14.51,29
"day 5","cam 3","hour 2","arena 19","infected",2,23308.1662329857,730,1475.07879741514,3.3,56.9,616.7,6.167,195.317725752508,39.03,11.8
"day 5","cam 3","hour 2","arena 19","control",3,26453.5050295258,359,1393.34032260485,1.6,58.6,699.92,6.9992,96.0535117056856,36.87,23
"day 5","cam 3","hour 2","arena 19","control",4,21576.1171606131,1004,2343.73064868372,4.5,55.7,570.87,5.7087,268.628762541806,62.01,13.8
"day 5","cam 4","hour 2","arena 20","infected",1,24454.3003784907,576,1256.27534220926,2.6,57.6,647.02,6.4702,154.113712374582,33.24,12.8
"day 5","cam 4","hour 2","arena 20","infected",2,19495.4468281264,5126,6707.36006776299,22.9,37.3,515.82,5.1582,1371.50501672241,177.47,7.7
"day 5","cam 4","hour 2","arena 20","control",3,23269.87797657,1012,1991.81483349063,4.5,55.6,615.68,6.1568,270.769230769231,52.7,11.7
"day 5","cam 4","hour 2","arena 20","control",4,21341.1945728085,1847,3346.90376353874,8.2,51.9,564.65,5.6465,494.180602006689,88.55,10.8
"day 6","cam 1","hour 2","arena 21","infected",1,26429.9074552321,664,3266.43854681054,3,57.2,699.29,6.9929,177.658862876254,86.42,28.8
"day 6","cam 1","hour 2","arena 21","infected",2,28520.6125257122,874,2804.53907266982,3.9,56.3,754.61,7.5461,233.846153846154,74.2,19
"day 6","cam 1","hour 2","arena 21","control",3,1711.60571005645,0,0,0,60.2,45.29,0.4529,0,0,0
"day 6","cam 1","hour 2","arena 21","control",4,19963.3955792327,957,2183.42208881056,4.3,55.9,528.2,5.282,256.053511705686,57.77,13.4
"day 6","cam 2","hour 2","arena 22","infected",1,24682.0335206604,530,2285.31907736028,2.4,57.8,653.05,6.5305,141.80602006689,60.47,25.2
"day 6","cam 2","hour 2","arena 22","infected",2,26231.5067133613,129,639.105437443375,0.6,59.6,694.04,6.9404,34.5150501672241,16.91,28.2
"day 6","cam 2","hour 2","arena 22","control",3,21616.5652516608,236,799.046089116789,1.1,59.1,571.94,5.7194,63.1438127090301,21.14,19.2
"day 6","cam 2","hour 2","arena 22","control",4,4049.18829576791,0,0,0,60.2,107.13,1.0713,0,0,0
"day 6","cam 3","hour 2","arena 23","infected",1,27663.4112301674,0,0,0,60.2,731.93,7.3193,0,0,0
"day 6","cam 3","hour 2","arena 23","infected",2,9586.66192610588,405,1348.78389973694,1.8,58.3,253.65,2.5365,108.361204013378,35.69,19.8
"day 6","cam 3","hour 2","arena 23","control",3,27414.9847946085,4361,7660.17789511995,19.4,40.7,725.35,7.2535,1166.82274247492,202.68,10.4
"day 6","cam 3","hour 2","arena 23","control",4,0,0,0,0,60.2,0,0,0,0,0
"day 7","cam 1","hour 2","arena 25","infected",1,25034.3493790656,1282,4028.20477664208,5.7,54.4,662.37,6.6237,343.010033444816,106.58,18.7
"day 7","cam 1","hour 2","arena 25","infected",2,17237.2197327214,674,1351.67060965825,3,57.1,456.07,4.5607,180.334448160535,35.76,11.9
"day 7","cam 1","hour 2","arena 25","control",3,44815.9825902083,1054,3737.75755661301,4.7,55.4,1185.76,11.8576,282.006688963211,98.89,21
"day 7","cam 1","hour 2","arena 25","control",4,10812.7927259813,70,328.417675056031,0.3,59.8,286.09,2.8609,18.7290969899666,8.69,29
"day 7","cam 2","hour 2","arena 26","infected",1,1233.93517542482,0,0,0,60.1,32.65,0.3265,0,0,0
"day 7","cam 2","hour 2","arena 26","infected",2,13716.4315700254,225,411.387204761651,1,59.1,362.91,3.6291,60.2006688963211,10.88,10.9
"day 7","cam 2","hour 2","arena 26","control",3,30441.9534238741,609,2928.41185213248,2.7,57.4,805.44,8.0544,162.943143812709,77.48,28.7
"day 7","cam 2","hour 2","arena 26","control",4,24197.7371986971,1007,2819.38559174089,4.5,55.6,640.23,6.4023,269.43143812709,74.6,16.6
"day 7","cam 3","hour 2","arena 27","infected",1,18329.3479935415,15,21.0336014589754,0.1,60.1,484.96,4.8496,4.0133779264214,0.56,5.6
"day 7","cam 3","hour 2","arena 27","infected",2,20027.2332274117,717,2257.62851862128,3.2,57,529.89,5.2989,191.839464882943,59.73,18.7
"day 7","cam 3","hour 2","arena 27","control",3,4811.36423326871,169,698.75931624568,0.8,59.4,127.3,1.273,45.2173913043478,18.49,23.1
"day 7","cam 3","hour 2","arena 27","control",4,41981.1506563338,890,4206.84340933175,4,56.2,1110.75,11.1075,238.127090301003,111.31,27.8
"day 7","cam 4","hour 2","arena 28","infected",1,19237.5900139973,498,1492.71355028239,2.2,57.9,508.99,5.0899,133.244147157191,39.49,17.9
"day 7","cam 4","hour 2","arena 28","infected",2,32310.1153317206,697,2268.80732254213,3.1,57,854.87,8.5487,186.488294314381,60.03,19.4
"day 7","cam 4","hour 2","arena 28","control",3,20953.3838539242,347,1761.44122046069,1.5,58.6,554.39,5.5439,92.8428093645485,46.6,31.1
"day 7","cam 4","hour 2","arena 28","control",4,20100.3793248602,405,1157.44071235801,1.8,58.3,531.82,5.3182,108.361204013378,30.62,17
"day 8","cam 1","hour 2","arena 29","infected",1,29099.809814225,656,2768.31829148099,2.9,57.2,769.93,7.6993,175.518394648829,73.25,25.3
"day 8","cam 1","hour 2","arena 29","infected",2,0,0,0,0,60.1,0,0,0,0,0
"day 8","cam 1","hour 2","arena 29","control",3,28801.1955387315,604,2357.34020537182,2.7,57.4,762.03,7.6203,161.605351170569,62.37,23.1
"day 8","cam 1","hour 2","arena 29","control",4,27007.1021583004,1278,4351.32380537329,5.7,54.4,714.56,7.1456,341.939799331104,115.13,20.2
"day 8","cam 3","hour 2","arena 31","infected",1,14414.6515750103,122,1187.63283497307,0.5,59.6,381.39,3.8139,32.6421404682274,31.42,62.8
"day 8","cam 3","hour 2","arena 31","infected",2,29985.1041099183,242,1212.59806874478,1.1,59.1,793.36,7.9336,64.7491638795987,32.08,29.2
"day 8","cam 3","hour 2","arena 31","control",3,28758.4654589357,635,1387.2904399792,2.8,57.3,760.9,7.609,169.899665551839,36.71,13.1
"day 8","cam 3","hour 2","arena 31","control",4,30104.3425122453,1788,5538.66228961328,8,52.2,796.51,7.9651,478.394648829431,146.54,18.3
"day 8","cam 4","hour 2","arena 32","infected",1,42200.1558943865,337,1719.35976905617,1.5,58.6,1116.55,11.1655,90.1672240802676,45.49,30.3
"day 8","cam 4","hour 2","arena 32","infected",2,23817.1269451991,574,2453.65466614517,2.6,57.6,630.16,6.3016,153.578595317726,64.92,25
"day 8","cam 4","hour 2","arena 32","control",3,21150.9827266032,824,2122.06519453427,3.7,56.5,559.62,5.5962,220.468227424749,56.15,15.2
"day 8","cam 4","hour 2","arena 32","control",4,33369.7049951926,569,4079.25133451358,2.5,57.6,882.91,8.8291,152.240802675585,107.93,43.2
"day 1","cam 1","hour 3","arena 1","infected",1,17663.9130384284,1445,3312.34417029183,6.4,41.9,467.36,4.6736,386.622073578595,87.64,13.7
"day 1","cam 1","hour 3","arena 1","infected",2,12756.8297801266,138,387.802969625699,0.6,47.7,337.52,3.3752,36.9230769230769,10.26,17.1
"day 1","cam 1","hour 3","arena 1","control",3,0,0,0,0,48.4,0,0,0,0,0
"day 1","cam 1","hour 3","arena 1","control",4,4044.18170697724,694,966.955305322715,3.1,45.3,107,1.07,185.685618729097,25.58,8.3
"day 1","cam 2","hour 3","arena 2","infected",1,17990.7580006959,10,39.4635547547604,0,48.3,476.01,4.7601,2.67558528428094,1.04,0
"day 1","cam 2","hour 3","arena 2","infected",2,15304.2495246205,140,193.420996448797,0.6,47.7,404.92,4.0492,37.4581939799331,5.12,8.5
"day 1","cam 2","hour 3","arena 2","control",3,18516.1029332058,379,1501.55681800878,1.7,46.7,489.91,4.8991,101.404682274247,39.73,23.4
"day 1","cam 2","hour 3","arena 2","control",4,18151.7344382869,0,0,0,48.3,480.26,4.8026,0,0,0
"day 1","cam 3","hour 3","arena 3","infected",1,4422.60215950779,0,0,0,48.4,117.01,1.1701,0,0,0
"day 1","cam 3","hour 3","arena 3","infected",2,4310.54305944637,0,0,0,48.4,114.05,1.1405,0,0,0
"day 1","cam 3","hour 3","arena 3","control",3,11776.0679848045,313,457.429023706449,1.4,47,311.58,3.1158,83.7458193979933,12.1,8.6
"day 1","cam 3","hour 3","arena 3","control",4,11164.1766756347,843,2151.50652857422,3.8,44.6,295.39,2.9539,225.551839464883,56.93,15
"day 1","cam 4","hour 3","arena 4","infected",1,3023.64885369004,0,0,0,48.3,80,0.8,0,0,0
"day 1","cam 4","hour 3","arena 4","infected",2,11820.7554609369,0,0,0,48.3,312.76,3.1276,0,0,0
"day 1","cam 4","hour 3","arena 4","control",3,19991.7441343719,1198,3461.77677114759,5.3,43,528.95,5.2895,320.535117056856,91.59,17.3
"day 1","cam 4","hour 3","arena 4","control",4,16749.8550991217,353,890.539725639146,1.6,46.8,443.17,4.4317,94.4481605351171,23.56,14.7
"day 2","cam 1","hour 3","arena 5","infected",1,0,0,0,0,60.1,0,0,0,0,0
"day 2","cam 1","hour 3","arena 5","infected",2,22137.2131316157,1548,3396.40392161708,6.9,53.2,585.71,5.8571,414.180602006689,89.86,13
"day 2","cam 1","hour 3","arena 5","control",3,6950.00322597552,161,421.176239197045,0.7,59.4,183.89,1.8389,43.0769230769231,11.14,15.9
"day 2","cam 1","hour 3","arena 5","control",4,23167.9924710758,1020,3861.21097715729,4.5,55.6,612.99,6.1299,272.909698996656,102.16,22.7
"day 2","cam 2","hour 3","arena 6","infected",1,11495.5138979844,195,629.227442092498,0.9,59.3,304.15,3.0415,52.1739130434783,16.65,18.5
"day 2","cam 2","hour 3","arena 6","infected",2,11340.9255737549,1235,2013.26928271438,5.5,54.6,300.06,3.0006,330.434782608696,53.27,9.7
"day 2","cam 2","hour 3","arena 6","control",3,16760.5304427703,114,402.39110657538,0.5,59.6,443.46,4.4346,30.5016722408027,10.65,21.3
"day 2","cam 2","hour 3","arena 6","control",4,20784.8053421315,149,981.685238809841,0.7,59.5,549.93,5.4993,39.866220735786,25.97,37.1
"day 2","cam 3","hour 3","arena 7","infected",1,12926.4849004461,0,0,0,60.1,342.01,3.4201,0,0,0
"day 2","cam 3","hour 3","arena 7","infected",2,15426.0179023794,1646,3806.41187004468,7.3,52.8,408.15,4.0815,440.401337792642,100.71,13.8
"day 2","cam 3","hour 3","arena 7","control",3,13446.9066271974,79,371.51977952066,0.4,59.8,355.78,3.5578,21.1371237458194,9.83,24.6
"day 2","cam 3","hour 3","arena 7","control",4,21928.0248968795,988,1508.42678830291,4.4,55.7,580.18,5.8018,264.347826086957,39.91,9.1
"day 2","cam 4","hour 3","arena 8","infected",1,0,0,0,0,60.2,0,0,0,0,0
"day 2","cam 4","hour 3","arena 8","infected",2,22304.3909273742,695,1979.3297982602,3.1,57.1,590.14,5.9014,185.953177257525,52.37,16.9
"day 2","cam 4","hour 3","arena 8","control",3,16081.2370815586,5749,5782.14315540819,25.6,34.5,425.48,4.2548,1538.19397993311,152.99,6
"day 2","cam 4","hour 3","arena 8","control",4,17633.0841018459,1234,2793.60460603006,5.5,54.6,466.54,4.6654,330.167224080268,73.91,13.4
"day 3","cam 1","hour 3","arena 9","infected",1,13053.6241266166,76,274.025218786748,0.3,37.9,345.38,3.4538,20.3344481605351,7.25,24.2
"day 3","cam 1","hour 3","arena 9","infected",2,16613.4882584088,849,2167.6652605154,3.8,34.5,439.57,4.3957,227.157190635452,57.35,15.1
"day 3","cam 1","hour 3","arena 9","control",3,12634.1678322082,585,1151.87649570233,2.6,35.7,334.28,3.3428,156.521739130435,30.48,11.7
"day 3","cam 1","hour 3","arena 9","control",4,14706.0950590865,595,1489.25803776649,2.7,35.6,389.1,3.891,159.197324414716,39.4,14.6
"day 3","cam 2","hour 3","arena 10","infected",1,12041.4536147239,370,1000.87202620884,1.6,35.8,318.6,3.186,98.9966555183946,26.48,16.6
"day 3","cam 2","hour 3","arena 10","infected",2,9250.03056109301,172,320.874215295879,0.8,36.7,244.74,2.4474,46.0200668896321,8.49,10.6
"day 3","cam 2","hour 3","arena 10","control",3,5485.94265788722,0,0,0,37.4,145.15,1.4515,0,0,0
"day 3","cam 2","hour 3","arena 10","control",4,3058.71847252056,0,0,0,37.4,80.93,0.8093,0,0,0
"day 3","cam 3","hour 3","arena 11","infected",1,12382.5532167,187,483.043499323555,0.8,37.8,327.62,3.2762,50.0334448160535,12.78,16
"day 3","cam 3","hour 3","arena 11","infected",2,11409.5998909094,826,1899.52440131573,3.7,34.9,301.88,3.0188,221.003344481605,50.26,13.6
"day 3","cam 3","hour 3","arena 11","control",3,686.760098902227,0,0,0,38.6,18.17,0.1817,0,0,0
"day 3","cam 3","hour 3","arena 11","control",4,11683.9735815675,305,653.541941740012,1.4,37.2,309.14,3.0914,81.6053511705686,17.29,12.3
"day 3","cam 4","hour 3","arena 12","infected",1,18098.572772692,456,1650.33643718376,2,35.7,478.86,4.7886,122.006688963211,43.67,21.8
"day 3","cam 4","hour 3","arena 12","infected",2,3862.86250022565,269,571.295240208253,1.2,36.5,102.2,1.022,71.9732441471572,15.12,12.6
"day 3","cam 4","hour 3","arena 12","control",3,10035.263339671,247,864.830214173801,1.1,36.6,265.52,2.6552,66.0869565217391,22.88,20.8
"day 3","cam 4","hour 3","arena 12","control",4,14712.1178962583,574,1334.26909859165,2.6,35.2,389.26,3.8926,153.578595317726,35.3,13.6
"day 4","cam 1","hour 3","arena 13","infected",1,8184.88368868818,1308,1583.61675962813,5.8,54.3,216.56,2.1656,349.966555183947,41.9,7.2
"day 4","cam 1","hour 3","arena 13","infected",2,28594.5431260269,753,1953.08367062022,3.4,56.8,756.56,7.5656,201.471571906355,51.68,15.2
"day 4","cam 1","hour 3","arena 13","control",3,17811.5512730101,46,200.625592059505,0.2,59.9,471.26,4.7126,12.3076923076923,5.31,26.5
"day 4","cam 1","hour 3","arena 13","control",4,0,0,0,0,60.2,0,0,0,0,0
"day 4","cam 2","hour 3","arena 14","infected",1,7796.03786835296,0,0,0,60.1,206.27,2.0627,0,0,0
"day 4","cam 2","hour 3","arena 14","infected",2,7497.16646709095,0,0,0,60.1,198.36,1.9836,0,0,0
"day 4","cam 2","hour 3","arena 14","control",3,0,0,0,0,60.1,0,0,0,0,0
"day 4","cam 2","hour 3","arena 14","control",4,15704.6085179022,135,408.908277111208,0.6,59.5,415.52,4.1552,36.1204013377926,10.82,18
"day 4","cam 3","hour 3","arena 15","infected",1,3295.1932045601,326,755.886968520197,1.5,58.7,87.19,0.8719,87.2240802675585,20,13.3
"day 4","cam 3","hour 3","arena 15","infected",2,16964.482077267,362,846.032634107908,1.6,58.5,448.85,4.4885,96.8561872909699,22.38,14
"day 4","cam 3","hour 3","arena 15","control",3,24136.5858220168,970,3066.57351765954,4.3,55.8,638.61,6.3861,259.531772575251,81.14,18.9
"day 4","cam 3","hour 3","arena 15","control",4,10394.5248322765,498,1104.45523753433,2.2,57.9,275.02,2.7502,133.244147157191,29.22,13.3
"day 4","cam 4","hour 3","arena 16","infected",1,16503.6137473149,176,1024.36786778519,0.8,59.4,436.66,4.3666,47.0903010033445,27.1,33.9
"day 4","cam 4","hour 3","arena 16","infected",2,18878.7091221187,223,857.496089017915,1,59.2,499.5,4.995,59.6655518394649,22.69,22.7
"day 4","cam 4","hour 3","arena 16","control",3,14742.5092031054,310,840.217090130145,1.4,58.8,390.06,3.9006,82.943143812709,22.23,15.9
"day 4","cam 4","hour 3","arena 16","control",4,15132.6003712593,28,155.182675672421,0.1,60,400.38,4.0038,7.49163879598662,4.11,41.1
"day 5","cam 1","hour 3","arena 17","infected",1,19239.7956429461,591,1467.1361325716,2.6,57.5,509.05,5.0905,158.127090301003,38.82,14.9
"day 5","cam 1","hour 3","arena 17","infected",2,20219.2479109096,307,933.216450713913,1.4,58.8,534.97,5.3497,82.1404682274247,24.69,17.6
"day 5","cam 1","hour 3","arena 17","control",3,22715.3325691425,2183,3786.28287881175,9.7,50.4,601.01,6.0101,584.080267558528,100.18,10.3
"day 5","cam 1","hour 3","arena 17","control",4,3037.27119328612,0,0,0,60.1,80.36,0.8036,0,0,0
"day 5","cam 2","hour 3","arena 18","infected",1,0,0,0,0,60.2,0,0,0,0,0
"day 5","cam 2","hour 3","arena 18","infected",2,16335.3889808086,0,0,0,60.2,432.21,4.3221,0,0,0
"day 5","cam 2","hour 3","arena 18","control",3,0,0,0,0,60.2,0,0,0,0,0
"day 5","cam 2","hour 3","arena 18","control",4,0,0,0,0,60.2,0,0,0,0,0
"day 5","cam 3","hour 3","arena 19","infected",1,10758.7461839017,0,0,0,60.2,284.66,2.8466,0,0,0
"day 5","cam 3","hour 3","arena 19","infected",2,23636.9537280643,885,3121.77283307784,3.9,56.2,625.39,6.2539,236.789297658863,82.6,21.2
"day 5","cam 3","hour 3","arena 19","control",3,17208.3433652246,850,2289.0137666344,3.8,56.4,455.3,4.553,227.42474916388,60.56,15.9
"day 5","cam 3","hour 3","arena 19","control",4,16068.0759759337,582,1214.75457970341,2.6,57.6,425.13,4.2513,155.719063545151,32.14,12.4
"day 5","cam 4","hour 3","arena 20","infected",1,23951.2580812137,700,2047.25838181234,3.1,57,633.71,6.3371,187.290969899666,54.17,17.5
"day 5","cam 4","hour 3","arena 20","infected",2,16252.1459999329,0,0,0,60.2,430,4.3,0,0,0
"day 5","cam 4","hour 3","arena 20","control",3,17285.4706895335,380,709.609968950756,1.7,58.5,457.34,4.5734,101.672240802676,18.78,11
"day 5","cam 4","hour 3","arena 20","control",4,5418.76416237098,0,0,0,60.2,143.37,1.4337,0,0,0
"day 6","cam 1","hour 3","arena 21","infected",1,22374.8368969942,1166,1727.5147725223,5.2,54.9,592,5.92,311.973244147157,45.71,8.8
"day 6","cam 1","hour 3","arena 21","infected",2,3246.58509408239,93,312.510002741082,0.4,59.7,85.9,0.859,24.8829431438127,8.27,20.7
"day 6","cam 1","hour 3","arena 21","control",3,5328.96638874623,138,418.51986097711,0.6,59.5,141,1.41,36.9230769230769,11.07,18.5
"day 6","cam 1","hour 3","arena 21","control",4,0,0,0,0,60.1,0,0,0,0,0
"day 6","cam 2","hour 3","arena 22","infected",1,0,0,0,0,60.2,0,0,0,0,0
"day 6","cam 2","hour 3","arena 22","infected",2,24101.6843091417,945,2524.76392658704,4.2,55.9,637.69,6.3769,252.842809364549,66.8,15.9
"day 6","cam 2","hour 3","arena 22","control",3,19193.8473002209,365,1724.03143804349,1.6,58.5,507.84,5.0784,97.6588628762542,45.61,28.5
"day 6","cam 2","hour 3","arena 22","control",4,0,0,0,0,60.2,0,0,0,0,0
"day 6","cam 3","hour 3","arena 23","infected",1,23112.2332778301,779,1153.53101988332,3.5,56.7,611.51,6.1151,208.428093645485,30.52,8.7
"day 6","cam 3","hour 3","arena 23","infected",2,0,0,0,0,60.2,0,0,0,0,0
"day 6","cam 3","hour 3","arena 23","control",3,23182.0872640004,5013,9117.60808248837,22.4,37.8,613.36,6.1336,1341.27090301003,241.24,10.8
"day 6","cam 3","hour 3","arena 23","control",4,79.1791896706291,0,0,0,60.2,2.09,0.0209,0,0,0
"day 7","cam 1","hour 3","arena 25","infected",1,25034.3493790656,1282,4028.20477664208,5.7,54.4,662.37,6.6237,343.010033444816,106.58,18.7
"day 7","cam 1","hour 3","arena 25","infected",2,17237.2197327214,674,1351.67060965825,3,57.1,456.07,4.5607,180.334448160535,35.76,11.9
"day 7","cam 1","hour 3","arena 25","control",3,44815.9825902083,1054,3737.75755661301,4.7,55.4,1185.76,11.8576,282.006688963211,98.89,21
"day 7","cam 1","hour 3","arena 25","control",4,10812.7927259813,70,328.417675056031,0.3,59.8,286.09,2.8609,18.7290969899666,8.69,29
"day 7","cam 2","hour 3","arena 26","infected",1,0,0,0,0,24.1,0,0,0,0,0
"day 7","cam 2","hour 3","arena 26","infected",2,6220.03660701512,263,510.011337936803,1.2,22.9,164.57,1.6457,70.3678929765886,13.49,11.2
"day 7","cam 2","hour 3","arena 26","control",3,7143.19411513159,178,453.92969768918,0.8,23.3,189,1.89,47.6254180602007,12.01,15
"day 7","cam 2","hour 3","arena 26","control",4,3111.53705219235,0,0,0,24.1,82.33,0.8233,0,0,0
"day 7","cam 3","hour 3","arena 27","infected",1,494.999057428495,0,0,0,60.1,13.1,0.131,0,0,0
"day 7","cam 3","hour 3","arena 27","infected",2,21377.5929840824,877,2442.26829608856,3.9,56.2,565.62,5.6562,234.648829431438,64.62,16.6
"day 7","cam 3","hour 3","arena 27","control",3,17773.9953524159,10095,12370.4770555073,45,15.1,470.27,4.7027,2701.00334448161,327.3,7.3
"day 7","cam 3","hour 3","arena 27","control",4,21093.3110989037,347,1096.32815651148,1.5,58.6,558.09,5.5809,92.8428093645485,29.01,19.3
"day 7","cam 4","hour 3","arena 28","infected",1,23056.1851615571,463,1350.53404438618,2.1,58.1,610.03,6.1003,123.879598662207,35.73,17
"day 7","cam 4","hour 3","arena 28","infected",2,21478.1110142506,445,1302.46313521358,2,58.1,568.27,5.6827,119.063545150502,34.46,17.2
"day 7","cam 4","hour 3","arena 28","control",3,7842.60897119327,0,0,0,60.1,207.5,2.075,0,0,0
"day 7","cam 4","hour 3","arena 28","control",4,15941.5331929157,662,1398.47893372985,3,57.2,421.79,4.2179,177.123745819398,37,12.3
"day 8","cam 1","hour 3","arena 29","infected",1,22404.6191544986,460,1494.34509313555,2.1,58.1,592.79,5.9279,123.076923076923,39.54,18.8
"day 8","cam 1","hour 3","arena 29","infected",2,0,0,0,0,60.2,0,0,0,0,0
"day 8","cam 1","hour 3","arena 29","control",3,41370.7431820316,1496,4887.98770110126,6.7,53.5,1094.6,10.946,400.267558528428,129.33,19.3
"day 8","cam 1","hour 3","arena 29","control",4,7442.89115446877,1195,2235.03215425233,5.3,54.8,196.93,1.9693,319.732441471572,59.14,11.2
"day 8","cam 3","hour 3","arena 31","infected",1,0,0,0,0,41.4,0,0,0,0,0
"day 8","cam 3","hour 3","arena 31","infected",2,8175.34847677495,246,965.547600273229,1.1,40.3,216.31,2.1631,65.819397993311,25.55,23.2
"day 8","cam 3","hour 3","arena 31","control",3,14976.1980469804,1118,2245.44019941072,5,36.4,396.25,3.9625,299.130434782609,59.41,11.9
"day 8","cam 3","hour 3","arena 31","control",4,8058.30661572666,0,0,0,41.4,213.21,2.1321,0,0,0
"day 8","cam 4","hour 3","arena 32","infected",1,24092.0265470451,815,1888.96708313514,3.6,56.5,637.43,6.3743,218.060200668896,49.98,13.9
"day 8","cam 4","hour 3","arena 32","infected",2,15534.6199590278,644,1526.85651806173,2.9,57.3,411.02,4.1102,172.307692307692,40.4,13.9
"day 8","cam 4","hour 3","arena 32","control",3,0,0,0,0,60.1,0,0,0,0,0
"day 8","cam 4","hour 3","arena 32","control",4,5698.66161672827,0,0,0,60.1,150.78,1.5078,0,0,0
