"","id","x","y","alpha","major","minor","area","frame","track"
"1",1,194.5,99,0,17,2,31,1,2
"2",3,1138.01245117188,431.298461914062,-70.5599670410156,26.7365493774414,15.8644247055054,258.5,1,1
"3",5,1225.5,552.5,0,21,17,247,1,3
"4",6,257,640.5,-45,16.2634544372559,7.77817440032959,86.5,1,4
"5",2,194.5,99,0,13,2,15.5,2,2
"6",3,1140.75793457031,426.277038574219,-61.3895378112793,27.0551471710205,14.8444166183472,243,2,1
"7",4,1225.2392578125,552.328811645508,-3.57633209228516,22.3938045501709,15.5321931838989,247,2,3
"8",5,258.120025634766,641.839996337891,-53.1301040649414,18.3999996185303,8.40000057220459,91.5,2,4
"9",1,190.5,99,0,17,2,22,3,2
"10",2,1147.580078125,420.439971923828,-36.8698997497559,26.0000019073486,14.2000007629395,243,3,1
"11",3,1221.43835449219,553.664413452148,-69.4439544677734,22.47190284729,19.5458717346191,286.5,3,3
"12",4,259.665618896484,641.363067626953,-61.3895378112793,17.2386779785156,8.06067848205566,76.5,3,4
"13",1,188,99,0,18,2,25.5,4,2
"14",2,1148.58288574219,412.701171875,-67.3801345825195,25.4615421295166,14.538462638855,247.5,4,1
"15",3,1220.40014648438,556.199981689453,-63.4349517822266,27.7272415161133,16.0996894836426,300,4,3
"16",4,259.538421630859,640.192314147949,-56.3099327087402,18.0277557373047,7.76580333709717,85.5,4,4
"17",1,186.5,99,0,17,2,24,5,2
"18",2,1152.10009765625,404.800018310547,-63.4349517822266,28.1744556427002,14.3108339309692,246.5,5,1
"19",3,1217.50988769531,556.929992675781,-81.8698959350586,31.3955421447754,15.4149293899536,335,5,3
"20",4,261,639.500007629395,-45,16.2634544372559,7.77817392349243,83,5,4
"21",1,188,99,0,16,2,23.5,6,2
"22",2,1149,401.5,-90,23,14,235.5,6,1
"23",3,1213.5,556.5,-90,29,15,351.5,6,3
"24",4,260.87060546875,640.682342529297,-40.6012954711914,15.4020643234253,8.46028804779053,75.5,6,4
"25",1,186,99,0,18,2,20,7,2
"26",2,1148.57690429688,399.384613037109,78.690071105957,23.7300510406494,15.1009426116943,229.5,7,1
"27",3,1212.70483398438,550.543899536133,-77.9052429199219,30.940465927124,17.9496612548828,366,7,3
"28",4,260.951232910156,641.060981750488,-51.3401947021484,16.0858993530273,7.80868864059448,80,7,4
"29",1,189,99,0,14,2,16,8,2
"30",2,1149.6923828125,398.461517333984,-82.8749847412109,25.551155090332,14.1399593353271,227.5,8,1
"31",3,1207.98962402344,543.273208618164,68.9624862670898,29.651668548584,18.1643409729004,343.5,8,3
"32",4,261.192291259766,641.461555480957,-56.3099365234375,16.6410064697266,7.48845291137695,82,8,4
"33",1,186,99,0,18,2,19,9,2
"34",2,1150.50012207031,399.000030517578,-45,23.3345203399658,17.6776695251465,241,9,1
"35",3,1208,537.5,-90,27,18,327.5,9,3
"36",4,261.346130371094,641.230766296387,-56.3099365234375,16.0863056182861,7.48845291137695,81,9,4
"37",1,185.5,99,0,17,2,17,10,2
"38",2,1148.81091308594,398.298767089844,83.6598129272461,25.7305488586426,15.0186882019043,240.5,10,1
"39",3,1209.5,527.5,-90,29,17,329.5,10,3
"40",4,261.600036621094,642.300003051758,-63.4349517822266,14.3108339309692,7.60263013839722,71.5,10,4
"41",1,185.5,99,0,17,2,16,11,2
"42",2,1148.8798828125,398.340057373047,-81.8698959350586,23.6173667907715,14.2835569381714,236,11,1
"43",3,1209.5,522.5,-90,29,15,333.5,11,3
"44",4,261.580017089844,642.059982299805,-53.1301040649414,13.8000011444092,7.80000019073486,70.5,11,4
"45",1,185.5,99,0,17,2,15,12,2
"46",2,1148.48168945312,399.335388183594,83.6598129272461,23.7427806854248,13.9143743515015,222,12,1
"47",3,1211.15368652344,514.282958984375,-77.9052429199219,29.6832904815674,15.9242124557495,323.5,12,3
"48",4,262.250030517578,641.249992370605,-45,12.7279205322266,7.77817440032959,66,12,4
"49",3,1148.73156738281,399.235809326172,82.4053573608398,23.921630859375,14.8684177398682,240.5,13,1
"50",4,1214.75,506.749984741211,-71.5650482177734,30.0416355133057,17.7087535858154,325.5,13,3
"51",5,261.829284667969,641.463409423828,-51.3401908874512,13.7432918548584,7.49634075164795,69.5,13,4
"52",2,1149,398.5,-90,25,14,232.5,14,1
"53",3,1216.31359863281,500.481048583984,-72.8972778320312,30.2908458709717,16.6158542633057,333.5,14,3
"54",4,262.000030517578,642.000007629395,-63.4349517822266,14.3108339309692,7.15541696548462,70.5,14,4
"55",2,1149.31530761719,397.476898193359,-82.8749847412109,27.4116744995117,13.6438207626343,235,15,1
"56",3,1218.66979980469,498.094360351562,-60.9453926086426,29.2357025146484,16.8032455444336,314,15,3
"57",4,261.75,641.250007629395,-45,13.4350271224976,7.07106781005859,67,15,4
"58",2,1147.90368652344,399.019256591797,78.690071105957,23.9261684417725,15.4931745529175,227.5,16,1
"59",3,1218.50012207031,498.499908447266,-45,28.2842712402344,16.9705619812012,311.5,16,3
"60",4,258.75,640.25,-45,14.8492412567139,7.07106781005859,73,16,4
"61",3,1152.10583496094,399.476531982422,-57.52880859375,25.3865413665771,15.2626028060913,228.5,17,1
"62",4,1217.93334960938,495.182113647461,-81.2538375854492,25.1654644012451,17.7146625518799,299.5,17,3
"63",5,257.500030517578,641,-26.5650482177734,17.8885440826416,7.60263061523438,77,17,4
"64",2,1150.61535644531,399.923004150391,-60.2551193237305,23.0704612731934,14.6360988616943,220.5,18,1
"65",3,1218.33532714844,492.641189575195,-85.6012954711914,24.6962738037109,17.9469814300537,277.5,18,3
"66",4,258.25,642.25,-45,16.9705619812012,7.77817440032959,86.5,18,4
"67",3,1149,398.5,-90,25,14,227,19,1
"68",5,1220.32067871094,485.877380371094,-74.0546035766602,26.785306930542,15.6591033935547,285.5,19,3
"69",7,255.117645263672,642.529403686523,-30.9637489318848,16.4638633728027,7.54593753814697,83,19,4
"70",2,1149,398.5,-90,25,14,233,20,1
"71",3,1223.31896972656,482.210662841797,-60.6422424316406,30.2327766418457,15.6883592605591,308.5,20,3
"72",4,252.549987792969,643.650009155273,-18.4349517822266,17.7087516784668,9.17060375213623,97,20,4
"73",1,179.5,99,0,19,2,17,21,2
"74",2,1149.40002441406,398.799957275391,-82.8749847412109,24.5588760375977,14.63609790802,228,21,1
"75",3,1225.25512695312,477.77848815918,-55.0079803466797,31.1308155059814,15.8930988311768,292.5,21,3
"76",4,250,642.5,0,16,9,92,21,4
"77",1,179.5,99,0,21,2,29.5,22,2
"78",2,1148.5,399,-90,24,15,252.5,22,1
"79",3,1227.74841308594,479.921859741211,-27.7585411071777,28.4105358123779,17.0463218688965,281.5,22,3
"80",4,248,642.5,0,18,9,100,22,4
"81",1,178.5,99,0,17,2,27,23,2
"82",2,1149,398,-90,26,14,246,23,1
"83",3,1226.5,476.999938964844,-51.3401908874512,32.1717948913574,14.5241613388062,300,23,3
"84",4,245.000030517578,643.999992370605,-26.5650482177734,17.8885440826416,8.9442720413208,93.5,23,4
"85",1,176.5,99,0,15,2,22.5,24,2
"86",3,1149.5,398,-90,26,13,237.5,24,1
"87",5,1225.28002929688,476.9599609375,-53.1301040649414,29.6000003814697,15.6000003814697,277,24,3
"88",6,243.500030517578,644.999992370605,-26.5650482177734,18.7829704284668,8.49705791473389,92,24,4
"89",1,175,99,0,18,2,25.5,25,2
"90",2,1148.95007324219,398.850006103516,71.565055847168,24.3495407104492,15.1789331436157,219,25,1
"91",3,1225.90063476562,474.224029541016,-54.7824096679688,31.6214656829834,15.0898780822754,302,25,3
"92",4,239.5,644.5,0,17,9,95.5,25,4
"93",1,175.5,99,0,19,2,19.5,26,2
"94",2,1149.40112304688,397.990112304688,-84.2894058227539,26.5674934387207,14.5275430679321,238,26,1
"95",3,1225.6474609375,475.622924804688,-50.1944313049316,30.0886669158936,15.1083536148071,286.5,26,3
"96",4,238,643.5,0,16,7,73.5,26,4
"97",1,175.5,99,0,17,2,18,27,2
"98",2,1148.37634277344,398.262359619141,84.2894058227539,25.6719608306885,13.8310174942017,218.5,27,1
"99",4,1221,477.5,-90,27,18,304.5,27,3
"100",5,238.5,644,0,15,8,78.5,27,4
"101",1,176,99,0,16,2,16,28,2
"102",2,1149.5,398.5,-90,25,13,228,28,1
"103",3,1221.60205078125,478.621109008789,-61.9275131225586,28.0588245391846,16.5882358551025,312,28,3
"104",4,236,644.5,0,18,7,81.5,28,4
"105",1,174.5,99,0,15,2,16,29,2
"106",2,1149,398,-90,26,14,222.5,29,1
"107",3,1219.84118652344,476.064727783203,-67.1663436889648,29.7348690032959,17.2200298309326,319,29,3
"108",4,235.100036621094,645.699989318848,-26.5650482177734,18.3357563018799,7.60263061523438,85,29,4
"109",1,174.5,99,0,15,2,21,30,2
"110",2,1150.34069824219,399.610626220703,-48.8140716552734,22.6713714599609,15.4278221130371,227,30,1
"111",3,1217.5,471,-90,28,17,305,30,3
"112",4,233.588272094727,645.352935791016,-14.0362396240234,17.9476356506348,7.27606868743896,83.5,30,4
"113",1,173,99,0,18,2,25.5,31,2
"114",2,1149.5,398.5,-90,25,15,250,31,1
"115",4,1214.26123046875,468.427337646484,61.9275131225586,28.4117660522461,16.6470603942871,311.5,31,3
"116",5,233,645,0,18,8,81,31,4
"117",1,172.5,99,0,17,2,27,32,2
"118",2,1149,399,-90,24,14,244.5,32,1
"119",3,1214.63513183594,459.189178466797,-80.5376815795898,30.0850162506104,15.7823028564453,314.5,32,3
"120",4,234.5,643.5,0,17,9,92,32,4
"121",1,171,99,0,18,2,27,33,2
"122",2,1149,397.5,-90,27,14,232.5,33,1
"123",3,1214,452,-90,32,14,321,33,3
"124",4,233,644,0,18,8,95.5,33,4
"125",1,170.5,99,0,19,2,33.5,34,2
"126",2,1149.5,398,-90,24,13,221.5,34,1
"127",3,1214.5,444.5,-90,29,15,293.5,34,3
"128",4,232,642.5,0,18,7,80.5,34,4
"129",1,169.5,99,0,19,2,29,35,2
"130",2,1148.64636230469,398.817077636719,83.6598129272461,24.736665725708,14.1352367401123,239,35,1
"131",3,1215.70007324219,438.100067138672,-77.47119140625,26.7909126281738,15.7274599075317,276,35,3
"132",4,229.5,642.5,0,17,7,81.5,35,4
"133",1,172,99.5,0,18,3,33,36,2
"134",2,1150,398.999969482422,-45,22.6274147033691,16.9705619812012,233.5,36,1
"135",3,1217.25,429.25,-85.6012954711914,27.6107406616211,16.3363552093506,289,36,3
"136",4,226,642,0,14,8,81.5,36,4
"137",1,173,99,0,16,2,16,37,2
"138",2,1150.05017089844,398.349975585938,-71.5650482177734,25.2982196807861,12.9653377532959,208,37,1
"139",3,1222.7197265625,420.847137451172,-61.3895378112793,30.4869194030762,14.2059478759766,273.5,37,3
"140",4,221.5,642,0,17,8,81,37,4
"141",1,171,99,0,18,2,20,38,2
"142",2,1149,399,-90,24,14,229.5,38,1
"143",3,1222.58996582031,421.581298828125,-61.9275131225586,30,15.3529415130615,288,38,3
"144",4,219.5,641,0,17,8,82,38,4
"145",2,1139.40014648438,392.299957275391,63.4349517822266,25.9383869171143,13.8636207580566,239,39,1
"146",3,1224.38452148438,413.923156738281,-56.3099365234375,29.9538116455078,14.9769058227539,291,39,3
"147",4,216.202239990234,642.376403808594,-12.9946212768555,17.7639007568359,8.76952075958252,85.5,39,4
"148",2,1134.87939453125,382.551696777344,66.8014068603516,25.8673706054688,13.2619514465332,226,40,1
"149",3,1224.26721191406,410.787628173828,-69.4439544677734,27.7387523651123,15.8005561828613,289,40,3
"150",4,212.5,641,0,17,8,85,40,4
"151",2,1127.20007324219,373.899993896484,63.4349517822266,24.1495323181152,12.0747661590576,187,41,1
"152",3,1223.65002441406,411.049926757812,-71.5650482177734,25.6144485473633,17.0762958526611,276.5,41,3
"153",4,209.822998046875,642.733154296875,-12.9946212768555,19.11305809021,8.6945686340332,108,41,4
"154",1,168,99,0,18,2,28,42,2
"155",2,1119.00012207031,365.500030517578,45,26.1629505157471,12.0208148956299,198.5,42,1
"156",3,1226.74609375,411.92431640625,-17.1027297973633,26.0266017913818,16.4688110351562,257,42,3
"157",4,210.361740112305,642.202941894531,-4.39871215820312,17.4101047515869,8.28322315216064,90,42,4
"158",1,166,99,0,20,2,25.5,43,2
"159",3,1112.49438476562,355.691009521484,57.9946174621582,24.3799514770508,12.4019756317139,201,43,1
"160",4,1226.46154785156,408.307647705078,-56.3099365234375,29.3991107940674,14.9769058227539,257,43,3
"161",5,208.893447875977,642.827865600586,-5.19442749023438,18.6503620147705,9.23464584350586,105.5,43,4
"162",2,168,99,0,16,2,25,44,2
"163",3,1107.00012207031,348.999969482422,45,25.4558448791504,12.7279205322266,213.5,44,1
"164",4,1228.85595703125,409.638763427734,-17.3540267944336,25.1147556304932,15.4506454467773,244.5,44,3
"165",5,209.393463134766,642.827865600586,-5.19442749023438,17.654468536377,8.96303749084473,91,44,4
"166",2,165.5,99,0,15,2,24.5,45,2
"167",3,1101.60009765625,338.699920654297,63.4349517822266,25.0439605712891,11.1803398132324,195,45,1
"168",4,1228.5,410.5,0,19,17,224,45,3
"169",5,208.5,644,0,17,8,84.5,45,4
"170",1,160.5,99,0,23,2,26,46,2
"171",2,1095.05993652344,328.080017089844,53.1301002502441,25.8000011444092,11.2000007629395,192,46,1
"172",3,1230.13916015625,410.896240234375,-14.9314193725586,22.7387275695801,17.0057353973389,232,46,3
"173",4,208.25,643.75,-11.309928894043,18.2388019561768,8.62911033630371,84.5,46,4
"174",2,1092.01220703125,322.890197753906,51.3401908874512,24.8316307067871,12.3377265930176,194,47,1
"175",3,1231.17358398438,410.085723876953,-25.0168991088867,24.4065322875977,16.1300601959229,232,47,3
"176",4,208.744003295898,643.592002868652,-10.3048477172852,17.1730041503906,8.58650207519531,88,47,4
"177",1,160.5,99,0,19,2,24,48,2
"178",2,1090.94226074219,316.211547851562,78.690071105957,24.7106342315674,12.3553171157837,195,48,1
"179",3,1229.20007324219,412.099975585938,-18.4349517822266,22.4521713256836,15.4951581954956,224.5,48,3
"180",4,210.280014038086,644.539993286133,-36.8698997497559,17.8000011444092,8,76,48,4
"181",1,162,99,0,14,2,20,49,2
"182",2,1086.03979492188,312.402740478516,48.8140754699707,26.6224002838135,12.6997327804565,208.5,49,1
"183",3,1229.5087890625,411.853424072266,-23.1985931396484,25.9986782073975,14.8376293182373,252.5,49,3
"184",4,208.441207885742,644.264694213867,-14.0362396240234,18.1901721954346,7.03353309631348,79,49,4
"185",1,158.5,99,0,19,2,26.5,50,2
"186",2,1084.58825683594,307.352966308594,49.3987045288086,24.7300720214844,12.5819664001465,193,50,1
"187",3,1228.76916503906,410.346160888672,-22.6198654174805,27.6153888702393,16.1538505554199,276,50,3
"188",4,210.5,644,0,15,8,73,50,4
"189",1,156.5,99,0,21,2,23,51,2
"190",2,1085.29431152344,304.176361083984,75.9637603759766,24.7386322021484,11.6417102813721,179,51,1
"191",3,1227.94213867188,409.063781738281,-29.3577537536621,25.8748970031738,15.8517789840698,255.5,51,3
"192",4,209.5,644,0,15,8,78,51,4
"193",1,154.5,99,0,17,2,19.5,52,2
"194",2,1082,298.499969482422,59.0362396240234,24.8672943115234,11.833402633667,196.5,52,1
"195",3,1229.64184570312,406.398590087891,-35.5376777648926,30.340633392334,16.9721546173096,280,52,3
"196",4,209.416213989258,644.10270690918,-17.1027297973633,17.0569801330566,7.49919033050537,78,52,4
"197",1,152.5,99.5,0,19,3,28.5,53,2
"198",2,1081,293,-90,22,12,185,53,1
"199",3,1226.60009765625,403.799987792969,-63.4349517822266,30.4105205535889,15.2052602767944,273,53,3
"200",4,210.500030517578,644.999984741211,-45,14.8492412567139,7.77817440032959,74.5,53,4
"201",1,152,99,0,14,2,21.5,54,2
"202",2,1080,291,75.9637603759766,24.7386341094971,11.1566371917725,182.5,54,1
"203",3,1225.50012207031,404.499969482422,-71.5650482177734,26.5631313323975,15.8113880157471,258.5,54,3
"204",4,210.750030517578,645.249984741211,-45,14.8492412567139,8.48528099060059,81,54,4
"205",2,149.5,99,0,17,2,20,55,2
"206",3,1081.45166015625,291.175109863281,-85.9143829345703,23.7965145111084,12.0407514572144,177.5,55,1
"207",4,1225.224609375,402.859527587891,-77.0053863525391,27.5078163146973,15.9650259017944,294,55,3
"208",5,210.147048950195,643.911766052246,-12.52880859375,15.7274599075317,8.1348934173584,79.5,55,4
"209",1,146.5,99,0,21,2,24.5,56,2
"210",2,1081,291,-90,24,12,183,56,1
"211",3,1226.96459960938,397.658874511719,-77.47119140625,29.2856140136719,15.4020643234253,307.5,56,3
"212",4,210.20002746582,644.89998626709,-26.5650482177734,15.6524744033813,7.15541696548462,76.5,56,4
"213",1,145.5,99,0,19,2,20,57,2
"214",2,1080.58288574219,290.493103027344,85.2363510131836,25.3288726806641,12.2076864242554,189,57,1
"215",3,1225.69226074219,395.538482666016,-78.6900634765625,26.6717910766602,16.4737548828125,302,57,3
"216",4,209.300018310547,644.099998474121,-26.5650482177734,16.5469017028809,7.60263013839722,73.5,57,4
"217",1,143,99,0,20,2,15,58,2
"218",3,1080.64990234375,290.450073242188,85.6012878417969,25.3865413665771,12.2714414596558,188,58,1
"219",4,1227.46008300781,391.780029296875,-81.8698959350586,27.4357452392578,16.404878616333,299.5,58,3
"220",5,209,644.5,0,16,9,94,58,4
"221",1,140,99.5,0,22,3,28,59,2
"222",2,1080.64709472656,291.088226318359,75.9637603759766,24.7386341094971,10.9141025543213,176.5,59,1
"223",3,1227.5,391.5,-90,25,17,283.5,59,3
"224",4,206.44140625,644.296546936035,-4.76364898681641,19.4326438903809,8.13845825195312,98,59,4
"225",1,140,99.5,0,18,3,43,60,2
"226",2,1080.57348632812,290.955871582031,85.6012878417969,24.3894882202148,12.0413522720337,182,60,1
"227",3,1226.8076171875,390.961517333984,-78.6900634765625,27.4562549591064,16.8659858703613,274,60,3
"228",4,205.5,644.5,0,17,9,91.5,60,4
"229",1,138.5,98.9999389648438,-3.57633209228516,19.0877552032471,2.93177938461304,35,61,2
"230",2,1079.54992675781,291.649993896484,71.5650482177734,23.7170829772949,12.0166549682617,179,61,1
"231",3,1229.75012207031,391.749938964844,-45,25.4558448791504,16.2634544372559,271.5,61,3
"232",4,204.451736450195,645.420677185059,-4.76364898681641,19.4326438903809,8.38759422302246,105.5,61,4
"233",1,138,99.5,0,20,3,37.5,62,2
"234",2,1081.03698730469,290.405700683594,84.8055725097656,25.440544128418,11.4075031280518,183,62,1
"235",3,1226.59130859375,386.732025146484,86.9872131347656,26.9626808166504,15.9253263473511,287,62,3
"236",4,204.391616821289,644.873886108398,-3.81407928466797,19.423547744751,9.24614143371582,109.5,62,4
"237",1,136,99.5,0,22,3,45,63,2
"238",2,1081,291.5,-90,23,12,169.5,63,1
"239",3,1227.5,385,-90,30,17,326.5,63,3
"240",4,202.5,645.5,0,19,9,98,63,4
"241",1,135.5,99,0,19,2,29,64,2
"242",2,1081,290.5,-90,25,12,188,64,1
"243",3,1227,385,-90,28,16,320,64,3
"244",4,200.5,645,0,19,8,96.5,64,4
"245",1,135.5,99.5,0,19,3,43,65,2
"246",3,1081.5,290.5,-90,25,11,174.5,65,1
"247",4,1228.87634277344,382.737670898438,-84.2894058227539,28.7565746307373,17.4131507873535,316,65,3
"248",5,200,644.5,0,18,9,104.5,65,4
"249",1,135,100,0,20,4,50,66,2
"250",2,1081,291.5,-90,23,12,178,66,1
"251",3,1230.25012207031,382.250030517578,-71.5650482177734,26.8793601989746,16.4438438415527,293.5,66,3
"252",4,199.944854736328,644.337928771973,-4.76364898681641,20.4291896820068,8.4706392288208,106,66,4
"253",1,135.5,99.5,0,19,3,44.5,67,2
"254",2,1077.29614257812,283.372009277344,55.3048477172852,24.602518081665,12.4593715667725,182.5,67,1
"255",3,1229.44116210938,383.235260009766,-75.963752746582,25.9513130187988,16.0073509216309,287,67,3
"256",4,199.5,644,-7.12501525878906,17.6129322052002,9.30260467529297,100.5,67,4
"257",1,135,99.5,0,18,3,40,68,2
"258",2,1078,274,-90,24,10,177.5,68,1
"259",3,1229.5,383.5,-90,21,17,253.5,68,3
"260",4,196.5,644,0,17,8,97,68,4
"261",1,134.5,100,0,19,4,52,69,2
"262",2,1074.90002441406,263.699951171875,71.5650482177734,23.4008541107178,11.3841991424561,180,69,1
"263",3,1229.18444824219,382.971313476562,-84.8055725097656,19.4651832580566,16.477502822876,218.5,69,3
"264",4,195,643,0,18,8,105,69,4
"265",1,131,99.5,0,20,3,53.5,70,2
"266",3,1074.130859375,255.646118164062,74.7448806762695,22.8912124633789,12.191104888916,169,70,1
"267",4,1233.10009765625,383.699981689453,-26.5650482177734,21.0190372467041,15.6524744033813,208,70,3
"268",5,189,643.5,0,18,9,100.5,70,4
"269",1,130,100,0,22,4,60.5,71,2
"270",2,1076,248,-90,24,10,165,71,1
"271",3,1231,382,-90,22,16,212,71,3
"272",4,187.5,644,0,17,10,101.5,71,4
"273",1,130,100.5,0,20,5,66.5,72,2
"274",2,1072.970703125,239.88232421875,75.9637603759766,24.4960994720459,11.1566381454468,173.5,72,1
"275",3,1231.03857421875,381.692260742188,-82.8749847412109,21.209939956665,13.8918905258179,193,72,3
"276",4,182.639984130859,642.019996643066,8.13010311126709,20.5060977935791,8.9095458984375,93,72,4
"277",1,129.5,100,0,19,4,64.5,73,2
"278",2,1073.5,231,-90,26,11,171,73,1
"279",3,1232.50012207031,383.000061035156,-26.5650482177734,18.7829704284668,17.4413299560547,224.5,73,3
"280",4,179.389404296875,643.340698242188,-3.81407928466797,19.3570308685303,10.1774063110352,108,73,4
"281",1,128,100,0,20,4,70.5,74,2
"282",2,1071.65002441406,224.449981689453,71.5650482177734,22.7683982849121,12.9653377532959,184,74,1
"283",3,1234.12072753906,381.332336425781,-32.4711952209473,22.548770904541,17.2567138671875,209,74,3
"284",4,179.859771728516,643.737808227539,-6.34018707275391,16.7855930328369,9.1658182144165,101,74,4
"285",1,126.5,100,0,19,4,60,75,2
"286",2,1072.5,215,-90,26,11,180,75,1
"287",4,1230.29406738281,379.676452636719,-85.6012954711914,22.6254692077637,16.3363552093506,219,75,3
"288",5,179.423080444336,644.384605407715,-7.12501525878906,17.6129322052002,8.31032752990723,95.5,75,4
"289",1,126,100.5,0,18,5,58.5,76,2
"290",2,1074.5,206.5,-90,27,11,190,76,1
"291",3,1230.5,381.5,-90,21,15,223,76,3
"292",4,177,644.5,0,16,9,90,76,4
"293",1,127.5,100,0,19,4,61.5,77,2
"294",2,1073,201.5,-90,25,12,183,77,1
"295",3,1232.30004882812,381.599975585938,-26.5650482177734,17.8885440826416,17.4413299560547,214,77,3
"296",4,176.5,644.5,0,17,9,102,77,4
"297",1,126,100,0,16,4,51,78,2
"298",3,1075.96557617188,195.086181640625,-68.1985931396484,25.0688705444336,11.513111114502,189,78,1
"299",4,1233.30004882812,378.400024414062,-36.8698959350586,21.6000022888184,19.0000038146973,267.5,78,3
"300",5,176.5,644.5,0,17,9,102,78,4
"301",1,124,100,0,20,4,63.5,79,2
"302",2,1076.10009765625,195.299926757812,-63.4349517822266,24.5967483520508,12.0747661590576,188,79,1
"303",3,1230.5,376,-90,28,15,269.5,79,3
