"","X","id","x","y","alpha","major","minor","area","frame","track"
"1",1,1,356,119.5,0,26,11,175.5,1,1
"2",2,2,526.147094726562,119.911682128906,14.036244392395,20.6155281066895,10.9141025543213,145,1,3
"3",3,3,786,165.5,-90,19,10,125,1,2
"4",4,4,52.8499984741211,581.549987792969,71.5650482177734,18.0249786376953,10.119288444519,121.5,1,4
"5",5,1,354.456176757812,118.879577636719,-19.9831085205078,22.9822196960449,11.7046985626221,168.5,2,1
"6",6,2,527.003845214844,120.319274902344,15.2551202774048,21.2248001098633,10.9632234573364,156,2,3
"7",7,3,787.000122070312,165.999938964844,-63.4349517822266,17.8885440826416,9.83869934082031,114.5,2,2
"8",8,5,50.9000015258789,580.699996948242,-63.4349517822266,16.5469017028809,12.0747671127319,119.5,2,4
"9",9,1,355.076416015625,120.676818847656,7.59464359283447,24.648530960083,12.1590623855591,176,3,1
"10",10,2,526.050048828125,120.349975585938,18.4349498748779,21.1872596740723,10.7517433166504,141.5,3,3
"11",11,3,786.5,165.5,-90,19,9,122,3,2
"12",12,4,51.7000007629395,582.399993896484,-82.8749847412109,18.9773139953613,10.915057182312,121.5,3,4
"13",13,1,354.829345703125,120.450500488281,6.70983695983887,25.354549407959,11.9178075790405,165.5,4,1
"14",14,2,524.452087402344,118.698059082031,47.2906112670898,22.4397659301758,13.2829856872559,171.5,4,3
"15",15,3,785,164.5,-90,19,8,107,4,2
"16",16,4,52,582,-90,20,8,107.5,4,4
"17",17,1,355.5,119.5,0,23,11,160,5,1
"18",18,2,521.84619140625,121.269226074219,11.3099327087402,24.9067497253418,11.1786203384399,168.5,5,3
"19",19,3,784.5,164,-90,18,9,117.5,5,2
"20",20,4,52.4000015258789,581.699981689453,71.5650482177734,18.0249824523926,10.4355163574219,123,5,4
"21",21,1,354.900024414062,118.700012207031,-18.4349517822266,22.7683982849121,11.3841991424561,155,6,1
"22",22,2,518.5,122,0,25,12,184.5,6,3
"23",23,3,785,163.5,-90,19,8,107.5,6,2
"24",24,4,52,582,-90,18,8,107,6,4
"25",25,1,355.5,120,0,25,12,203,7,1
"26",26,2,518.080322265625,119.005187988281,30.2564353942871,25.6254367828369,12.1648845672607,185,7,3
"27",27,3,784.730773925781,163.653869628906,78.690071105957,20.78830909729,9.80580711364746,128,7,2
"28",28,5,52.5,588.5,-90,17,9,96.5,7,4
"29",29,1,355.106201171875,118.133605957031,-24.4439544677734,22.5936412811279,11.7520036697388,161,8,1
"30",30,2,517.250061035156,119.249938964844,45,21.9203109741211,11.3137073516846,166.5,8,3
"31",31,3,785.948303222656,164.379272460938,-68.1985931396484,18.5695343017578,10.2132434844971,119.5,8,2
"32",32,4,54.5,599,-90,18,9,108.5,8,4
"33",33,1,354.815704345703,120.566528320312,6.70983695983887,23.6019306182861,11.6841249465942,166.5,9,1
"34",34,2,516.094116210938,120.723510742188,40.6012954711914,20.1745319366455,10.9549884796143,153,9,3
"35",35,3,784.794250488281,164.676452636719,75.9637603759766,18.6752433776855,9.94396018981934,122,9,2
"36",36,4,53.5,611.5,-90,19,9,121,9,4
"37",37,1,354.500030517578,118.5,-21.8014068603516,23.2119159698486,11.698805809021,161.5,10,1
"38",38,2,512.6865234375,120.018920898438,17.1027297973633,22.6446132659912,10.807656288147,154.5,10,3
"39",39,4,784.5,166,-90,16,9,104,10,2
"40",40,6,51.1280555725098,622.347549438477,-83.6598052978516,19.2150897979736,10.4909963607788,122.5,10,4
"41",41,2,354.5,119.5,0,23,11,168.5,11,1
"42",42,3,512,118.5,45,21.9203109741211,10.6066007614136,140.5,11,3
"43",43,4,784.5,164.5,-90,19,9,103.5,11,2
"44",44,5,52.1585350036621,630.573165893555,-83.6598052978516,19.2150897979736,8.61366081237793,120,11,4
"45",45,1,355.5,120,0,23,12,178,12,1
"46",46,2,511.96630859375,119.272033691406,30.256441116333,20.3707828521729,10.2933645248413,133,12,3
"47",47,3,784.578002929688,164.426574707031,73.3007583618164,19.1565265655518,10.0571765899658,118,12,2
"48",48,4,52,637.5,-90,19,10,131,12,4
"49",49,1,355,120,0,22,12,171,13,1
"50",50,2,514.750061035156,119.749938964844,45,17.6776695251465,8.48528099060059,114,13,3
"51",51,3,785.5,164,-90,20,9,118,13,2
"52",52,4,55.8000030517578,642.099990844727,63.4349517822266,19.677396774292,11.1803398132324,131.5,13,4
"53",53,1,354.075469970703,118.23583984375,-29.0546035766602,21.2711601257324,12.5295867919922,159,14,1
"54",54,2,517,119.499938964844,63.4349517822266,19.6773986816406,10.2859125137329,136.5,14,3
"55",55,3,784.019287109375,164.596130371094,78.690071105957,20.3960781097412,10.0019245147705,122,14,2
"56",56,4,56,645.5,-90,19,10,127,14,4
"57",57,1,354.200012207031,118.400085449219,-26.5650482177734,23.2551078796387,12.5219812393188,172.5,15,1
"58",58,2,517.965515136719,119.913818359375,68.1985931396484,20.6121826171875,10.027548789978,147.5,15,3
"59",59,3,785,164,-90,20,10,130.5,15,2
"60",60,4,57.423526763916,646.905876159668,77.47119140625,15.6189947128296,10.1957321166992,106.5,15,4
"61",61,1,354.117645263672,120.029357910156,14.036244392395,20.6155281066895,13.096923828125,163,16,1
"62",62,2,518.500061035156,119.499938964844,63.4349517822266,21.0190372467041,10.2859125137329,144.5,16,3
"63",63,3,785.5,164,-90,20,9,119.5,16,2
"64",64,4,57,649.5,90,17,10,122,16,4
"65",65,1,355,120,0,22,12,161.5,17,1
"66",66,2,520.600036621094,120.700012207031,63.4349517822266,18.7829704284668,11.1803398132324,136,17,3
"67",67,3,784.5,164,-90,20,9,119,17,2
"68",68,4,55.7599983215332,651.680000305176,-81.8698959350586,16.1220359802246,9.89949512481689,104.5,17,4
"69",69,1,354.5,119.5,0,23,11,165,18,1
"70",70,2,522,120.5,-90,19,10,134,18,3
"71",71,3,784.150085449219,164.449951171875,71.5650482177734,19.2898902893066,10.119288444519,114,18,2
"72",72,4,54.6999969482422,650.399993896484,-26.5650482177734,15.2052602767944,9.39148616790771,92,18,4
"73",73,1,355,120.5,0,24,13,179.5,19,1
"74",74,2,524.409973144531,120.630004882812,-81.8698959350586,19.233304977417,10.6066017150879,145.5,19,3
"75",75,3,784.905700683594,164.669860839844,74.0546035766602,18.5436744689941,9.61523818969727,113,19,2
"76",76,4,54,652,0,12,10,91,19,4
"77",77,2,354.238739013672,120.632141113281,12.9946165084839,22.1861400604248,12.3672742843628,157.5,20,1
