"","X","id","x","y","alpha","major","minor","area","frame","track"
"2080",2080,3,1128.07690429688,587.384643554688,-56.3099365234375,20.5239086151123,11.6487045288086,122,714,2
"2081",2081,1,1094.01171875,105.847106933594,4.39870548248291,22.548770904541,9.51036739349365,157.5,715,3
"2082",2082,2,259.000030517578,496.499969482422,45,14.8492412567139,9.1923885345459,85.5,715,4
"2083",2083,4,1128.20007324219,587.099960327148,-63.4349517822266,19.6773986816406,10.2859125137329,114.5,715,2
"2084",2084,1,1093.51782226562,105.734497070312,3.81407499313354,23.4812068939209,9.51221752166748,153.5,716,3
"2085",2085,2,261.000030517578,496.999938964844,26.5650501251221,18.7829704284668,8.94427108764648,90,716,4
"2086",2086,3,1130,587.5,-90,21,10,126.5,716,2
"2087",2087,1,1095.54870605469,106.06103515625,6.34019136428833,27.8287467956543,9.49711132049561,156.5,717,3
"2088",2088,2,260.653869628906,495.269195556641,7.12501668930054,16.0004806518555,10.0468130111694,98,717,4
"2089",2089,3,1130,588,-90,22,10,136.5,717,2
"2090",2090,1,1094.51770019531,105.770690917969,4.39870500564575,23.5458278656006,9.28027629852295,137.5,718,3
"2091",2091,2,261.058807373047,497.235321044922,30.9637546539307,18.5218467712402,9.26092338562012,93.5,718,4
"2092",2092,3,1130.5,586.5,-90,19,9,111,718,2
"2093",2093,1,1094.09118652344,105.814758300781,4.39870548248291,22.395378112793,9.43367099761963,137.5,719,3
"2094",2094,2,261.223541259766,495.994125366211,12.52880859375,17.3544368743896,9.21954441070557,97,719,4
"2095",2095,3,1130.5,588,-90,20,9,121,719,2
"2096",2096,1,1093.4384765625,105.992248535156,7.12501668930054,23.4425659179688,9.79874420166016,154,720,3
"2097",2097,2,260.103454589844,495.74137878418,21.8014068603516,15.2270174026489,8.72768020629883,91.5,720,4
"2098",2098,3,1130.5,587,-90,22,9,121,720,2
"2099",2099,1,1094.5,106,0,21,10,142,721,3
"2100",2100,2,259,495,0,14,10,93,721,4
"2101",2101,4,1130,586.5,-90,21,10,132,721,2
"2102",2102,1,1095,106,0,24,10,145.5,722,3
"2103",2103,2,261.219635009766,496.072250366211,8.74616241455078,17.1824626922607,9.35151863098145,96.5,722,4
"2104",2104,3,1130.21069335938,587.550765991211,-85.9143829345703,21.3028678894043,9.47585773468018,137,722,2
"2105",2105,1,1094.54431152344,105.836242675781,3.81407499313354,23.4146881103516,9.44569873809814,150.5,723,3
"2106",2106,2,261.628723144531,495.712860107422,5.71059370040894,17.7116622924805,9.45285415649414,108,723,4
"2107",2107,3,1130,588,-90,20,10,130,723,2
"2108",2108,1,1095.03674316406,105.83544921875,3.1798300743103,24.2403984069824,9.31896305084229,139,724,3
"2109",2109,2,260.512298583984,495.36474609375,5.19442892074585,15.3910751342773,10.0494680404663,100,724,4
"2110",2110,3,1129.5,587.5,-90,21,9,130,724,2
"2111",2111,1,1094.54406738281,105.926513671875,4.39870548248291,23.4691295623779,9.28027629852295,133,725,3
"2112",2112,2,260.5,496,18.4349498748779,16.1276168823242,9.17060375213623,95,725,4
"2113",2113,3,1129.5,587,-90,20,9,117,725,2
"2114",2114,1,1094,105.5,0,24,9,141.5,726,3
"2115",2115,2,261.064361572266,495.856414794922,5.71059370040894,16.8161277770996,9.05483818054199,100.5,726,4
"2116",2116,3,1130,585.5,-90,17,10,113.5,726,2
"2117",2117,1,1094,106,0,24,10,158.5,727,3
"2118",2118,2,261.529449462891,496.38232421875,14.036244392395,19.1603145599365,8.73128223419189,106,727,4
"2119",2119,4,1130.5,587.5,-90,21,9,118,727,2
"2120",2120,1,1092.58911132812,105.608825683594,5.71059322357178,23.383373260498,9.6518611907959,155,728,3
"2121",2121,2,261.384613037109,496.076919555664,11.3099327087402,18.8271484375,9.41357421875,107.5,728,4
"2122",2122,3,1129.78857421875,586.057723999023,-78.6900634765625,18.2388000488281,9.80580615997314,118.5,728,2
"2123",2123,1,1093.5,106,0,23,10,166,729,3
"2124",2124,2,261.570587158203,496.182357788086,12.52880859375,18.5475540161133,9.43647575378418,106.5,729,4
"2125",2125,3,1128.90002441406,586.199951171875,-63.4349517822266,19.2301826477051,10.7331256866455,124.5,729,2
"2126",2126,1,1094.7568359375,106.288513183594,8.53076553344727,25.9101333618164,10.2354907989502,153,730,3
"2127",2127,3,260.706909179688,496.48274230957,21.8014068603516,18.7552280426025,9.28476715087891,113.5,730,4
"2128",2128,4,1129.09997558594,587.700042724609,-71.5650482177734,21.5034866333008,10.119288444519,131.5,730,2
"2129",2129,2,1094.12194824219,105.902404785156,6.34019184112549,22.5280342102051,9.93883800506592,155,731,3
"2130",2130,3,259.700012207031,495.399963378906,7.12501668930054,15.6283760070801,10.2948837280273,102.5,731,4
"2131",2131,4,1130,585.5,-90,17,10,118.5,731,2
"2132",2132,1,1093.5,106,0,23,10,153,732,3
"2133",2133,2,260.015411376953,495.876907348633,7.12501668930054,14.8841676712036,9.17857074737549,92,732,4
"2134",2134,4,1130,586.5,-90,19,10,119.5,732,2
"2135",2135,1,1093.63098144531,105.953796386719,7.12501668930054,21.5820426940918,9.67470836639404,139.5,733,3
"2136",2136,2,260.163970947266,495.696701049805,5.19442939758301,16.5680389404297,9.14410972595215,98.5,733,4
"2137",2137,3,1129.5,585,-90,18,9,121.5,733,2
"2138",2138,1,1094.98303222656,106.145080566406,6.70983695983887,26.7566452026367,9.75624370574951,163.5,734,3
"2139",2139,2,259.5,495,0,13,10,92.5,734,4
"2140",2140,5,1129.5,587,-90,20,9,118,734,2
"2141",2141,1,1093.98913574219,106.165832519531,3.81407499313354,24.3459548950195,10.1774072647095,171,735,3
"2142",2142,2,259.5,495.5,0,13,11,99,735,4
"2143",2143,3,1130.5,586,-90,16,9,111.5,735,2
"2144",2144,1,1094.20556640625,106.047912597656,6.00900602340698,24.4962406158447,9.57865810394287,144,736,3
"2145",2145,2,259.923065185547,496.61540222168,33.6900672912598,15.5316066741943,9.42990303039551,101,736,4
"2146",2146,3,1130.5,586,-90,16,9,109.5,736,2
"2147",2147,1,1092.5,105.5,0,21,9,146,737,3
"2148",2148,2,261.200012207031,496.599975585938,26.5650501251221,17.8885440826416,8.04984474182129,88,737,4
"2149",2149,3,1130.5,586.5,-90,21,9,117.5,737,2
"2150",2150,1,1093.2431640625,106.040466308594,9.46232128143311,23.1802577972412,9.53514099121094,151,738,3
"2151",2151,3,260.328002929688,495.696014404297,10.3048467636108,15.3841495513916,10.0175857543945,95.5,738,4
"2152",2152,4,1130.5,587.5,-90,19,9,118.5,738,2
"2153",2153,1,1094,106,0,22,10,141.5,739,3
"2154",2154,2,261.103454589844,496.741409301758,21.8014068603516,17.8267517089844,8.72768020629883,93,739,4
"2155",2155,3,1130.34606933594,585.769241333008,-78.6900634765625,19.023265838623,8.82522583007812,110,739,2
"2156",2156,1,1094.55480957031,106.006103515625,6.34019136428833,22.0863075256348,9.82840633392334,147,740,3
"2157",2157,3,260,495.5,0,12,9,78,740,4
"2158",2158,4,1130.5,586.5,-90,19,9,117.5,740,2
"2159",2159,1,1095,106,0,24,10,157,741,3
"2160",2160,2,259.459991455078,495.780014038086,8.13010215759277,13.5764503479004,9.3338098526001,87,741,4
"2161",2161,3,1130.5,587,-90,20,9,117,741,2
"2162",2162,1,1094.07592773438,105.786010742188,3.57633447647095,24.4522895812988,9.41912174224854,152,742,3
"2163",2163,3,259.869262695312,497.453811645508,37.8749847412109,17.5411605834961,8.77058029174805,93.5,742,4
"2164",2164,4,1130,586,-90,18,10,121.5,742,2
"2165",2165,1,1094.49658203125,106.029113769531,6.70983695983887,23.7771949768066,9.63940334320068,149,743,3
"2166",2166,2,260.176483154297,495.79411315918,14.036244392395,14.7946729660034,9.21635341644287,95.5,743,4
"2167",2167,3,1129.5,586.5,-90,19,9,119,743,2
"2168",2168,1,1094.73547363281,105.998352050781,6.70983695983887,25.5298118591309,9.52256202697754,148.5,744,3
"2169",2169,3,258.720031738281,495.539993286133,36.8698997497559,13.4000005722046,9.19999980926514,88,744,4
"2170",2170,4,1130.5,585.5,-90,17,9,115.5,744,2
"2171",2171,1,1093.97937011719,105.767700195312,4.39870548248291,24.4661827087402,9.51036739349365,151.5,745,3
"2172",2172,2,261.5,495.5,0,17,11,109,745,4
"2173",2173,3,1129.28381347656,586.702651977539,-54.4623222351074,17.785888671875,10.8110303878784,117,745,2
"2174",2174,1,1094.09118652344,105.814758300781,4.39870500564575,24.3894882202148,9.43367099761963,146.5,746,3
"2175",2175,2,260.183197021484,495.668319702148,5.71059322357178,16.6171207427979,9.05483818054199,93,746,4
"2176",2176,3,1130.5,588.5,-90,21,9,118.5,746,2
"2177",2177,1,1093.62438964844,105.758850097656,4.08561658859253,25.29270362854,9.54710483551025,162.5,747,3
"2178",2178,2,263.256103515625,499.80485534668,38.6598091125488,18.5846786499023,9.05807876586914,98.5,747,4
"2179",2179,3,1130.5,586,-90,18,9,112,747,2
"2180",2180,1,1094,106,0,22,10,162,748,3
"2181",2181,2,266.539825439453,501.902648925781,48.8140754699707,17.3092651367188,8.65463256835938,89,748,4
"2182",2182,3,1130.14855957031,585.985137939453,84.2894058227539,17.7116622924805,9.85086822509766,119,748,2
"2183",2183,1,1092,106,0,22,10,143.5,749,3
"2184",2184,2,271.600036621094,504.799987792969,26.5650501251221,19.6773986816406,8.04984474182129,95.5,749,4
"2185",2185,3,1130,585.5,-90,19,10,121,749,2
"2186",2186,1,1093.5,106,0,23,10,146.5,750,3
"2187",2187,2,273.25,508.25,45,16.2634544372559,9.89949417114258,101,750,4
"2188",2188,3,1130,586.5,-90,19,8,104.5,750,2
"2189",2189,1,1094.94592285156,105.824340820312,9.46232223510742,24.8242473602295,8.54874706268311,131,751,3
"2190",2190,2,278,509.5,0,14,9,89.5,751,4
"2191",2191,3,1129.5,587.5,-90,21,9,126,751,2
"2192",2192,1,1093.38464355469,105.576904296875,11.3099327087402,22.5533561706543,8.82522583007812,137,752,3
"2193",2193,2,283.911804199219,512.852890014648,14.036244392395,18.6752433776855,8.97381782531738,92.5,752,4
"2194",2194,3,1130.13110351562,587.557373046875,-84.8055725097656,21.3664360046387,7.60500240325928,106.5,752,2
"2195",2195,1,1092.5,106,0,21,10,138,753,3
"2196",2196,2,287.789672851562,517.075866699219,48.3664627075195,18.1039180755615,9.88241195678711,103.5,753,4
"2197",2197,3,1130.09448242188,587.067565917969,80.5376739501953,18.9058837890625,10.028338432312,118.5,753,2
"2198",2198,1,1094.17663574219,105.794128417969,14.036244392395,23.0408821105957,8.73128223419189,130.5,754,3
"2199",2199,2,291.899993896484,517.799987792969,18.4349479675293,16.7600708007812,9.17060375213623,100.5,754,4
"2200",2200,3,1129.5,587,-90,20,9,118,754,2
"2201",2201,1,1094,106,0,22,10,150,755,3
"2202",2202,2,295.118560791016,519.391754150391,21.0375118255615,18.3079319000244,9.97961711883545,106,755,4
"2203",2203,3,1130,587,-90,20,10,124,755,2
"2204",2204,1,1094.01977539062,105.801879882812,5.71059370040894,22.6868476867676,9.5523567199707,141.5,756,3
"2205",2205,2,297.307708740234,521.461547851562,11.3099327087402,15.6892910003662,10.1980390548706,97.5,756,4
"2206",2206,3,1129.5,587,-90,18,9,115,756,2
"2207",2207,1,1094.48645019531,105.717895507812,3.57633447647095,23.3918571472168,9.60625648498535,155.5,757,3
"2208",2208,2,299.862060546875,524.344833374023,21.8014068603516,14.4842357635498,8.91337585449219,88.5,757,4
"2209",2209,3,1130,586.5,-90,19,10,123.5,757,2
"2210",2210,1,1095,106,0,24,10,165.5,758,3
"2211",2211,2,303.080017089844,526.559967041016,36.8698959350586,17.2000007629395,10.3999996185303,106,758,4
"2212",2212,3,1130,586,-90,20,10,131,758,2
"2213",2213,1,1093.20288085938,105.970336914062,5.71059370040894,22.6868476867676,9.85086822509766,156.5,759,3
"2214",2214,3,301.299987792969,526.399978637695,26.5650501251221,15.2052612304688,9.3914852142334,95,759,4
"2215",2215,5,1130.40710449219,586.382751464844,85.2363510131836,18.7682819366455,10.0485038757324,113,759,2
"2216",2216,1,1094.5,105.5,0,23,9,147,760,3
"2217",2217,2,301.249969482422,526.750015258789,45,16.9705657958984,9.1923885345459,90.5,760,4
"2218",2218,3,1130,587,-90,20,10,122,760,2
"2219",2219,1,1094,105.5,0,24,9,143,761,3
"2220",2220,2,301.500030517578,527.499969482422,45,18.3847751617432,8.48528099060059,107.5,761,4
"2221",2221,4,1130.5,587,-90,18,9,111.5,761,2
"2222",2222,1,1094.21887207031,105.777587890625,3.3664608001709,22.0207576751709,9.39552402496338,143.5,762,3
"2223",2223,2,300,526,0,12,10,83.5,762,4
"2224",2224,3,1131,587,-90,20,10,131,762,2
"2225",2225,1,1095,105.5,0,24,9,145,763,3
"2226",2226,2,302.51025390625,526.777389526367,24.4439544677734,16.9659214019775,8.44157981872559,99,763,4
"2227",2227,3,1130,587,-90,20,10,119.5,763,2
"2228",2228,1,1093.5,106,0,21,10,153.5,764,3
"2229",2229,2,300.982727050781,526.293090820312,21.8014068603516,15.4127130508423,9.47046184539795,95.5,764,4
"2230",2230,3,1130.5,586.5,-90,21,9,115,764,2
"2231",2231,1,1094.5,105.5,0,25,9,140,765,3
"2232",2232,2,300.800018310547,526.899978637695,26.5650501251221,15.6524744033813,8.94427108764648,96,765,4
"2233",2233,3,1129.85986328125,586.97998046875,-81.8698959350586,18.3847770690918,8.7681245803833,111,765,2
"2234",2234,1,1095,106,0,24,10,149,766,3
"2235",2235,2,300.700042724609,527.099945068359,26.5650501251221,15.6524744033813,9.3914852142334,96.5,766,4
"2236",2236,3,1129.35302734375,585.588241577148,-75.963752746582,16.9774913787842,9.21635341644287,110.5,766,2
"2237",2237,1,1094.98046875,105.811279296875,3.57633447647095,24.514669418335,9.35674381256104,143.5,767,3
"2238",2238,2,300.800018310547,526.899978637695,26.5650501251221,16.5469017028809,8.94427108764648,101,767,4
"2239",2239,3,1128.42309570312,586.88459777832,-60.2551193237305,19.7215213775635,10.294882774353,120.5,767,2
"2240",2240,1,1094,105.5,0,24,9,146,768,3
"2241",2241,2,301.740020751953,529.179992675781,36.8698997497559,18.6000003814697,9.39999961853027,95.5,768,4
"2242",2242,3,1130.19689941406,588.546447753906,-86.1859283447266,21.2860832214355,9.51221752166748,126,768,2
"2243",2243,1,1094.11279296875,105.694519042969,3.57633447647095,26.2612590789795,9.35674381256104,161,769,3
"2244",2244,2,300.769195556641,529.153869628906,56.3099365234375,16.0863056182861,8.87520313262939,92.5,769,4
"2245",2245,3,1130.5,588,-90,20,9,112.5,769,2
"2246",2246,1,1095,105.5,0,20,9,128,770,3
"2247",2247,2,301.346130371094,530.769241333008,56.3099365234375,16.6410064697266,9.15255355834961,90,770,4
"2248",2248,3,1130.5,588,-90,22,9,128,770,2
"2249",2249,1,1094,105.5,0,22,9,143,771,3
"2250",2250,2,302.230773925781,531.346176147461,56.3099365234375,17.4730567932129,8.32050323486328,92.5,771,4
"2251",2251,3,1130.5,587.5,-90,21,9,122,771,2
"2252",2252,1,1093.98828125,105.686767578125,3.57633447647095,22.5185642242432,9.35674381256104,141,772,3
"2253",2253,2,302.750030517578,531.25,45,16.9705619812012,9.19238758087158,106.5,772,4
"2254",2254,3,1129.5,587.5,-90,19,9,113,772,2
"2255",2255,1,1094,106,0,22,10,148,773,3
"2256",2256,2,303.5,533,45,17.6776714324951,9.1923885345459,104.5,773,4
"2257",2257,3,1130,587,-90,18,10,119.5,773,2
"2258",2258,1,1094.51123046875,105.834045410156,3.81407499313354,25.4767780303955,9.31266021728516,157,774,3
"2259",2259,2,303.693420410156,534.448104858398,60.9453964233398,18.3573017120361,7.77028608322144,96.5,774,4
"2260",2260,3,1130.5,587,-90,18,9,118.5,774,2
"2261",2261,1,1093.06604003906,105.576110839844,4.08561658859253,22.4428215026855,9.4046106338501,144,775,3
"2262",2262,2,304.80322265625,534.336074829102,39.8055686950684,17.5410537719727,9.73080253601074,108.5,775,4
"2263",2263,3,1129.14709472656,587.411743164062,-75.963752746582,21.5856704711914,8.73128223419189,121,775,2
"2264",2264,1,1095.07250976562,105.768920898438,3.3664608001709,24.3109188079834,9.39552402496338,149,776,3
"2265",2265,2,304.000061035156,534.999969482422,45,16.9705619812012,8.48528099060059,95.5,776,4
"2266",2266,3,1129.5,586.5,-90,19,9,110.5,776,2
"2267",2267,1,1093.5,105.5,0,23,9,148,777,3
"2268",2268,2,304.519989013672,535.860000610352,53.1301002502441,18.7999992370605,8.60000038146973,96.5,777,4
"2269",2269,3,1130.04516601562,588.004104614258,-84.8055725097656,20.4610786437988,9.14410972595215,111,777,2
"2270",2270,1,1093.64013671875,105.758728027344,3.57633447647095,23.3294811248779,9.54387760162354,157,778,3
"2271",2271,2,303.720031738281,534.959991455078,53.1301002502441,16.7999992370605,8.80000019073486,97,778,4
"2272",2272,3,1129.69812011719,585.556579589844,-74.0546035766602,17.7195091247559,9.3405179977417,104.5,778,2
"2273",2273,1,1093.63293457031,105.743103027344,3.36646032333374,23.3126449584961,9.51296806335449,151.5,779,3
"2274",2274,2,304.000061035156,534.999969482422,45,16.9705619812012,8.48528099060059,98,779,4
"2275",2275,3,1130.13708496094,586.58122253418,-85.9143829345703,19.3791980743408,9.04837512969971,119,779,2
"2276",2276,1,1092.5,105.5,0,23,9,143,780,3
"2277",2277,2,304.250061035156,534.749969482422,45,15.5563488006592,9.1923885345459,97.5,780,4
"2278",2278,3,1130.5,586.5,-90,17,9,105.5,780,2
"2279",2279,1,1094,105.5,0,24,9,147,781,3
"2280",2280,2,304.160003662109,536.879974365234,53.1301002502441,19.2000007629395,8.80000019073486,113.5,781,4
"2281",2281,3,1130.60986328125,586.27001953125,81.8698959350586,18.5261974334717,9.89949512481689,112,781,2
"2282",2282,1,1095.0810546875,105.862915039062,4.08561658859253,22.5140686035156,9.26211643218994,133,782,3
"2283",2283,2,304.000030517578,537.499984741211,63.4349517822266,18.7829704284668,8.49705791473389,92,782,4
"2284",2284,3,1129.919921875,587.559982299805,-81.8698959350586,19.516149520874,9.6166524887085,124,782,2
"2285",2285,1,1094.5,106,0,23,10,145.5,783,3
"2286",2286,2,303.100036621094,536.799987792969,71.5650482177734,18.0249824523926,9.17060565948486,105.5,783,4
"2287",2287,3,1130.5,587.5,-90,21,9,126.5,783,2
"2288",2288,1,1094,105.5,0,22,9,135.5,784,3
"2289",2289,2,304.360015869141,536.479995727539,53.1301002502441,18.4000015258789,9.19999980926514,114.5,784,4
"2290",2290,3,1130,587.5,-90,19,10,119,784,2
"2291",2291,1,1094.54663085938,105.7529296875,3.57633447647095,23.5166168212891,9.29436492919922,134.5,785,3
"2292",2292,2,304.538452148438,537.307693481445,56.309928894043,17.195707321167,8.87520313262939,96,785,4
"2293",2293,3,1130.5,588,-90,22,9,128,785,2
"2294",2294,1,1093.5810546875,105.622375488281,3.36646056175232,23.4300861358643,9.51296806335449,153.5,786,3
"2295",2295,2,304.300018310547,538.599990844727,63.4349517822266,19.2301826477051,8.04984474182129,97,786,4
"2296",2296,3,1128.10009765625,587.799987792969,-63.4349517822266,21.0190372467041,9.83869934082031,116.5,786,2
"2297",2297,1,1095,105.5,0,24,9,142,787,3
"2298",2298,2,302.5,537.5,-90,15,9,94.5,787,4
"2299",2299,3,1128.30004882812,588.400054931641,-63.4349517822266,21.9134674072266,8.9442720413208,111.5,787,2
"2300",2300,1,1094.72546386719,105.969482421875,6.34019184112549,25.5096874237061,9.93883800506592,163.5,788,3
"2301",2301,2,301.5,539.5,-90,19,9,107.5,788,4
"2302",2302,3,1130.5,587,-90,20,9,119,788,2
"2303",2303,1,1094,105.5,0,24,9,138.5,789,3
"2304",2304,3,302.655181884766,538.637939453125,68.1985931396484,17.2696666717529,8.54198551177979,95,789,4
"2305",2305,4,1129.2646484375,587.941146850586,-75.963752746582,22.5558128356934,9.70142459869385,129,789,2
"2306",2306,1,1093.08386230469,105.827392578125,4.08561658859253,22.2290802001953,9.33336353302002,144.5,790,3
"2307",2307,2,302.350067138672,538.550003051758,71.5650482177734,16.4438419342041,9.17060375213623,107.5,790,4
"2308",2308,3,1130.5,586,90,18,9,120.5,790,2
"2309",2309,1,1093.54138183594,105.712768554688,3.01278734207153,23.3361225128174,9.46058940887451,154,791,3
"2310",2310,2,302.299987792969,538.600006103516,63.4349517822266,15.6524744033813,8.94427108764648,99.5,791,4
"2311",2311,3,1129.19995117188,586.899993896484,-71.5650482177734,19.2898902893066,9.17060375213623,124,791,2
"2312",2312,1,1093.69226074219,106.038391113281,11.3099336624146,24.1222858428955,9.21745777130127,141,792,3
"2313",2313,2,303.146484375,539.601898193359,61.3895416259766,18.1165714263916,10.2155122756958,108,792,4
"2314",2314,3,1130,588.5,-90,23,8,128.5,792,2
"2315",2315,1,1094.5,105.5,0,23,9,138.5,793,3
"2316",2316,2,303.100006103516,539.199996948242,63.4349517822266,17.4413299560547,9.83869934082031,100.5,793,4
"2317",2317,3,1130,587,-90,18,8,112.5,793,2
"2318",2318,1,1093.5,106,0,23,10,159,794,3
"2319",2319,2,303.054779052734,541.020538330078,65.5560455322266,18.9521751403809,8.52434062957764,97,794,4
"2320",2320,3,1129.32702636719,587.865386962891,-78.6900634765625,20.3960781097412,8.43299388885498,108,794,2
"2321",2321,1,1094.3583984375,105.954040527344,6.70983695983887,24.3029766082764,9.75624370574951,154,795,3
"2322",2322,2,301.5,541,-90,20,9,106.5,795,4
"2323",2323,3,1130.5,587.5,-90,19,9,120,795,2
"2324",2324,1,1093.61730957031,105.741088867188,3.81407499313354,21.4191188812256,9.37917900085449,131,796,3
"2325",2325,2,301.5,539.5,-90,15,9,95,796,4
"2326",2326,4,1130.5,586.5,90,17,9,107.5,796,2
"2327",2327,1,1095,106,0,24,10,154.5,797,3
"2328",2328,2,302,540,-90,20,8,102,797,4
"2329",2329,3,1130.5,587.5,-90,19,9,107,797,2
"2330",2330,1,1095,106,0,26,10,145,798,3
"2331",2331,2,302,541.5,-90,19,8,103,798,4
"2332",2332,3,1129.32873535156,586.623275756836,-69.4439544677734,19.1947479248047,9.48033332824707,123,798,2
"2333",2333,1,1093.5,106,0,25,10,149,799,3
"2334",2334,2,301.5,540.5,-90,17,9,105.5,799,4
"2335",2335,3,1130.5,587,-90,18,9,108.5,799,2
"2336",2336,1,1094.5,106,0,25,10,146.5,800,3
"2337",2337,2,302.913757324219,539.53450012207,68.1985931396484,17.2696666717529,9.09907150268555,98.5,800,4
"2338",2338,3,1129.05883789062,587.264709472656,-75.963752746582,19.4028491973877,8.97381782531738,115,800,2
"2339",2339,1,1094,106,0,22,10,142,801,3
"2340",2340,2,301.5,540,-90,18,9,96.5,801,4
"2341",2341,3,1128.36206054688,588.344802856445,-68.1985931396484,22.6548309326172,9.09907150268555,119,801,2
"2342",2342,1,1094.57763671875,105.838439941406,3.81407499313354,21.4856376647949,9.31266021728516,134,802,3
"2343",2343,2,302.800048828125,539.900009155273,71.5650482177734,18.657434463501,8.53814792633057,107,802,4
"2344",2344,3,1130.5,587.5,90,21,9,127,802,2
"2345",2345,1,1094.5,106,0,25,10,159.5,803,3
"2346",2346,2,303.200012207031,538.899993896484,63.4349517822266,16.9941158294678,9.3914852142334,104.5,803,4
"2347",2347,3,1130.5,587,-90,18,9,116.5,803,2
"2348",2348,1,1094.04272460938,105.815185546875,3.57633447647095,22.3938045501709,9.23198699951172,141,804,3
"2349",2349,2,302.899993896484,539.199996948242,60.2551155090332,17.116792678833,10.294882774353,110.5,804,4
"2350",2350,3,1131,588,-90,20,10,124,804,2
"2351",2351,1,1093,105.5,0,24,9,156,805,3
"2352",2352,2,301.451202392578,543.060974121094,83.6598129272461,18.5524997711182,8.61365985870361,98,805,4
"2353",2353,3,1128.33154296875,587.269622802734,-57.9946136474609,19.6099624633789,9.96397972106934,113,805,2
"2354",2354,1,1093.5,105.5,0,23,9,143,806,3
"2355",2355,2,305.777038574219,546.587829589844,54.4623222351074,15.112193107605,9.88104915618896,99.5,806,4
"2356",2356,3,1129.65515136719,585.862060546875,-68.1985931396484,15.5984086990356,9.28476715087891,106,806,2
"2357",2357,1,1094.048828125,105.769836425781,3.81407499313354,24.4124736785889,9.51221752166748,156,807,3
"2358",2358,2,306.743225097656,553.959457397461,80.5376739501953,18.5770854949951,9.37074279785156,110.5,807,4
"2359",2359,3,1129.32373046875,587.70588684082,-75.963752746582,19.6453838348389,8.73128223419189,114.5,807,2
"2360",2360,1,1093.61584472656,105.957275390625,6.34019184112549,23.5219173431396,9.71797561645508,147.5,808,3
"2361",2361,2,310.239990234375,556.820007324219,53.1301002502441,18.3999996185303,9,96,808,4
"2362",2362,3,1129.58020019531,586.529235839844,-70.0168914794922,17.6852035522461,9.14162635803223,102,808,2
"2363",2363,1,1093.5,106,0,23,10,155,809,3
"2364",2364,2,313.5,558.999984741211,45,16.2634544372559,9.19238758087158,100,809,4
"2365",2365,3,1128.90014648438,586.699966430664,-63.4349517822266,18.3357563018799,9.3914852142334,113.5,809,2
"2366",2366,1,1094.71630859375,105.702697753906,9.46232223510742,24.0022525787354,9.37074279785156,136.5,810,3
"2367",2367,2,316.220001220703,561.960006713867,53.1301002502441,19,8.80000019073486,105,810,4
"2368",2368,3,1130.5,587,-90,18,9,108,810,2
"2369",2369,1,1093.015625,105.736206054688,3.36646056175232,22.4318141937256,9.33680152893066,140,811,3
"2370",2370,2,321.230773925781,562.653854370117,33.6900634765625,14.9769058227539,8.59785270690918,85.5,811,4
"2371",2371,3,1130,587.5,-90,17,8,102.5,811,2
"2372",2372,1,1093.05114746094,105.736633300781,3.81407499313354,22.4169025421143,9.31266021728516,128,812,3
"2373",2373,2,324.913818359375,563.46549987793,21.8014068603516,16.5268859863281,8.35628986358643,86.5,812,4
"2374",2374,3,1128.59997558594,587.799957275391,-63.4349517822266,18.7829704284668,9.83869934082031,112,812,2
"2375",2375,1,1093,106,0,22,10,144.5,813,3
"2376",2376,2,328.668975830078,567.372406005859,41.6335411071777,18.6021881103516,8.80282115936279,101,813,4
"2377",2377,4,1129.98999023438,587.569976806641,-81.8698959350586,19.233304977417,7.49533176422119,96,813,2
"2378",2378,1,1094.00341796875,105.958618164062,4.76364183425903,22.5883712768555,9.38414096832275,149,814,3
"2379",2379,2,332.500030517578,567,26.5650501251221,16.9941158294678,9.3914852142334,97,814,4
"2380",2380,3,1129.5,587,-90,18,9,114.5,814,2
"2381",2381,1,1094.05395507812,106.069213867188,7.12501668930054,24.6829109191895,9.05453586578369,143.5,815,3
"2382",2382,2,337.561553955078,566.507690429688,7.12501668930054,17.3648624420166,8.8064661026001,97.5,815,4
"2383",2383,3,1129.47302246094,587.662170410156,-80.5376815795898,19.5634803771973,9.37074279785156,116,815,2
"2384",2384,1,1093.66394042969,105.696655273438,5.19442892074585,23.3582210540771,9.41571712493896,143,816,3
"2385",2385,2,341.846099853516,569.23078918457,33.6900634765625,14.9769058227539,9.98460388183594,105.5,816,4
"2386",2386,4,1128.61547851562,587.423095703125,-78.6900634765625,19.4154968261719,9.60969066619873,108,816,2
"2387",2387,1,1094.47473144531,105.904663085938,3.57633447647095,23.3918571472168,9.23198699951172,147.5,817,3
"2388",2388,2,346.5,568.5,0,17,9,95,817,4
"2389",2389,3,1129.20007324219,587.099960327148,-63.4349517822266,17.8885440826416,9.3914852142334,107,817,2
"2390",2390,1,1093.54614257812,105.669311523438,3.1798300743103,23.3528785705566,9.48537349700928,147.5,818,3
"2391",2391,2,348.5,567.5,0,15,9,94.5,818,4
"2392",2392,3,1130.33068847656,588.79182434082,86.4236679077148,21.8324012756348,10.0429039001465,133,818,2
"2393",2393,1,1093.5,106,0,21,10,145.5,819,3
"2394",2394,2,350,567.5,0,18,9,87.5,819,4
"2395",2395,3,1129.37927246094,587.051727294922,-68.1985931396484,18.7552299499512,9.65615749359131,123.5,819,2
