"","id","x","y","alpha","major","minor","area","frame","track"
"1",1,109.20002746582,164.89990234375,-26.5650482177734,12.9691934585571,8.94427108764648,67.5,1,3
"2",4,1193.05004882812,397.849975585938,-71.5650482177734,10.4355163574219,8.22192192077637,64.5,1,1
"3",7,429.630157470703,623.013702392578,-20.5560455322266,10.0655393600464,3.74531674385071,17.5,1,2
"4",1,108.362075805664,165.655151367188,-21.8014068603516,12.0701971054077,8.54198551177979,50.5,2,3
"5",4,1193,410,-90,18,8,92.5,2,1
"6",5,450.730743408203,623.846153259277,-33.690071105957,5.8243522644043,4.4376015663147,18.5,2,2
"7",1,108.100028991699,166.199951171875,18.4349479675293,12.9653377532959,8.53814792633057,53.5,3,3
"8",3,1192,415.5,-90,13,8,80.5,3,1
"9",4,473,625,0,8,4,20,3,2
"10",1,108.5,165,0,13,8,62,4,3
"11",2,1183.17236328125,289.430999755859,68.1985931396484,8.35628986358643,4.82807874679565,24,4,4
"12",3,1191.77026367188,425.121612548828,80.5376739501953,18.9058837890625,8.38434886932373,95.5,4,1
"13",4,491.300048828125,628.900016784668,26.5650501251221,6.70820379257202,4.02492237091064,17,4,2
"14",1,109.5,165,0,15,8,65.5,5,3
"15",2,1179.5,265,-90,8,5,24,5,4
"16",3,1192.86755371094,435.779449462891,59.0362510681152,17.3213577270508,8.91792678833008,96.5,5,1
"17",4,516,630.5,0,8,5,20.5,5,2
"18",1,109,165,0,14,8,69.5,6,3
"19",2,1176.5,243,-90,10,5,26.5,6,4
"20",3,1191.5,446.5,-90,15,9,88.5,6,1
"21",5,533.800048828125,632.099998474121,-26.5650482177734,7.60263061523438,4.4721360206604,20.5,6,2
"22",1,108,166,0,14,8,72.5,7,3
"23",2,1181.05004882812,215.850036621094,-71.5650482177734,11.0679731369019,3.79473304748535,16,7,4
"24",3,1193.77465820312,458.520477294922,84.8055725097656,17.654468536377,9.05357360839844,101,7,1
"25",4,552,634,0,8,4,22.5,7,2
"26",1,108.760032653809,165.679992675781,-36.8698997497559,11.1999998092651,9.19999980926514,53.5,8,3
"27",4,1192.59997558594,463.699981689453,63.4349517822266,18.7829704284668,8.49705791473389,105,8,1
"28",5,568,633,0,8,4,23,8,2
"29",1,109,165.5,0,16,7,70.5,9,3
"30",3,1194.76916503906,470.653839111328,56.3099365234375,18.5824565887451,9.42990303039551,107,9,1
"31",1,1189.13232421875,161.279479980469,-59.0362434387207,9.26092338562012,5.65945291519165,30.5,10,4
"32",2,109,165.5,0,16,7,61.5,10,3
"33",4,1193,477,-90,16,8,85,10,1
"34",1,1188.5,149.5,-90,9,5,22.5,11,4
"35",2,108.5,165.5,0,15,7,58.5,11,3
"36",3,1194.2353515625,482.941162109375,75.9637603759766,20.372989654541,8.73128223419189,101.5,11,1
"37",1,1187.5,142,-90,8,5,29,12,4
"38",2,108.100006103516,165.199890136719,-26.5650482177734,12.5219802856445,7.60263061523438,59,12,3
"39",3,1193.5,482.5,-90,11,9,78.5,12,1
"40",1,1187.74133300781,134.603454589844,68.1985931396484,8.35628986358643,5.01377439498901,23.5,13,4
"41",2,108.130004882812,165.090026855469,8.13010215759277,14.1421356201172,5.79827642440796,31.5,13,3
"42",3,1194.64709472656,487.411743164062,77.47119140625,14.7512712478638,8.46028995513916,86,13,1
"43",1,1184.42297363281,128.115417480469,33.6900634765625,7.48845291137695,6.37905216217041,31,14,4
"44",2,108.261558532715,165.792297363281,29.7448825836182,11.9073324203491,7.06997919082642,51,14,3
"45",3,1194.5,491.5,-90,15,9,86.5,14,1
"46",1,1182.40014648438,122.799926757812,63.4349517822266,7.15541696548462,4.4721360206604,22.5,15,4
"47",2,107.807662963867,165.038513183594,33.6900634765625,10.2619533538818,6.93375253677368,51.5,15,3
"48",3,1195,493.5,-90,11,8,66.5,15,1
"49",1,1181.75012207031,120.249938964844,-45,4.94974708557129,4.24264049530029,14,16,4
"50",2,109,165.5,0,14,7,70.5,16,3
"51",3,1196.7001953125,496.899917602539,63.4349517822266,15.6524744033813,7.60263013839722,74,16,1
"52",2,108.5,165.5,0,13,7,62.5,17,3
"53",3,1195.51550292969,497.623046875,82.8749847412109,13.7678556442261,8.31032752990723,71.5,17,1
"54",2,109,166,0,14,8,65.5,18,3
"55",3,1196,497.5,-90,15,8,78.5,18,1
"56",2,109.019233703613,165.59619140625,-11.309928894043,11.9630842208862,7.45241355895996,55,19,3
"57",3,1196,496.5,-90,17,8,81.5,19,1
"58",3,108.7529296875,165.388305664062,-12.52880859375,13.449688911438,7.80949735641479,72,20,3
"59",4,1195.5,497,-90,18,9,81.5,20,1
"60",2,108.584617614746,165.023071289062,-29.7448844909668,11.9073324203491,9.05453491210938,64,21,3
"61",4,1196.95007324219,495.850006103516,71.5650482177734,16.1276149749756,8.8543758392334,96.5,21,1
"62",3,108.5,166,0,13,8,66,22,3
"63",4,1195.61389160156,495.638610839844,84.2894058227539,15.5225801467896,9.45285415649414,99,22,1
"64",2,109.5,166,0,15,8,72.5,23,3
"65",3,1196.5,496,-90,16,9,89,23,1
"66",2,109.257690429688,165.111572265625,-15.2551193237305,13.9452209472656,7.71810960769653,54,24,3
"67",3,1197,496,-90,16,8,75,24,1
"68",2,109.292449951172,164.773559570312,-15.9453964233398,14.148136138916,8.24163341522217,63,25,3
"69",3,1196.38244628906,497.529388427734,75.9637603759766,14.7946729660034,7.27606868743896,61.5,25,1
"70",2,110.5,166,0,17,8,74,26,3
"71",3,1196.5,496.5,-90,13,7,59,26,1
"72",2,109,166.5,0,14,7,64,27,3
"73",3,1196.90014648438,497.699966430664,26.5650501251221,9.3914852142334,7.60263013839722,51.5,27,1
"74",2,107.808853149414,165.514709472656,59.0362396240234,9.60391998291016,8.4034309387207,48,28,3
"75",3,1198,497,90,10,6,33.5,28,1
"76",2,108,165.5,0,12,7,58,29,3
"77",3,1196.92309570312,499.615280151367,60.2551155090332,10.6669864654541,5.70559692382812,37.5,29,1
"78",2,109,165.5,0,14,7,61,30,3
"79",3,1196,499,-90,8,6,34,30,1
"80",2,109.5,166,0,13,8,62.5,31,3
"81",3,1196.5,499,-90,8,7,35,31,1
"82",2,108.95002746582,166.649963378906,18.4349479675293,12.3328819274902,8.22192192077637,63,32,3
"83",3,1197.5,499.5,-90,9,7,43.5,32,1
"84",2,108.499984741211,165.999938964844,45,9.1923885345459,9.19238758087158,54.5,33,3
"85",3,1197,500,-90,10,8,56.5,33,1
"86",2,108.849998474121,165.549987792969,-18.4349517822266,12.0166549682617,7.27323770523071,59.5,34,3
"87",3,1196.09619140625,500.480758666992,78.690071105957,10.3941555023193,6.66794872283936,34.5,34,1
"88",2,109.958908081055,166.609558105469,20.5560455322266,13.4597320556641,7.25655126571655,58.5,35,3
"89",3,1197.67248535156,499.931076049805,23.1985893249512,8.27230644226074,7.48446798324585,32.5,35,1
"90",2,111,166,0,14,8,67.5,36,3
"91",3,1196.09997558594,499.800018310547,-18.4349517822266,9.17060375213623,6.64078283309937,42,36,1
"92",2,114.034515380859,161.413757324219,-23.1985931396484,17.595064163208,7.61577415466309,59.5,37,3
"93",3,1196.70788574219,500.661514282227,82.8749847412109,9.67470836639404,7.44208383560181,44,37,1
"94",2,118,160.5,0,10,9,49.5,38,3
"95",3,1197.50012207031,500.499969482422,45,8.48528099060059,7.07106781005859,42,38,1
"96",2,125.150016784668,153.449951171875,-18.4349517822266,12.6491107940674,8.53814888000488,61,39,3
"97",3,1198.05004882812,500.850021362305,-71.5650482177734,7.90569353103638,7.58946561813354,38,39,1
"98",4,640.5,639.999992370605,45,4.94974756240845,4.94974708557129,17,39,2
"99",2,130.5,142.5,-90,13,5,48,40,3
"100",3,1198.25012207031,500.750030517578,45,11.3137073516846,6.36396026611328,46.5,40,1
"101",3,133.057693481445,138.211547851562,-78.6900634765625,7.0601806640625,6.86406469345093,35,41,3
"102",4,1198.00012207031,500.499969482422,45,10.6066017150879,7.77817440032959,51,41,1
"103",2,139,136,0,10,6,31.5,42,3
"104",3,1198.90014648438,500.800003051758,63.4349517822266,11.1803398132324,5.36656284332275,28,42,1
"105",4,667.5,638,0,7,4,19.5,42,2
"106",1,1132,118,90,4,4,15.5,43,4
"107",2,146.199996948242,132.899963378906,-26.5650482177734,13.8636207580566,5.36656332015991,42,43,3
"108",3,1198,500.5,-90,9,6,39.5,43,1
"109",4,678,639,0,8,4,22.5,43,2
"110",2,149,133,-45,12.7279205322266,7.07106781005859,48,44,3
"111",3,1198.5,501.5,-90,11,5,41,44,1
"112",4,683,640,0,8,4,21.5,44,2
"113",2,150.5,133,0,9,6,39.5,45,3
"114",3,1198,500.5,-90,11,6,43,45,1
"115",4,689,640,0,6,4,15.5,45,2
"116",1,1132,118,0,6,4,21.5,46,4
"117",2,153.269241333008,131.653747558594,11.3099327087402,8.23687839508057,6.6679482460022,41,46,3
"118",3,1198,501,-90,10,6,45.5,46,1
"119",4,695,640,0,6,4,18.5,46,2
"120",1,1132,118,0,6,4,19.5,47,4
"121",2,156.5,131,0,11,6,45,47,3
"122",3,1198.5,501,-90,12,5,36.5,47,1
"123",4,699.5,640,0,7,4,18,47,2
"124",1,1130.5,117.5,0,5,3,14,48,4
"125",2,157.235275268555,131.058837890625,14.036244392395,8.73128223419189,6.79099750518799,36.5,48,3
"126",3,1199,501.5,-90,11,4,22,48,1
"127",1,1131.5,118,0,7,4,22,49,4
"128",2,158.899993896484,131.799926757812,63.4349517822266,8.49705791473389,8.04984474182129,45,49,3
"129",5,715.350036621094,638.949996948242,18.4349498748779,8.8543758392334,4.74341583251953,25.5,49,2
