"","id","x","y","alpha","major","minor","area","frame","track"
"1",1,1146.5,87.5,0,23,11,149,1,4
"2",2,348.100006103516,92.7999877929688,26.5650501251221,16.0996894836426,9.3914852142334,94.5,1,1
"3",3,1201.61767578125,100.029357910156,-75.963752746582,15.7648153305054,9.94396018981934,110,1,2
"4",1,1144.4423828125,86.7114868164062,-11.309928894043,19.4154968261719,10.1980390548706,133.5,2,4
"5",2,347.5,92.5,0,15,9,90.5,2,1
"6",3,1201.5,100.5,-90,15,9,98.5,2,2
"7",1,1146.21984863281,87.5400390625,-8.13010406494141,20.3646774291992,10.7480230331421,140,3,4
"8",2,347.5,92,0,15,8,77.5,3,1
"9",3,1201.26940917969,99.6538696289062,-78.6900634765625,17.6504535675049,8.62911033630371,108.5,3,2
"10",1,1146,88,0,22,10,139.5,4,4
"11",2,348,92,0,14,8,75,4,1
"12",3,1201,99,-90,18,10,122,4,2
"13",1,1144.5,87.5,0,17,11,131.5,5,4
"14",2,347,92,0,14,8,77.5,5,1
"15",3,1201,99.5,-90,15,10,104.5,5,2
"16",1,1146.5,87.5,0,19,11,135,6,4
"17",2,347.5,92,0,15,8,87,6,1
"18",3,1201,99.5,-90,17,10,116.5,6,2
"19",1,1145.42993164062,87.4900512695312,8.13010215759277,18.8090419769287,11.0308656692505,141.5,7,4
"20",2,347,92.5,0,12,7,70,7,1
"21",3,1201.5,99.5,-90,17,9,108,7,2
"22",1,1145.5,88,0,19,10,136,8,4
"23",2,347,92,0,14,8,84.5,8,1
"24",3,1201,98.5,-90,17,10,127,8,2
"25",1,1146,87.5,0,22,9,133,9,4
"26",2,348,91.5,0,14,7,78,9,1
"27",3,1201.5,99.5,-90,17,9,119.5,9,2
"28",1,1145,88,0,20,10,135,10,4
"29",2,346.030517578125,92.2255859375,6.34019136428833,14.024806022644,7.73020792007446,74.5,10,1
"30",3,1201,99.5,-90,15,8,101,10,2
"31",1,1145,88,0,18,10,131,11,4
"32",2,347,91.5,0,14,7,78.5,11,1
"33",3,1201.5,98.5,-90,17,9,104.5,11,2
"34",1,1144,88,0,18,10,136.5,12,4
"35",2,346,91.5,0,12,7,70,12,1
"36",3,1200.79406738281,99.1764526367188,75.9637603759766,19.1603126525879,10.1864948272705,125,12,2
"37",2,1144.5,88,0,17,10,130,13,4
"38",3,347,92,0,12,8,70,13,1
"39",4,1201,99,-90,18,10,116,13,2
"40",1,1145,87,0,18,10,123,14,4
"41",2,348,92,0,14,8,74.5,14,1
"42",3,1200.5,99.5,-90,17,9,103.5,14,2
"43",1,1145.5,87.5,0,21,9,132,15,4
"44",2,348,92,0,14,8,80.5,15,1
"45",4,1200.44604492188,99.6756591796875,80.5376739501953,16.9330940246582,9.86393928527832,105.5,15,2
"46",1,1145.71984863281,87.9600219726562,8.13010311126709,19.7989902496338,9.89949512481689,133,16,4
"47",2,348,92,0,14,8,83,16,1
"48",3,1201.5,99,-90,16,7,92,16,2
"49",1,1145.29724121094,87.7161865234375,9.46232223510742,18.5770874023438,10.5215349197388,130.5,17,4
"50",2,348,92,0,14,8,78.5,17,1
"51",3,1201,98.5,-90,19,8,109.5,17,2
"52",1,1145.130859375,87.8538818359375,15.2551202774048,19.4706859588623,11.2263422012329,132,18,4
"53",2,348,92,0,12,8,73.5,18,1
