"day" "camera" "hour" "arena" "infection.status" "track" "total_distance_traveled_pixels" "time_spent_in_open" "distance_spent_in_open" "minutes.moving" "minutes.staying" "tot.distance.cm" "speed.cmxmin" "tot.distance.m" "seconds.moving" "speed.mxsec" "speed.cmxsec"
"day 3" "cam 1" "hour 2" "arena 9" "control" 4 29942.4820186939 2921 6653.91206175479 13 47.1 792.23 60.9 7.9223 781.538461538462 0.01 1.01
"day 3" "cam 2" "hour 2" "arena 10" "infected" 1 20958.8599818223 853 2614.83692923994 3.8 56.3 554.54 145.9 5.5454 228.227424749164 0.02 2.43
"day 3" "cam 2" "hour 2" "arena 10" "infected" 2 17316.8711648602 1203 2447.00368871394 5.4 54.8 458.18 84.8 4.5818 321.872909698997 0.01 1.42
"day 3" "cam 2" "hour 2" "arena 10" "control" 3 19240.7041172523 1948 3157.3143236937 8.7 51.5 509.08 58.5 5.0908 521.204013377926 0.01 0.98
"day 3" "cam 2" "hour 2" "arena 10" "control" 4 16293.8764485159 370 856.473115830177 1.6 58.5 431.11 269.4 4.3111 98.9966555183946 0.04 4.35
"day 3" "cam 3" "hour 2" "arena 11" "infected" 1 18945.2434704899 348 688.117412454205 1.6 58.6 501.26 313.3 5.0126 93.1103678929766 0.05 5.38
"day 3" "cam 3" "hour 2" "arena 11" "infected" 2 18381.3816851612 1200 2454.59680542345 5.4 54.8 486.34 90.1 4.8634 321.070234113712 0.02 1.51
"day 3" "cam 3" "hour 2" "arena 11" "control" 3 8655.51947864428 622 1571.51173736536 2.8 57.4 229.01 81.8 2.2901 166.421404682274 0.01 1.38
"day 3" "cam 3" "hour 2" "arena 11" "control" 4 18278.5025748879 893 3257.30276249348 4 56.2 483.62 120.9 4.8362 238.929765886288 0.02 2.02
"day 3" "cam 4" "hour 2" "arena 12" "infected" 1 21323.1436340773 690 1763.93939270866 3.1 57.1 564.17 182 5.6417 184.615384615385 0.03 3.06
"day 3" "cam 4" "hour 2" "arena 12" "infected" 2 20186.6524437525 1094 3699.7762649056 4.9 55.3 534.11 109 5.3411 292.709030100334 0.02 1.82
"day 3" "cam 4" "hour 2" "arena 12" "control" 3 22925.6260034853 673 1530.80722138544 3 57.2 606.57 202.2 6.0657 180.066889632107 0.03 3.37
"day 3" "cam 4" "hour 2" "arena 12" "control" 4 23768.6969179159 2993 6935.88453387661 13.3 46.8 628.88 47.3 6.2888 800.802675585284 0.01 0.79
"day 4" "cam 1" "hour 2" "arena 13" "infected" 1 19440.0677811973 6446 8843.68257546751 28.7 31.4 514.35 17.9 5.1435 1724.68227424749 0 0.3
"day 4" "cam 1" "hour 2" "arena 13" "infected" 2 29811.3750682434 1917 4947.07985385246 8.5 51.6 788.76 92.8 7.8876 512.909698996655 0.02 1.54
"day 4" "cam 1" "hour 2" "arena 13" "control" 3 22370.5978918308 684 2347.19361609723 3.1 57.1 591.89 190.9 5.9189 183.010033444816 0.03 3.23
"day 4" "cam 1" "hour 2" "arena 13" "control" 4 19003.7023456922 1000 2793.01482813451 4.5 55.7 502.81 111.7 5.0281 267.558528428094 0.02 1.88
"day 4" "cam 2" "hour 2" "arena 14" "infected" 1 17701.578688411 1755 3842.35434038212 7.8 52.3 468.35 60 4.6835 469.565217391304 0.01 1
"day 4" "cam 2" "hour 2" "arena 14" "infected" 2 8201.1021980232 606 1166.97254649499 2.7 57.4 216.99 80.4 2.1699 162.140468227425 0.01 1.34
"day 4" "cam 2" "hour 2" "arena 14" "control" 3 6742.66430724696 241 803.466752418992 1.1 59.1 178.4 162.2 1.784 64.4816053511706 0.03 2.77
"day 4" "cam 2" "hour 2" "arena 14" "control" 4 25038.0243372383 833 3477.55785062338 3.7 56.4 662.46 179 6.6246 222.876254180602 0.03 2.97
"day 4" "cam 3" "hour 2" "arena 15" "infected" 1 17911.2473038029 1112 1920.79418673305 5 55.2 473.9 94.8 4.739 297.52508361204 0.02 1.59
"day 4" "cam 3" "hour 2" "arena 15" "infected" 2 20875.8563931976 3618 5306.36271416405 16.1 44 552.34 34.3 5.5234 968.026755852843 0.01 0.57
"day 4" "cam 3" "hour 2" "arena 15" "control" 3 30127.6576843042 627 3004.56709957719 2.8 57.3 797.13 284.7 7.9713 167.759197324415 0.05 4.75
"day 4" "cam 3" "hour 2" "arena 15" "control" 4 33571.8123277348 1699 5327.2308850482 7.6 52.6 888.25 116.9 8.8825 454.581939799331 0.02 1.95
"day 4" "cam 4" "hour 2" "arena 16" "infected" 1 26878.5424660324 2730 7797.79730342129 12.2 48 711.16 58.3 7.1116 730.434782608696 0.01 0.97
"day 4" "cam 4" "hour 2" "arena 16" "infected" 2 22356.629735546 8729 11176.8029792526 38.9 21.2 591.52 15.2 5.9152 2335.51839464883 0 0.25
"day 4" "cam 4" "hour 2" "arena 16" "control" 3 21509.9675923625 461 2329.9318595083 2.1 58.1 569.12 271 5.6912 123.344481605351 0.05 4.61
"day 4" "cam 4" "hour 2" "arena 16" "control" 4 23201.5420355396 1652 4224.58520564349 7.4 52.8 613.87 83 6.1387 442.006688963211 0.01 1.39
"day 5" "cam 1" "hour 2" "arena 17" "infected" 1 9794.10805379093 1316 2472.29894641558 5.9 54.3 259.14 43.9 2.5914 352.107023411371 0.01 0.74
"day 5" "cam 1" "hour 2" "arena 17" "infected" 2 27956.6917118178 2358 6557.60477725946 10.5 49.6 739.69 70.4 7.3969 630.903010033445 0.01 1.17
"day 5" "cam 1" "hour 2" "arena 17" "control" 3 71067.1938723721 3683 21616.6257177379 16.4 43.7 1880.32 114.7 18.8032 985.418060200669 0.02 1.91
"day 5" "cam 1" "hour 2" "arena 17" "control" 4 26092.5999255507 908 2962.78023910326 4 56.1 690.37 172.6 6.9037 242.943143812709 0.03 2.84
"day 5" "cam 2" "hour 2" "arena 18" "infected" 1 2616.44543608927 1987 2083.33703129846 8.9 51.3 69.23 7.8 0.6923 531.638795986622 0 0.13
"day 5" "cam 2" "hour 2" "arena 18" "infected" 2 19375.4584481164 1536 2892.95944369493 6.8 53.3 512.64 75.4 5.1264 410.969899665552 0.01 1.25
"day 5" "cam 2" "hour 2" "arena 18" "control" 3 6549.94148504964 859 1362.99327353393 3.8 56.3 173.3 45.6 1.733 229.832775919732 0.01 0.75
"day 5" "cam 2" "hour 2" "arena 18" "control" 4 4514.34067672862 0 0 0 60.1 119.44 Inf 1.1944 0 Inf Inf
"day 5" "cam 3" "hour 2" "arena 19" "infected" 1 25004.840399072 188 851.09597040572 0.8 59.3 661.59 827 6.6159 50.3010033444816 0.13 13.15
"day 5" "cam 3" "hour 2" "arena 19" "infected" 2 23308.1662329857 1411 2728.49928301353 6.3 53.9 616.7 97.9 6.167 377.52508361204 0.02 1.63
"day 5" "cam 3" "hour 2" "arena 19" "control" 3 26453.5050295258 1499 3654.96028581958 6.7 53.5 699.92 104.5 6.9992 401.070234113712 0.02 1.75
"day 5" "cam 3" "hour 2" "arena 19" "control" 4 21576.1171606131 1676 3981.5319668274 7.5 52.7 570.87 76.1 5.7087 448.428093645485 0.01 1.27
"day 5" "cam 4" "hour 2" "arena 20" "infected" 1 24454.3003784907 2527 5006.22466540509 11.3 48.9 647.02 57.3 6.4702 676.120401337793 0.01 0.96
"day 5" "cam 4" "hour 2" "arena 20" "infected" 2 19495.4468281264 7093 9691.66829317881 31.6 28.5 515.82 16.3 5.1582 1897.79264214047 0 0.27
"day 5" "cam 4" "hour 2" "arena 20" "control" 3 23269.87797657 3983 6200.86019523634 17.8 42.4 615.68 34.6 6.1568 1065.6856187291 0.01 0.58
"day 5" "cam 4" "hour 2" "arena 20" "control" 4 21341.1945728085 3233 6815.38132395788 14.4 45.7 564.65 39.2 5.6465 865.016722408027 0.01 0.65
"day 6" "cam 1" "hour 2" "arena 21" "infected" 1 26429.9074552321 1749 5630.2302038346 7.8 52.4 699.29 89.7 6.9929 467.959866220736 0.01 1.49
"day 6" "cam 1" "hour 2" "arena 21" "infected" 2 28520.6125257122 1520 4828.9670229914 6.8 53.4 754.61 111 7.5461 406.688963210702 0.02 1.86
"day 6" "cam 1" "hour 2" "arena 21" "control" 3 1711.60571005645 0 0 0 60.2 45.29 Inf 0.4529 0 Inf Inf
"day 6" "cam 1" "hour 2" "arena 21" "control" 4 19963.3955792327 1430 3191.80887935983 6.4 53.8 528.2 82.5 5.282 382.608695652174 0.01 1.38
"day 6" "cam 2" "hour 2" "arena 22" "infected" 1 24682.0335206604 829 3905.06096131401 3.7 56.5 653.05 176.5 6.5305 221.80602006689 0.03 2.94
"day 6" "cam 2" "hour 2" "arena 22" "infected" 2 26231.5067133613 282 1355.5493854653 1.3 58.9 694.04 533.9 6.9404 75.4515050167224 0.09 9.2
"day 6" "cam 2" "hour 2" "arena 22" "control" 3 21616.5652516608 578 1928.31492094202 2.6 57.6 571.94 220 5.7194 154.648829431438 0.04 3.7
"day 6" "cam 2" "hour 2" "arena 22" "control" 4 4049.18829576791 648 723.926388168025 2.9 57.3 107.13 36.9 1.0713 173.377926421405 0.01 0.62
"day 6" "cam 3" "hour 2" "arena 23" "infected" 1 27663.4112301674 452 781.765611541543 2 58.1 731.93 366 7.3193 120.936454849498 0.06 6.05
"day 6" "cam 3" "hour 2" "arena 23" "infected" 2 9586.66192610588 494 1841.89414142171 2.2 57.9 253.65 115.3 2.5365 132.173913043478 0.02 1.92
"day 6" "cam 3" "hour 2" "arena 23" "control" 3 27414.9847946085 7675 13653.191033587 34.2 25.9 725.35 21.2 7.2535 2053.51170568562 0 0.35
"day 6" "cam 3" "hour 2" "arena 23" "control" 4 0 0 0 0 60.2 0 0 0 0 0 0
"day 7" "cam 1" "hour 2" "arena 25" "infected" 1 25034.3493790656 2572 6909.62710903043 11.5 48.7 662.37 57.6 6.6237 688.160535117057 0.01 0.96
"day 7" "cam 1" "hour 2" "arena 25" "infected" 2 17237.2197327214 1356 2613.53705324197 6 54.1 456.07 76 4.5607 362.809364548495 0.01 1.26
"day 7" "cam 1" "hour 2" "arena 25" "control" 3 44815.9825902083 2288 7241.36116772282 10.2 49.9 1185.76 116.3 11.8576 612.173913043478 0.02 1.94
"day 7" "cam 1" "hour 2" "arena 25" "control" 4 10812.7927259813 1167 1997.54635654429 5.2 54.9 286.09 55 2.8609 312.240802675585 0.01 0.92
"day 7" "cam 2" "hour 2" "arena 26" "infected" 1 1233.93517542482 0 0 0 60.1 32.65 Inf 0.3265 0 Inf Inf
"day 7" "cam 2" "hour 2" "arena 26" "infected" 2 13716.4315700254 382 889.695763027655 1.7 58.4 362.91 213.5 3.6291 102.207357859532 0.04 3.55
"day 7" "cam 2" "hour 2" "arena 26" "control" 3 30441.9534238741 1351 5785.51842945673 6 54.1 805.44 134.2 8.0544 361.471571906355 0.02 2.23
"day 7" "cam 2" "hour 2" "arena 26" "control" 4 24197.7371986971 2589 5651.19538145695 11.5 48.6 640.23 55.7 6.4023 692.709030100335 0.01 0.92
"day 7" "cam 3" "hour 2" "arena 27" "infected" 1 18329.3479935415 158 577.181310827511 0.7 59.4 484.96 692.8 4.8496 42.2742474916388 0.11 11.47
"day 7" "cam 3" "hour 2" "arena 27" "infected" 2 20027.2332274117 1981 3946.47969214021 8.8 51.3 529.89 60.2 5.2989 530.033444816054 0.01 1
"day 7" "cam 3" "hour 2" "arena 27" "control" 3 4811.36423326871 11850 1463.4051975017 52.8 7.3 127.3 2.4 1.273 3170.56856187291 0 0.04
"day 7" "cam 3" "hour 2" "arena 27" "control" 4 41981.1506563338 2001 7713.89476564082 8.9 51.2 1110.75 124.8 11.1075 535.384615384615 0.02 2.07
"day 7" "cam 4" "hour 2" "arena 28" "infected" 1 19237.5900139973 6780 3338.30158589631 30.2 29.9 508.99 16.9 5.0899 1814.04682274248 0 0.28
"day 7" "cam 4" "hour 2" "arena 28" "infected" 2 32310.1153317206 2003 5109.76103308932 8.9 51.2 854.87 96.1 8.5487 535.919732441472 0.02 1.6
"day 7" "cam 4" "hour 2" "arena 28" "control" 3 20953.3838539242 1843 4537.49876624885 8.2 51.9 554.39 67.6 5.5439 493.110367892977 0.01 1.12
"day 7" "cam 4" "hour 2" "arena 28" "control" 4 20100.3793248602 1408 2863.7125806114 6.3 53.9 531.82 84.4 5.3182 376.722408026756 0.01 1.41
"day 8" "cam 1" "hour 2" "arena 29" "infected" 1 29099.809814225 1770 5751.19478592813 7.9 52.2 769.93 97.5 7.6993 473.578595317726 0.02 1.63
"day 8" "cam 1" "hour 2" "arena 29" "infected" 2 0 0 0 0 60.1 0 0 0 0 0 0
"day 8" "cam 1" "hour 2" "arena 29" "control" 3 28801.1955387315 949 3447.29134140823 4.2 55.9 762.03 181.4 7.6203 253.913043478261 0.03 3
"day 8" "cam 1" "hour 2" "arena 29" "control" 4 27007.1021583004 6717 13029.1047513308 30 30.2 714.56 23.8 7.1456 1797.19063545151 0 0.4
"day 8" "cam 3" "hour 2" "arena 31" "infected" 1 14414.6515750103 513 2809.0913201341 2.3 57.9 381.39 165.8 3.8139 137.257525083612 0.03 2.78
"day 8" "cam 3" "hour 2" "arena 31" "infected" 2 29985.1041099183 2716 6892.98652286526 12.1 48 793.36 65.6 7.9336 726.688963210702 0.01 1.09
"day 8" "cam 3" "hour 2" "arena 31" "control" 3 28758.4654589357 1550 3480.2762581072 6.9 53.2 760.9 110.3 7.609 414.715719063545 0.02 1.83
"day 8" "cam 3" "hour 2" "arena 31" "control" 4 30104.3425122453 7543 15623.7546755993 33.6 26.5 796.51 23.7 7.9651 2018.19397993311 0 0.39
"day 8" "cam 4" "hour 2" "arena 32" "infected" 1 42200.1558943865 624 2891.76721720306 2.8 57.4 1116.55 398.8 11.1655 166.95652173913 0.07 6.69
"day 8" "cam 4" "hour 2" "arena 32" "infected" 2 23817.1269451991 1064 4190.05906433067 4.7 55.4 630.16 134.1 6.3016 284.682274247492 0.02 2.21
"day 8" "cam 4" "hour 2" "arena 32" "control" 3 21150.9827266032 6766 11297.2351824477 30.2 30 559.62 18.5 5.5962 1810.30100334448 0 0.31
"day 8" "cam 4" "hour 2" "arena 32" "control" 4 33369.7049951926 3708 10013.6487720968 16.5 43.6 882.91 53.5 8.8291 992.107023411371 0.01 0.89
"day 1" "cam 1" "hour 3" "arena 1" "infected" 1 17663.9130384284 1927 4548.66079749123 8.6 39.8 467.36 54.3 4.6736 515.585284280936 0.01 0.91
"day 1" "cam 1" "hour 3" "arena 1" "infected" 2 12756.8297801266 306 795.198230273647 1.4 47 337.52 241.1 3.3752 81.8729096989967 0.04 4.12
"day 1" "cam 1" "hour 3" "arena 1" "control" 3 0 0 0 0 48.4 0 0 0 0 0 0
"day 1" "cam 1" "hour 3" "arena 1" "control" 4 4044.18170697724 705 1034.03263393998 3.1 45.2 107 34.5 1.07 188.628762541806 0.01 0.57
"day 1" "cam 2" "hour 3" "arena 2" "infected" 1 17990.7580006959 440 873.267794595911 2 46.4 476.01 238 4.7601 117.725752508361 0.04 4.04
"day 1" "cam 2" "hour 3" "arena 2" "infected" 2 15304.2495246205 1017 1883.87107114714 4.5 43.8 404.92 90 4.0492 272.107023411371 0.01 1.49
"day 1" "cam 2" "hour 3" "arena 2" "control" 3 18516.1029332058 2667 4516.61870827375 11.9 36.5 489.91 41.2 4.8991 713.578595317726 0.01 0.69
"day 1" "cam 2" "hour 3" "arena 2" "control" 4 18151.7344382869 90 213.226674791764 0.4 47.9 480.26 1200.6 4.8026 24.0802675585284 0.2 19.94
"day 1" "cam 3" "hour 3" "arena 3" "infected" 1 4422.60215950779 8800 1067.41951279165 39.2 9.1 117.01 3 1.1701 2354.51505016722 0 0.05
"day 1" "cam 3" "hour 3" "arena 3" "infected" 2 4310.54305944637 7554 826.306840122698 33.7 14.7 114.05 3.4 1.1405 2021.13712374582 0 0.06
"day 1" "cam 3" "hour 3" "arena 3" "control" 3 11776.0679848045 2017 2535.27216426029 9 39.4 311.58 34.6 3.1158 539.665551839465 0.01 0.58
"day 1" "cam 3" "hour 3" "arena 3" "control" 4 11164.1766756347 1885 4237.79358644439 8.4 39.9 295.39 35.2 2.9539 504.347826086957 0.01 0.59
"day 1" "cam 4" "hour 3" "arena 4" "infected" 1 3023.64885369004 0 0 0 48.3 80 Inf 0.8 0 Inf Inf
"day 1" "cam 4" "hour 3" "arena 4" "infected" 2 11820.7554609369 147 619.666037279163 0.7 47.7 312.76 446.8 3.1276 39.3311036789298 0.08 7.95
"day 1" "cam 4" "hour 3" "arena 4" "control" 3 19991.7441343719 2611 6385.51742804705 11.6 36.7 528.95 45.6 5.2895 698.595317725753 0.01 0.76
"day 1" "cam 4" "hour 3" "arena 4" "control" 4 16749.8550991217 846 2086.38716474205 3.8 44.6 443.17 116.6 4.4317 226.354515050167 0.02 1.96
"day 2" "cam 1" "hour 3" "arena 5" "infected" 1 0 0 0 0 60.1 0 0 0 0 0 0
"day 2" "cam 1" "hour 3" "arena 5" "infected" 2 22137.2131316157 4769 8886.8995466948 21.3 38.9 585.71 27.5 5.8571 1275.98662207358 0 0.46
"day 2" "cam 1" "hour 3" "arena 5" "control" 3 6950.00322597552 1322 2388.22214566788 5.9 54.2 183.89 31.2 1.8389 353.71237458194 0.01 0.52
"day 2" "cam 1" "hour 3" "arena 5" "control" 4 23167.9924710758 2672 7665.30761801825 11.9 48.2 612.99 51.5 6.1299 714.916387959866 0.01 0.86
"day 2" "cam 2" "hour 3" "arena 6" "infected" 1 11495.5138979844 1521 2376.86745050449 6.8 53.4 304.15 44.7 3.0415 406.95652173913 0.01 0.75
"day 2" "cam 2" "hour 3" "arena 6" "infected" 2 11340.9255737549 3206 4425.77868258576 14.3 45.9 300.06 21 3.0006 857.792642140468 0 0.35
"day 2" "cam 2" "hour 3" "arena 6" "control" 3 16760.5304427703 2454 3085.11228788756 10.9 49.2 443.46 40.7 4.4346 656.588628762542 0.01 0.68
"day 2" "cam 2" "hour 3" "arena 6" "control" 4 20784.8053421315 1126 3585.87668544312 5 55.1 549.93 110 5.4993 301.270903010033 0.02 1.83
"day 2" "cam 3" "hour 3" "arena 7" "infected" 1 12926.4849004461 0 0 0 60.1 342.01 Inf 3.4201 0 Inf Inf
"day 2" "cam 3" "hour 3" "arena 7" "infected" 2 15426.0179023794 2446 5520.82777840682 10.9 49.2 408.15 37.4 4.0815 654.448160535117 0.01 0.62
"day 2" "cam 3" "hour 3" "arena 7" "control" 3 13446.9066271974 168 898.809430232665 0.7 59.4 355.78 508.3 3.5578 44.9498327759197 0.08 7.92
"day 2" "cam 3" "hour 3" "arena 7" "control" 4 21928.0248968795 3325 4754.91371998215 14.8 45.3 580.18 39.2 5.8018 889.632107023411 0.01 0.65
"day 2" "cam 4" "hour 3" "arena 8" "infected" 1 0 0 0 0 60.2 0 0 0 0 0 0
"day 2" "cam 4" "hour 3" "arena 8" "infected" 2 22304.3909273742 1823 4028.58410730475 8.1 52 590.14 72.9 5.9014 487.759197324415 0.01 1.21
"day 2" "cam 4" "hour 3" "arena 8" "control" 3 16081.2370815586 6269 7401.78410602698 28 32.2 425.48 15.2 4.2548 1677.32441471572 0 0.25
"day 2" "cam 4" "hour 3" "arena 8" "control" 4 17633.0841018459 4381 7034.84487507211 19.5 40.6 466.54 23.9 4.6654 1172.17391304348 0 0.4
"day 3" "cam 1" "hour 3" "arena 9" "infected" 1 13053.6241266166 217 754.038266196673 1 37.3 345.38 345.4 3.4538 58.0602006688963 0.06 5.95
"day 3" "cam 1" "hour 3" "arena 9" "infected" 2 16613.4882584088 1295 3460.89799535482 5.8 32.5 439.57 75.8 4.3957 346.488294314381 0.01 1.27
"day 3" "cam 1" "hour 3" "arena 9" "control" 3 12634.1678322082 941 1852.86336712424 4.2 34.1 334.28 79.6 3.3428 251.772575250836 0.01 1.33
"day 3" "cam 1" "hour 3" "arena 9" "control" 4 14706.0950590865 1208 2831.0951859527 5.4 32.9 389.1 72.1 3.891 323.210702341137 0.01 1.2
"day 3" "cam 2" "hour 3" "arena 10" "infected" 1 12041.4536147239 718 1619.33909212148 3.2 34.2 318.6 99.6 3.186 192.107023411371 0.02 1.66
"day 3" "cam 2" "hour 3" "arena 10" "infected" 2 9250.03056109301 1745 3164.82991247319 7.8 29.7 244.74 31.4 2.4474 466.889632107023 0.01 0.52
"day 3" "cam 2" "hour 3" "arena 10" "control" 3 5485.94265788722 97 371.426552646142 0.4 37 145.15 362.9 1.4515 25.9531772575251 0.06 5.59
"day 3" "cam 2" "hour 3" "arena 10" "control" 4 3058.71847252056 2 3.25953859183219 0 37.4 80.93 Inf 0.8093 0.535117056856187 1.51 151.24
"day 3" "cam 3" "hour 3" "arena 11" "infected" 1 12382.5532167 243 718.884198004712 1.1 37.5 327.62 297.8 3.2762 65.0167224080268 0.05 5.04
"day 3" "cam 3" "hour 3" "arena 11" "infected" 2 11409.5998909094 1201 2318.93556081528 5.4 33.2 301.88 55.9 3.0188 321.33779264214 0.01 0.94
"day 3" "cam 3" "hour 3" "arena 11" "control" 3 686.760098902227 0 0 0 38.6 18.17 Inf 0.1817 0 Inf Inf
"day 3" "cam 3" "hour 3" "arena 11" "control" 4 11683.9735815675 1190 2327.69357407738 5.3 33.3 309.14 58.3 3.0914 318.394648829431 0.01 0.97
"day 3" "cam 4" "hour 3" "arena 12" "infected" 1 18098.572772692 1166 3732.17462129681 5.2 32.5 478.86 92.1 4.7886 311.973244147157 0.02 1.53
"day 3" "cam 4" "hour 3" "arena 12" "infected" 2 3862.86250022565 679 1124.15374521141 3 34.7 102.2 34.1 1.022 181.672240802676 0.01 0.56
"day 3" "cam 4" "hour 3" "arena 12" "control" 3 10035.263339671 1158 2200.54025259982 5.2 32.5 265.52 51.1 2.6552 309.832775919732 0.01 0.86
"day 3" "cam 4" "hour 3" "arena 12" "control" 4 14712.1178962583 1085 2623.6735711535 4.8 32.9 389.26 81.1 3.8926 290.301003344482 0.01 1.34
"day 4" "cam 1" "hour 3" "arena 13" "infected" 1 8184.88368868818 11009 5076.2139268138 49.1 11.1 216.56 4.4 2.1656 2945.55183946488 0 0.07
"day 4" "cam 1" "hour 3" "arena 13" "infected" 2 28594.5431260269 1312 3644.94599709154 5.9 54.3 756.56 128.2 7.5656 351.036789297659 0.02 2.16
"day 4" "cam 1" "hour 3" "arena 13" "control" 3 17811.5512730101 440 999.041694048208 2 58.2 471.26 235.6 4.7126 117.725752508361 0.04 4
"day 4" "cam 1" "hour 3" "arena 13" "control" 4 0 0 0 0 60.2 0 0 0 0 0 0
"day 4" "cam 2" "hour 3" "arena 14" "infected" 1 7796.03786835296 103 86.3337653271437 0.5 59.7 206.27 412.5 2.0627 27.5585284280936 0.07 7.48
"day 4" "cam 2" "hour 3" "arena 14" "infected" 2 7497.16646709095 0 0 0 60.1 198.36 Inf 1.9836 0 Inf Inf
"day 4" "cam 2" "hour 3" "arena 14" "control" 3 0 0 0 0 60.1 0 0 0 0 0 0
"day 4" "cam 2" "hour 3" "arena 14" "control" 4 15704.6085179022 783 2249.88594728153 3.5 56.6 415.52 118.7 4.1552 209.498327759197 0.02 1.98
"day 4" "cam 3" "hour 3" "arena 15" "infected" 1 3295.1932045601 12064 1625.27606988403 53.8 6.4 87.19 1.6 0.8719 3227.82608695652 0 0.03
"day 4" "cam 3" "hour 3" "arena 15" "infected" 2 16964.482077267 573 1532.72319477428 2.6 57.6 448.85 172.6 4.4885 153.311036789298 0.03 2.93
"day 4" "cam 3" "hour 3" "arena 15" "control" 3 24136.5858220168 4087 5856.95410278696 18.2 41.9 638.61 35.1 6.3861 1093.51170568562 0.01 0.58
"day 4" "cam 3" "hour 3" "arena 15" "control" 4 10394.5248322765 1133 2631.82602679689 5.1 55.1 275.02 53.9 2.7502 303.14381270903 0.01 0.91
"day 4" "cam 4" "hour 3" "arena 16" "infected" 1 16503.6137473149 413 1625.13237112077 1.8 58.3 436.66 242.6 4.3666 110.501672240803 0.04 3.95
"day 4" "cam 4" "hour 3" "arena 16" "infected" 2 18878.7091221187 1231 2313.88651487512 5.5 54.7 499.5 90.8 4.995 329.364548494983 0.02 1.52
"day 4" "cam 4" "hour 3" "arena 16" "control" 3 14742.5092031054 542 1731.39752317154 2.4 57.7 390.06 162.5 3.9006 145.016722408027 0.03 2.69
"day 4" "cam 4" "hour 3" "arena 16" "control" 4 15132.6003712593 178 503.799142696068 0.8 59.4 400.38 500.5 4.0038 47.6254180602007 0.08 8.41
"day 5" "cam 1" "hour 3" "arena 17" "infected" 1 19239.7956429461 1799 3469.4258428992 8 52.1 509.05 63.6 5.0905 481.33779264214 0.01 1.06
"day 5" "cam 1" "hour 3" "arena 17" "infected" 2 20219.2479109096 1296 2554.039001581 5.8 54.4 534.97 92.2 5.3497 346.755852842809 0.02 1.54
"day 5" "cam 1" "hour 3" "arena 17" "control" 3 22715.3325691425 3796 7074.07587127415 16.9 43.2 601.01 35.6 6.0101 1015.65217391304 0.01 0.59
"day 5" "cam 1" "hour 3" "arena 17" "control" 4 3037.27119328612 0 0 0 60.1 80.36 Inf 0.8036 0 Inf Inf
"day 5" "cam 2" "hour 3" "arena 18" "infected" 1 0 0 0 0 60.2 0 0 0 0 0 0
"day 5" "cam 2" "hour 3" "arena 18" "infected" 2 16335.3889808086 102 210.303849703169 0.5 59.7 432.21 864.4 4.3221 27.2909698996656 0.16 15.84
"day 5" "cam 2" "hour 3" "arena 18" "control" 3 0 0 0 0 60.2 0 0 0 0 0 0
"day 5" "cam 2" "hour 3" "arena 18" "control" 4 0 0 0 0 60.2 0 0 0 0 0 0
"day 5" "cam 3" "hour 3" "arena 19" "infected" 1 10758.7461839017 0 0 0 60.2 284.66 Inf 2.8466 0 Inf Inf
"day 5" "cam 3" "hour 3" "arena 19" "infected" 2 23636.9537280643 2136 5569.47616341182 9.5 50.6 625.39 65.8 6.2539 571.505016722408 0.01 1.09
"day 5" "cam 3" "hour 3" "arena 19" "control" 3 17208.3433652246 1748 3735.00212658183 7.8 52.4 455.3 58.4 4.553 467.692307692308 0.01 0.97
"day 5" "cam 3" "hour 3" "arena 19" "control" 4 16068.0759759337 5426 5551.32439944749 24.2 36 425.13 17.6 4.2513 1451.77257525084 0 0.29
"day 5" "cam 4" "hour 3" "arena 20" "infected" 1 23951.2580812137 1227 3169.34721709818 5.5 54.7 633.71 115.2 6.3371 328.294314381271 0.02 1.93
"day 5" "cam 4" "hour 3" "arena 20" "infected" 2 16252.1459999329 803 855.909167909624 3.6 56.6 430 119.4 4.3 214.849498327759 0.02 2
"day 5" "cam 4" "hour 3" "arena 20" "control" 3 17285.4706895335 1759 2734.59948734733 7.8 52.3 457.34 58.6 4.5734 470.635451505017 0.01 0.97
"day 5" "cam 4" "hour 3" "arena 20" "control" 4 5418.76416237098 0 0 0 60.2 143.37 Inf 1.4337 0 Inf Inf
"day 6" "cam 1" "hour 3" "arena 21" "infected" 1 22374.8368969942 2383 4461.55134135474 10.6 49.5 592 55.8 5.92 637.591973244147 0.01 0.93
"day 6" "cam 1" "hour 3" "arena 21" "infected" 2 3246.58509408239 224 515.336556816163 1 59.1 85.9 85.9 0.859 59.933110367893 0.01 1.43
"day 6" "cam 1" "hour 3" "arena 21" "control" 3 5328.96638874623 283 753.047302041504 1.3 58.9 141 108.5 1.41 75.7190635451505 0.02 1.86
"day 6" "cam 1" "hour 3" "arena 21" "control" 4 0 0 0 0 60.1 0 0 0 0 0 0
"day 6" "cam 2" "hour 3" "arena 22" "infected" 1 0 0 0 0 60.2 0 0 0 0 0 0
"day 6" "cam 2" "hour 3" "arena 22" "infected" 2 24101.6843091417 2113 5082.24809467923 9.4 50.7 637.69 67.8 6.3769 565.351170568562 0.01 1.13
"day 6" "cam 2" "hour 3" "arena 22" "control" 3 19193.8473002209 1142 3958.18236755769 5.1 55.1 507.84 99.6 5.0784 305.551839464883 0.02 1.66
"day 6" "cam 2" "hour 3" "arena 22" "control" 4 0 0 0 0 60.2 0 0 0 0 0 0
