"track","frame","x","y"
4,71,748.823547363281,624.205871582031
1,72,689.5,93
2,72,84,521
3,72,126.5,87
4,72,745,624.5
1,73,687.5,91.5
2,73,84,519
3,73,127,87
4,73,740.5,624.5
1,74,681.5,92.5
2,74,84,518.5
3,74,126.5,87
4,74,734,625
1,75,678.5,92
2,75,84,521
3,75,127.5,87
4,75,726.5,625
1,76,671,91.5
2,76,84,520
3,76,128,87
4,76,723,625
1,77,669,92
2,77,84,518.5
3,77,129,87.5
4,77,718.5,625
1,78,669.5,91.5
2,78,84,520.5
3,78,130,87
4,78,714,624
1,79,668,92
2,79,84,520
3,79,132,88
4,79,712,624.5
1,80,668,91.5
2,80,84,519
3,80,131.692291259766,86.5385131835938
4,80,709.049987792969,624.650001525879
1,81,668.5,91.5
2,81,84,519.5
3,81,133.262313842773,87.6148071289062
4,81,705,625
1,82,667.5,91.5
2,82,84,518.5
3,82,134.250045776367,87.7499389648438
4,82,701.25,623.750022888184
1,83,669,91.5
2,83,84,518.5
3,83,135.400024414062,87.699951171875
4,83,698,624
1,84,670,92
2,84,84,520
3,84,134.721206665039,88.681396484375
4,84,696,624
1,85,667,92
2,85,84,520.5
3,85,135.926498413086,88.5441284179688
4,85,694,624.5
1,86,668.5,92
2,86,84,519
3,86,138,90.5
4,86,691,624.5
1,87,666.5,92
2,87,83.5,519
3,87,138.084609985352,90.1768798828125
4,87,688.5,624.999977111816
1,88,662.135070800781,89.810791015625
2,88,84,519
3,88,138.538436889648,89.3076782226562
4,88,684,625
1,89,660.5,91.5
2,89,84.5,519
3,89,140.5,91
4,89,681.5,625
1,90,655,91.5
2,90,84,521
3,90,143,91.5
4,90,677,624
1,91,652.5,90.5
2,91,84,519
3,91,144.653839111328,89.7308349609375
4,91,668.749938964844,624.750015258789
1,92,650,91.5
2,92,84.5,520.5
3,92,145.327575683594,90.0689697265625
4,92,665.5,624.5
1,93,647.846069335938,90.7308349609375
2,93,84,518.5
3,93,146.75,89.75
4,93,661.900085449219,625.299987792969
1,94,643.5,91.0000610351562
2,94,84,518.5
3,94,149.695129394531,89.2438354492188
4,94,659.961547851562,624.307731628418
1,95,638.5,91
2,95,84,519
3,95,153.750015258789,89.25
4,95,652.5,624.5
1,96,634.5,91
2,96,84,519
3,96,156,90.5
4,96,645.900024414062,624.700004577637
1,97,632,91
2,97,84.5,519
3,97,157.346145629883,89.2692260742188
4,97,643.750061035156,624.750022888184
1,98,621,93
2,98,84,521.5
3,98,162.5,90.5
4,98,631,625
1,99,613.115417480469,93.576904296875
2,99,84.5,519
3,99,166,89.5
4,99,626.5,624.5
1,100,599.649963378906,93.949951171875
2,100,84.5,520.5
3,100,169.000030517578,87.9999389648438
4,100,620.441101074219,624.735313415527
1,101,591.5,94
2,101,84.5,520
3,101,170.5,89.5
4,101,618.735290527344,624.55883026123
1,102,579.5,92.5
2,102,84.5,519
3,102,177.5,89.5
4,102,611,624.5
1,103,571,92.5
2,103,84,520
3,103,177.047271728516,87.9662475585938
4,103,609,624.5
1,104,564.250061035156,91.2499389648438
2,104,84.5,519
3,104,178.5,87.5
4,104,606.615356445312,625.57689666748
1,105,553.567443847656,90.2921142578125
2,105,84.5,519.5
3,105,180.500015258789,87.9999389648438
4,105,602.5,625
1,106,547,91
2,106,84,521
3,106,183.450820922852,88.041015625
4,106,597.5,624
1,107,542,91.5
2,107,84.5,519
3,107,185.250015258789,88.2499389648438
4,107,590.5,623.5
1,108,535,92
2,108,84,519
3,108,187.980026245117,88.1399536132812
4,108,585,624
1,109,525.352966308594,93.4117431640625
2,109,84.5,519
3,109,193.113418579102,88.5051879882812
4,109,576.5,624
1,110,510,93
2,110,84,513.5
3,110,197.5,89.5
4,110,570,624
1,111,496.5,93.5
2,111,84,509.5
3,111,199.75,89.25
4,111,565.5,624
1,112,486,93.5
2,112,84.5,505
3,112,203.476943969727,88.0845947265625
4,112,562.900085449219,624.79997253418
1,113,471.750061035156,96.2499389648438
2,113,84,502.5
3,113,206.749984741211,88.25
4,113,560,624
1,114,446.000030517578,100
2,114,84,499
3,114,213,89.5
4,114,553,624
1,115,429,100.5
2,115,83.5609130859375,494.352798461914
3,115,218,90.5
4,115,546.637939453125,623.155197143555
1,116,412,100.5
2,116,83,491
3,116,221.5,90.5
4,116,541.500061035156,623.500015258789
1,117,395.5,99
2,117,84.1077041625977,491.361511230469
3,117,223.692276000977,92.4615478515625
4,117,537.5,624
1,118,380.794128417969,96.323486328125
2,118,83.5,484
3,118,230,92.5
4,118,533,625
1,119,359,94
2,119,83.5,477.5
3,119,235,95.9999389648438
4,119,530.750061035156,624.249977111816
1,120,347.900024414062,91.699951171875
2,120,83.5,469
3,120,238.500045776367,97.4999389648438
4,120,525.25,623.75
1,121,336.330200195312,90.5942993164062
2,121,83.5,459.5
3,121,242,98
4,121,517.400085449219,623.199981689453
1,122,326,91.5
2,122,83.5,451.5
3,122,245.290542602539,102.006774902344
4,122,511.5,624
1,123,316.5,89.5
2,123,83.5,442
3,123,249,104.5
4,123,502,625
1,124,303.058807373047,88.2352905273438
2,124,83.5,421
3,124,253.338226318359,109.897033691406
4,124,493,624.5
1,125,294,90
2,125,83.5,406
3,125,256.700073242188,113.099914550781
4,125,487.5,625.5
1,126,285,89.5
2,126,83,392
3,126,258.750030517578,118.249938964844
4,126,482,625
1,127,277.367919921875,89.0377197265625
2,127,83,378.5
3,127,261,120
4,127,478.556610107422,624.801895141602
1,128,268.5,89.5
2,128,83,370
3,128,263.5,123.5
4,128,474,625
1,129,266,89
2,129,83,369.5
3,129,263,124.5
4,129,470.5,626
1,130,266.5,89
2,130,83.5,370
3,130,263.75,125.249938964844
4,130,467.879302978516,625.051696777344
1,131,266.515563964844,87.7590942382812
2,131,83,369.5
3,131,263.750030517578,124.249938964844
4,131,463,625.5
1,132,266.300018310547,87.8999633789062
2,132,83,369.5
3,132,263.25,124.749938964844
4,132,460,624.5
1,133,266,89.5
2,133,83,369
3,133,263.440002441406,124.919921875
4,133,458.5,624
1,134,265.800018310547,87.3999633789062
2,134,83.5,369.5
3,134,263.5,124.999938964844
4,134,454,624.5
1,135,266.496826171875,88.0892333984375
2,135,83,369.5
3,135,263.352905273438,125.088256835938
4,135,448.5,624.5
1,136,266.070556640625,87.8176879882812
2,136,83,369.5
3,136,263.25,124.749938964844
4,136,444.5,625
1,137,266.061340332031,87.5896606445312
2,137,83,370.5
3,137,263.097564697266,125.121887207031
4,137,445,626
1,138,266.100006103516,87.7999877929688
2,138,83.5,370
3,138,263.25,124.749938964844
4,138,444,625.5
1,139,265.5,89
2,139,84,370
3,139,262.362060546875,124.655151367188
4,139,444,625.5
1,140,265.5,88.5
2,140,83,370
3,140,264.000030517578,124.999938964844
4,140,443.5,625.5
1,141,265.5,89
2,141,85,379
3,141,264,126.5
4,141,443,625.5
1,142,244.663986206055,88.8032836914062
2,142,84.5,388
3,142,264.750030517578,132.75
4,142,438,625
1,143,231.5,88
2,143,84.5,394
3,143,263,138
4,143,437,625
1,144,218,88.5
2,144,84.9999923706055,400.999969482422
3,144,262,143
4,144,430.5,625
1,145,211.20491027832,88.7540893554688
2,145,86.4459457397461,406.824340820312
3,145,262,144.5
4,145,427.500030517578,625.499992370605
1,146,209.507705688477,85.3615112304688
2,146,87,410
3,146,262.100006103516,143.299987792969
4,146,423,625.5
1,147,208.5,88.5
2,147,84.4999923706055,413.5
3,147,262,143.5
4,147,418.5,625
1,148,209.000030517578,85.9999389648438
2,148,84,417.5
3,148,261.800018310547,143.099975585938
4,148,416,626
1,149,211.615386962891,87.0769653320312
2,149,84,419
3,149,262,143
4,149,414.200042724609,625.100021362305
1,150,211.615371704102,86.5770263671875
2,150,84,421.5
3,150,262,143.5
4,150,409.588317871094,625.352928161621
1,151,212.457717895508,87.4114990234375
2,151,83.5,426.5
3,151,262.050018310547,142.849975585938
4,151,404.000091552734,625.499992370605
1,152,212.000015258789,87.5
2,152,83.5,436
3,152,261.348663330078,144.504516601562
4,152,398.5,625
1,153,209,88
2,153,84.5,440
3,153,261.800018310547,143.599975585938
4,153,394.550018310547,626.150001525879
1,154,209.025924682617,85.5984497070312
2,154,84,444.5
3,154,261,148
4,154,391.534515380859,626.086204528809
1,155,201.750030517578,87.75
2,155,84.5841598510742,454.158416748047
3,155,259,156.5
4,155,389.899993896484,625.700004577637
1,156,188.5,89
2,156,84,460.5
3,156,254.5,163.5
4,156,384.5,626
1,157,166.5,89
2,157,84.5,470.5
3,157,247.384613037109,173.423095703125
4,157,377.250030517578,625.250007629395
1,158,154.738479614258,86.7076416015625
2,158,84.5,474
3,158,244.95947265625,179.243225097656
4,158,373.5,624.5
1,159,144.5,89
2,159,84,480
3,159,240.000015258789,185.5
4,159,372.399993896484,625.699996948242
1,160,143,89.5
2,160,84,482.5
3,160,235.000030517578,189.999938964844
4,160,372,626
1,161,141.799987792969,86.8999633789062
2,161,84.5,491.5
3,161,227.307647705078,196.538513183594
4,161,365.5,625
1,162,142.5,90
2,162,85,501.5
3,162,221.750015258789,200.75
4,162,361.850006103516,626.050003051758
1,163,141.5,90
2,163,85,505.5
3,163,217.25,203.749938964844
4,163,356.550018310547,626.150001525879
1,164,141.899993896484,87.199951171875
2,164,84.5,509.5
3,164,212,207
4,164,356,625.5
1,165,140,88.5
2,165,85,516.5
3,165,205.500030517578,210.499938964844
4,165,352,625.5
1,166,128.300003051758,86.4000244140625
2,166,85,526.5
3,166,196,213
4,166,350,624.5
1,167,125.323516845703,86.2059326171875
2,167,84.5,527.5
3,167,191.5,214.999938964844
4,167,344.5,625.5
1,168,124.846145629883,88.230712890625
2,168,84,527.5
3,168,186.308822631836,217.014678955078
4,168,340,625
1,169,125.01000213623,88.0700073242188
2,169,84,528.5
3,169,181.000030517578,220.499938964844
4,169,338.300018310547,625.099983215332
1,170,124.959442138672,88.2567749023438
2,170,84,528
3,170,175.641174316406,221.664703369141
4,170,331,624
1,171,123.098266601562,88.6387329101562
2,171,84.5,527.5
3,171,170.45295715332,223.611755371094
4,171,318.5,623
1,172,123.5,88
2,172,84.5,528
3,172,169,223
4,172,308.5,625
1,173,124.5,88
2,173,84.5,528
3,173,169.099975585938,223.699951171875
4,173,304,624.5
1,174,124,88
2,174,84,528
3,174,170.5,223
4,174,299,624
1,175,123.5,88
2,175,84,528
3,175,170.64616394043,223.830749511719
4,175,294.5,624.5
1,176,123.511756896973,88.5529174804688
2,176,84,527.5
3,176,169.653869628906,223.769226074219
4,176,289.750030517578,624.249977111816
1,177,124,88
2,177,84,527.5
3,177,169.884613037109,224.076965332031
4,177,283.5,622.5
1,178,123.732002258301,88.7760009765625
2,178,84,528.5
3,178,163.5,224.5
4,178,283.5,622.5
1,179,124.115394592285,88.576904296875
2,179,84,528
3,179,159.923049926758,226.384613037109
4,179,265,620
1,180,124.115394592285,88.576904296875
2,180,84.5,528.5
3,180,153.5,224.5
4,180,252.5,622.5
1,181,124,87.5
2,181,83.5,530.5
3,181,150.5,223.5
4,181,245.5,624
1,182,124.673057556152,88.8654174804688
2,182,83.5,532
3,182,148.862075805664,222.655181884766
4,182,238.91178894043,624.647033691406
1,183,124,88
2,183,84,537
3,183,145,222.5
4,183,233.5,625
1,184,124.5,88
2,184,84.5,539.5
3,184,146.557708740234,222.711517333984
4,184,227.5,625
1,185,124.064010620117,88.85205078125
2,185,84.5,547
3,185,146.500015258789,223.499938964844
4,185,218,625.5
1,186,124.5,88
2,186,85,553.5
3,186,146.5,222.5
4,186,208.5,625
1,187,125,88
2,187,85.5,561.5
3,187,148.153854370117,222.730743408203
4,187,202,625.5
1,188,124.5,88
2,188,85.3999938964844,572.799987792969
3,188,140.500030517578,223.999969482422
4,188,196.5,625.5
1,189,124.5,88
2,189,86,584
3,189,134.5,222.5
4,189,188.5,625
1,190,118.549995422363,85.8500366210938
2,190,85.8529434204102,596.088226318359
3,190,125.37931060791,222.448272705078
4,190,179.5,625.5
1,191,116.5,86.5
2,191,87,605.5
3,191,122.500015258789,222.499938964844
4,191,175.5,625.5
1,192,117,86.5
2,192,86,613
3,192,116,222.5
4,192,175.5,625.5
1,193,117.5,86.5
2,193,85.0999984741211,615.799987792969
3,193,111.00944519043,219.782958984375
4,193,168,625.5
1,194,117.647071838379,85.9117431640625
2,194,85.2353057861328,614.44116973877
3,194,107,220.5
4,194,168,625.5
1,195,117,86.5
2,195,85.2500076293945,614.749984741211
3,195,100,218
4,195,156,626
1,196,116.5,86.5
2,196,85.2500076293945,614.749984741211
3,196,96,218.5
4,196,150,625.5
1,197,111.5,86.5
2,197,85.5000076293945,614.499984741211
3,197,93,216.5
4,197,145.5,625.5
1,198,108,86.5
2,198,85.5000076293945,613.999984741211
3,198,91,216.5
4,198,139,625.5
1,199,108.300018310547,84.3999633789062
2,199,85.0000076293945,614.499984741211
3,199,90,216.5
4,199,130.5,625.5
1,200,106,86.5
2,200,85.5000076293945,613.999984741211
3,200,91,216
4,200,124.5,625.5
1,201,105.5,86.5
2,201,85.5000076293945,613.999984741211
3,201,89.1465072631836,219.101959228516
4,201,117,625.5
1,202,106,86.5
2,202,85.5000076293945,613.999984741211
3,202,88.2000045776367,219.399963378906
4,202,112.5,625
1,203,105.5,86.5
2,203,85.5000076293945,613.999984741211
3,203,87.1551971435547,222.137939453125
4,203,110,625.5
1,204,105.5,86.5
2,204,85.8000106811523,614.399978637695
3,204,86.0000076293945,225.499938964844
4,204,110,625
1,205,106,87
2,205,85.0000076293945,614.499984741211
3,205,85.7500076293945,227.749938964844
4,205,111,625.5
1,206,106.5,87
2,206,86.5,614.5
3,206,86.5000152587891,227.499938964844
4,206,110.5,625.5
1,207,106,86.5
2,207,85.4000091552734,615.199981689453
3,207,83.7500076293945,229.749938964844
4,207,110,625
1,208,106,86.5
2,208,84.4600143432617,614.719993591309
3,208,86,233.5
4,208,103.040542602539,625.256759643555
1,209,105,87
2,209,84.0000076293945,614.499984741211
3,209,86,235
4,209,93,622.5
1,210,101.5,86.5
2,210,87.5327911376953,619.139350891113
3,210,85,236.5
4,210,93,622.5
1,211,98.5,86
2,211,87.6132659912109,619.348052978516
3,211,84,240.5
4,211,93,622.5
1,212,97.5,86
2,212,87.1386108398438,619.113861083984
3,212,85,242
4,212,93,622.5
1,213,96.5,86
2,213,87.2439041137695,619.304870605469
3,213,84.2499771118164,242.749969482422
4,213,93,622.5
1,214,97,85.5
2,214,87.4282150268555,618.467819213867
3,214,83.7500076293945,244.249938964844
4,214,93,622.5
1,215,96.5,85.5
2,215,87.1621627807617,618.472961425781
3,215,85,249.5
4,215,93,622.5
1,216,94,85.5
2,216,87.2868881225586,619.344268798828
3,216,86,251
4,216,93,622.5
1,217,96,86
2,217,87.2034454345703,619.041389465332
3,217,85.5,255
4,217,93,622.5
1,218,94.5,86
2,218,87.4400024414062,618.919998168945
3,218,84.9000091552734,259.199951171875
4,218,93,622.5
1,219,93.5,86.5
2,219,87.2277221679688,619.222770690918
3,219,85.1153717041016,262.076934814453
4,219,93,622.5
1,220,93,87.5
2,220,88.0442504882812,621.163711547852
3,220,84.9672317504883,267.139373779297
4,220,93,622.5
1,221,88.5,88
2,221,88.0529479980469,621.188232421875
3,221,85.3800048828125,271.160003662109
4,221,93,622.5
1,222,88,87.5
2,222,89.1638107299805,621.284484863281
3,222,84.7499771118164,275.749969482422
4,222,93,622.5
1,223,87,87.5
2,223,89.5,621
3,223,86,280.5
4,223,93,622.5
1,224,87.5,88
2,224,89.5,621.5
3,224,85.5,282
4,224,93,622.5
1,225,87.5,89.5
2,225,89.5,622
3,225,84.5,286
4,225,93,622.5
1,226,87.3647079467773,90.2588500976562
2,226,90,621
3,226,84.5,291
4,226,93,622.5
1,227,86.2352981567383,89.0587768554688
2,227,89.5,620.5
3,227,83.5769195556641,292.384674072266
4,227,93,622.5
1,228,87.2120056152344,88.583984375
2,228,90.3400115966797,619.879989624023
3,228,84.5,297.5
4,228,93,622.5
1,229,86.4390258789062,87.5487670898438
2,229,90.8767166137695,619.328765869141
3,229,83.8170852661133,299.853607177734
4,229,93,622.5
1,230,86.8538513183594,87.669189453125
2,230,91.9000091552734,620.199996948242
3,230,84.5,302
4,230,93,622.5
1,231,86.923095703125,86.6153564453125
2,231,94,620.5
3,231,83.9500122070312,302.149963378906
4,231,93,622.5
1,232,87.2241287231445,87.189697265625
2,232,111.5,623.5
3,232,85,301.5
4,232,89,622
1,233,87,87
2,233,115,624
3,233,84.2941131591797,301.323516845703
4,233,88.6524429321289,622.128051757812
1,234,86.5,87.5
2,234,126,624.5
3,234,84.0345001220703,302.086212158203
4,234,89,622.5
1,235,86,87.5
2,235,128,624.5
3,235,84.5,301.5
4,235,88.5,622.5
1,236,86.5,87.5
2,236,127,624.5
3,236,84.3000030517578,301.399963378906
4,236,88.5,622.5
1,237,86.5,87.5
2,237,126.5,624.5
3,237,85.5,303
4,237,88.5,622.5
1,238,86.2804946899414,88.5244140625
2,238,126,624
3,238,84.0200042724609,306.139984130859
4,238,88.5,622.5
1,239,85.5,88
2,239,126.5,624.5
3,239,85,308.5
4,239,88.5,622
1,240,85.4088363647461,88.314697265625
2,240,127,624.5
3,240,83.8000030517578,309.899932861328
4,240,88.5,622.5
1,241,84.5474472045898,88.7555541992188
2,241,127.5,624.5
3,241,84.2500076293945,310.749938964844
4,241,88.9827651977539,624.206901550293
1,242,85.2846221923828,87.7769165039062
2,242,131,624
3,242,83.756103515625,311.804870605469
4,242,88.9138031005859,624.465515136719
1,243,83.890007019043,90.72998046875
2,243,136.5,624.5
3,243,85,316.5
4,243,90.5,623.5
1,244,84.3529510498047,90.4117431640625
2,244,136,624.5
3,244,85,317.5
4,244,91,623.5
1,245,83.6764678955078,91.205810546875
2,245,135,624.5
3,245,85,318.5
4,245,90,623.5
1,246,83,91
2,246,133.5,625
3,246,85,321.5
4,246,90,623
1,247,82.5,92
2,247,133.5,625.5
3,247,84.5,324
4,247,90,623.5
1,248,82,91
2,248,133.5,625
3,248,84.5,326.5
4,248,89.5,624
1,249,81.5,91.5
2,249,134.5,625
3,249,84.5,328
4,249,90.0192260742188,623.596145629883
1,250,80.5,92.5
2,250,133,625
3,250,84.5,330.5
4,250,89.5,623.5
1,251,80.5,92
2,251,131.5,625.5
3,251,84.0655899047852,332.721313476562
4,251,90.6411819458008,621.364707946777
1,252,80.5,92
2,252,130,625.5
3,252,84.4230804443359,333.115386962891
4,252,91,622
1,253,81,92
2,253,128,625.5
3,253,84.2500076293945,335.25
4,253,90,621
1,254,80.5,91.5
2,254,127,625.5
3,254,86,339.5
4,254,87.8823547363281,619.970581054688
1,255,80,91
2,255,125.5,625.5
3,255,84.9807662963867,341.096130371094
4,255,86.0000076293945,616.999984741211
1,256,80,91
2,256,124.5,625.5
3,256,85,344
4,256,85.5000076293945,614.999984741211
1,257,80,91.5
2,257,124,625.5
3,257,85,345.5
4,257,85.0000076293945,614.499984741211
1,258,80,91.5
2,258,119,626
3,258,83.8823547363281,351.029388427734
4,258,86,609.5
1,259,80,91
2,259,115.5,626
3,259,85.5,353
4,259,86,607.5
1,260,80,91.5
2,260,112.5,626
3,260,86,355
4,260,87.5,605.5
1,261,80,92
2,261,108,625.5
3,261,84.2500076293945,359.749969482422
4,261,86.5,601.5
1,262,80,92
2,262,106.5,625.5
3,262,84.4117660522461,361.147064208984
4,262,86,597.5
1,263,80,91.5
2,263,102.5,625.5
3,263,85.5,362
4,263,84.2000122070312,591.899993896484
1,264,80,92
2,264,101,623
3,264,85.5,364
4,264,84,588
1,265,80,92
2,265,96.5,622
3,265,85,369
4,265,84,582.5
1,266,80,92.5
2,266,92.5,621
3,266,86,370
4,266,84.3000030517578,578.599990844727
1,267,80,93
2,267,90.5,620.5
3,267,85.5,373.5
4,267,84.7500076293945,575.749984741211
1,268,79.5,94
2,268,88.5,620
3,268,84.3846130371094,375.423095703125
4,268,85.0000076293945,571.5
1,269,80,95
2,269,87.5,622
3,269,85,380.5
4,269,85,565.5
1,270,80,95
2,270,88,621.5
3,270,85.5,383
4,270,84.5,561.5
1,271,80,95
2,271,88,621.5
3,271,85.5,383.5
4,271,84,563
1,272,80,94
2,272,87.5,621.5
3,272,85.5,385.5
4,272,84.5,562
1,273,80,94
2,273,87.5,622
3,273,85,388
4,273,84,562
1,274,80,94.5
2,274,88,621.5
3,274,85,391
4,274,83.5,559.5
1,275,80,95
2,275,87.5,621.5
3,275,85.5,390.5
4,275,84,559.5
1,276,80,95
2,276,87.5,621.5
3,276,85.5,391.5
4,276,84,559.5
1,277,80,95
2,277,87.5,621.5
3,277,85.5,393.5
4,277,84,559
1,278,80,94
2,278,87.5,620.5
3,278,85,396.5
4,278,83.5,559.5
1,279,80,94.5
2,279,86.5,618.5
3,279,85.5,400.5
4,279,83.5,560
1,280,79.5,94.5
2,280,86.2500076293945,615.749984741211
3,280,85,405.5
4,280,84,560
1,281,79,95
2,281,85.5000076293945,614.499984741211
3,281,85.5,410.5
4,281,84,560.5
1,282,79,95
2,282,87,610
3,282,85.5,412.5
4,282,83.5,559
1,283,79,95
2,283,87,606
3,283,85,416.5
4,283,84,558
1,284,79,95
2,284,87,598
3,284,85.5,422
4,284,83.5,557
1,285,79,95
