"","TreatQuad","treatment","day","paint","days.after.paint","exp.time","alive","dead","knockdown","unviable","living","total","prop.alive","prop.dead","prop.kd","prop.uv","prop.liv","pch","lty"
"119","1-24H-5A-90","24H-5A-90",28,"5A",90,"24",0,12,0,12,0,12,0,1,0,1,0,15,4
"121","1-24H-CF-1","24H-CF-1",1,"CF",1,"24",11,0,1,1,12,12,0.916666666666667,0,0.0833333333333333,0.0833333333333333,1,17,4
"122","1-24H-CF-1","24H-CF-1",2,"CF",1,"24",11,0,1,1,12,12,0.916666666666667,0,0.0833333333333333,0.0833333333333333,1,17,4
"123","1-24H-CF-1","24H-CF-1",7,"CF",1,"24",9,1,2,3,11,12,0.75,0.0833333333333333,0.166666666666667,0.25,0.916666666666667,17,4
"124","1-24H-CF-1","24H-CF-1",14,"CF",1,"24",9,2,1,3,10,12,0.75,0.166666666666667,0.0833333333333333,0.25,0.833333333333333,17,4
"125","1-24H-CF-1","24H-CF-1",21,"CF",1,"24",10,2,0,2,10,12,0.833333333333333,0.166666666666667,0,0.166666666666667,0.833333333333333,17,4
"126","1-24H-CF-1","24H-CF-1",28,"CF",1,"24",9,3,0,3,9,12,0.75,0.25,0,0.25,0.75,17,4
"127","1-24H-CF-180","24H-CF-180",1,"CF",180,"24",10,1,0,1,10,11,0.909090909090909,0.0909090909090909,0,0.0909090909090909,0.909090909090909,17,4
"128","1-24H-CF-180","24H-CF-180",7,"CF",180,"24",5,5,1,6,6,11,0.454545454545455,0.454545454545455,0.0909090909090909,0.545454545454545,0.545454545454545,17,4
"129","1-24H-CF-180","24H-CF-180",14,"CF",180,"24",2,8,1,9,3,11,0.181818181818182,0.727272727272727,0.0909090909090909,0.818181818181818,0.272727272727273,17,4
"130","1-24H-CF-180","24H-CF-180",21,"CF",180,"24",0,10,1,11,1,11,0,0.909090909090909,0.0909090909090909,1,0.0909090909090909,17,4
"131","1-24H-CF-180","24H-CF-180",28,"CF",180,"24",0,11,0,11,0,11,0,1,0,1,0,17,4
"132","1-24H-CF-90","24H-CF-90",1,"CF",90,"24",11,0,1,1,12,12,0.916666666666667,0,0.0833333333333333,0.0833333333333333,1,17,4
"133","1-24H-CF-90","24H-CF-90",7,"CF",90,"24",7,4,1,5,8,12,0.583333333333333,0.333333333333333,0.0833333333333333,0.416666666666667,0.666666666666667,17,4
"134","1-24H-CF-90","24H-CF-90",13,"CF",90,"24",6,5,1,6,7,12,0.5,0.416666666666667,0.0833333333333333,0.5,0.583333333333333,17,4
"135","1-24H-CF-90","24H-CF-90",21,"CF",90,"24",4,6,2,8,6,12,0.333333333333333,0.5,0.166666666666667,0.666666666666667,0.5,17,4
"136","1-24H-CF-90","24H-CF-90",28,"CF",90,"24",2,9,1,10,3,12,0.166666666666667,0.75,0.0833333333333333,0.833333333333333,0.25,17,4
"138","1-24H-CO-1","24H-CO-1",1,"CO",1,"24",11,1,0,1,11,12,0.916666666666667,0.0833333333333333,0,0.0833333333333333,0.916666666666667,20,4
"139","1-24H-CO-1","24H-CO-1",2,"CO",1,"24",10,2,0,2,10,12,0.833333333333333,0.166666666666667,0,0.166666666666667,0.833333333333333,20,4
"140","1-24H-CO-1","24H-CO-1",7,"CO",1,"24",9,3,0,3,9,12,0.75,0.25,0,0.25,0.75,20,4
"141","1-24H-CO-1","24H-CO-1",14,"CO",1,"24",9,3,0,3,9,12,0.75,0.25,0,0.25,0.75,20,4
"142","1-24H-CO-1","24H-CO-1",21,"CO",1,"24",9,3,0,3,9,12,0.75,0.25,0,0.25,0.75,20,4
"143","1-24H-CO-1","24H-CO-1",28,"CO",1,"24",9,3,0,3,9,12,0.75,0.25,0,0.25,0.75,20,4
"144","1-24H-CO-180","24H-CO-180",1,"CO",180,"24",11,0,0,0,11,11,1,0,0,0,1,20,4
"145","1-24H-CO-180","24H-CO-180",7,"CO",180,"24",10,1,0,1,10,11,0.909090909090909,0.0909090909090909,0,0.0909090909090909,0.909090909090909,20,4
"146","1-24H-CO-180","24H-CO-180",14,"CO",180,"24",10,1,0,1,10,11,0.909090909090909,0.0909090909090909,0,0.0909090909090909,0.909090909090909,20,4
"147","1-24H-CO-180","24H-CO-180",21,"CO",180,"24",10,1,0,1,10,11,0.909090909090909,0.0909090909090909,0,0.0909090909090909,0.909090909090909,20,4
"148","1-24H-CO-180","24H-CO-180",28,"CO",180,"24",10,1,0,1,10,11,0.909090909090909,0.0909090909090909,0,0.0909090909090909,0.909090909090909,20,4
"149","1-24H-CO-90","24H-CO-90",1,"CO",90,"24",12,0,0,0,12,12,1,0,0,0,1,20,4
"150","1-24H-CO-90","24H-CO-90",7,"CO",90,"24",12,0,0,0,12,12,1,0,0,0,1,20,4
"151","1-24H-CO-90","24H-CO-90",13,"CO",90,"24",11,0,1,1,12,12,0.916666666666667,0,0.0833333333333333,0.0833333333333333,1,20,4
"152","1-24H-CO-90","24H-CO-90",21,"CO",90,"24",11,1,0,1,11,12,0.916666666666667,0.0833333333333333,0,0.0833333333333333,0.916666666666667,20,4
"153","1-24H-CO-90","24H-CO-90",28,"CO",90,"24",10,2,0,2,10,12,0.833333333333333,0.166666666666667,0,0.166666666666667,0.833333333333333,20,4
"155","2-01H-5A-1","01H-5A-1",1,"5A",1,"1",3,0,8,8,11,11,0.272727272727273,0,0.727272727272727,0.727272727272727,1,15,1
"156","2-01H-5A-1","01H-5A-1",2,"5A",1,"1",3,3,5,8,8,11,0.272727272727273,0.272727272727273,0.454545454545455,0.727272727272727,0.727272727272727,15,1
"157","2-01H-5A-1","01H-5A-1",7,"5A",1,"1",6,5,0,5,6,11,0.545454545454545,0.454545454545455,0,0.454545454545455,0.545454545454545,15,1
"158","2-01H-5A-1","01H-5A-1",14,"5A",1,"1",5,6,0,6,5,11,0.454545454545455,0.545454545454545,0,0.545454545454545,0.454545454545455,15,1
"159","2-01H-5A-1","01H-5A-1",21,"5A",1,"1",4,7,0,7,4,11,0.363636363636364,0.636363636363636,0,0.636363636363636,0.363636363636364,15,1
"161","2-01H-5A-180","01H-5A-180",1,"5A",180,"1",0,1,10,11,10,11,0,0.0909090909090909,0.909090909090909,1,0.909090909090909,15,1
"162","2-01H-5A-180","01H-5A-180",7,"5A",180,"1",0,4,7,11,7,11,0,0.363636363636364,0.636363636363636,1,0.636363636363636,15,1
"163","2-01H-5A-180","01H-5A-180",14,"5A",180,"1",2,4,5,9,7,11,0.181818181818182,0.363636363636364,0.454545454545455,0.818181818181818,0.636363636363636,15,1
"164","2-01H-5A-180","01H-5A-180",21,"5A",180,"1",1,6,4,10,5,11,0.0909090909090909,0.545454545454545,0.363636363636364,0.909090909090909,0.454545454545455,15,1
"165","2-01H-5A-180","01H-5A-180",28,"5A",180,"1",0,10,1,11,1,11,0,0.909090909090909,0.0909090909090909,1,0.0909090909090909,15,1
"166","2-01H-5A-90","01H-5A-90",1,"5A",90,"1",0,2,10,12,10,12,0,0.166666666666667,0.833333333333333,1,0.833333333333333,15,1
"167","2-01H-5A-90","01H-5A-90",7,"5A",90,"1",0,8,4,12,4,12,0,0.666666666666667,0.333333333333333,1,0.333333333333333,15,1
"168","2-01H-5A-90","01H-5A-90",13,"5A",90,"1",0,10,2,12,2,12,0,0.833333333333333,0.166666666666667,1,0.166666666666667,15,1
"169","2-01H-5A-90","01H-5A-90",21,"5A",90,"1",0,11,1,12,1,12,0,0.916666666666667,0.0833333333333333,1,0.0833333333333333,15,1
"170","2-01H-5A-90","01H-5A-90",28,"5A",90,"1",0,11,1,12,1,12,0,0.916666666666667,0.0833333333333333,1,0.0833333333333333,15,1
"172","2-01H-CO-1","01H-CO-1",1,"CO",1,"1",12,0,0,0,12,12,1,0,0,0,1,20,1
"173","2-01H-CO-1","01H-CO-1",2,"CO",1,"1",12,0,0,0,12,12,1,0,0,0,1,20,1
"174","2-01H-CO-1","01H-CO-1",7,"CO",1,"1",12,0,0,0,12,12,1,0,0,0,1,20,1
"175","2-01H-CO-1","01H-CO-1",14,"CO",1,"1",12,0,0,0,12,12,1,0,0,0,1,20,1
"176","2-01H-CO-1","01H-CO-1",21,"CO",1,"1",12,0,0,0,12,12,1,0,0,0,1,20,1
"178","2-01H-CO-180","01H-CO-180",1,"CO",180,"1",9,2,0,2,9,11,0.818181818181818,0.181818181818182,0,0.181818181818182,0.818181818181818,20,1
"179","2-01H-CO-180","01H-CO-180",7,"CO",180,"1",8,3,0,3,8,11,0.727272727272727,0.272727272727273,0,0.272727272727273,0.727272727272727,20,1
"180","2-01H-CO-180","01H-CO-180",14,"CO",180,"1",5,4,2,6,7,11,0.454545454545455,0.363636363636364,0.181818181818182,0.545454545454545,0.636363636363636,20,1
"181","2-01H-CO-180","01H-CO-180",21,"CO",180,"1",5,6,0,6,5,11,0.454545454545455,0.545454545454545,0,0.545454545454545,0.454545454545455,20,1
"182","2-01H-CO-180","01H-CO-180",28,"CO",180,"1",5,6,0,6,5,11,0.454545454545455,0.545454545454545,0,0.545454545454545,0.454545454545455,20,1
"183","2-01H-CO-90","01H-CO-90",1,"CO",90,"1",12,0,0,0,12,12,1,0,0,0,1,20,1
"184","2-01H-CO-90","01H-CO-90",7,"CO",90,"1",12,0,0,0,12,12,1,0,0,0,1,20,1
"185","2-01H-CO-90","01H-CO-90",13,"CO",90,"1",12,0,0,0,12,12,1,0,0,0,1,20,1
"186","2-01H-CO-90","01H-CO-90",21,"CO",90,"1",11,1,0,1,11,12,0.916666666666667,0.0833333333333333,0,0.0833333333333333,0.916666666666667,20,1
"187","2-01H-CO-90","01H-CO-90",28,"CO",90,"1",11,1,0,1,11,12,0.916666666666667,0.0833333333333333,0,0.0833333333333333,0.916666666666667,20,1
"189","2-03H-5A-1","03H-5A-1",1,"5A",1,"3",0,0,12,12,12,12,0,0,1,1,1,15,2
"190","2-03H-5A-1","03H-5A-1",2,"5A",1,"3",5,2,5,7,10,12,0.416666666666667,0.166666666666667,0.416666666666667,0.583333333333333,0.833333333333333,15,2
"191","2-03H-5A-1","03H-5A-1",7,"5A",1,"3",8,3,1,4,9,12,0.666666666666667,0.25,0.0833333333333333,0.333333333333333,0.75,15,2
"192","2-03H-5A-1","03H-5A-1",14,"5A",1,"3",9,3,0,3,9,12,0.75,0.25,0,0.25,0.75,15,2
"193","2-03H-5A-1","03H-5A-1",21,"5A",1,"3",7,4,1,5,8,12,0.583333333333333,0.333333333333333,0.0833333333333333,0.416666666666667,0.666666666666667,15,2
"194","2-03H-5A-1","03H-5A-1",28,"5A",1,"3",6,5,1,6,7,12,0.5,0.416666666666667,0.0833333333333333,0.5,0.583333333333333,15,2
"195","2-03H-5A-180","03H-5A-180",1,"5A",180,"3",0,1,10,11,10,11,0,0.0909090909090909,0.909090909090909,1,0.909090909090909,15,2
"196","2-03H-5A-180","03H-5A-180",7,"5A",180,"3",0,9,2,11,2,11,0,0.818181818181818,0.181818181818182,1,0.181818181818182,15,2
"197","2-03H-5A-180","03H-5A-180",14,"5A",180,"3",0,9,2,11,2,11,0,0.818181818181818,0.181818181818182,1,0.181818181818182,15,2
"198","2-03H-5A-180","03H-5A-180",21,"5A",180,"3",0,9,2,11,2,11,0,0.818181818181818,0.181818181818182,1,0.181818181818182,15,2
"199","2-03H-5A-180","03H-5A-180",28,"5A",180,"3",0,10,1,11,1,11,0,0.909090909090909,0.0909090909090909,1,0.0909090909090909,15,2
"200","2-03H-5A-90","03H-5A-90",1,"5A",90,"3",0,2,10,12,10,12,0,0.166666666666667,0.833333333333333,1,0.833333333333333,15,2
"201","2-03H-5A-90","03H-5A-90",7,"5A",90,"3",0,5,7,12,7,12,0,0.416666666666667,0.583333333333333,1,0.583333333333333,15,2
"202","2-03H-5A-90","03H-5A-90",13,"5A",90,"3",0,8,4,12,4,12,0,0.666666666666667,0.333333333333333,1,0.333333333333333,15,2
"203","2-03H-5A-90","03H-5A-90",21,"5A",90,"3",0,11,1,12,1,12,0,0.916666666666667,0.0833333333333333,1,0.0833333333333333,15,2
"204","2-03H-5A-90","03H-5A-90",28,"5A",90,"3",0,12,0,12,0,12,0,1,0,1,0,15,2
"206","2-03H-CO-1","03H-CO-1",1,"CO",1,"3",10,2,0,2,10,12,0.833333333333333,0.166666666666667,0,0.166666666666667,0.833333333333333,20,2
"207","2-03H-CO-1","03H-CO-1",2,"CO",1,"3",10,2,0,2,10,12,0.833333333333333,0.166666666666667,0,0.166666666666667,0.833333333333333,20,2
"208","2-03H-CO-1","03H-CO-1",7,"CO",1,"3",10,2,0,2,10,12,0.833333333333333,0.166666666666667,0,0.166666666666667,0.833333333333333,20,2
"209","2-03H-CO-1","03H-CO-1",14,"CO",1,"3",10,2,0,2,10,12,0.833333333333333,0.166666666666667,0,0.166666666666667,0.833333333333333,20,2
"210","2-03H-CO-1","03H-CO-1",21,"CO",1,"3",10,2,0,2,10,12,0.833333333333333,0.166666666666667,0,0.166666666666667,0.833333333333333,20,2
"211","2-03H-CO-1","03H-CO-1",28,"CO",1,"3",8,4,0,4,8,12,0.666666666666667,0.333333333333333,0,0.333333333333333,0.666666666666667,20,2
"212","2-03H-CO-180","03H-CO-180",1,"CO",180,"3",10,0,1,1,11,11,0.909090909090909,0,0.0909090909090909,0.0909090909090909,1,20,2
"213","2-03H-CO-180","03H-CO-180",7,"CO",180,"3",8,3,0,3,8,11,0.727272727272727,0.272727272727273,0,0.272727272727273,0.727272727272727,20,2
"214","2-03H-CO-180","03H-CO-180",14,"CO",180,"3",7,4,0,4,7,11,0.636363636363636,0.363636363636364,0,0.363636363636364,0.636363636363636,20,2
"215","2-03H-CO-180","03H-CO-180",21,"CO",180,"3",6,5,0,5,6,11,0.545454545454545,0.454545454545455,0,0.454545454545455,0.545454545454545,20,2
"216","2-03H-CO-180","03H-CO-180",28,"CO",180,"3",6,5,0,5,6,11,0.545454545454545,0.454545454545455,0,0.454545454545455,0.545454545454545,20,2
"217","2-03H-CO-90","03H-CO-90",1,"CO",90,"3",12,0,0,0,12,12,1,0,0,0,1,20,2
"218","2-03H-CO-90","03H-CO-90",7,"CO",90,"3",12,0,0,0,12,12,1,0,0,0,1,20,2
"219","2-03H-CO-90","03H-CO-90",13,"CO",90,"3",12,0,0,0,12,12,1,0,0,0,1,20,2
"220","2-03H-CO-90","03H-CO-90",21,"CO",90,"3",11,1,0,1,11,12,0.916666666666667,0.0833333333333333,0,0.0833333333333333,0.916666666666667,20,2
"221","2-03H-CO-90","03H-CO-90",28,"CO",90,"3",11,1,0,1,11,12,0.916666666666667,0.0833333333333333,0,0.0833333333333333,0.916666666666667,20,2
"223","2-06H-5A-1","06H-5A-1",1,"5A",1,"6",3,1,8,9,11,12,0.25,0.0833333333333333,0.666666666666667,0.75,0.916666666666667,15,3
"224","2-06H-5A-1","06H-5A-1",2,"5A",1,"6",4,2,6,8,10,12,0.333333333333333,0.166666666666667,0.5,0.666666666666667,0.833333333333333,15,3
"225","2-06H-5A-1","06H-5A-1",7,"5A",1,"6",4,3,5,8,9,12,0.333333333333333,0.25,0.416666666666667,0.666666666666667,0.75,15,3
"226","2-06H-5A-1","06H-5A-1",14,"5A",1,"6",4,7,1,8,5,12,0.333333333333333,0.583333333333333,0.0833333333333333,0.666666666666667,0.416666666666667,15,3
"227","2-06H-5A-1","06H-5A-1",21,"5A",1,"6",4,7,1,8,5,12,0.333333333333333,0.583333333333333,0.0833333333333333,0.666666666666667,0.416666666666667,15,3
"228","2-06H-5A-1","06H-5A-1",28,"5A",1,"6",5,7,0,7,5,12,0.416666666666667,0.583333333333333,0,0.583333333333333,0.416666666666667,15,3
"229","2-06H-5A-180","06H-5A-180",1,"5A",180,"6",0,0,11,11,11,11,0,0,1,1,1,15,3
"230","2-06H-5A-180","06H-5A-180",7,"5A",180,"6",0,7,4,11,4,11,0,0.636363636363636,0.363636363636364,1,0.363636363636364,15,3
"231","2-06H-5A-180","06H-5A-180",14,"5A",180,"6",0,11,0,11,0,11,0,1,0,1,0,15,3
"232","2-06H-5A-180","06H-5A-180",21,"5A",180,"6",0,11,0,11,0,11,0,1,0,1,0,15,3
"233","2-06H-5A-180","06H-5A-180",28,"5A",180,"6",0,11,0,11,0,11,0,1,0,1,0,15,3
"234","2-06H-5A-90","06H-5A-90",1,"5A",90,"6",0,7,5,12,5,12,0,0.583333333333333,0.416666666666667,1,0.416666666666667,15,3
"235","2-06H-5A-90","06H-5A-90",7,"5A",90,"6",0,10,2,12,2,12,0,0.833333333333333,0.166666666666667,1,0.166666666666667,15,3
"236","2-06H-5A-90","06H-5A-90",13,"5A",90,"6",0,10,2,12,2,12,0,0.833333333333333,0.166666666666667,1,0.166666666666667,15,3
"237","2-06H-5A-90","06H-5A-90",21,"5A",90,"6",1,11,0,11,1,12,0.0833333333333333,0.916666666666667,0,0.916666666666667,0.0833333333333333,15,3
"238","2-06H-5A-90","06H-5A-90",28,"5A",90,"6",1,11,0,11,1,12,0.0833333333333333,0.916666666666667,0,0.916666666666667,0.0833333333333333,15,3
"240","2-06H-CO-1","06H-CO-1",1,"CO",1,"6",12,0,0,0,12,12,1,0,0,0,1,20,3
"241","2-06H-CO-1","06H-CO-1",2,"CO",1,"6",12,0,0,0,12,12,1,0,0,0,1,20,3
"242","2-06H-CO-1","06H-CO-1",7,"CO",1,"6",12,0,0,0,12,12,1,0,0,0,1,20,3
"243","2-06H-CO-1","06H-CO-1",14,"CO",1,"6",12,0,0,0,12,12,1,0,0,0,1,20,3
"244","2-06H-CO-1","06H-CO-1",21,"CO",1,"6",10,2,0,2,10,12,0.833333333333333,0.166666666666667,0,0.166666666666667,0.833333333333333,20,3
"245","2-06H-CO-1","06H-CO-1",28,"CO",1,"6",10,2,0,2,10,12,0.833333333333333,0.166666666666667,0,0.166666666666667,0.833333333333333,20,3
"246","2-06H-CO-180","06H-CO-180",1,"CO",180,"6",10,1,0,1,10,11,0.909090909090909,0.0909090909090909,0,0.0909090909090909,0.909090909090909,20,3
"247","2-06H-CO-180","06H-CO-180",7,"CO",180,"6",7,4,0,4,7,11,0.636363636363636,0.363636363636364,0,0.363636363636364,0.636363636363636,20,3
"248","2-06H-CO-180","06H-CO-180",14,"CO",180,"6",6,5,0,5,6,11,0.545454545454545,0.454545454545455,0,0.454545454545455,0.545454545454545,20,3
"249","2-06H-CO-180","06H-CO-180",21,"CO",180,"6",6,5,0,5,6,11,0.545454545454545,0.454545454545455,0,0.454545454545455,0.545454545454545,20,3
"250","2-06H-CO-180","06H-CO-180",28,"CO",180,"6",5,6,0,6,5,11,0.454545454545455,0.545454545454545,0,0.545454545454545,0.454545454545455,20,3
"251","2-06H-CO-90","06H-CO-90",1,"CO",90,"6",12,0,0,0,12,12,1,0,0,0,1,20,3
"252","2-06H-CO-90","06H-CO-90",7,"CO",90,"6",10,1,1,2,11,12,0.833333333333333,0.0833333333333333,0.0833333333333333,0.166666666666667,0.916666666666667,20,3
"253","2-06H-CO-90","06H-CO-90",13,"CO",90,"6",11,1,0,1,11,12,0.916666666666667,0.0833333333333333,0,0.0833333333333333,0.916666666666667,20,3
"254","2-06H-CO-90","06H-CO-90",21,"CO",90,"6",10,1,1,2,11,12,0.833333333333333,0.0833333333333333,0.0833333333333333,0.166666666666667,0.916666666666667,20,3
"255","2-06H-CO-90","06H-CO-90",28,"CO",90,"6",9,3,0,3,9,12,0.75,0.25,0,0.25,0.75,20,3
"257","2-24H-5A-1","24H-5A-1",1,"5A",1,"24",0,0,12,12,12,12,0,0,1,1,1,15,4
"258","2-24H-5A-1","24H-5A-1",2,"5A",1,"24",0,2,10,12,10,12,0,0.166666666666667,0.833333333333333,1,0.833333333333333,15,4
"259","2-24H-5A-1","24H-5A-1",7,"5A",1,"24",1,10,1,11,2,12,0.0833333333333333,0.833333333333333,0.0833333333333333,0.916666666666667,0.166666666666667,15,4
"260","2-24H-5A-1","24H-5A-1",14,"5A",1,"24",1,11,0,11,1,12,0.0833333333333333,0.916666666666667,0,0.916666666666667,0.0833333333333333,15,4
"261","2-24H-5A-1","24H-5A-1",21,"5A",1,"24",1,11,0,11,1,12,0.0833333333333333,0.916666666666667,0,0.916666666666667,0.0833333333333333,15,4
"262","2-24H-5A-1","24H-5A-1",28,"5A",1,"24",1,11,0,11,1,12,0.0833333333333333,0.916666666666667,0,0.916666666666667,0.0833333333333333,15,4
"263","2-24H-5A-180","24H-5A-180",1,"5A",180,"24",0,2,9,11,9,11,0,0.181818181818182,0.818181818181818,1,0.818181818181818,15,4
"264","2-24H-5A-180","24H-5A-180",7,"5A",180,"24",0,7,4,11,4,11,0,0.636363636363636,0.363636363636364,1,0.363636363636364,15,4
"265","2-24H-5A-180","24H-5A-180",14,"5A",180,"24",0,9,2,11,2,11,0,0.818181818181818,0.181818181818182,1,0.181818181818182,15,4
"266","2-24H-5A-180","24H-5A-180",21,"5A",180,"24",0,9,2,11,2,11,0,0.818181818181818,0.181818181818182,1,0.181818181818182,15,4
"267","2-24H-5A-180","24H-5A-180",28,"5A",180,"24",1,10,0,10,1,11,0.0909090909090909,0.909090909090909,0,0.909090909090909,0.0909090909090909,15,4
"268","2-24H-5A-90","24H-5A-90",1,"5A",90,"24",0,2,10,12,10,12,0,0.166666666666667,0.833333333333333,1,0.833333333333333,15,4
"269","2-24H-5A-90","24H-5A-90",7,"5A",90,"24",1,10,1,11,2,12,0.0833333333333333,0.833333333333333,0.0833333333333333,0.916666666666667,0.166666666666667,15,4
"270","2-24H-5A-90","24H-5A-90",13,"5A",90,"24",1,10,1,11,2,12,0.0833333333333333,0.833333333333333,0.0833333333333333,0.916666666666667,0.166666666666667,15,4
"271","2-24H-5A-90","24H-5A-90",21,"5A",90,"24",0,12,0,12,0,12,0,1,0,1,0,15,4
"272","2-24H-5A-90","24H-5A-90",28,"5A",90,"24",0,12,0,12,0,12,0,1,0,1,0,15,4
"274","2-24H-CF-1","24H-CF-1",1,"CF",1,"24",10,0,0,0,10,10,1,0,0,0,1,17,4
"275","2-24H-CF-1","24H-CF-1",2,"CF",1,"24",9,1,0,1,9,10,0.9,0.1,0,0.1,0.9,17,4
"276","2-24H-CF-1","24H-CF-1",7,"CF",1,"24",9,1,0,1,9,10,0.9,0.1,0,0.1,0.9,17,4
"277","2-24H-CF-1","24H-CF-1",14,"CF",1,"24",9,1,0,1,9,10,0.9,0.1,0,0.1,0.9,17,4
"278","2-24H-CF-1","24H-CF-1",21,"CF",1,"24",8,2,0,2,8,10,0.8,0.2,0,0.2,0.8,17,4
"279","2-24H-CF-1","24H-CF-1",28,"CF",1,"24",8,2,0,2,8,10,0.8,0.2,0,0.2,0.8,17,4
"280","2-24H-CF-180","24H-CF-180",1,"CF",180,"24",10,1,0,1,10,11,0.909090909090909,0.0909090909090909,0,0.0909090909090909,0.909090909090909,17,4
"281","2-24H-CF-180","24H-CF-180",7,"CF",180,"24",6,4,1,5,7,11,0.545454545454545,0.363636363636364,0.0909090909090909,0.454545454545455,0.636363636363636,17,4
"282","2-24H-CF-180","24H-CF-180",14,"CF",180,"24",3,8,0,8,3,11,0.272727272727273,0.727272727272727,0,0.727272727272727,0.272727272727273,17,4
"283","2-24H-CF-180","24H-CF-180",21,"CF",180,"24",1,10,0,10,1,11,0.0909090909090909,0.909090909090909,0,0.909090909090909,0.0909090909090909,17,4
"284","2-24H-CF-180","24H-CF-180",28,"CF",180,"24",0,11,0,11,0,11,0,1,0,1,0,17,4
"285","2-24H-CF-90","24H-CF-90",1,"CF",90,"24",8,2,2,4,10,12,0.666666666666667,0.166666666666667,0.166666666666667,0.333333333333333,0.833333333333333,17,4
"286","2-24H-CF-90","24H-CF-90",7,"CF",90,"24",8,4,0,4,8,12,0.666666666666667,0.333333333333333,0,0.333333333333333,0.666666666666667,17,4
"287","2-24H-CF-90","24H-CF-90",13,"CF",90,"24",8,4,0,4,8,12,0.666666666666667,0.333333333333333,0,0.333333333333333,0.666666666666667,17,4
"288","2-24H-CF-90","24H-CF-90",21,"CF",90,"24",7,5,0,5,7,12,0.583333333333333,0.416666666666667,0,0.416666666666667,0.583333333333333,17,4
"289","2-24H-CF-90","24H-CF-90",28,"CF",90,"24",6,6,0,6,6,12,0.5,0.5,0,0.5,0.5,17,4
"291","2-24H-CO-1","24H-CO-1",1,"CO",1,"24",12,0,0,0,12,12,1,0,0,0,1,20,4
"292","2-24H-CO-1","24H-CO-1",2,"CO",1,"24",12,0,0,0,12,12,1,0,0,0,1,20,4
"293","2-24H-CO-1","24H-CO-1",7,"CO",1,"24",11,0,1,1,12,12,0.916666666666667,0,0.0833333333333333,0.0833333333333333,1,20,4
"294","2-24H-CO-1","24H-CO-1",14,"CO",1,"24",11,1,0,1,11,12,0.916666666666667,0.0833333333333333,0,0.0833333333333333,0.916666666666667,20,4
"295","2-24H-CO-1","24H-CO-1",21,"CO",1,"24",11,1,0,1,11,12,0.916666666666667,0.0833333333333333,0,0.0833333333333333,0.916666666666667,20,4
"296","2-24H-CO-1","24H-CO-1",28,"CO",1,"24",11,1,0,1,11,12,0.916666666666667,0.0833333333333333,0,0.0833333333333333,0.916666666666667,20,4
"297","2-24H-CO-180","24H-CO-180",1,"CO",180,"24",11,0,0,0,11,11,1,0,0,0,1,20,4
"298","2-24H-CO-180","24H-CO-180",7,"CO",180,"24",10,0,1,1,11,11,0.909090909090909,0,0.0909090909090909,0.0909090909090909,1,20,4
"299","2-24H-CO-180","24H-CO-180",14,"CO",180,"24",10,1,0,1,10,11,0.909090909090909,0.0909090909090909,0,0.0909090909090909,0.909090909090909,20,4
"300","2-24H-CO-180","24H-CO-180",21,"CO",180,"24",9,2,0,2,9,11,0.818181818181818,0.181818181818182,0,0.181818181818182,0.818181818181818,20,4
"301","2-24H-CO-180","24H-CO-180",28,"CO",180,"24",8,3,0,3,8,11,0.727272727272727,0.272727272727273,0,0.272727272727273,0.727272727272727,20,4
"302","2-24H-CO-90","24H-CO-90",1,"CO",90,"24",12,0,0,0,12,12,1,0,0,0,1,20,4
"303","2-24H-CO-90","24H-CO-90",7,"CO",90,"24",12,0,0,0,12,12,1,0,0,0,1,20,4
"304","2-24H-CO-90","24H-CO-90",13,"CO",90,"24",11,1,0,1,11,12,0.916666666666667,0.0833333333333333,0,0.0833333333333333,0.916666666666667,20,4
"305","2-24H-CO-90","24H-CO-90",21,"CO",90,"24",11,1,0,1,11,12,0.916666666666667,0.0833333333333333,0,0.0833333333333333,0.916666666666667,20,4
"306","2-24H-CO-90","24H-CO-90",28,"CO",90,"24",10,2,0,2,10,12,0.833333333333333,0.166666666666667,0,0.166666666666667,0.833333333333333,20,4
"308","3-01H-5A-1","01H-5A-1",1,"5A",1,"1",4,0,7,7,11,11,0.363636363636364,0,0.636363636363636,0.636363636363636,1,15,1
"309","3-01H-5A-1","01H-5A-1",2,"5A",1,"1",5,1,5,6,10,11,0.454545454545455,0.0909090909090909,0.454545454545455,0.545454545454545,0.909090909090909,15,1
"310","3-01H-5A-1","01H-5A-1",7,"5A",1,"1",8,1,2,3,10,11,0.727272727272727,0.0909090909090909,0.181818181818182,0.272727272727273,0.909090909090909,15,1
"311","3-01H-5A-1","01H-5A-1",14,"5A",1,"1",9,2,0,2,9,11,0.818181818181818,0.181818181818182,0,0.181818181818182,0.818181818181818,15,1
"312","3-01H-5A-1","01H-5A-1",21,"5A",1,"1",7,4,0,4,7,11,0.636363636363636,0.363636363636364,0,0.363636363636364,0.636363636363636,15,1
"314","3-01H-5A-180","01H-5A-180",1,"5A",180,"1",0,4,7,11,7,11,0,0.363636363636364,0.636363636363636,1,0.636363636363636,15,1
"315","3-01H-5A-180","01H-5A-180",7,"5A",180,"1",0,9,2,11,2,11,0,0.818181818181818,0.181818181818182,1,0.181818181818182,15,1
