"","TreatQuad","treatment","day","paint","days.after.paint","exp.time","alive","dead","knockdown","unviable","living","total","prop.alive","prop.dead","prop.kd","prop.uv","prop.liv","pch","lty"
"519","4-03H-CO-180","03H-CO-180",7,"CO",180,"3",9,2,0,2,9,11,0.818181818181818,0.181818181818182,0,0.181818181818182,0.818181818181818,20,2
"520","4-03H-CO-180","03H-CO-180",14,"CO",180,"3",9,2,0,2,9,11,0.818181818181818,0.181818181818182,0,0.181818181818182,0.818181818181818,20,2
"521","4-03H-CO-180","03H-CO-180",21,"CO",180,"3",9,2,0,2,9,11,0.818181818181818,0.181818181818182,0,0.181818181818182,0.818181818181818,20,2
"522","4-03H-CO-180","03H-CO-180",28,"CO",180,"3",8,2,1,3,9,11,0.727272727272727,0.181818181818182,0.0909090909090909,0.272727272727273,0.818181818181818,20,2
"523","4-03H-CO-90","03H-CO-90",1,"CO",90,"3",8,2,2,4,10,12,0.666666666666667,0.166666666666667,0.166666666666667,0.333333333333333,0.833333333333333,20,2
"524","4-03H-CO-90","03H-CO-90",7,"CO",90,"3",7,4,1,5,8,12,0.583333333333333,0.333333333333333,0.0833333333333333,0.416666666666667,0.666666666666667,20,2
"525","4-03H-CO-90","03H-CO-90",13,"CO",90,"3",7,4,1,5,8,12,0.583333333333333,0.333333333333333,0.0833333333333333,0.416666666666667,0.666666666666667,20,2
"526","4-03H-CO-90","03H-CO-90",21,"CO",90,"3",7,4,1,5,8,12,0.583333333333333,0.333333333333333,0.0833333333333333,0.416666666666667,0.666666666666667,20,2
"527","4-03H-CO-90","03H-CO-90",28,"CO",90,"3",7,4,1,5,8,12,0.583333333333333,0.333333333333333,0.0833333333333333,0.416666666666667,0.666666666666667,20,2
"529","4-06H-5A-1","06H-5A-1",1,"5A",1,"6",1,0,11,11,12,12,0.0833333333333333,0,0.916666666666667,0.916666666666667,1,15,3
"530","4-06H-5A-1","06H-5A-1",2,"5A",1,"6",1,1,10,11,11,12,0.0833333333333333,0.0833333333333333,0.833333333333333,0.916666666666667,0.916666666666667,15,3
"531","4-06H-5A-1","06H-5A-1",7,"5A",1,"6",0,9,3,12,3,12,0,0.75,0.25,1,0.25,15,3
"532","4-06H-5A-1","06H-5A-1",14,"5A",1,"6",0,9,3,12,3,12,0,0.75,0.25,1,0.25,15,3
"533","4-06H-5A-1","06H-5A-1",21,"5A",1,"6",0,11,1,12,1,12,0,0.916666666666667,0.0833333333333333,1,0.0833333333333333,15,3
"534","4-06H-5A-1","06H-5A-1",28,"5A",1,"6",1,11,0,11,1,12,0.0833333333333333,0.916666666666667,0,0.916666666666667,0.0833333333333333,15,3
"535","4-06H-5A-180","06H-5A-180",1,"5A",180,"6",0,0,11,11,11,11,0,0,1,1,1,15,3
"536","4-06H-5A-180","06H-5A-180",7,"5A",180,"6",0,5,6,11,6,11,0,0.454545454545455,0.545454545454545,1,0.545454545454545,15,3
"537","4-06H-5A-180","06H-5A-180",14,"5A",180,"6",0,6,5,11,5,11,0,0.545454545454545,0.454545454545455,1,0.454545454545455,15,3
"538","4-06H-5A-180","06H-5A-180",21,"5A",180,"6",0,6,5,11,5,11,0,0.545454545454545,0.454545454545455,1,0.454545454545455,15,3
"539","4-06H-5A-180","06H-5A-180",28,"5A",180,"6",0,9,2,11,2,11,0,0.818181818181818,0.181818181818182,1,0.181818181818182,15,3
"540","4-06H-5A-90","06H-5A-90",1,"5A",90,"6",0,1,11,12,11,12,0,0.0833333333333333,0.916666666666667,1,0.916666666666667,15,3
"541","4-06H-5A-90","06H-5A-90",7,"5A",90,"6",0,9,3,12,3,12,0,0.75,0.25,1,0.25,15,3
"542","4-06H-5A-90","06H-5A-90",13,"5A",90,"6",0,10,2,12,2,12,0,0.833333333333333,0.166666666666667,1,0.166666666666667,15,3
"543","4-06H-5A-90","06H-5A-90",21,"5A",90,"6",0,12,0,12,0,12,0,1,0,1,0,15,3
"544","4-06H-5A-90","06H-5A-90",28,"5A",90,"6",0,12,0,12,0,12,0,1,0,1,0,15,3
"546","4-06H-CO-1","06H-CO-1",1,"CO",1,"6",12,0,0,0,12,12,1,0,0,0,1,20,3
"547","4-06H-CO-1","06H-CO-1",2,"CO",1,"6",12,0,0,0,12,12,1,0,0,0,1,20,3
"548","4-06H-CO-1","06H-CO-1",7,"CO",1,"6",12,0,0,0,12,12,1,0,0,0,1,20,3
"549","4-06H-CO-1","06H-CO-1",14,"CO",1,"6",12,0,0,0,12,12,1,0,0,0,1,20,3
"550","4-06H-CO-1","06H-CO-1",21,"CO",1,"6",12,0,0,0,12,12,1,0,0,0,1,20,3
"551","4-06H-CO-1","06H-CO-1",28,"CO",1,"6",12,0,0,0,12,12,1,0,0,0,1,20,3
"552","4-06H-CO-180","06H-CO-180",1,"CO",180,"6",9,2,0,2,9,11,0.818181818181818,0.181818181818182,0,0.181818181818182,0.818181818181818,20,3
"553","4-06H-CO-180","06H-CO-180",7,"CO",180,"6",9,2,0,2,9,11,0.818181818181818,0.181818181818182,0,0.181818181818182,0.818181818181818,20,3
"554","4-06H-CO-180","06H-CO-180",14,"CO",180,"6",9,2,0,2,9,11,0.818181818181818,0.181818181818182,0,0.181818181818182,0.818181818181818,20,3
"555","4-06H-CO-180","06H-CO-180",21,"CO",180,"6",8,3,0,3,8,11,0.727272727272727,0.272727272727273,0,0.272727272727273,0.727272727272727,20,3
"556","4-06H-CO-180","06H-CO-180",28,"CO",180,"6",7,4,0,4,7,11,0.636363636363636,0.363636363636364,0,0.363636363636364,0.636363636363636,20,3
"557","4-06H-CO-90","06H-CO-90",1,"CO",90,"6",11,1,0,1,11,12,0.916666666666667,0.0833333333333333,0,0.0833333333333333,0.916666666666667,20,3
"558","4-06H-CO-90","06H-CO-90",7,"CO",90,"6",10,2,0,2,10,12,0.833333333333333,0.166666666666667,0,0.166666666666667,0.833333333333333,20,3
"559","4-06H-CO-90","06H-CO-90",13,"CO",90,"6",8,3,1,4,9,12,0.666666666666667,0.25,0.0833333333333333,0.333333333333333,0.75,20,3
"560","4-06H-CO-90","06H-CO-90",21,"CO",90,"6",8,3,1,4,9,12,0.666666666666667,0.25,0.0833333333333333,0.333333333333333,0.75,20,3
"561","4-06H-CO-90","06H-CO-90",28,"CO",90,"6",9,3,0,3,9,12,0.75,0.25,0,0.25,0.75,20,3
"563","4-24H-5A-1","24H-5A-1",1,"5A",1,"24",0,0,12,12,12,12,0,0,1,1,1,15,4
"564","4-24H-5A-1","24H-5A-1",2,"5A",1,"24",0,1,11,12,11,12,0,0.0833333333333333,0.916666666666667,1,0.916666666666667,15,4
"565","4-24H-5A-1","24H-5A-1",7,"5A",1,"24",0,10,2,12,2,12,0,0.833333333333333,0.166666666666667,1,0.166666666666667,15,4
"566","4-24H-5A-1","24H-5A-1",14,"5A",1,"24",0,11,1,12,1,12,0,0.916666666666667,0.0833333333333333,1,0.0833333333333333,15,4
"567","4-24H-5A-1","24H-5A-1",21,"5A",1,"24",0,12,0,12,0,12,0,1,0,1,0,15,4
"568","4-24H-5A-1","24H-5A-1",28,"5A",1,"24",0,12,0,12,0,12,0,1,0,1,0,15,4
"569","4-24H-5A-180","24H-5A-180",1,"5A",180,"24",0,2,10,12,10,12,0,0.166666666666667,0.833333333333333,1,0.833333333333333,15,4
"570","4-24H-5A-180","24H-5A-180",7,"5A",180,"24",0,10,2,12,2,12,0,0.833333333333333,0.166666666666667,1,0.166666666666667,15,4
"571","4-24H-5A-180","24H-5A-180",14,"5A",180,"24",0,11,1,12,1,12,0,0.916666666666667,0.0833333333333333,1,0.0833333333333333,15,4
"572","4-24H-5A-180","24H-5A-180",21,"5A",180,"24",0,12,0,12,0,12,0,1,0,1,0,15,4
"573","4-24H-5A-180","24H-5A-180",28,"5A",180,"24",0,12,0,12,0,12,0,1,0,1,0,15,4
"574","4-24H-5A-90","24H-5A-90",1,"5A",90,"24",0,4,8,12,8,12,0,0.333333333333333,0.666666666666667,1,0.666666666666667,15,4
"575","4-24H-5A-90","24H-5A-90",7,"5A",90,"24",0,9,3,12,3,12,0,0.75,0.25,1,0.25,15,4
"576","4-24H-5A-90","24H-5A-90",13,"5A",90,"24",0,12,0,12,0,12,0,1,0,1,0,15,4
"577","4-24H-5A-90","24H-5A-90",21,"5A",90,"24",0,12,0,12,0,12,0,1,0,1,0,15,4
"578","4-24H-5A-90","24H-5A-90",28,"5A",90,"24",0,12,0,12,0,12,0,1,0,1,0,15,4
"580","4-24H-CF-1","24H-CF-1",1,"CF",1,"24",12,0,0,0,12,12,1,0,0,0,1,17,4
"581","4-24H-CF-1","24H-CF-1",2,"CF",1,"24",11,1,0,1,11,12,0.916666666666667,0.0833333333333333,0,0.0833333333333333,0.916666666666667,17,4
"582","4-24H-CF-1","24H-CF-1",7,"CF",1,"24",10,1,1,2,11,12,0.833333333333333,0.0833333333333333,0.0833333333333333,0.166666666666667,0.916666666666667,17,4
"583","4-24H-CF-1","24H-CF-1",14,"CF",1,"24",10,2,0,2,10,12,0.833333333333333,0.166666666666667,0,0.166666666666667,0.833333333333333,17,4
"584","4-24H-CF-1","24H-CF-1",21,"CF",1,"24",10,2,0,2,10,12,0.833333333333333,0.166666666666667,0,0.166666666666667,0.833333333333333,17,4
"585","4-24H-CF-1","24H-CF-1",28,"CF",1,"24",9,3,0,3,9,12,0.75,0.25,0,0.25,0.75,17,4
"586","4-24H-CF-180","24H-CF-180",1,"CF",180,"24",11,1,0,1,11,12,0.916666666666667,0.0833333333333333,0,0.0833333333333333,0.916666666666667,17,4
"587","4-24H-CF-180","24H-CF-180",7,"CF",180,"24",6,5,1,6,7,12,0.5,0.416666666666667,0.0833333333333333,0.5,0.583333333333333,17,4
"588","4-24H-CF-180","24H-CF-180",14,"CF",180,"24",0,10,2,12,2,12,0,0.833333333333333,0.166666666666667,1,0.166666666666667,17,4
"589","4-24H-CF-180","24H-CF-180",21,"CF",180,"24",0,12,0,12,0,12,0,1,0,1,0,17,4
"590","4-24H-CF-180","24H-CF-180",28,"CF",180,"24",0,12,0,12,0,12,0,1,0,1,0,17,4
"591","4-24H-CF-90","24H-CF-90",1,"CF",90,"24",8,2,2,4,10,12,0.666666666666667,0.166666666666667,0.166666666666667,0.333333333333333,0.833333333333333,17,4
"592","4-24H-CF-90","24H-CF-90",7,"CF",90,"24",4,8,0,8,4,12,0.333333333333333,0.666666666666667,0,0.666666666666667,0.333333333333333,17,4
"593","4-24H-CF-90","24H-CF-90",13,"CF",90,"24",3,8,1,9,4,12,0.25,0.666666666666667,0.0833333333333333,0.75,0.333333333333333,17,4
"594","4-24H-CF-90","24H-CF-90",21,"CF",90,"24",3,9,0,9,3,12,0.25,0.75,0,0.75,0.25,17,4
"595","4-24H-CF-90","24H-CF-90",28,"CF",90,"24",1,11,0,11,1,12,0.0833333333333333,0.916666666666667,0,0.916666666666667,0.0833333333333333,17,4
"597","4-24H-CO-1","24H-CO-1",1,"CO",1,"24",11,1,0,1,11,12,0.916666666666667,0.0833333333333333,0,0.0833333333333333,0.916666666666667,20,4
"598","4-24H-CO-1","24H-CO-1",2,"CO",1,"24",10,1,1,2,11,12,0.833333333333333,0.0833333333333333,0.0833333333333333,0.166666666666667,0.916666666666667,20,4
"599","4-24H-CO-1","24H-CO-1",7,"CO",1,"24",10,2,0,2,10,12,0.833333333333333,0.166666666666667,0,0.166666666666667,0.833333333333333,20,4
"600","4-24H-CO-1","24H-CO-1",14,"CO",1,"24",10,2,0,2,10,12,0.833333333333333,0.166666666666667,0,0.166666666666667,0.833333333333333,20,4
"601","4-24H-CO-1","24H-CO-1",21,"CO",1,"24",10,2,0,2,10,12,0.833333333333333,0.166666666666667,0,0.166666666666667,0.833333333333333,20,4
"602","4-24H-CO-1","24H-CO-1",28,"CO",1,"24",10,2,0,2,10,12,0.833333333333333,0.166666666666667,0,0.166666666666667,0.833333333333333,20,4
"603","4-24H-CO-180","24H-CO-180",1,"CO",180,"24",11,0,0,0,11,11,1,0,0,0,1,20,4
"604","4-24H-CO-180","24H-CO-180",7,"CO",180,"24",9,1,1,2,10,11,0.818181818181818,0.0909090909090909,0.0909090909090909,0.181818181818182,0.909090909090909,20,4
"605","4-24H-CO-180","24H-CO-180",14,"CO",180,"24",10,1,0,1,10,11,0.909090909090909,0.0909090909090909,0,0.0909090909090909,0.909090909090909,20,4
"606","4-24H-CO-180","24H-CO-180",21,"CO",180,"24",8,2,1,3,9,11,0.727272727272727,0.181818181818182,0.0909090909090909,0.272727272727273,0.818181818181818,20,4
"607","4-24H-CO-180","24H-CO-180",28,"CO",180,"24",8,3,0,3,8,11,0.727272727272727,0.272727272727273,0,0.272727272727273,0.727272727272727,20,4
"608","4-24H-CO-90","24H-CO-90",1,"CO",90,"24",12,0,0,0,12,12,1,0,0,0,1,20,4
"609","4-24H-CO-90","24H-CO-90",7,"CO",90,"24",11,1,0,1,11,12,0.916666666666667,0.0833333333333333,0,0.0833333333333333,0.916666666666667,20,4
"610","4-24H-CO-90","24H-CO-90",13,"CO",90,"24",11,1,0,1,11,12,0.916666666666667,0.0833333333333333,0,0.0833333333333333,0.916666666666667,20,4
"611","4-24H-CO-90","24H-CO-90",21,"CO",90,"24",10,2,0,2,10,12,0.833333333333333,0.166666666666667,0,0.166666666666667,0.833333333333333,20,4
"612","4-24H-CO-90","24H-CO-90",28,"CO",90,"24",9,3,0,3,9,12,0.75,0.25,0,0.25,0.75,20,4
