"","id","parents","infected","start","week","date","eggs","hatch","alive","mouse","procedencia","trial","idnum","perferc","avtemphigh","avtemplow","avtemp","tempmax","tempmin","tempdiff","avhumhigh","avhumlow","avhum","hummax","hummin","humdiff","eggevent","hatchevent","egg_total","hatch_total"
"1","P1-2","P1","0",2014-11-20,"1",2014-11-27,6,3,1,"CO-A-2","CO-A",2,1,0.5,28.84,26.7,27.77,29.8,25.3,3.1,30.2,26.2,28.2,31,26,5,1,1,77,70
"2","P2-2","P2","0",2014-11-20,"1",2014-11-27,2,2,1,"CO-A-2","CO-A",2,2,1,28.84,26.7,27.77,29.8,25.3,3.1,30.2,26.2,28.2,31,26,5,1,1,46,35
"3","P3-2","P3","0",2014-11-27,"1",2014-12-04,5,4,1,"CO-A-2","CO-A",2,3,0.8,29.56,28.14,28.85,29.8,27.4,2.1,31.2,26,28.6,33,26,7,1,1,11,10
"4","P4-2","P4","0",2014-11-27,"1",2014-12-04,4,2,1,"CO-A-2","CO-A",2,4,0.5,29.56,28.14,28.85,29.8,27.4,2.1,31.2,26,28.6,33,26,7,1,1,38,16
"5","P5-2","P5","0",2014-12-04,"1",2014-12-11,0,NA,1,"CO-A-2","CO-A",2,5,NA,29.725,28.025,28.875,30.2,27.4,2,35.75,29,32.375,37,27,8,0,NA,0,0
"6","P6-2","P6","0",2014-12-04,"1",2014-12-11,0,NA,1,"CO-A-2","CO-A",2,6,NA,29.725,28.025,28.875,30.2,27.4,2,35.75,29,32.375,37,27,8,0,NA,29,15
"7","P7-2","P7","0",2014-12-04,"1",2014-12-11,9,9,1,"CO-A-2","CO-A",2,7,1,29.725,28.025,28.875,30.2,27.4,2,35.75,29,32.375,37,27,8,1,1,44,13
"8","P8-2","P8","0",2014-12-11,"1",2014-12-18,2,2,1,"CO-A-2","CO-A",2,8,1,29.34,25.42,27.38,35.5,23.1,12.4,37.4,28.2,32.8,40,26,11,1,1,40,25
"9","P9-2","P9","0",2014-12-11,"1",2014-12-18,0,NA,1,"CO-A-2","CO-A",2,9,NA,29.34,25.42,27.38,35.5,23.1,12.4,37.4,28.2,32.8,40,26,11,0,NA,0,0
"10","P10-2","P10","0",2014-12-11,"1",2014-12-18,4,4,1,"CO-A-2","CO-A",2,10,1,29.34,25.42,27.38,35.5,23.1,12.4,37.4,28.2,32.8,40,26,11,1,1,20,14
"11","P11-2","P11","0",2014-12-11,"1",2014-12-18,4,3,1,"CO-A-2","CO-A",2,11,0.75,29.34,25.42,27.38,35.5,23.1,12.4,37.4,28.2,32.8,40,26,11,1,1,31,22
"12","P12-2","P12","0",2014-12-18,"1",2014-12-25,0,NA,1,"CO-A-2","CO-A",2,12,NA,30.1666666666667,25.4,27.7833333333333,36.3,25.3,10.7,48,28,38,68,27,40,0,NA,43,33
"13","P13-2","P13","0",2014-11-20,"1",2014-11-27,5,5,1,"CO-B-2","CO-B",2,13,1,28.84,26.7,27.77,29.8,25.3,3.1,30.2,26.2,28.2,31,26,5,1,1,38,29
"14","P14-2","P14","0",2014-11-20,"1",2014-11-27,4,2,1,"CO-B-2","CO-B",2,14,0.5,28.84,26.7,27.77,29.8,25.3,3.1,30.2,26.2,28.2,31,26,5,1,1,157,91
"15","P15-2","P15","0",2014-11-20,"1",2014-11-27,0,NA,1,"CO-B-2","CO-B",2,15,NA,28.84,26.7,27.77,29.8,25.3,3.1,30.2,26.2,28.2,31,26,5,0,NA,21,20
"16","P16-2","P16","0",2014-11-27,"1",2014-12-04,0,NA,1,"CO-B-2","CO-B",2,16,NA,29.56,28.14,28.85,29.8,27.4,2.1,31.2,26,28.6,33,26,7,0,NA,56,50
"17","P17-2","P17","0",2014-11-27,"1",2014-12-04,3,3,1,"CO-B-2","CO-B",2,17,1,29.56,28.14,28.85,29.8,27.4,2.1,31.2,26,28.6,33,26,7,1,1,79,62
"18","P18-2","P18","0",2014-11-27,"1",2014-12-04,6,5,1,"CO-B-2","CO-B",2,18,0.833333333333333,29.56,28.14,28.85,29.8,27.4,2.1,31.2,26,28.6,33,26,7,1,1,51,43
"19","P19-2","P19","0",2014-11-27,"1",2014-12-04,0,NA,1,"CO-B-2","CO-B",2,19,NA,29.56,28.14,28.85,29.8,27.4,2.1,31.2,26,28.6,33,26,7,0,NA,58,49
"20","P20-2","P20","0",2014-11-27,"1",2014-12-04,12,12,1,"CO-B-2","CO-B",2,20,1,29.56,28.14,28.85,29.8,27.4,2.1,31.2,26,28.6,33,26,7,1,1,28,22
"21","P21-2","P21","0",2014-11-27,"1",2014-12-04,0,NA,1,"CO-B-2","CO-B",2,21,NA,29.56,28.14,28.85,29.8,27.4,2.1,31.2,26,28.6,33,26,7,0,NA,4,0
"22","P22-2","P22","0",2014-11-27,"1",2014-12-04,3,0,1,"CO-B-2","CO-B",2,22,0,29.56,28.14,28.85,29.8,27.4,2.1,31.2,26,28.6,33,26,7,1,0,33,8
"23","P23-2","P23","0",2014-11-27,"1",2014-12-04,0,NA,1,"CO-B-2","CO-B",2,23,NA,29.56,28.14,28.85,29.8,27.4,2.1,31.2,26,28.6,33,26,7,0,NA,34,26
"24","P24-2","P24","0",2014-11-27,"1",2014-12-04,0,NA,1,"CO-B-2","CO-B",2,24,NA,29.56,28.14,28.85,29.8,27.4,2.1,31.2,26,28.6,33,26,7,0,NA,21,14
"25","P25-2","P25","0",2014-11-27,"1",2014-12-04,0,NA,1,"CO-B-2","CO-B",2,25,NA,29.56,28.14,28.85,29.8,27.4,2.1,31.2,26,28.6,33,26,7,0,NA,54,40
"26","P26-2","P26","0",2014-11-27,"1",2014-12-04,5,5,1,"CO-B-2","CO-B",2,26,1,29.56,28.14,28.85,29.8,27.4,2.1,31.2,26,28.6,33,26,7,1,1,32,26
"27","P27-2","P27","0",2014-11-27,"1",2014-12-04,0,NA,1,"CO-B-2","CO-B",2,27,NA,29.56,28.14,28.85,29.8,27.4,2.1,31.2,26,28.6,33,26,7,0,NA,22,19
"28","P28-2","P28","0",2014-12-04,"1",2014-12-11,0,NA,1,"CO-B-2","CO-B",2,28,NA,29.725,28.025,28.875,30.2,27.4,2,35.75,29,32.375,37,27,8,0,NA,2,0
"29","P29-2","P29","0",2014-12-04,"1",2014-12-11,9,6,1,"CO-B-2","CO-B",2,29,0.666666666666667,29.725,28.025,28.875,30.2,27.4,2,35.75,29,32.375,37,27,8,1,1,131,64
"30","P30-2","P30","1",2014-11-20,"1",2014-11-27,0,NA,1,"I-A-2","I-A",2,30,NA,28.84,26.7,27.77,29.8,25.3,3.1,30.2,26.2,28.2,31,26,5,0,NA,166,149
"31","P31-2","P31","1",2014-11-20,"1",2014-11-27,0,NA,1,"I-A-2","I-A",2,31,NA,28.84,26.7,27.77,29.8,25.3,3.1,30.2,26.2,28.2,31,26,5,0,NA,38,32
"32","P32-2","P32","1",2014-11-20,"1",2014-11-27,0,NA,1,"I-A-2","I-A",2,32,NA,28.84,26.7,27.77,29.8,25.3,3.1,30.2,26.2,28.2,31,26,5,0,NA,1,1
"33","P33-2","P33","1",2014-11-27,"1",2014-12-04,0,NA,1,"I-A-2","I-A",2,33,NA,29.56,28.14,28.85,29.8,27.4,2.1,31.2,26,28.6,33,26,7,0,NA,183,107
"34","P34-2","P34","1",2014-11-27,"1",2014-12-04,7,3,1,"I-A-2","I-A",2,34,0.428571428571429,29.56,28.14,28.85,29.8,27.4,2.1,31.2,26,28.6,33,26,7,1,1,193,116
"35","P35-2","P35","1",2014-11-27,"1",2014-12-04,3,2,1,"I-A-2","I-A",2,35,0.666666666666667,29.56,28.14,28.85,29.8,27.4,2.1,31.2,26,28.6,33,26,7,1,1,29,20
"36","P36-2","P36","1",2014-11-27,"1",2014-12-04,6,3,1,"I-A-2","I-A",2,36,0.5,29.56,28.14,28.85,29.8,27.4,2.1,31.2,26,28.6,33,26,7,1,1,42,29
"37","P37-2","P37","1",2014-11-27,"1",2014-12-04,4,3,1,"I-A-2","I-A",2,37,0.75,29.56,28.14,28.85,29.8,27.4,2.1,31.2,26,28.6,33,26,7,1,1,35,32
"38","P38-2","P38","1",2014-11-27,"1",2014-12-04,2,1,1,"I-A-2","I-A",2,38,0.5,29.56,28.14,28.85,29.8,27.4,2.1,31.2,26,28.6,33,26,7,1,1,154,90
"39","P39-2","P39","1",2014-11-27,"1",2014-12-04,5,5,1,"I-A-2","I-A",2,39,1,29.56,28.14,28.85,29.8,27.4,2.1,31.2,26,28.6,33,26,7,1,1,76,69
"40","P40-2","P40","1",2014-12-04,"1",2014-12-11,3,0,1,"I-A-2","I-A",2,40,0,29.725,28.025,28.875,30.2,27.4,2,35.75,29,32.375,37,27,8,1,0,12,9
"41","P41-2","P41","1",2014-12-04,"1",2014-12-11,8,8,1,"I-A-2","I-A",2,41,1,29.725,28.025,28.875,30.2,27.4,2,35.75,29,32.375,37,27,8,1,1,135,107
"42","P42-2","P42","1",2014-12-04,"1",2014-12-11,10,5,1,"I-A-2","I-A",2,42,0.5,29.725,28.025,28.875,30.2,27.4,2,35.75,29,32.375,37,27,8,1,1,24,6
"43","P43-2","P43","1",2014-12-04,"1",2014-12-11,5,2,1,"I-A-2","I-A",2,43,0.4,29.725,28.025,28.875,30.2,27.4,2,35.75,29,32.375,37,27,8,1,1,171,114
"44","P44-2","P44","1",2014-12-04,"1",2014-12-11,6,6,1,"I-A-2","I-A",2,44,1,29.725,28.025,28.875,30.2,27.4,2,35.75,29,32.375,37,27,8,1,1,176,101
"45","P45-2","P45","1",2014-12-04,"1",2014-12-11,0,NA,1,"I-A-2","I-A",2,45,NA,29.725,28.025,28.875,30.2,27.4,2,35.75,29,32.375,37,27,8,0,NA,10,7
"46","P46-2","P46","1",2014-12-04,"1",2014-12-11,0,NA,1,"I-A-2","I-A",2,46,NA,29.725,28.025,28.875,30.2,27.4,2,35.75,29,32.375,37,27,8,0,NA,26,16
"47","P47-2","P47","1",2014-12-11,"1",2014-12-18,5,4,1,"I-A-2","I-A",2,47,0.8,29.34,25.42,27.38,35.5,23.1,12.4,37.4,28.2,32.8,40,26,11,1,1,115,103
"48","P48-2","P48","1",2014-11-20,"1",2014-11-27,0,NA,1,"I-B-2","I-B",2,48,NA,28.84,26.7,27.77,29.8,25.3,3.1,30.2,26.2,28.2,31,26,5,0,NA,131,97
"49","P49-2","P49","1",2014-11-20,"1",2014-11-27,7,7,1,"I-B-2","I-B",2,49,1,28.84,26.7,27.77,29.8,25.3,3.1,30.2,26.2,28.2,31,26,5,1,1,191,139
"50","P50-2","P50","1",2014-11-20,"1",2014-11-27,2,2,1,"I-B-2","I-B",2,50,1,28.84,26.7,27.77,29.8,25.3,3.1,30.2,26.2,28.2,31,26,5,1,1,123,98
"51","P51-2","P51","1",2014-11-20,"1",2014-11-27,0,NA,1,"I-B-2","I-B",2,51,NA,28.84,26.7,27.77,29.8,25.3,3.1,30.2,26.2,28.2,31,26,5,0,NA,68,58
"52","P52-2","P52","1",2014-11-20,"1",2014-11-27,0,NA,1,"I-B-2","I-B",2,52,NA,28.84,26.7,27.77,29.8,25.3,3.1,30.2,26.2,28.2,31,26,5,0,NA,167,127
"53","P53-2","P53","1",2014-11-20,"1",2014-11-27,0,NA,1,"I-B-2","I-B",2,53,NA,28.84,26.7,27.77,29.8,25.3,3.1,30.2,26.2,28.2,31,26,5,0,NA,274,203
"54","P54-2","P54","1",2014-11-27,"1",2014-12-04,0,NA,1,"I-B-2","I-B",2,54,NA,29.56,28.14,28.85,29.8,27.4,2.1,31.2,26,28.6,33,26,7,0,NA,26,18
"55","P55-2","P55","1",2014-11-27,"1",2014-12-04,2,1,1,"I-B-2","I-B",2,55,0.5,29.56,28.14,28.85,29.8,27.4,2.1,31.2,26,28.6,33,26,7,1,1,46,37
"56","P56-2","P56","1",2014-11-27,"1",2014-12-04,1,1,1,"I-B-2","I-B",2,56,1,29.56,28.14,28.85,29.8,27.4,2.1,31.2,26,28.6,33,26,7,1,1,9,6
"57","P57-2","P57","1",2014-11-27,"1",2014-12-04,4,4,1,"I-B-2","I-B",2,57,1,29.56,28.14,28.85,29.8,27.4,2.1,31.2,26,28.6,33,26,7,1,1,171,90
"58","P58-2","P58","1",2014-12-04,"1",2014-12-11,0,NA,1,"I-B-2","I-B",2,58,NA,29.725,28.025,28.875,30.2,27.4,2,35.75,29,32.375,37,27,8,0,NA,7,0
"59","P59-2","P59","1",2014-12-04,"1",2014-12-11,3,3,1,"I-B-2","I-B",2,59,1,29.725,28.025,28.875,30.2,27.4,2,35.75,29,32.375,37,27,8,1,1,111,69
"60","P60-2","P60","1",2014-12-04,"1",2014-12-11,0,NA,1,"I-B-2","I-B",2,60,NA,29.725,28.025,28.875,30.2,27.4,2,35.75,29,32.375,37,27,8,0,NA,7,2
"61","P61-2","P61","1",2014-12-04,"1",2014-12-11,3,3,1,"I-B-2","I-B",2,61,1,29.725,28.025,28.875,30.2,27.4,2,35.75,29,32.375,37,27,8,1,1,148,116
"62","P62-2","P62","1",2014-12-04,"1",2014-12-11,5,4,1,"I-B-2","I-B",2,62,0.8,29.725,28.025,28.875,30.2,27.4,2,35.75,29,32.375,37,27,8,1,1,158,103
"63","P63-2","P63","1",2014-12-04,"1",2014-12-11,0,NA,1,"I-B-2","I-B",2,63,NA,29.725,28.025,28.875,30.2,27.4,2,35.75,29,32.375,37,27,8,0,NA,147,94
"64","P64-2","P64","1",2014-12-18,"1",2014-12-25,0,NA,1,"I-B-2","I-B",2,64,NA,30.1666666666667,25.4,27.7833333333333,36.3,25.3,10.7,48,28,38,68,27,40,0,NA,0,0
"65","P1-1","P1","0",2014-10-06,"1",2014-10-13,2,2,1,"CO-A-1","CO-A",1,65,1,28.95,27.075,28.0125,29.1,24.4,4.4,34.5,28.75,31.625,37,26,7,1,1,30,25
"66","P2-1","P2","0",2014-10-13,"1",2014-10-20,0,NA,1,"CO-A-1","CO-A",1,66,NA,29.42,27.86,28.64,29.5,26.4,3.1,34.2,29.6,31.9,37,26,5,0,NA,34,26
"67","P3-1","P3","0",2014-10-13,"1",2014-10-20,9,7,1,"CO-A-1","CO-A",1,67,0.777777777777778,29.42,27.86,28.64,29.5,26.4,3.1,34.2,29.6,31.9,37,26,5,1,1,17,15
"68","P4-1","P4","0",2014-10-13,"1",2014-10-20,15,15,1,"CO-A-1","CO-A",1,68,1,29.42,27.86,28.64,29.5,26.4,3.1,34.2,29.6,31.9,37,26,5,1,1,15,15
"69","P5-1","P5","0",2014-10-13,"1",2014-10-20,7,0,1,"CO-A-1","CO-A",1,69,0,29.42,27.86,28.64,29.5,26.4,3.1,34.2,29.6,31.9,37,26,5,1,0,7,0
"70","P6-1","P6","0",2014-10-13,"1",2014-10-20,0,NA,1,"CO-A-1","CO-A",1,70,NA,29.42,27.86,28.64,29.5,26.4,3.1,34.2,29.6,31.9,37,26,5,0,NA,0,0
"71","P7-1","P7","0",2014-10-13,"1",2014-10-20,0,NA,1,"CO-A-1","CO-A",1,71,NA,29.42,27.86,28.64,29.5,26.4,3.1,34.2,29.6,31.9,37,26,5,0,NA,50,33
"72","P8-1","P8","0",2014-10-13,"1",2014-10-20,8,8,1,"CO-A-1","CO-A",1,72,1,29.42,27.86,28.64,29.5,26.4,3.1,34.2,29.6,31.9,37,26,5,1,1,44,35
"73","P9-1","P9","0",2014-10-20,"1",2014-10-27,0,NA,1,"CO-A-1","CO-A",1,73,NA,28.825,27.4,28.1125,29.1,26.5,2.5,30,26.25,28.125,30,26,4,0,NA,13,9
"74","P10-1","P10","0",2014-10-20,"1",2014-10-27,3,3,1,"CO-A-1","CO-A",1,74,1,28.825,27.4,28.1125,29.1,26.5,2.5,30,26.25,28.125,30,26,4,1,1,4,3
"75","P11-1","P11","0",2014-10-20,"1",2014-10-27,3,3,1,"CO-A-1","CO-A",1,75,1,28.825,27.4,28.1125,29.1,26.5,2.5,30,26.25,28.125,30,26,4,1,1,46,40
"76","P12-1","P12","0",2014-11-03,"1",2014-11-10,6,3,1,"CO-A-1","CO-A",1,76,0.5,28.55,27.45,28,29.5,26.8,1.5,30.5,26.25,28.375,32,26,6,1,1,6,3
"77","P13-1","P13","0",2014-11-03,"1",2014-11-10,9,0,1,"CO-A-1","CO-A",1,77,0,28.55,27.45,28,29.5,26.8,1.5,30.5,26.25,28.375,32,26,6,1,0,15,2
"78","P14-1","P14","0",2014-12-01,"1",2014-12-08,0,NA,1,"CO-A-1","CO-A",1,78,NA,29.55,28.25,28.9,29.8,27.4,2,31.25,26.25,28.75,32,26,6,0,NA,0,0
"79","P15-1","P15","0",2014-10-06,"1",2014-10-13,6,5,1,"CO-B-1","CO-B",1,79,0.833333333333333,28.95,27.075,28.0125,29.1,24.4,4.4,34.5,28.75,31.625,37,26,7,1,1,16,13
"80","P16-1","P16","0",2014-10-06,"1",2014-10-13,5,3,1,"CO-B-1","CO-B",1,80,0.6,28.95,27.075,28.0125,29.1,24.4,4.4,34.5,28.75,31.625,37,26,7,1,1,85,58
"81","P17-1","P17","0",2014-10-06,"1",2014-10-13,6,6,1,"CO-B-1","CO-B",1,81,1,28.95,27.075,28.0125,29.1,24.4,4.4,34.5,28.75,31.625,37,26,7,1,1,25,23
"82","P18-1","P18","0",2014-10-13,"1",2014-10-20,6,6,1,"CO-B-1","CO-B",1,82,1,29.42,27.86,28.64,29.5,26.4,3.1,34.2,29.6,31.9,37,26,5,1,1,6,6
"83","P19-1","P19","0",2014-10-13,"1",2014-10-20,4,1,1,"CO-B-1","CO-B",1,83,0.25,29.42,27.86,28.64,29.5,26.4,3.1,34.2,29.6,31.9,37,26,5,1,1,45,18
"84","P20-1","P20","0",2014-10-13,"1",2014-10-20,6,6,1,"CO-B-1","CO-B",1,84,1,29.42,27.86,28.64,29.5,26.4,3.1,34.2,29.6,31.9,37,26,5,1,1,43,33
"85","P21-1","P21","0",2014-10-20,"1",2014-10-27,0,NA,1,"CO-B-1","CO-B",1,85,NA,28.825,27.4,28.1125,29.1,26.5,2.5,30,26.25,28.125,30,26,4,0,NA,20,13
"86","P22-1","P22","0",2014-10-20,"1",2014-10-27,2,0,1,"CO-B-1","CO-B",1,86,0,28.825,27.4,28.1125,29.1,26.5,2.5,30,26.25,28.125,30,26,4,1,0,52,31
"87","P23-1","P23","0",2014-10-27,"1",2014-11-03,0,NA,1,"CO-B-1","CO-B",1,87,NA,28.64,26.56,27.6,29,25.3,3.7,31.4,26.2,28.8,37,26,11,0,NA,13,12
"88","P24-1","P24","0",2014-10-27,"1",2014-11-03,0,NA,1,"CO-B-1","CO-B",1,88,NA,28.64,26.56,27.6,29,25.3,3.7,31.4,26.2,28.8,37,26,11,0,NA,0,0
"89","P25-1","P25","0",2014-10-27,"1",2014-11-03,0,NA,1,"CO-B-1","CO-B",1,89,NA,28.64,26.56,27.6,29,25.3,3.7,31.4,26.2,28.8,37,26,11,0,NA,5,1
"90","P26-1","P26","0",2014-11-03,"1",2014-11-10,0,NA,1,"CO-B-1","CO-B",1,90,NA,28.55,27.45,28,29.5,26.8,1.5,30.5,26.25,28.375,32,26,6,0,NA,8,5
"91","P27-1","P27","0",2014-11-03,"1",2014-11-10,6,4,1,"CO-B-1","CO-B",1,91,0.666666666666667,28.55,27.45,28,29.5,26.8,1.5,30.5,26.25,28.375,32,26,6,1,1,7,4
"92","P28-1","P28","0",2014-11-03,"1",2014-11-10,13,6,1,"CO-B-1","CO-B",1,92,0.461538461538462,28.55,27.45,28,29.5,26.8,1.5,30.5,26.25,28.375,32,26,6,1,1,43,16
"93","P29-1","P29","0",2014-11-03,"1",2014-11-10,0,NA,1,"CO-B-1","CO-B",1,93,NA,28.55,27.45,28,29.5,26.8,1.5,30.5,26.25,28.375,32,26,6,0,NA,0,0
"94","P30-1","P30","0",2014-11-03,"1",2014-11-10,4,0,1,"CO-B-1","CO-B",1,94,0,28.55,27.45,28,29.5,26.8,1.5,30.5,26.25,28.375,32,26,6,1,0,27,1
"95","P31-1","P31","0",2014-11-03,"1",2014-11-10,5,5,1,"CO-B-1","CO-B",1,95,1,28.55,27.45,28,29.5,26.8,1.5,30.5,26.25,28.375,32,26,6,1,1,38,38
"96","P32-1","P32","0",2014-11-03,"1",2014-11-10,0,NA,1,"CO-B-1","CO-B",1,96,NA,28.55,27.45,28,29.5,26.8,1.5,30.5,26.25,28.375,32,26,6,0,NA,0,0
"97","P33-1","P33","0",2014-11-03,"1",2014-11-10,0,NA,1,"CO-B-1","CO-B",1,97,NA,28.55,27.45,28,29.5,26.8,1.5,30.5,26.25,28.375,32,26,6,0,NA,0,0
"98","P34-1","P34","0",2014-11-03,"1",2014-11-10,9,8,1,"CO-B-1","CO-B",1,98,0.888888888888889,28.55,27.45,28,29.5,26.8,1.5,30.5,26.25,28.375,32,26,6,1,1,16,15
"99","P35-1","P35","0",2014-11-03,"1",2014-11-10,0,NA,1,"CO-B-1","CO-B",1,99,NA,28.55,27.45,28,29.5,26.8,1.5,30.5,26.25,28.375,32,26,6,0,NA,49,32
"100","P36-1","P36","1",2014-10-13,"1",2014-10-20,0,NA,1,"I-A-1","I-A",1,100,NA,29.42,27.86,28.64,29.5,26.4,3.1,34.2,29.6,31.9,37,26,5,0,NA,8,0
"101","P37-1","P37","1",2014-10-13,"1",2014-10-20,6,5,1,"I-A-1","I-A",1,101,0.833333333333333,29.42,27.86,28.64,29.5,26.4,3.1,34.2,29.6,31.9,37,26,5,1,1,65,50
"102","P38-1","P38","1",2014-10-13,"1",2014-10-20,0,NA,1,"I-A-1","I-A",1,102,NA,29.42,27.86,28.64,29.5,26.4,3.1,34.2,29.6,31.9,37,26,5,0,NA,12,6
"103","P39-1","P39","1",2014-10-13,"1",2014-10-20,0,NA,1,"I-A-1","I-A",1,103,NA,29.42,27.86,28.64,29.5,26.4,3.1,34.2,29.6,31.9,37,26,5,0,NA,7,6
"104","P40-1","P40","1",2014-10-13,"1",2014-10-20,0,NA,1,"I-A-1","I-A",1,104,NA,29.42,27.86,28.64,29.5,26.4,3.1,34.2,29.6,31.9,37,26,5,0,NA,34,15
"105","P41-1","P41","1",2014-10-13,"1",2014-10-20,1,0,1,"I-A-1","I-A",1,105,0,29.42,27.86,28.64,29.5,26.4,3.1,34.2,29.6,31.9,37,26,5,1,0,86,67
"106","P42-1","P42","1",2014-10-20,"1",2014-10-27,0,NA,1,"I-A-1","I-A",1,106,NA,28.825,27.4,28.1125,29.1,26.5,2.5,30,26.25,28.125,30,26,4,0,NA,1,0
"107","P43-1","P43","1",2014-10-20,"1",2014-10-27,3,2,1,"I-A-1","I-A",1,107,0.666666666666667,28.825,27.4,28.1125,29.1,26.5,2.5,30,26.25,28.125,30,26,4,1,1,6,3
"108","P44-1","P44","1",2014-10-20,"1",2014-10-27,5,5,1,"I-A-1","I-A",1,108,1,28.825,27.4,28.1125,29.1,26.5,2.5,30,26.25,28.125,30,26,4,1,1,9,6
"109","P45-1","P45","1",2014-10-20,"1",2014-10-27,0,NA,1,"I-A-1","I-A",1,109,NA,28.825,27.4,28.1125,29.1,26.5,2.5,30,26.25,28.125,30,26,4,0,NA,33,26
"110","P46-1","P46","1",2014-10-20,"1",2014-10-27,7,5,1,"I-A-1","I-A",1,110,0.714285714285714,28.825,27.4,28.1125,29.1,26.5,2.5,30,26.25,28.125,30,26,4,1,1,19,12
"111","P47-1","P47","1",2014-10-20,"1",2014-10-27,0,NA,1,"I-A-1","I-A",1,111,NA,28.825,27.4,28.1125,29.1,26.5,2.5,30,26.25,28.125,30,26,4,0,NA,0,0
"112","P48-1","P48","1",2014-10-20,"1",2014-10-27,2,0,1,"I-A-1","I-A",1,112,0,28.825,27.4,28.1125,29.1,26.5,2.5,30,26.25,28.125,30,26,4,1,0,188,140
"113","P49-1","P49","1",2014-10-20,"1",2014-10-27,5,5,1,"I-A-1","I-A",1,113,1,28.825,27.4,28.1125,29.1,26.5,2.5,30,26.25,28.125,30,26,4,1,1,27,19
"114","P50-1","P50","1",2014-10-20,"1",2014-10-27,0,NA,1,"I-A-1","I-A",1,114,NA,28.825,27.4,28.1125,29.1,26.5,2.5,30,26.25,28.125,30,26,4,0,NA,1,0
"115","P51-1","P51","1",2014-10-27,"1",2014-11-03,0,NA,1,"I-A-1","I-A",1,115,NA,28.64,26.56,27.6,29,25.3,3.7,31.4,26.2,28.8,37,26,11,0,NA,45,21
"116","P52-1","P52","1",2014-10-13,"1",2014-10-20,5,3,1,"I-B-1","I-B",1,116,0.6,29.42,27.86,28.64,29.5,26.4,3.1,34.2,29.6,31.9,37,26,5,1,1,36,26
"117","P53-1","P53","1",2014-10-13,"1",2014-10-20,10,10,1,"I-B-1","I-B",1,117,1,29.42,27.86,28.64,29.5,26.4,3.1,34.2,29.6,31.9,37,26,5,1,1,220,157
"118","P54-1","P54","1",2014-10-13,"1",2014-10-20,1,1,1,"I-B-1","I-B",1,118,1,29.42,27.86,28.64,29.5,26.4,3.1,34.2,29.6,31.9,37,26,5,1,1,40,30
"119","P55-1","P55","1",2014-10-13,"1",2014-10-20,1,1,1,"I-B-1","I-B",1,119,1,29.42,27.86,28.64,29.5,26.4,3.1,34.2,29.6,31.9,37,26,5,1,1,30,14
"120","P56-1","P56","1",2014-10-13,"1",2014-10-20,1,1,1,"I-B-1","I-B",1,120,1,29.42,27.86,28.64,29.5,26.4,3.1,34.2,29.6,31.9,37,26,5,1,1,57,44
"121","P57-1","P57","1",2014-10-13,"1",2014-10-20,0,NA,1,"I-B-1","I-B",1,121,NA,29.42,27.86,28.64,29.5,26.4,3.1,34.2,29.6,31.9,37,26,5,0,NA,15,11
"122","P58-1","P58","1",2014-10-13,"1",2014-10-20,0,NA,1,"I-B-1","I-B",1,122,NA,29.42,27.86,28.64,29.5,26.4,3.1,34.2,29.6,31.9,37,26,5,0,NA,13,7
"123","P59-1","P59","1",2014-10-13,"1",2014-10-20,0,NA,1,"I-B-1","I-B",1,123,NA,29.42,27.86,28.64,29.5,26.4,3.1,34.2,29.6,31.9,37,26,5,0,NA,43,34
"124","P60-1","P60","1",2014-10-13,"1",2014-10-20,1,1,1,"I-B-1","I-B",1,124,1,29.42,27.86,28.64,29.5,26.4,3.1,34.2,29.6,31.9,37,26,5,1,1,22,11
"125","P61-1","P61","1",2014-10-13,"1",2014-10-20,1,0,1,"I-B-1","I-B",1,125,0,29.42,27.86,28.64,29.5,26.4,3.1,34.2,29.6,31.9,37,26,5,1,0,37,31
"126","P62-1","P62","1",2014-10-13,"1",2014-10-20,3,0,1,"I-B-1","I-B",1,126,0,29.42,27.86,28.64,29.5,26.4,3.1,34.2,29.6,31.9,37,26,5,1,0,6,3
"127","P63-1","P63","1",2014-10-20,"1",2014-10-27,5,5,1,"I-B-1","I-B",1,127,1,28.825,27.4,28.1125,29.1,26.5,2.5,30,26.25,28.125,30,26,4,1,1,257,208
"128","P64-1","P64","1",2014-10-20,"1",2014-10-27,6,6,1,"I-B-1","I-B",1,128,1,28.825,27.4,28.1125,29.1,26.5,2.5,30,26.25,28.125,30,26,4,1,1,17,13
"129","P65-1","P65","1",2014-10-20,"1",2014-10-27,7,5,1,"I-B-1","I-B",1,129,0.714285714285714,28.825,27.4,28.1125,29.1,26.5,2.5,30,26.25,28.125,30,26,4,1,1,54,23
"130","P66-1","P66","1",2014-10-20,"1",2014-10-27,3,2,1,"I-B-1","I-B",1,130,0.666666666666667,28.825,27.4,28.1125,29.1,26.5,2.5,30,26.25,28.125,30,26,4,1,1,62,22
"131","P67-1","P67","1",2014-10-20,"1",2014-10-27,5,0,1,"I-B-1","I-B",1,131,0,28.825,27.4,28.1125,29.1,26.5,2.5,30,26.25,28.125,30,26,4,1,0,87,16
"132","P68-1","P68","1",2014-10-20,"1",2014-10-27,0,NA,1,"I-B-1","I-B",1,132,NA,28.825,27.4,28.1125,29.1,26.5,2.5,30,26.25,28.125,30,26,4,0,NA,3,0
