"","id","parents","infected","start","week","date","eggs","hatch","alive","mouse","procedencia","trial","idnum","perferc","avtemphigh","avtemplow","avtemp","tempmax","tempmin","tempdiff","avhumhigh","avhumlow","avhum","hummax","hummin","humdiff","eggevent","hatchevent","egg_total","hatch_total"
"1635","P42-2","P42","1",2014-12-04,"10",2015-02-12,NA,NA,0,"I-A-2","I-A",2,42,NA,25.54,23.82,24.68,26.5,22.6,2.9,61.2,53.6,57.4,63,47,14,NA,NA,24,6
"1636","P43-2","P43","1",2014-12-04,"10",2015-02-12,9,6,1,"I-A-2","I-A",2,43,0.666666666666667,25.54,23.82,24.68,26.5,22.6,2.9,61.2,53.6,57.4,63,47,14,1,1,171,114
"1637","P44-2","P44","1",2014-12-04,"10",2015-02-12,7,4,1,"I-A-2","I-A",2,44,0.571428571428571,25.54,23.82,24.68,26.5,22.6,2.9,61.2,53.6,57.4,63,47,14,1,1,176,101
"1638","P45-2","P45","1",2014-12-04,"10",2015-02-12,NA,NA,0,"I-A-2","I-A",2,45,NA,25.54,23.82,24.68,26.5,22.6,2.9,61.2,53.6,57.4,63,47,14,NA,NA,10,7
"1639","P46-2","P46","1",2014-12-04,"10",2015-02-12,0,NA,1,"I-A-2","I-A",2,46,NA,25.54,23.82,24.68,26.5,22.6,2.9,61.2,53.6,57.4,63,47,14,0,NA,26,16
"1640","P47-2","P47","1",2014-12-11,"10",2015-02-19,7,7,1,"I-A-2","I-A",2,47,1,26.64,25.3,25.97,28,24.6,1.8,60.8,50.4,55.6,64,42,17,1,1,115,103
"1641","P48-2","P48","1",2014-11-20,"10",2015-01-29,14,13,1,"I-B-2","I-B",2,48,0.928571428571429,27.18,25.96,26.57,27.5,25,2.4,46.2,38.2,42.2,50,34,11,1,1,131,97
"1642","P49-2","P49","1",2014-11-20,"10",2015-01-29,7,4,1,"I-B-2","I-B",2,49,0.571428571428571,27.18,25.96,26.57,27.5,25,2.4,46.2,38.2,42.2,50,34,11,1,1,191,139
"1643","P50-2","P50","1",2014-11-20,"10",2015-01-29,7,5,1,"I-B-2","I-B",2,50,0.714285714285714,27.18,25.96,26.57,27.5,25,2.4,46.2,38.2,42.2,50,34,11,1,1,123,98
"1644","P51-2","P51","1",2014-11-20,"10",2015-01-29,0,NA,1,"I-B-2","I-B",2,51,NA,27.18,25.96,26.57,27.5,25,2.4,46.2,38.2,42.2,50,34,11,0,NA,68,58
"1645","P52-2","P52","1",2014-11-20,"10",2015-01-29,11,9,1,"I-B-2","I-B",2,52,0.818181818181818,27.18,25.96,26.57,27.5,25,2.4,46.2,38.2,42.2,50,34,11,1,1,167,127
"1646","P53-2","P53","1",2014-11-20,"10",2015-01-29,14,11,1,"I-B-2","I-B",2,53,0.785714285714286,27.18,25.96,26.57,27.5,25,2.4,46.2,38.2,42.2,50,34,11,1,1,274,203
"1647","P54-2","P54","1",2014-11-27,"10",2015-02-05,0,NA,1,"I-B-2","I-B",2,54,NA,26.72,25.8,26.26,27.1,25.3,1.5,55.2,49.6,52.4,58,38,11,0,NA,26,18
"1648","P55-2","P55","1",2014-11-27,"10",2015-02-05,10,9,1,"I-B-2","I-B",2,55,0.9,26.72,25.8,26.26,27.1,25.3,1.5,55.2,49.6,52.4,58,38,11,1,1,46,37
"1649","P56-2","P56","1",2014-11-27,"10",2015-02-05,NA,NA,0,"I-B-2","I-B",2,56,NA,26.72,25.8,26.26,27.1,25.3,1.5,55.2,49.6,52.4,58,38,11,NA,NA,9,6
"1650","P57-2","P57","1",2014-11-27,"10",2015-02-05,7,3,1,"I-B-2","I-B",2,57,0.428571428571429,26.72,25.8,26.26,27.1,25.3,1.5,55.2,49.6,52.4,58,38,11,1,1,171,90
"1651","P58-2","P58","1",2014-12-04,"10",2015-02-12,0,NA,1,"I-B-2","I-B",2,58,NA,25.54,23.82,24.68,26.5,22.6,2.9,61.2,53.6,57.4,63,47,14,0,NA,7,0
"1652","P59-2","P59","1",2014-12-04,"10",2015-02-12,3,1,1,"I-B-2","I-B",2,59,0.333333333333333,25.54,23.82,24.68,26.5,22.6,2.9,61.2,53.6,57.4,63,47,14,1,1,111,69
"1653","P60-2","P60","1",2014-12-04,"10",2015-02-12,NA,NA,0,"I-B-2","I-B",2,60,NA,25.54,23.82,24.68,26.5,22.6,2.9,61.2,53.6,57.4,63,47,14,NA,NA,7,2
"1654","P61-2","P61","1",2014-12-04,"10",2015-02-12,7,5,1,"I-B-2","I-B",2,61,0.714285714285714,25.54,23.82,24.68,26.5,22.6,2.9,61.2,53.6,57.4,63,47,14,1,1,148,116
"1655","P62-2","P62","1",2014-12-04,"10",2015-02-12,4,1,1,"I-B-2","I-B",2,62,0.25,25.54,23.82,24.68,26.5,22.6,2.9,61.2,53.6,57.4,63,47,14,1,1,158,103
"1656","P63-2","P63","1",2014-12-04,"10",2015-02-12,4,4,1,"I-B-2","I-B",2,63,1,25.54,23.82,24.68,26.5,22.6,2.9,61.2,53.6,57.4,63,47,14,1,1,147,94
"1657","P64-2","P64","1",2014-12-18,"10",2015-02-26,NA,NA,0,"I-B-2","I-B",2,64,NA,25.82,25.02,25.42,27.1,23.9,1,61.2,54.2,57.7,63,49,9,NA,NA,0,0
"1658","P1-1","P1","0",2014-10-06,"10",2014-12-15,0,NA,1,"CO-A-1","CO-A",1,65,NA,29.24,27.58,28.41,30.2,25.8,1.9,38,30,34,40,29,10,0,NA,30,25
"1659","P2-1","P2","0",2014-10-13,"10",2014-12-22,NA,NA,0,"CO-A-1","CO-A",1,66,NA,30.68,24.96,27.82,36.3,23.1,12.4,42.4,27,34.7,68,26,40,NA,NA,34,26
"1660","P3-1","P3","0",2014-10-13,"10",2014-12-22,NA,NA,0,"CO-A-1","CO-A",1,67,NA,30.68,24.96,27.82,36.3,23.1,12.4,42.4,27,34.7,68,26,40,NA,NA,17,15
"1661","P4-1","P4","0",2014-10-13,"10",2014-12-22,NA,NA,0,"CO-A-1","CO-A",1,68,NA,30.68,24.96,27.82,36.3,23.1,12.4,42.4,27,34.7,68,26,40,NA,NA,15,15
"1662","P5-1","P5","0",2014-10-13,"10",2014-12-22,NA,NA,0,"CO-A-1","CO-A",1,69,NA,30.68,24.96,27.82,36.3,23.1,12.4,42.4,27,34.7,68,26,40,NA,NA,7,0
"1663","P6-1","P6","0",2014-10-13,"10",2014-12-22,NA,NA,0,"CO-A-1","CO-A",1,70,NA,30.68,24.96,27.82,36.3,23.1,12.4,42.4,27,34.7,68,26,40,NA,NA,0,0
"1664","P7-1","P7","0",2014-10-13,"10",2014-12-22,0,NA,1,"CO-A-1","CO-A",1,71,NA,30.68,24.96,27.82,36.3,23.1,12.4,42.4,27,34.7,68,26,40,0,NA,50,33
"1665","P8-1","P8","0",2014-10-13,"10",2014-12-22,NA,NA,0,"CO-A-1","CO-A",1,72,NA,30.68,24.96,27.82,36.3,23.1,12.4,42.4,27,34.7,68,26,40,NA,NA,44,35
"1666","P9-1","P9","0",2014-10-20,"10",2014-12-29,0,NA,1,"CO-A-1","CO-A",1,73,NA,27.7666666666667,25.8,26.7833333333333,28.4,25.3,3.1,40.6666666666667,30.3333333333333,35.5,41,26,15,0,NA,13,9
"1667","P10-1","P10","0",2014-10-20,"10",2014-12-29,NA,NA,0,"CO-A-1","CO-A",1,74,NA,27.7666666666667,25.8,26.7833333333333,28.4,25.3,3.1,40.6666666666667,30.3333333333333,35.5,41,26,15,NA,NA,4,3
"1668","P11-1","P11","0",2014-10-20,"10",2014-12-29,1,0,1,"CO-A-1","CO-A",1,75,0,27.7666666666667,25.8,26.7833333333333,28.4,25.3,3.1,40.6666666666667,30.3333333333333,35.5,41,26,15,1,0,46,40
"1669","P12-1","P12","0",2014-11-03,"10",2015-01-12,NA,NA,0,"CO-A-1","CO-A",1,76,NA,28.44,27.32,27.88,28.8,26.2,1.9,38.4,28.2,33.3,41,26,12,NA,NA,6,3
"1670","P13-1","P13","0",2014-11-03,"10",2015-01-12,NA,NA,0,"CO-A-1","CO-A",1,77,NA,28.44,27.32,27.88,28.8,26.2,1.9,38.4,28.2,33.3,41,26,12,NA,NA,15,2
"1671","P14-1","P14","0",2014-12-01,"10",2015-02-09,NA,NA,0,"CO-A-1","CO-A",1,78,NA,26.56,25.34,25.95,26.8,23.6,2.9,58.4,52.4,55.4,61,47,14,NA,NA,0,0
"1672","P15-1","P15","0",2014-10-06,"10",2014-12-15,0,NA,1,"CO-B-1","CO-B",1,79,NA,29.24,27.58,28.41,30.2,25.8,1.9,38,30,34,40,29,10,0,NA,16,13
"1673","P16-1","P16","0",2014-10-06,"10",2014-12-15,1,0,1,"CO-B-1","CO-B",1,80,0,29.24,27.58,28.41,30.2,25.8,1.9,38,30,34,40,29,10,1,0,85,58
"1674","P17-1","P17","0",2014-10-06,"10",2014-12-15,0,NA,1,"CO-B-1","CO-B",1,81,NA,29.24,27.58,28.41,30.2,25.8,1.9,38,30,34,40,29,10,0,NA,25,23
"1675","P18-1","P18","0",2014-10-13,"10",2014-12-22,NA,NA,0,"CO-B-1","CO-B",1,82,NA,30.68,24.96,27.82,36.3,23.1,12.4,42.4,27,34.7,68,26,40,NA,NA,6,6
"1676","P19-1","P19","0",2014-10-13,"10",2014-12-22,0,NA,1,"CO-B-1","CO-B",1,83,NA,30.68,24.96,27.82,36.3,23.1,12.4,42.4,27,34.7,68,26,40,0,NA,45,18
"1677","P20-1","P20","0",2014-10-13,"10",2014-12-22,NA,NA,0,"CO-B-1","CO-B",1,84,NA,30.68,24.96,27.82,36.3,23.1,12.4,42.4,27,34.7,68,26,40,NA,NA,43,33
"1678","P21-1","P21","0",2014-10-20,"10",2014-12-29,NA,NA,0,"CO-B-1","CO-B",1,85,NA,27.7666666666667,25.8,26.7833333333333,28.4,25.3,3.1,40.6666666666667,30.3333333333333,35.5,41,26,15,NA,NA,20,13
"1679","P22-1","P22","0",2014-10-20,"10",2014-12-29,4,3,1,"CO-B-1","CO-B",1,86,0.75,27.7666666666667,25.8,26.7833333333333,28.4,25.3,3.1,40.6666666666667,30.3333333333333,35.5,41,26,15,1,1,52,31
"1680","P23-1","P23","0",2014-10-27,"10",2015-01-05,NA,NA,0,"CO-B-1","CO-B",1,87,NA,27.95,26.05,27,28.1,25.9,1.9,43.5,31.5,37.5,45,31,14,NA,NA,13,12
"1681","P24-1","P24","0",2014-10-27,"10",2015-01-05,NA,NA,0,"CO-B-1","CO-B",1,88,NA,27.95,26.05,27,28.1,25.9,1.9,43.5,31.5,37.5,45,31,14,NA,NA,0,0
"1682","P25-1","P25","0",2014-10-27,"10",2015-01-05,0,NA,1,"CO-B-1","CO-B",1,89,NA,27.95,26.05,27,28.1,25.9,1.9,43.5,31.5,37.5,45,31,14,0,NA,5,1
"1683","P26-1","P26","0",2014-11-03,"10",2015-01-12,NA,NA,0,"CO-B-1","CO-B",1,90,NA,28.44,27.32,27.88,28.8,26.2,1.9,38.4,28.2,33.3,41,26,12,NA,NA,8,5
"1684","P27-1","P27","0",2014-11-03,"10",2015-01-12,NA,NA,0,"CO-B-1","CO-B",1,91,NA,28.44,27.32,27.88,28.8,26.2,1.9,38.4,28.2,33.3,41,26,12,NA,NA,7,4
"1685","P28-1","P28","0",2014-11-03,"10",2015-01-12,NA,NA,0,"CO-B-1","CO-B",1,92,NA,28.44,27.32,27.88,28.8,26.2,1.9,38.4,28.2,33.3,41,26,12,NA,NA,43,16
"1686","P29-1","P29","0",2014-11-03,"10",2015-01-12,NA,NA,0,"CO-B-1","CO-B",1,93,NA,28.44,27.32,27.88,28.8,26.2,1.9,38.4,28.2,33.3,41,26,12,NA,NA,0,0
"1687","P30-1","P30","0",2014-11-03,"10",2015-01-12,NA,NA,0,"CO-B-1","CO-B",1,94,NA,28.44,27.32,27.88,28.8,26.2,1.9,38.4,28.2,33.3,41,26,12,NA,NA,27,1
"1688","P31-1","P31","0",2014-11-03,"10",2015-01-12,NA,NA,0,"CO-B-1","CO-B",1,95,NA,28.44,27.32,27.88,28.8,26.2,1.9,38.4,28.2,33.3,41,26,12,NA,NA,38,38
"1689","P32-1","P32","0",2014-11-03,"10",2015-01-12,NA,NA,0,"CO-B-1","CO-B",1,96,NA,28.44,27.32,27.88,28.8,26.2,1.9,38.4,28.2,33.3,41,26,12,NA,NA,0,0
"1690","P33-1","P33","0",2014-11-03,"10",2015-01-12,NA,NA,0,"CO-B-1","CO-B",1,97,NA,28.44,27.32,27.88,28.8,26.2,1.9,38.4,28.2,33.3,41,26,12,NA,NA,0,0
"1691","P34-1","P34","0",2014-11-03,"10",2015-01-12,NA,NA,0,"CO-B-1","CO-B",1,98,NA,28.44,27.32,27.88,28.8,26.2,1.9,38.4,28.2,33.3,41,26,12,NA,NA,16,15
"1692","P35-1","P35","0",2014-11-03,"10",2015-01-12,2,1,1,"CO-B-1","CO-B",1,99,0.5,28.44,27.32,27.88,28.8,26.2,1.9,38.4,28.2,33.3,41,26,12,1,1,49,32
"1693","P36-1","P36","1",2014-10-13,"10",2014-12-22,NA,NA,0,"I-A-1","I-A",1,100,NA,30.68,24.96,27.82,36.3,23.1,12.4,42.4,27,34.7,68,26,40,NA,NA,8,0
"1694","P37-1","P37","1",2014-10-13,"10",2014-12-22,10,8,1,"I-A-1","I-A",1,101,0.8,30.68,24.96,27.82,36.3,23.1,12.4,42.4,27,34.7,68,26,40,1,1,65,50
"1695","P38-1","P38","1",2014-10-13,"10",2014-12-22,0,NA,1,"I-A-1","I-A",1,102,NA,30.68,24.96,27.82,36.3,23.1,12.4,42.4,27,34.7,68,26,40,0,NA,12,6
"1696","P39-1","P39","1",2014-10-13,"10",2014-12-22,0,NA,1,"I-A-1","I-A",1,103,NA,30.68,24.96,27.82,36.3,23.1,12.4,42.4,27,34.7,68,26,40,0,NA,7,6
"1697","P40-1","P40","1",2014-10-13,"10",2014-12-22,0,NA,1,"I-A-1","I-A",1,104,NA,30.68,24.96,27.82,36.3,23.1,12.4,42.4,27,34.7,68,26,40,0,NA,34,15
"1698","P41-1","P41","1",2014-10-13,"10",2014-12-22,8,4,1,"I-A-1","I-A",1,105,0.5,30.68,24.96,27.82,36.3,23.1,12.4,42.4,27,34.7,68,26,40,1,1,86,67
"1699","P42-1","P42","1",2014-10-20,"10",2014-12-29,NA,NA,0,"I-A-1","I-A",1,106,NA,27.7666666666667,25.8,26.7833333333333,28.4,25.3,3.1,40.6666666666667,30.3333333333333,35.5,41,26,15,NA,NA,1,0
"1700","P43-1","P43","1",2014-10-20,"10",2014-12-29,0,NA,1,"I-A-1","I-A",1,107,NA,27.7666666666667,25.8,26.7833333333333,28.4,25.3,3.1,40.6666666666667,30.3333333333333,35.5,41,26,15,0,NA,6,3
"1701","P44-1","P44","1",2014-10-20,"10",2014-12-29,NA,NA,0,"I-A-1","I-A",1,108,NA,27.7666666666667,25.8,26.7833333333333,28.4,25.3,3.1,40.6666666666667,30.3333333333333,35.5,41,26,15,NA,NA,9,6
"1702","P45-1","P45","1",2014-10-20,"10",2014-12-29,0,NA,1,"I-A-1","I-A",1,109,NA,27.7666666666667,25.8,26.7833333333333,28.4,25.3,3.1,40.6666666666667,30.3333333333333,35.5,41,26,15,0,NA,33,26
"1703","P46-1","P46","1",2014-10-20,"10",2014-12-29,NA,NA,0,"I-A-1","I-A",1,110,NA,27.7666666666667,25.8,26.7833333333333,28.4,25.3,3.1,40.6666666666667,30.3333333333333,35.5,41,26,15,NA,NA,19,12
"1704","P47-1","P47","1",2014-10-20,"10",2014-12-29,NA,NA,0,"I-A-1","I-A",1,111,NA,27.7666666666667,25.8,26.7833333333333,28.4,25.3,3.1,40.6666666666667,30.3333333333333,35.5,41,26,15,NA,NA,0,0
"1705","P48-1","P48","1",2014-10-20,"10",2014-12-29,8,8,1,"I-A-1","I-A",1,112,1,27.7666666666667,25.8,26.7833333333333,28.4,25.3,3.1,40.6666666666667,30.3333333333333,35.5,41,26,15,1,1,188,140
"1706","P49-1","P49","1",2014-10-20,"10",2014-12-29,NA,NA,0,"I-A-1","I-A",1,113,NA,27.7666666666667,25.8,26.7833333333333,28.4,25.3,3.1,40.6666666666667,30.3333333333333,35.5,41,26,15,NA,NA,27,19
"1707","P50-1","P50","1",2014-10-20,"10",2014-12-29,NA,NA,0,"I-A-1","I-A",1,114,NA,27.7666666666667,25.8,26.7833333333333,28.4,25.3,3.1,40.6666666666667,30.3333333333333,35.5,41,26,15,NA,NA,1,0
"1708","P51-1","P51","1",2014-10-27,"10",2015-01-05,NA,NA,0,"I-A-1","I-A",1,115,NA,27.95,26.05,27,28.1,25.9,1.9,43.5,31.5,37.5,45,31,14,NA,NA,45,21
"1709","P52-1","P52","1",2014-10-13,"10",2014-12-22,2,2,1,"I-B-1","I-B",1,116,1,30.68,24.96,27.82,36.3,23.1,12.4,42.4,27,34.7,68,26,40,1,1,36,26
"1710","P53-1","P53","1",2014-10-13,"10",2014-12-22,19,15,1,"I-B-1","I-B",1,117,0.789473684210526,30.68,24.96,27.82,36.3,23.1,12.4,42.4,27,34.7,68,26,40,1,1,220,157
"1711","P54-1","P54","1",2014-10-13,"10",2014-12-22,NA,NA,0,"I-B-1","I-B",1,118,NA,30.68,24.96,27.82,36.3,23.1,12.4,42.4,27,34.7,68,26,40,NA,NA,40,30
"1712","P55-1","P55","1",2014-10-13,"10",2014-12-22,NA,NA,0,"I-B-1","I-B",1,119,NA,30.68,24.96,27.82,36.3,23.1,12.4,42.4,27,34.7,68,26,40,NA,NA,30,14
"1713","P56-1","P56","1",2014-10-13,"10",2014-12-22,NA,NA,0,"I-B-1","I-B",1,120,NA,30.68,24.96,27.82,36.3,23.1,12.4,42.4,27,34.7,68,26,40,NA,NA,57,44
"1714","P57-1","P57","1",2014-10-13,"10",2014-12-22,NA,NA,0,"I-B-1","I-B",1,121,NA,30.68,24.96,27.82,36.3,23.1,12.4,42.4,27,34.7,68,26,40,NA,NA,15,11
"1715","P58-1","P58","1",2014-10-13,"10",2014-12-22,NA,NA,0,"I-B-1","I-B",1,122,NA,30.68,24.96,27.82,36.3,23.1,12.4,42.4,27,34.7,68,26,40,NA,NA,13,7
"1716","P59-1","P59","1",2014-10-13,"10",2014-12-22,1,1,1,"I-B-1","I-B",1,123,1,30.68,24.96,27.82,36.3,23.1,12.4,42.4,27,34.7,68,26,40,1,1,43,34
"1717","P60-1","P60","1",2014-10-13,"10",2014-12-22,NA,NA,0,"I-B-1","I-B",1,124,NA,30.68,24.96,27.82,36.3,23.1,12.4,42.4,27,34.7,68,26,40,NA,NA,22,11
"1718","P61-1","P61","1",2014-10-13,"10",2014-12-22,NA,NA,0,"I-B-1","I-B",1,125,NA,30.68,24.96,27.82,36.3,23.1,12.4,42.4,27,34.7,68,26,40,NA,NA,37,31
"1719","P62-1","P62","1",2014-10-13,"10",2014-12-22,NA,NA,0,"I-B-1","I-B",1,126,NA,30.68,24.96,27.82,36.3,23.1,12.4,42.4,27,34.7,68,26,40,NA,NA,6,3
"1720","P63-1","P63","1",2014-10-20,"10",2014-12-29,6,5,1,"I-B-1","I-B",1,127,0.833333333333333,27.7666666666667,25.8,26.7833333333333,28.4,25.3,3.1,40.6666666666667,30.3333333333333,35.5,41,26,15,1,1,257,208
"1721","P64-1","P64","1",2014-10-20,"10",2014-12-29,NA,NA,0,"I-B-1","I-B",1,128,NA,27.7666666666667,25.8,26.7833333333333,28.4,25.3,3.1,40.6666666666667,30.3333333333333,35.5,41,26,15,NA,NA,17,13
"1722","P65-1","P65","1",2014-10-20,"10",2014-12-29,0,NA,1,"I-B-1","I-B",1,129,NA,27.7666666666667,25.8,26.7833333333333,28.4,25.3,3.1,40.6666666666667,30.3333333333333,35.5,41,26,15,0,NA,54,23
"1723","P66-1","P66","1",2014-10-20,"10",2014-12-29,3,1,1,"I-B-1","I-B",1,130,0.333333333333333,27.7666666666667,25.8,26.7833333333333,28.4,25.3,3.1,40.6666666666667,30.3333333333333,35.5,41,26,15,1,1,62,22
"1724","P67-1","P67","1",2014-10-20,"10",2014-12-29,10,3,1,"I-B-1","I-B",1,131,0.3,27.7666666666667,25.8,26.7833333333333,28.4,25.3,3.1,40.6666666666667,30.3333333333333,35.5,41,26,15,1,1,87,16
"1725","P68-1","P68","1",2014-10-20,"10",2014-12-29,0,NA,1,"I-B-1","I-B",1,132,NA,27.7666666666667,25.8,26.7833333333333,28.4,25.3,3.1,40.6666666666667,30.3333333333333,35.5,41,26,15,0,NA,3,0
"1726","P69-1","P69","1",2014-10-20,"10",2014-12-29,NA,NA,0,"I-B-1","I-B",1,133,NA,27.7666666666667,25.8,26.7833333333333,28.4,25.3,3.1,40.6666666666667,30.3333333333333,35.5,41,26,15,NA,NA,25,18
"1727","P70-1","P70","1",2014-10-20,"10",2014-12-29,10,5,1,"I-B-1","I-B",1,134,0.5,27.7666666666667,25.8,26.7833333333333,28.4,25.3,3.1,40.6666666666667,30.3333333333333,35.5,41,26,15,1,1,87,45
"1728","P1-0","P1","0",2014-05-23,"10",2014-08-01,0,0,1,"CO-0","CO",0,135,NA,27.2,24.8666666666667,26.0333333333333,27.4,23.8,3.3,34,29.3333333333333,31.6666666666667,37,28,6,0,0,18,10
"1729","P2-0","P2","0",2014-05-23,"10",2014-08-01,0,0,1,"CO-0","CO",0,136,NA,27.2,24.8666666666667,26.0333333333333,27.4,23.8,3.3,34,29.3333333333333,31.6666666666667,37,28,6,0,0,47,15
"1730","P3-0","P3","0",2014-05-29,"10",2014-08-07,NA,NA,0,"CO-0","CO",0,137,NA,26.96,23.9,25.43,27.4,22.6,4.8,33,26.8,29.9,37,26,11,NA,NA,17,7
"1731","P4-0","P4","0",2014-05-29,"10",2014-08-07,6,3,1,"CO-0","CO",0,138,0.5,26.96,23.9,25.43,27.4,22.6,4.8,33,26.8,29.9,37,26,11,1,1,171,88
"1732","P5-0","P5","0",2014-06-09,"10",2014-08-18,2,1,1,"CO-0","CO",0,139,0.5,26.8,25.225,26.0125,28,24.7,1.8,41.5,31,36.25,43,27,15,1,1,91,63
"1733","P6-0","P6","0",2014-06-19,"10",2014-08-28,5,1,1,"CO-0","CO",0,140,0.2,26.72,24.7,25.71,27.7,23.6,2.6,32.2,26.6,29.4,36,26,8,1,1,63,41
"1734","P7-0","P7","0",2014-06-26,"10",2014-09-04,6,2,1,"CO-0","CO",0,141,0.333333333333333,27.64,25.7,26.67,28.4,22.6,3.4,35.2,27.2,31.2,37,26,11,1,1,44,24
"1735","P8-0","P8","0",2014-06-30,"10",2014-09-08,0,0,1,"CO-0","CO",0,142,NA,28.16,27.1,27.63,28.4,26.8,1.3,36.6,27.2,31.9,41,26,15,0,0,1,0
"1736","P9-0","P9","0",2014-06-30,"10",2014-09-08,NA,NA,0,"CO-0","CO",0,143,NA,28.16,27.1,27.63,28.4,26.8,1.3,36.6,27.2,31.9,41,26,15,NA,NA,2,2
"1737","P10-0","P10","0",2014-07-07,"10",2014-09-15,10,10,1,"CO-0","CO",0,144,1,28.475,27.375,27.925,28.7,26.8,1.6,33.25,27.25,30.25,38,26,10,1,1,90,79
"1738","P11-0","P11","0",2014-07-07,"10",2014-09-15,7,6,1,"CO-0","CO",0,145,0.857142857142857,28.475,27.375,27.925,28.7,26.8,1.6,33.25,27.25,30.25,38,26,10,1,1,89,81
"1739","P12-0","P12","0",2014-07-28,"10",2014-10-06,10,7,1,"CO-0","CO",0,146,0.7,28.4,26.98,27.69,29.1,26.5,2,32.4,26.4,29.4,36,26,8,1,1,115,83
"1740","P13-0","P13","0",2014-08-04,"10",2014-10-13,0,0,1,"CO-0","CO",0,147,NA,28.95,27.075,28.0125,29.1,24.4,4.4,34.5,28.75,31.625,37,26,7,0,0,15,10
"1741","P14-0","P14","0",2014-08-04,"10",2014-10-13,NA,NA,0,"CO-0","CO",0,148,NA,28.95,27.075,28.0125,29.1,24.4,4.4,34.5,28.75,31.625,37,26,7,NA,NA,0,0
"1742","P15-0","P15","1",2014-05-05,"10",2014-07-14,1,0,1,"I-R1-0","I-R1",0,149,0,26.425,24.275,25.35,27.1,23.2,3.3,34.75,28,31.375,39,27,12,1,0,35,29
"1743","P16-0","P16","1",2014-05-05,"10",2014-07-14,1,1,1,"I-R1-0","I-R1",0,150,1,26.425,24.275,25.35,27.1,23.2,3.3,34.75,28,31.375,39,27,12,1,1,56,35
"1744","P17-0","P17","1",2014-05-12,"10",2014-07-21,4,3,1,"I-R1-0","I-R1",0,151,0.75,26.82,23.38,25.1,27.5,21.9,4.6,34,27.4,30.7,36,27,9,1,1,79,59
"1745","P18-0","P18","1",2014-05-12,"10",2014-07-21,NA,NA,0,"I-R1-0","I-R1",0,152,NA,26.82,23.38,25.1,27.5,21.9,4.6,34,27.4,30.7,36,27,9,NA,NA,24,20
"1746","P19-0","P19","1",2014-05-15,"10",2014-07-24,3,3,1,"I-R1-0","I-R1",0,153,1,26.56,23.98,25.27,26.8,21.9,4.6,34.2,28.4,31.3,39,27,9,1,1,54,44
"1747","P20-0","P20","1",2014-05-23,"10",2014-08-01,4,1,1,"I-R1-0","I-R1",0,154,0.25,27.2,24.8666666666667,26.0333333333333,27.4,23.8,3.3,34,29.3333333333333,31.6666666666667,37,28,6,1,1,127,63
"1748","P21-0","P21","1",2014-05-23,"10",2014-08-01,4,3,1,"I-R1-0","I-R1",0,155,0.75,27.2,24.8666666666667,26.0333333333333,27.4,23.8,3.3,34,29.3333333333333,31.6666666666667,37,28,6,1,1,62,54
"1749","P22-0","P22","1",2014-05-26,"10",2014-08-04,0,0,1,"I-R1-0","I-R1",0,156,NA,27.25,24.3,25.775,27.4,22.6,4.8,34.75,28.5,31.625,37,26,11,0,0,35,27
"1750","P23-0","P23","1",2014-05-26,"10",2014-08-04,0,0,1,"I-R1-0","I-R1",0,157,NA,27.25,24.3,25.775,27.4,22.6,4.8,34.75,28.5,31.625,37,26,11,0,0,84,44
"1751","P24-0","P24","1",2014-06-09,"10",2014-08-18,4,2,1,"I-R1-0","I-R1",0,158,0.5,26.8,25.225,26.0125,28,24.7,1.8,41.5,31,36.25,43,27,15,1,1,45,29
"1752","P25-0","P25","1",2014-06-09,"10",2014-08-18,NA,NA,0,"I-R1-0","I-R1",0,159,NA,26.8,25.225,26.0125,28,24.7,1.8,41.5,31,36.25,43,27,15,NA,NA,0,0
"1753","P26-0","P26","1",2014-06-16,"10",2014-08-25,NA,NA,0,"I-R1-0","I-R1",0,160,NA,27.46,25.98,26.72,27.7,25.2,2.5,35.8,28.4,32.1,40,26,10,NA,NA,36,30
"1754","P27-0","P27","1",2014-07-10,"10",2014-09-18,7,6,1,"I-R1-0","I-R1",0,161,0.857142857142857,28.16,26.98,27.57,28.4,26.8,1.6,34.4,28,31.2,38,26,10,1,1,108,97
"1755","P28-0","P28","1",2014-07-10,"10",2014-09-18,9,7,1,"I-R1-0","I-R1",0,162,0.777777777777778,28.16,26.98,27.57,28.4,26.8,1.6,34.4,28,31.2,38,26,10,1,1,165,144
"1756","P29-0","P29","1",2014-07-10,"10",2014-09-18,4,3,1,"I-R1-0","I-R1",0,163,0.75,28.16,26.98,27.57,28.4,26.8,1.6,34.4,28,31.2,38,26,10,1,1,89,73
"1757","P30-0","P30","1",2014-07-10,"10",2014-09-18,3,0,1,"I-R1-0","I-R1",0,164,0,28.16,26.98,27.57,28.4,26.8,1.6,34.4,28,31.2,38,26,10,1,0,99,37
"1758","P31-0","P31","1",2014-07-10,"10",2014-09-18,3,0,1,"I-R1-0","I-R1",0,165,0,28.16,26.98,27.57,28.4,26.8,1.6,34.4,28,31.2,38,26,10,1,0,108,85
"1759","P32-0","P32","1",2014-07-10,"10",2014-09-18,11,10,1,"I-R1-0","I-R1",0,166,0.909090909090909,28.16,26.98,27.57,28.4,26.8,1.6,34.4,28,31.2,38,26,10,1,1,211,174
