"","idnum","id","parents","infected","start","week","date","eggs","hatch","alive","mouse","procedencia","trial","perferc","avtemphigh","avtemplow","avtemp","tempmax","tempmin","tempdiff","avhumhigh","avhumlow","avhum","hummax","hummin","humdiff","eggevent","hatchevent","egg_total","hatch_total","mouseidnum","lifespan","avtemp_total","avlowtemp_total","avhightemp_total","avhum_total","avlowhum_total","avhighhum_total","hightemp_total","highhum_total","lowtemp_total","lowhum_total","Comp.1","Comp.2","Comp.3","Comp.4","Comp.5","Comp.6","Comp.7","Comp.8","Comp.9"
"107",107,"P43-1","P43","1",2014-10-20,"1",2014-10-27,3,2,1,"I-A-1","I-A",1,0.666666666666667,28.825,27.4,28.1125,29.1,26.5,2.5,30,26.25,28.125,30,26,4,1,1,6,3,7,11,27.8634848484848,26.8390909090909,28.8878787878788,31.5727272727273,27.9121212121212,35.2333333333333,36.3,68,23.1,26,18.102882514223,-5.66368994333071,8.24919159318952,2.27729839132769,-0.0582933155868973,0.0490491869644352,-0.0136432698304788,-1.11646312878988e-15,2.37049472957348e-15
"108",108,"P44-1","P44","1",2014-10-20,"1",2014-10-27,5,5,1,"I-A-1","I-A",1,1,28.825,27.4,28.1125,29.1,26.5,2.5,30,26.25,28.125,30,26,4,1,1,9,6,7,2,27.85625,26.98,28.7325,28.4625,26.225,30.7,29.1,37,25.3,26,22.1800809854663,24.6013167149087,-2.2299631295889,0.158332585262128,-0.134774796192892,0.235437066625457,0.118976559853796,5.19680275350633e-15,-1.076005653065e-13
"109",109,"P45-1","P45","1",2014-10-20,"1",2014-10-27,0,NA,1,"I-A-1","I-A",1,NA,28.825,27.4,28.1125,29.1,26.5,2.5,30,26.25,28.125,30,26,4,0,NA,33,26,7,10,27.9498333333333,26.918,28.9816666666667,30.98,27.5533333333333,34.4066666666667,36.3,68,23.1,26,20.2215763954903,-5.41237541155526,9.0028024660193,2.36487605283114,-0.293198002117046,0.0947834206594026,0.018250750312398,-2.83795860321012e-16,-3.66763959911885e-14
"110",110,"P46-1","P46","1",2014-10-20,"1",2014-10-27,7,5,1,"I-A-1","I-A",1,0.714285714285714,28.825,27.4,28.1125,29.1,26.5,2.5,30,26.25,28.125,30,26,4,1,1,19,12,7,4,27.965625,27.265,28.66625,29.73125,27.3625,32.1,29.8,41,25.3,26,23.5619911642983,19.7999730603965,-2.3683247217982,0.584277430156458,-0.46484395714844,-0.1299714516752,-0.0945442990554922,-1.20840347301664e-15,5.69657119655156e-14
"111",111,"P47-1","P47","1",2014-10-20,"1",2014-10-27,0,NA,1,"I-A-1","I-A",1,NA,28.825,27.4,28.1125,29.1,26.5,2.5,30,26.25,28.125,30,26,4,0,NA,0,0,7,2,27.85625,26.98,28.7325,28.4625,26.225,30.7,29.1,37,25.3,26,25.1426260976919,24.2240910768181,-2.48024278403552,0.29000548211196,-0.11903393437188,0.207442452587374,0.123236331467698,5.19680275350633e-15,-1.076005653065e-13
"112",112,"P48-1","P48","1",2014-10-20,"1",2014-10-27,2,0,1,"I-A-1","I-A",1,0,28.825,27.4,28.1125,29.1,26.5,2.5,30,26.25,28.125,30,26,4,1,0,188,140,7,35,26.5509047619048,25.7597142857143,27.3420952380952,42.6933333333333,37.252380952381,48.1342857142857,36.3,72,22.3,22,20.1374557571055,-18.8419590739304,-7.39486710493726,2.72192945669473,0.656794063557925,-0.545257208808813,-0.136873631760448,3.04513849007848e-15,1.85220757438385e-13
"113",113,"P49-1","P49","1",2014-10-20,"1",2014-10-27,5,5,1,"I-A-1","I-A",1,1,28.825,27.4,28.1125,29.1,26.5,2.5,30,26.25,28.125,30,26,4,1,1,27,19,7,5,27.865,27.082,28.648,29.71,27.19,32.23,29.8,41,25.3,26,26.5273645800953,19.4080422071787,-2.61267124943839,0.60419682134038,-0.190719167951628,-0.0822934370833721,-0.0140062585850884,-1.15289232178538e-15,7.07679951989858e-15
"114",114,"P50-1","P50","1",2014-10-20,"1",2014-10-27,0,NA,1,"I-A-1","I-A",1,NA,28.825,27.4,28.1125,29.1,26.5,2.5,30,26.25,28.125,30,26,4,0,NA,1,0,7,9,28.0794444444444,27.0422222222222,29.1166666666667,30.4777777777778,27.2444444444444,33.7111111111111,36.3,68,23.1,26,25.2801921610977,-5.60845425850188,9.37655007752456,2.62306509404525,-0.493590025114673,0.0156312398773402,0.0511288687148444,-6.24010416472317e-18,-6.77782531919767e-14
"115",115,"P51-1","P51","1",2014-10-27,"1",2014-11-03,0,NA,1,"I-A-1","I-A",1,NA,28.64,26.56,27.6,29,25.3,3.7,31.4,26.2,28.8,37,26,11,0,NA,45,21,7,9,27.9317592592593,26.8644444444444,28.9990740740741,31.2972222222222,27.6981481481481,34.8962962962963,36.3,68,23.1,26,26.0684933080422,-6.43821378313423,8.01387219488586,2.63630648023674,-0.0739320854895321,-0.062434529454257,0.0582757372909582,-1.39401888494617e-15,-4.23680237158684e-14
"116",116,"P52-1","P52","1",2014-10-13,"1",2014-10-20,5,3,1,"I-B-1","I-B",1,0.6,29.42,27.86,28.64,29.5,26.4,3.1,34.2,29.6,31.9,37,26,5,1,1,36,26,8,14,27.9120238095238,26.965,28.8590476190476,31.6071428571429,27.9880952380952,35.2261904761905,36.3,68,23.1,26,26.9827740604515,-6.81068788033201,7.45616292076867,2.72538585726442,-0.107225247724872,-0.0896165315855124,-0.0953155633549407,-2.17117500218378e-15,7.09666651401244e-14
"117",117,"P53-1","P53","1",2014-10-13,"1",2014-10-20,10,10,1,"I-B-1","I-B",1,1,29.42,27.86,28.64,29.5,26.4,3.1,34.2,29.6,31.9,37,26,5,1,1,220,157,8,28,26.763869047619,25.9725,27.5552380952381,43.3642857142857,38.7869047619048,47.9416666666667,36.3,72,22.6,26,24.933437349328,-19.8659918541048,-8.72717903228525,3.40933883765869,-0.617122251338122,-0.56190006242565,0.102489864238386,-2.17290972565975e-15,-5.83426585252698e-14
"118",118,"P54-1","P54","1",2014-10-13,"1",2014-10-20,1,1,1,"I-B-1","I-B",1,1,29.42,27.86,28.64,29.5,26.4,3.1,34.2,29.6,31.9,37,26,5,1,1,40,30,8,7,28.0321428571429,27.2071428571429,28.8571428571429,29.8214285714286,27.3642857142857,32.2785714285714,29.8,41,25.3,26,31.438356098459,18.7205829134157,-3.15866060153698,0.97524672159585,-0.326200649817752,-0.36294487977237,0.0816409325501879,4.56931063921095e-16,-5.17389999330951e-14
"119",119,"P55-1","P55","1",2014-10-13,"1",2014-10-20,1,1,1,"I-B-1","I-B",1,1,29.42,27.86,28.64,29.5,26.4,3.1,34.2,29.6,31.9,37,26,5,1,1,30,14,8,8,28.140625,27.3375,28.94375,29.6875,27.225,32.15,29.8,41,25.3,26,32.4561553149961,18.7129888696235,-3.0204514268658,1.07017693073209,-0.345958022972592,-0.519971109270712,0.0500796255210505,-1.98555959025425e-15,-1.935518208356e-14
"120",120,"P56-1","P56","1",2014-10-13,"1",2014-10-20,1,1,1,"I-B-1","I-B",1,1,29.42,27.86,28.64,29.5,26.4,3.1,34.2,29.6,31.9,37,26,5,1,1,57,44,8,7,28.0321428571429,27.2071428571429,28.8571428571429,29.8214285714286,27.3642857142857,32.2785714285714,29.8,41,25.3,26,33.4133861732761,18.4690991546887,-3.3255137045014,1.06302865282907,-0.315706741937077,-0.381607955797758,0.0844807802927896,4.56931063921095e-16,-5.17389999330951e-14
"121",121,"P57-1","P57","1",2014-10-13,"1",2014-10-20,0,NA,1,"I-B-1","I-B",1,NA,29.42,27.86,28.64,29.5,26.4,3.1,34.2,29.6,31.9,37,26,5,0,NA,15,11,8,7,28.0321428571429,27.2071428571429,28.8571428571429,29.8214285714286,27.3642857142857,32.2785714285714,29.8,41,25.3,26,34.4009012106847,18.3433572753251,-3.4089402559836,1.10691961844568,-0.310459787996739,-0.390939493810453,0.0859007041640902,4.56931063921095e-16,-5.17389999330951e-14
"122",122,"P58-1","P58","1",2014-10-13,"1",2014-10-20,0,NA,1,"I-B-1","I-B",1,NA,29.42,27.86,28.64,29.5,26.4,3.1,34.2,29.6,31.9,37,26,5,0,NA,13,7,8,6,27.9941666666667,27.2116666666667,28.7766666666667,30.075,27.5916666666667,32.5583333333333,29.8,41,25.3,26,35.3285357595191,18.0114346640025,-3.88345699695859,1.16796589650409,-0.302670653998731,-0.388234588723755,0.0352340027732353,-2.42964880010431e-15,-1.052890903779e-14
"123",123,"P59-1","P59","1",2014-10-13,"1",2014-10-20,0,NA,1,"I-B-1","I-B",1,NA,29.42,27.86,28.64,29.5,26.4,3.1,34.2,29.6,31.9,37,26,5,0,NA,43,34,8,14,27.9120238095238,26.965,28.8590476190476,31.6071428571429,27.9880952380952,35.2261904761905,36.3,68,23.1,26,33.8953793223114,-7.69088103587671,6.87217706039322,3.0326226165807,-0.0704965701425095,-0.154937297674373,-0.0853760962558351,-2.17117500218378e-15,7.09666651401244e-14
"124",124,"P60-1","P60","1",2014-10-13,"1",2014-10-20,1,1,1,"I-B-1","I-B",1,1,29.42,27.86,28.64,29.5,26.4,3.1,34.2,29.6,31.9,37,26,5,1,1,22,11,8,8,28.140625,27.3375,28.94375,29.6875,27.225,32.15,29.8,41,25.3,26,37.3937305020389,18.0842794728059,-3.43758418427683,1.28963175881514,-0.319723253270905,-0.566628799334184,0.0571792448775543,-1.98555959025425e-15,-1.935518208356e-14
"125",125,"P61-1","P61","1",2014-10-13,"1",2014-10-20,1,0,1,"I-B-1","I-B",1,0,29.42,27.86,28.64,29.5,26.4,3.1,34.2,29.6,31.9,37,26,5,1,0,37,31,8,5,28.1005,27.384,28.817,30.165,27.81,32.52,29.8,41,25.3,26,38.2715253974371,17.5929870722327,-4.24247250968641,1.4227916748095,-0.525471748380389,-0.521158767570995,-0.0142366513947404,-2.48515995133557e-15,2.11748972091621e-14
"126",126,"P62-1","P62","1",2014-10-13,"1",2014-10-20,3,0,1,"I-B-1","I-B",1,0,29.42,27.86,28.64,29.5,26.4,3.1,34.2,29.6,31.9,37,26,5,1,0,6,3,8,3,28.1175,27.2733333333333,28.9616666666667,29.6083333333333,27.35,31.8666666666667,29.5,37,25.3,26,39.6653193696184,21.4207701781903,-5.35070071333058,1.69917235539374,-0.199056710508663,-0.344916857696148,0.172946721095271,4.43313484634675e-16,-1.10917356592568e-13
"127",127,"P63-1","P63","1",2014-10-20,"1",2014-10-27,5,5,1,"I-B-1","I-B",1,1,28.825,27.4,28.1125,29.1,26.5,2.5,30,26.25,28.125,30,26,4,1,1,257,208,8,33,26.6361111111111,25.8481818181818,27.4240404040404,43.2111111111111,37.8494949494949,48.5727272727273,36.3,72,22.6,24,34.8291212845939,-21.1131116008246,-9.40195033314669,3.55641893106843,0.517190090430674,-0.839328124925228,-0.0677427665845213,2.9733650413122e-16,1.47798435252875e-13
"128",128,"P64-1","P64","1",2014-10-20,"1",2014-10-27,6,6,1,"I-B-1","I-B",1,1,28.825,27.4,28.1125,29.1,26.5,2.5,30,26.25,28.125,30,26,4,1,1,17,13,8,3,27.9041666666667,27.1366666666667,28.6716666666667,28.4333333333333,26.2333333333333,30.6333333333333,29.5,37,25.3,26,41.9203587600517,22.0694087085926,-3.7958774090188,1.42887862180208,-0.00723231540686786,0.137899668971397,-0.00195965925430696,3.99602716343518e-15,-1.53610253832627e-15
"129",129,"P65-1","P65","1",2014-10-20,"1",2014-10-27,7,5,1,"I-B-1","I-B",1,0.714285714285714,28.825,27.4,28.1125,29.1,26.5,2.5,30,26.25,28.125,30,26,4,1,1,54,23,8,13,27.8560256410256,26.8961538461538,28.8158974358974,31.5846153846154,27.8641025641026,35.3051282051282,36.3,68,23.1,26,39.8241765985103,-8.4469855029611,6.38888430661067,3.22924272307734,0.121504978059815,-0.175501356683085,-0.0847228190655301,-1.39401888494617e-15,8.3482695019297e-14
"130",130,"P66-1","P66","1",2014-10-20,"1",2014-10-27,3,2,1,"I-B-1","I-B",1,0.666666666666667,28.825,27.4,28.1125,29.1,26.5,2.5,30,26.25,28.125,30,26,4,1,1,62,22,8,20,27.1354166666667,26.3105,27.9603333333333,38.985,35.0816666666667,42.8883333333333,36.3,70,22.6,26,38.9428798482115,-16.2118207525114,-4.04282963425278,3.84566795438144,-0.689304798874589,-0.241383626787018,0.0778887097106183,-2.99083184458282e-15,-6.88342661079775e-14
"131",131,"P67-1","P67","1",2014-10-20,"1",2014-10-27,5,0,1,"I-B-1","I-B",1,0,28.825,27.4,28.1125,29.1,26.5,2.5,30,26.25,28.125,30,26,4,1,0,87,16,8,17,27.4157843137255,26.5288235294118,28.3027450980392,35.7647058823529,32.0372549019608,39.4921568627451,36.3,68,22.6,26,40.819572970211,-12.0271411837988,-0.142560385354148,3.80000877341249,-0.317397909693076,-0.0726145591303256,0.0358656191619938,1.60358328154175e-15,-3.03906254759865e-14
"132",132,"P68-1","P68","1",2014-10-20,"1",2014-10-27,0,NA,1,"I-B-1","I-B",1,NA,28.825,27.4,28.1125,29.1,26.5,2.5,30,26.25,28.125,30,26,4,0,NA,3,0,8,21,27.0375396825397,26.2042857142857,27.8707936507937,40.0095238095238,35.9825396825397,44.0365079365079,36.3,70,22.6,26,40.6750956278834,-17.292562411224,-5.77369717540362,4.03106611547823,-0.631765775039651,-0.307281312559226,0.121508338579952,-1.13120827833568e-15,-8.96440631359039e-14
"133",133,"P69-1","P69","1",2014-10-20,"1",2014-10-27,0,NA,1,"I-B-1","I-B",1,NA,28.825,27.4,28.1125,29.1,26.5,2.5,30,26.25,28.125,30,26,4,0,NA,25,18,8,8,28.111875,27.3025,28.92125,29.95,27.275,32.625,30.2,41,25.3,26,46.1981585586919,16.6669467054612,-4.54927829252749,2.01894939467952,0.083657431270644,-0.612340692911639,0.0420159287603655,1.19904576694397e-15,1.97489545119091e-14
"134",134,"P70-1","P70","1",2014-10-20,"1",2014-10-27,0,NA,1,"I-B-1","I-B",1,NA,28.825,27.4,28.1125,29.1,26.5,2.5,30,26.25,28.125,30,26,4,0,NA,87,45,8,19,27.2167543859649,26.3742105263158,28.059298245614,37.9368421052632,34.1175438596491,41.7561403508772,36.3,68,22.6,26,43.2708587304199,-14.1407548471735,-3.69944530460782,4.18455094294005,-0.436725507385914,-0.126375549485463,0.0756989079895082,1.50643876688705e-15,-5.98887308232341e-14
"135",135,"P1-0","P1","0",2014-05-23,"1",2014-05-30,0,NA,1,"CO-0","CO",0,NA,26.14,23.06,24.6,26.5,22.6,3.3,37.6,26.8,32.2,43,25,13,0,NA,18,10,9,16,25.6089583333333,24.5651041666667,26.6528125,32.0104166666667,27.8552083333333,36.165625,28.7,67,21.9,23,46.0538726319234,-8.03423274371667,3.35461813881499,-4.65683989278251,-0.342353831824388,0.324304443926011,-0.0361166203536785,-4.62051781408922e-15,-1.4872656621636e-14
"136",136,"P2-0","P2","0",2014-05-23,"1",2014-05-30,0,NA,1,"CO-0","CO",0,NA,26.14,23.06,24.6,26.5,22.6,3.3,37.6,26.8,32.2,43,25,13,0,NA,47,15,9,18,25.7936574074074,24.7725925925926,26.8147222222222,31.7856481481481,27.7740740740741,35.7972222222222,28.7,67,21.9,23,47.0954688037371,-7.94327141566012,3.6528645386493,-4.49240454240286,-0.572512547323767,0.139811341074761,-0.03876756294209,-5.06460702393929e-15,-1.54936876260357e-14
"137",137,"P3-0","P3","0",2014-05-29,"1",2014-06-05,4,1,1,"CO-0","CO",0,0.25,26.56,24.44,25.5,26.8,23,3.3,36.4,25.4,30.9,39,23,16,1,1,17,7,9,5,24.908,23.84,25.976,32.44,27.4,37.48,26.9,67,22,23,47.9931965026745,-8.58646351662636,2.12476373199518,-6.76233244190699,0.550859286225083,0.242269992191975,-0.171748258435957,1.44910615600603e-15,1.38570573722417e-13
"138",138,"P4-0","P4","0",2014-05-29,"1",2014-06-05,3,2,1,"CO-0","CO",0,0.666666666666667,26.56,24.44,25.5,26.8,23,3.3,36.4,25.4,30.9,39,23,16,1,1,171,88,9,23,26.4061956521739,25.4654347826087,27.3469565217391,31.2601449275362,27.65,34.8702898550725,29.5,67,21.9,23,49.1621710211286,-7.75945528535125,4.51886162079287,-3.27577087026077,-1.06072934627625,-0.253442247847484,-0.0713172721209259,-6.85553554053774e-15,6.72985482470321e-15
"139",139,"P5-0","P5","0",2014-06-09,"1",2014-06-16,0,NA,1,"CO-0","CO",0,NA,25.54,23.56,24.55,25.9,22.5,3.4,37,28,32.5,41,25,16,0,NA,91,63,9,34,26.8808333333333,25.9447058823529,27.8169607843137,32.2213235294118,28.5009803921569,35.9416666666667,36.3,68,21.9,23,49.5594863859925,-10.3267371869142,4.40343499403935,3.09983395540898,0.499503952887528,1.1118574788938,-0.125525897352153,7.65429876574886e-15,6.10214954523493e-14
"140",140,"P6-0","P6","0",2014-06-19,"1",2014-06-26,0,NA,1,"CO-0","CO",0,NA,25.92,23.58,24.75,26.9,22,4.9,35.2,27.2,31.2,37,26,10,0,NA,63,41,9,17,26.4,25.4682352941176,27.3317647058824,31.7813725490196,28.1235294117647,35.4392156862745,29.5,67,21.9,26,51.013540513222,-8.4253819470427,3.56544529372235,-3.10360608140721,-1.06769533202221,-0.353559960564822,-0.0604014467638533,-8.57638122870673e-15,5.40626081253291e-15
"141",141,"P7-0","P7","0",2014-06-26,"1",2014-07-03,0,NA,1,"CO-0","CO",0,NA,25.76,23.98,24.87,25.8,22.7,3.1,44.8,30.6,37.7,67,28,39,0,NA,44,24,9,13,26.1480769230769,25.1861538461538,27.11,31.9467948717949,28.1307692307692,35.7628205128205,28.7,67,21.9,26,51.9956310781061,-8.62937609389661,3.07383057748405,-3.94622155784256,-0.98896021820306,-0.359037022127762,-0.0424784984704044,-5.73074083871438e-15,-3.92134731779438e-15
"142",142,"P8-0","P8","0",2014-06-30,"1",2014-07-07,1,0,1,"CO-0","CO",0,0,25.76,24.5,25.13,25.8,23.9,1.9,41.2,31.6,36.4,42,29,13,1,0,1,0,9,16,26.571875,25.651875,27.491875,31.5828125,28.1875,34.978125,29.5,44,21.9,26,54.5365822058918,11.4642883187159,-6.80807506935944,0.425231481229769,0.992475174525869,0.65247544762683,0.0628371001746011,7.28896600170815e-15,-2.31889209654688e-14
"143",143,"P9-0","P9","0",2014-06-30,"1",2014-07-07,2,2,1,"CO-0","CO",0,1,25.76,24.5,25.13,25.8,23.9,1.9,41.2,31.6,36.4,42,29,13,1,1,2,2,9,5,25.421,24.261,26.581,32.32,28.8,35.84,27.5,42,21.9,26,55.5758186520844,12.5877185982684,-9.39848450851164,-1.7145443067859,1.26095222582946,1.62331176496353,0.386252345613587,1.45843455799286e-14,-3.08599505020981e-13
"144",144,"P10-0","P10","0",2014-07-07,"1",2014-07-14,2,0,1,"CO-0","CO",0,0,26.425,24.275,25.35,27.1,23.2,3.3,34.75,28,31.375,39,27,12,1,0,90,79,9,24,27.1972916666667,26.22125,28.1733333333333,30.9677083333333,27.6916666666667,34.24375,36.3,68,21.9,26,54.7984580375645,-9.88116949329611,5.957740473787,3.40150910045585,0.0177570638451967,0.974857266354643,-0.0254878242757063,8.17124636158995e-15,-3.69122099637041e-14
"145",145,"P11-0","P11","0",2014-07-07,"1",2014-07-14,3,2,1,"CO-0","CO",0,0.666666666666667,26.425,24.275,25.35,27.1,23.2,3.3,34.75,28,31.375,39,27,12,1,1,89,81,9,20,26.96725,26.067,27.8675,30.87375,27.7675,33.98,29.8,44,21.9,26,57.6553003044151,11.6886143961025,-5.86124092029993,1.03037204576745,0.651417528795976,0.370984460770493,0.0768075077302074,6.22185085546102e-15,-3.74023777658847e-14
"146",146,"P12-0","P12","0",2014-07-28,"1",2014-08-04,3,3,1,"CO-0","CO",0,1,27.25,24.3,25.775,27.4,22.6,4.8,34.75,28.5,31.625,37,26,11,1,1,115,83,9,26,27.396858974359,26.4913461538462,28.3023717948718,31.6865384615385,28.1282051282051,35.2448717948718,36.3,68,22.6,26,56.5961278933857,-10.7031447431011,4.7333802880639,3.70760651729237,0.177513475259364,0.423914554111974,-0.124904618650362,3.29667339409512e-15,8.49598120590913e-14
"147",147,"P13-0","P13","0",2014-08-04,"1",2014-08-11,0,NA,1,"CO-0","CO",0,NA,26.54,24.56,25.55,27.2,23.4,3.2,35,27.8,31.4,44,26,14,0,NA,15,10,9,11,27.095,26.2840909090909,27.9059090909091,31.2477272727273,27.9090909090909,34.5863636363636,29.5,44,22.6,26,59.5488146909924,11.1718983847139,-6.61823775434728,0.968063678416488,0.74454789973827,-0.104603414670009,-0.0585875729559523,2.58439593485905e-15,1.02852183671185e-13
"148",148,"P14-0","P14","0",2014-08-04,"1",2014-08-11,0,NA,1,"CO-0","CO",0,NA,26.54,24.56,25.55,27.2,23.4,3.2,35,27.8,31.4,44,26,14,0,NA,0,0,9,10,26.9405,26.1265,27.7545,31.1825,27.74,34.625,29.1,44,22.6,26,60.5681987526077,11.1163375909844,-6.69123796862593,0.515457935207559,0.850694586966773,-0.0624964279805857,-0.0813248593913569,4.23273018173222e-15,1.19396133041359e-13
"149",149,"P15-0","P15","1",2014-05-05,"1",2014-05-12,4,4,1,"I-R1-0","I-R1",0,1,28.46,24.56,26.51,28.9,24,4.7,45.2,28.6,36.9,47,27,20,1,1,35,29,10,13,25.4188461538462,24.2173076923077,26.6203846153846,33.0769230769231,28.3692307692308,37.7846153846154,28.9,67,21.9,23,59.6096201239616,-10.7460781743418,0.547137314852176,-3.9263506614297,0.447747338340197,0.128194789986957,0.137848296398422,1.55145484108866e-15,-8.76096119693435e-14
"150",150,"P16-0","P16","1",2014-05-05,"1",2014-05-12,1,1,1,"I-R1-0","I-R1",0,1,28.46,24.56,26.51,28.9,24,4.7,45.2,28.6,36.9,47,27,20,1,1,56,35,10,24,26.1870833333333,25.1645833333333,27.2095833333333,32.2385416666667,28.1583333333333,36.31875,29.5,67,21.9,23,60.7742395180449,-10.1186489299594,1.98143950120495,-2.82509412140213,-0.431758510294993,-0.401100984219751,0.00701250727008541,-4.57957834005617e-15,-5.24841077691663e-15
"151",151,"P17-0","P17","1",2014-05-12,"1",2014-05-19,0,NA,1,"I-R1-0","I-R1",0,NA,27.66,25.24,26.45,28.2,24.5,3.2,40.4,28.8,34.6,43,27,16,0,NA,79,59,10,27,26.4386111111111,25.4981481481481,27.3790740740741,31.6944444444444,28.0240740740741,35.3648148148148,29.8,67,21.9,23,61.8831421423548,-9.77549965479588,2.8236026936744,-2.34921004180634,-0.913084999310369,-0.407341696126391,-0.0428212424545848,-6.31282730107839e-15,8.02916270820985e-15
"152",152,"P18-0","P18","1",2014-05-12,"1",2014-05-19,0,NA,1,"I-R1-0","I-R1",0,NA,27.66,25.24,26.45,28.2,24.5,3.2,40.4,28.8,34.6,43,27,16,0,NA,24,20,10,7,25.2614285714286,24.1371428571429,26.3857142857143,33.0714285714286,28.0285714285714,38.1142857142857,28.2,67,22,23,62.5978647866234,-11.0889077286489,0.163050410414475,-4.59347773945521,0.752650400136501,-0.0687294297247334,-0.0341219942980914,-6.2154652109369e-16,7.35427295019499e-14
"153",153,"P19-0","P19","1",2014-05-15,"1",2014-05-22,1,1,1,"I-R1-0","I-R1",0,1,27.42,25.96,26.69,27.8,25.3,2.5,41.6,32.6,37.1,44,27,16,1,1,54,44,10,20,25.938,24.95425,26.92175,32.0191666666667,27.9975,36.0408333333333,28.7,67,21.9,23,63.8265340514198,-10.2462867044153,1.91112737938862,-3.60055118657841,-0.577163331276054,-0.269498599288456,-0.0461715801255358,-4.95358472147677e-15,2.01444714644319e-14
"154",154,"P20-0","P20","1",2014-05-23,"1",2014-05-30,0,NA,1,"I-R1-0","I-R1",0,NA,26.14,23.06,24.6,26.5,22.6,3.3,37.6,26.8,32.2,43,25,13,0,NA,127,40,10,25,26.4259333333333,25.4812666666667,27.3706,31.3046666666667,27.7113333333333,34.898,29.8,67,21.9,23,64.9392269459255,-9.84006244710892,3.16033992793551,-2.28369136297516,-0.930154378577228,-0.327570502822502,-0.0406011688890123,-6.0352715449221e-15,2.57601535833757e-16
"155",155,"P21-0","P21","1",2014-05-23,"1",2014-05-30,0,NA,1,"I-R1-0","I-R1",0,NA,26.14,23.06,24.6,26.5,22.6,3.3,37.6,26.8,32.2,43,25,13,0,NA,62,54,10,19,25.8913596491228,24.8919298245614,26.8907894736842,31.6916666666667,27.7333333333333,35.65,28.7,67,21.9,23,65.8805045127106,-10.2398869080346,2.23064024579021,-3.59460647573566,-0.574085239779892,-0.144613830030087,-0.0305655512722477,-5.8417631411769e-15,-4.25879513701117e-16
"156",156,"P22-0","P22","1",2014-05-26,"1",2014-06-02,0,NA,1,"I-R1-0","I-R1",0,NA,26.1,22.98,24.54,26.3,22.6,3.3,36.8,25.2,31,39,23,16,0,NA,35,27,10,10,25.1165,23.9405,26.2925,32.04,27.7,36.38,27.5,67,21.9,23,66.8373442238966,-10.6299886695195,1.3014324531499,-5.17932017475139,-0.0870886664246715,0.358633589585214,0.130784467848581,-1.79534716111339e-15,-1.24052682752664e-13
"157",157,"P23-0","P23","1",2014-05-26,"1",2014-06-02,0,NA,1,"I-R1-0","I-R1",0,NA,26.1,22.98,24.54,26.3,22.6,3.3,36.8,25.2,31,39,23,16,0,NA,84,44,10,24,26.3717708333333,25.4141666666667,27.329375,31.2260416666667,27.6125,34.8395833333333,29.5,67,21.9,23,67.9332738551314,-10.1267462679438,2.97843925274707,-2.47408560756553,-0.932823059528988,-0.376811556974473,-0.0256419762131041,-6.46695748191894e-15,-7.74294313537128e-15
"158",158,"P24-0","P24","1",2014-06-09,"1",2014-06-16,0,NA,1,"I-R1-0","I-R1",0,NA,25.54,23.56,24.55,25.9,22.5,3.4,37,28,32.5,41,25,16,0,NA,45,29,10,12,25.373125,24.2875,26.45875,32.2375,28.2333333333333,36.2416666666667,28,67,21.9,23,68.7489699462362,-11.0268173313526,0.969027820189982,-4.35525741504939,-0.530155344321421,0.271181958442793,0.09647370095045,-2.24160477530843e-15,-1.15552537720378e-13
"159",159,"P25-0","P25","1",2014-06-09,"1",2014-06-16,0,NA,1,"I-R1-0","I-R1",0,NA,25.54,23.56,24.55,25.9,22.5,3.4,37,28,32.5,41,25,16,0,NA,0,0,10,1,24.55,23.56,25.54,32.5,28,37,25.9,41,22.5,25,71.4552542799689,11.2798088802294,-11.9011027599415,-3.06720579167131,2.58156540016508,1.77036108215145,-0.0452397705762433,1.93809427271783e-14,7.71613626728376e-14
"160",160,"P26-0","P26","1",2014-06-16,"1",2014-06-23,3,3,1,"I-R1-0","I-R1",0,1,25.8,23.7,24.75,26.3,23,3.3,33.2,26,29.6,36,23,10,1,1,36,30,10,7,25.2021428571429,24.0264285714286,26.3778571428571,32.2571428571429,28.2285714285714,36.2857142857143,27.5,67,21.9,23,70.7420934350474,-11.2549626966188,0.676695125434148,-4.83343764493728,-0.535148946056074,0.322069515610538,0.218804331176776,-1.79534716111339e-15,-2.15875065783069e-13
"161",161,"P27-0","P27","1",2014-07-10,"1",2014-07-17,1,1,1,"I-R1-0","I-R1",0,1,27.05,24.65,25.85,27.5,22.6,4.2,35.5,27,31.25,39,27,12,1,1,108,97,10,27,27.3053086419753,26.3457407407407,28.2648765432099,31.4348765432099,27.8345679012346,35.0351851851852,36.3,68,21.9,26,71.4681604532404,-12.409256960489,3.84083367907514,4.24206869718044,0.399848253506828,0.431225860470316,-0.0573289529241828,6.08610874346582e-15,4.88125116284246e-14
"162",162,"P28-0","P28","1",2014-07-10,"1",2014-07-17,7,7,1,"I-R1-0","I-R1",0,1,27.05,24.65,25.85,27.5,22.6,4.2,35.5,27,31.25,39,27,12,1,1,165,144,10,26,27.274358974359,26.2951923076923,28.2535256410256,31.4400641025641,27.8358974358974,35.0442307692308,36.3,68,21.9,26,72.4546991369909,-12.5435826588905,3.74387888160209,4.26342129692526,0.426985786255992,0.465286294166802,-0.030915374379909,5.02445797616802e-15,3.01755099642677e-14
