"","idnum","id","parents","infected","start","week","date","eggs","hatch","alive","mouse","procedencia","trial","perferc","avtemphigh","avtemplow","avtemp","tempmax","tempmin","tempdiff","avhumhigh","avhumlow","avhum","hummax","hummin","humdiff","eggevent","hatchevent","egg_total","hatch_total","mouseidnum","lifespan","avtemp_total","avlowtemp_total","avhightemp_total","avhum_total","avlowhum_total","avhighhum_total","hightemp_total","highhum_total","lowtemp_total","lowhum_total","Comp.1","Comp.2","Comp.3","Comp.4","Comp.5","Comp.6","Comp.7","Comp.8","Comp.9"
"52",52,"P52-2","P52","1",2014-11-20,"1",2014-11-27,0,NA,1,"I-B-2","I-B",2,NA,28.84,26.7,27.77,29.8,25.3,3.1,30.2,26.2,28.2,31,26,5,0,NA,167,127,4,32,26.3202604166667,25.51015625,27.1303645833333,44.1596354166667,38.1838541666667,50.1354166666667,36.3,72,22.3,22,-39.4677105797548,-12.5384601263761,-4.66597918258132,0.0851072418116008,0.908308115958105,-0.0977553130445878,-0.233745489848875,4.7937397538631e-15,2.35284876955075e-13
"53",53,"P53-2","P53","1",2014-11-20,"1",2014-11-27,0,NA,1,"I-B-2","I-B",2,NA,28.84,26.7,27.77,29.8,25.3,3.1,30.2,26.2,28.2,31,26,5,0,NA,274,203,4,37,26.069009009009,25.232972972973,26.905045045045,42.411036036036,36.3900900900901,48.431981981982,36.3,72,20.2,19,-38.0669473296586,-11.3328548786539,-2.1768553267385,-0.391558818873305,1.3530026475072,0.47060615538591,-0.324564155974154,7.01418580311342e-15,2.89654580139141e-13
"54",54,"P54-2","P54","1",2014-11-27,"1",2014-12-04,0,NA,1,"I-B-2","I-B",2,NA,29.56,28.14,28.85,29.8,27.4,2.1,31.2,26,28.6,33,26,7,0,NA,26,18,4,31,26.2734946236559,25.4717741935484,27.0752150537634,44.6744623655914,38.5704301075269,50.7784946236559,36.3,72,22.3,22,-37.6161456773603,-13.2141330841336,-5.62246977204899,0.209605999029097,1.02328618013006,-0.176857263194359,-0.241549383152689,5.12680666125065e-15,2.55199502459289e-13
"55",55,"P55-2","P55","1",2014-11-27,"1",2014-12-04,2,1,1,"I-B-2","I-B",2,0.5,29.56,28.14,28.85,29.8,27.4,2.1,31.2,26,28.6,33,26,7,1,1,46,37,4,13,27.0127564102564,26.1065384615385,27.9189743589744,40.9910256410256,36.5025641025641,45.4794871794872,36.3,68,22.6,26,-35.4740171650288,-6.70409497189708,-1.76951342066963,1.00265046534942,-0.356733656205108,0.186137300217894,0.08232788192515,-5.54412722573394e-16,-9.31859890030882e-14
"56",56,"P56-2","P56","1",2014-11-27,"1",2014-12-04,1,1,1,"I-B-2","I-B",2,1,29.56,28.14,28.85,29.8,27.4,2.1,31.2,26,28.6,33,26,7,1,1,9,6,4,5,27.9776666666667,26.597,29.3583333333333,33.6216666666667,28.5066666666667,38.7366666666667,36.3,68,23.1,26,-32.7749457262199,-1.01576126381652,9.38049727532841,0.174524275322448,1.24879456556886,-0.64937410289936,0.23839151562176,-2.00464154849e-15,-7.52696565229825e-14
"57",57,"P57-2","P57","1",2014-11-27,"1",2014-12-04,4,4,1,"I-B-2","I-B",2,1,29.56,28.14,28.85,29.8,27.4,2.1,31.2,26,28.6,33,26,7,1,1,171,90,4,35,26.0145238095238,25.1784285714286,26.850619047619,43.257380952381,37.1280952380952,49.3866666666667,36.3,72,20.2,20,-34.3178804065903,-12.5181995487983,-3.79788875935118,-0.117787950599399,1.40775980065431,0.351746182932995,-0.294408170575568,6.95867465188216e-15,2.76940791783707e-13
"58",58,"P58-2","P58","1",2014-12-04,"1",2014-12-11,0,NA,1,"I-B-2","I-B",2,NA,29.725,28.025,28.875,30.2,27.4,2,35.75,29,32.375,37,27,8,0,NA,7,0,4,16,26.3678645833333,25.5128125,27.2229166666667,46.7552083333333,41.9833333333333,51.5270833333333,36.3,70,22.6,26,-33.9980265107014,-13.4424270743047,-9.90013847116198,1.42454097954951,-0.794858347944159,0.145643606668676,0.251528271184062,-1.0479415514888e-15,-2.33697614775254e-13
"59",59,"P59-2","P59","1",2014-12-04,"1",2014-12-11,3,3,1,"I-B-2","I-B",2,1,29.725,28.025,28.875,30.2,27.4,2,35.75,29,32.375,37,27,8,1,1,111,69,4,23,26.3519927536232,25.5465217391304,27.1574637681159,48.2601449275362,42.4123188405797,54.1079710144928,36.3,72,22.6,26,-33.5179412865934,-16.6093556191674,-11.3908514334792,1.22120514524569,0.142740675242359,-0.672162000662418,0.0414580862446477,-1.46752705718843e-16,2.94616712539033e-14
"60",60,"P60-2","P60","1",2014-12-04,"1",2014-12-11,0,NA,1,"I-B-2","I-B",2,NA,29.725,28.025,28.875,30.2,27.4,2,35.75,29,32.375,37,27,8,0,NA,7,2,4,4,27.7595833333333,26.21125,29.3079166666667,34.8770833333333,29.1333333333333,40.6208333333333,36.3,68,23.1,26,-29.1315868928705,-2.60519509859599,7.08875132089353,0.289078244312575,2.01449735670359,-0.841175906242484,0.408970112183712,-4.05226503639389e-16,-1.38751428445485e-13
"61",61,"P61-2","P61","1",2014-12-04,"1",2014-12-11,3,3,1,"I-B-2","I-B",2,1,29.725,28.025,28.875,30.2,27.4,2,35.75,29,32.375,37,27,8,1,1,148,116,4,30,26.1876111111111,25.3828333333333,26.9923888888889,45.2102777777778,38.9894444444444,51.4311111111111,36.3,72,22.3,22,-30.8312922821579,-14.5386328011685,-7.034368569407,0.531927600039605,1.16624854116708,-0.241128745640084,-0.225041969525331,4.01658363662549e-15,2.54823067465002e-13
"62",62,"P62-2","P62","1",2014-12-04,"1",2014-12-11,5,4,1,"I-B-2","I-B",2,0.8,29.725,28.025,28.875,30.2,27.4,2,35.75,29,32.375,37,27,8,1,1,158,103,4,27,26.2746604938272,25.4692592592593,27.0800617283951,46.4253086419753,40.2771604938272,52.5734567901235,36.3,72,22.6,24,-30.1291297443667,-15.5958125538643,-8.91985422385697,0.883936955882815,0.855659268554298,-0.500212184756659,-0.130269008046832,2.46227140215027e-15,1.87618145282185e-13
"63",63,"P63-2","P63","1",2014-12-04,"1",2014-12-11,0,NA,1,"I-B-2","I-B",2,NA,29.725,28.025,28.875,30.2,27.4,2,35.75,29,32.375,37,27,8,0,NA,147,94,4,32,26.0124479166667,25.19765625,26.8272395833333,44.3596354166667,38.1276041666667,50.5916666666667,36.3,72,20.2,22,-28.654453547524,-14.1478906968102,-5.95979665783477,0.33148446047793,1.39939912539521,0.106073671271191,-0.271709184328239,6.23702968587581e-15,2.76722216625733e-13
"64",64,"P64-2","P64","1",2014-12-18,"1",2014-12-25,0,NA,1,"I-B-2","I-B",2,NA,30.1666666666667,25.4,27.7833333333333,36.3,25.3,10.7,48,28,38,68,27,40,0,NA,0,0,4,2,27.3916666666667,25.7,29.0833333333333,37.1666666666667,29.6666666666667,44.6666666666667,36.3,68,25.3,26,-25.7543451046124,-5.15736396203676,3.14973459871727,0.246804050799518,4.12580598529409,-1.50896853159643,0.36378614353496,-2.44873075834007e-15,5.25022684618272e-14
"65",65,"P1-1","P1","0",2014-10-06,"1",2014-10-13,2,2,1,"CO-A-1","CO-A",1,1,28.95,27.075,28.0125,29.1,24.4,4.4,34.5,28.75,31.625,37,26,7,1,1,30,25,5,11,28.1243181818182,27.1195454545455,29.1290909090909,30.7113636363636,27.5954545454545,33.8272727272727,36.3,68,23.1,26,-23.1609860941946,0.389938785726531,13.1284409623588,0.575592301920452,-0.963023611485484,0.435483211008119,-0.0228128100190341,-9.49929675096106e-16,-7.2616396966476e-14
"66",66,"P2-1","P2","0",2014-10-13,"1",2014-10-20,0,NA,1,"CO-A-1","CO-A",1,NA,29.42,27.86,28.64,29.5,26.4,3.1,34.2,29.6,31.9,37,26,5,0,NA,34,26,5,9,28.1705555555556,27.3644444444444,28.9766666666667,30.1666666666667,27.5333333333333,32.8,30.2,41,25.3,26,-20.016063364645,24.9344872390356,0.729098896504713,-0.829813249191361,-0.380575167332336,-0.0818190773712509,-0.0325914175258704,-1.02140028230634e-15,2.64111159182588e-15
"67",67,"P3-1","P3","0",2014-10-13,"1",2014-10-20,9,7,1,"CO-A-1","CO-A",1,0.777777777777778,29.42,27.86,28.64,29.5,26.4,3.1,34.2,29.6,31.9,37,26,5,1,1,17,15,5,4,28.088125,27.3175,28.85875,29.3,27.075,31.525,29.5,37,25.3,26,-18.5245012060109,29.0816177209273,0.0277988764673984,-0.959459882738695,-0.507143564230192,0.307508227130374,-0.0267356969205801,1.83109226541612e-15,-3.30213336273053e-14
"68",68,"P4-1","P4","0",2014-10-13,"1",2014-10-20,15,15,1,"CO-A-1","CO-A",1,1,29.42,27.86,28.64,29.5,26.4,3.1,34.2,29.6,31.9,37,26,5,1,1,15,15,5,3,28.1175,27.2733333333333,28.9616666666667,29.6083333333333,27.35,31.8666666666667,29.5,37,25.3,26,-17.6105528000778,28.713799181275,-0.511960727362633,-0.846503650369691,-0.503380039048235,0.196312347040126,0.0905911365598246,4.43313484634675e-16,-1.10917356592568e-13
"69",69,"P5-1","P5","0",2014-10-13,"1",2014-10-20,7,0,1,"CO-A-1","CO-A",1,0,29.42,27.86,28.64,29.5,26.4,3.1,34.2,29.6,31.9,37,26,5,1,0,7,0,5,2,28.37625,27.63,29.1225,30.0125,27.925,32.1,29.5,37,26.4,26,-16.7172196452596,28.3255529207137,-1.14385551054414,-0.501381098342855,-0.912462878935399,-0.16466818955594,0.0304697705323194,-4.44166782371601e-15,-6.5134534614588e-14
"70",70,"P6-1","P6","0",2014-10-13,"1",2014-10-20,0,NA,1,"CO-A-1","CO-A",1,NA,29.42,27.86,28.64,29.5,26.4,3.1,34.2,29.6,31.9,37,26,5,0,NA,0,0,5,1,28.64,27.86,29.42,31.9,29.6,34.2,29.5,37,26.4,26,-16.1812841462074,26.730255196315,-4.01851084276432,0.0392442083286282,-1.0309438777974,-0.919332168753851,0.163042030142546,-5.88495775572872e-15,-1.17877067178187e-13
"71",71,"P7-1","P7","0",2014-10-13,"1",2014-10-20,0,NA,1,"CO-A-1","CO-A",1,NA,29.42,27.86,28.64,29.5,26.4,3.1,34.2,29.6,31.9,37,26,5,0,NA,50,33,5,10,28.1355,27.124,29.147,30.62,27.48,33.76,36.3,68,23.1,26,-17.2150184322884,-0.294479284006253,12.7660918642364,0.823950849093504,-0.890297729526659,0.362176185091758,-0.0146301398835799,6.59893710610371e-16,-7.09371846417304e-14
"72",72,"P8-1","P8","0",2014-10-13,"1",2014-10-20,8,8,1,"CO-A-1","CO-A",1,1,29.42,27.86,28.64,29.5,26.4,3.1,34.2,29.6,31.9,37,26,5,1,1,44,35,5,6,27.9941666666667,27.2116666666667,28.7766666666667,30.075,27.5916666666667,32.5583333333333,29.8,41,25.3,26,-14.0472161109087,24.2985286321789,0.287870577151712,-1.02658238432645,-0.565018351015603,0.0783423119109632,-0.0357621907918043,-2.42964880010431e-15,-1.052890903779e-14
"73",73,"P9-1","P9","0",2014-10-20,"1",2014-10-27,0,NA,1,"CO-A-1","CO-A",1,NA,28.825,27.4,28.1125,29.1,26.5,2.5,30,26.25,28.125,30,26,4,0,NA,13,9,5,12,27.8648611111111,26.8791666666667,28.8505555555556,31.7166666666667,27.9361111111111,35.4972222222222,36.3,68,23.1,26,-15.5091188147092,-1.51500500223533,10.8617838200139,0.788434503145483,-0.113976700114392,0.286094239918588,-0.132249761745412,-1.44953003617743e-15,6.5382590270955e-14
"74",74,"P10-1","P10","0",2014-10-20,"1",2014-10-27,3,3,1,"CO-A-1","CO-A",1,1,28.825,27.4,28.1125,29.1,26.5,2.5,30,26.25,28.125,30,26,4,1,1,4,3,5,7,28.0692857142857,27.2628571428571,28.8757142857143,29.3714285714286,26.8857142857143,31.8571428571429,29.8,41,25.3,26,-11.9073805892505,24.6069422569899,1.19266622362602,-1.02061194944301,-0.472310400230935,0.0356703031641938,-0.0371311398619688,4.01419912689838e-16,-3.17368149964837e-15
"75",75,"P11-1","P11","0",2014-10-20,"1",2014-10-27,3,3,1,"CO-A-1","CO-A",1,1,28.825,27.4,28.1125,29.1,26.5,2.5,30,26.25,28.125,30,26,4,1,1,46,40,5,11,27.8634848484848,26.8390909090909,28.8878787878788,31.5727272727273,27.9121212121212,35.2333333333333,36.3,68,23.1,26,-13.4975986828508,-1.63994980369778,10.9188412406201,0.872787491596137,-0.226195841677696,0.347658403370656,-0.0590808337121042,-1.11646312878988e-15,2.37049472957348e-15
"76",76,"P12-1","P12","0",2014-11-03,"1",2014-11-10,6,3,1,"CO-A-1","CO-A",1,0.5,28.55,27.45,28,29.5,26.8,1.5,30.5,26.25,28.375,32,26,6,1,1,6,3,5,2,28.075,27.55,28.6,31,28.5,33.5,29.8,41,26.5,26,-10.3162055990648,23.081395607961,-1.42761991178349,-0.611815311630044,-0.753666509379614,-0.202100090369589,-0.333449089875733,-5.37173981536098e-15,2.16705988527364e-13
"77",77,"P13-1","P13","0",2014-11-03,"1",2014-11-10,9,0,1,"CO-A-1","CO-A",1,0,28.55,27.45,28,29.5,26.8,1.5,30.5,26.25,28.375,32,26,6,1,0,15,2,5,7,28.1432142857143,27.06,29.2264285714286,31.0535714285714,27.5357142857143,34.5714285714286,36.3,68,23.1,26,-11.4001505896582,-1.43281385290506,11.5971764113875,1.0890925449656,-0.429498683812875,0.0470809273931841,0.0418600826438776,1.27051637415421e-15,-6.71329360589133e-14
"78",78,"P14-1","P14","0",2014-12-01,"1",2014-12-08,0,NA,1,"CO-A-1","CO-A",1,NA,29.55,28.25,28.9,29.8,27.4,2,31.25,26.25,28.75,32,26,6,0,NA,0,0,5,1,28.9,28.25,29.55,28.75,26.25,31.25,29.8,32,27.4,26,-7.2340288959441,32.495119780712,-2.17818290452197,0.918794677121077,0.216008005142286,-0.731304351886132,-0.20628222371751,-2.6547291711123e-15,2.1206386850565e-13
"79",79,"P15-1","P15","0",2014-10-06,"1",2014-10-13,6,5,1,"CO-B-1","CO-B",1,0.833333333333333,28.95,27.075,28.0125,29.1,24.4,4.4,34.5,28.75,31.625,37,26,7,1,1,16,13,6,11,28.1243181818182,27.1195454545455,29.1290909090909,30.7113636363636,27.5954545454545,33.8272727272727,36.3,68,23.1,26,-9.33577557047481,-1.37044752536288,11.9604692416079,1.190065820553,-0.889566256320761,0.304841678830398,-0.00293387582082299,-9.49929675096106e-16,-7.2616396966476e-14
"80",80,"P16-1","P16","0",2014-10-06,"1",2014-10-13,5,3,1,"CO-B-1","CO-B",1,0.6,28.95,27.075,28.0125,29.1,24.4,4.4,34.5,28.75,31.625,37,26,7,1,1,85,58,6,18,27.6411574074074,26.7513888888889,28.5309259259259,34.0236111111111,30.3990740740741,37.6481481481481,36.3,68,23.1,26,-9.13395356276996,-4.21041339475951,6.77635078858127,1.41320679659237,-0.550054018484109,0.340676094037121,-0.100774346192484,-1.94913039725875e-15,2.25696148838474e-14
"81",81,"P17-1","P17","0",2014-10-06,"1",2014-10-13,6,6,1,"CO-B-1","CO-B",1,1,28.95,27.075,28.0125,29.1,24.4,4.4,34.5,28.75,31.625,37,26,7,1,1,25,23,6,13,27.9346794871795,26.9357692307692,28.9335897435897,31.6019230769231,28.1064102564103,35.0974358974359,36.3,68,23.1,26,-7.5765812949359,-2.38837737293147,10.397249406626,1.22937094997143,-0.446999660378543,0.264936739263709,-0.0458193025265365,-2.17117500218378e-15,-1.19669947993748e-14
"82",82,"P18-1","P18","0",2014-10-13,"1",2014-10-20,6,6,1,"CO-B-1","CO-B",1,1,29.42,27.86,28.64,29.5,26.4,3.1,34.2,29.6,31.9,37,26,5,1,1,6,6,6,4,28.088125,27.3175,28.85875,29.3,27.075,31.525,29.5,37,25.3,26,-3.71177564488259,27.1954895304744,-1.22359939576569,-0.301095398489531,-0.42843925512513,0.167535156939959,-0.00543683885106837,1.83109226541612e-15,-3.30213336273053e-14
"83",83,"P19-1","P19","0",2014-10-13,"1",2014-10-20,4,1,1,"CO-B-1","CO-B",1,0.25,29.42,27.86,28.64,29.5,26.4,3.1,34.2,29.6,31.9,37,26,5,1,1,45,18,6,16,27.7236458333333,26.819375,28.6279166666667,32.8375,29.1270833333333,36.5479166666667,36.3,68,23.1,26,-5.89488675502452,-3.65893880533448,8.31834205975679,1.35872652698708,-0.27712334773097,0.297633404046767,-0.159391481934766,-6.24010416472317e-18,8.34167755272099e-14
"84",84,"P20-1","P20","0",2014-10-13,"1",2014-10-20,6,6,1,"CO-B-1","CO-B",1,1,29.42,27.86,28.64,29.5,26.4,3.1,34.2,29.6,31.9,37,26,5,1,1,43,33,6,5,28.1005,27.384,28.817,30.165,27.81,32.52,29.8,41,25.3,26,-2.2165911363137,22.7484041261374,-0.821983898915959,-0.37673791547155,-0.740596859934224,-0.138565709050526,-0.072453530118073,-2.48515995133557e-15,2.11748972091621e-14
"85",85,"P21-1","P21","0",2014-10-20,"1",2014-10-27,0,NA,1,"CO-B-1","CO-B",1,NA,28.825,27.4,28.1125,29.1,26.5,2.5,30,26.25,28.125,30,26,4,0,NA,20,13,6,6,27.9308333333333,27.0983333333333,28.7633333333333,29.475,26.9916666666667,31.9583333333333,29.8,41,25.3,26,-1.06760659021666,23.1252039118258,0.0928862824415628,-0.616639683004456,-0.367128766933383,0.12795422540176,0.01308042691044,1.79375307764806e-16,-4.20852637892841e-14
"86",86,"P22-1","P22","0",2014-10-20,"1",2014-10-27,2,0,1,"CO-B-1","CO-B",1,0,28.825,27.4,28.1125,29.1,26.5,2.5,30,26.25,28.125,30,26,4,1,0,52,31,6,16,27.5555208333333,26.661875,28.4491666666667,34.30625,30.5520833333333,38.0604166666667,36.3,68,23.1,26,-3.27729541700299,-5.21247820711604,5.82721069450401,1.64091754735724,-0.357351910002008,0.311366392827205,-0.102206809659972,1.68685000838864e-15,3.75272680554574e-14
"87",87,"P23-1","P23","0",2014-10-27,"1",2014-11-03,0,NA,1,"CO-B-1","CO-B",1,NA,28.64,26.56,27.6,29,25.3,3.7,31.4,26.2,28.8,37,26,11,0,NA,13,12,6,8,28.0753125,26.9975,29.153125,30.771875,27.36875,34.175,36.3,68,23.1,26,-1.45552875249959,-2.46465517927523,11.1785096811384,1.45194601195731,-0.452328913482524,0.149638642588087,0.0514568607900659,3.26826803222824e-16,-8.02058121738745e-14
"88",88,"P24-1","P24","0",2014-10-27,"1",2014-11-03,0,NA,1,"CO-B-1","CO-B",1,NA,28.64,26.56,27.6,29,25.3,3.7,31.4,26.2,28.8,37,26,11,0,NA,0,0,6,2,27.8,27.005,28.595,28.5875,26.225,30.95,29.5,37,25.3,26,2.38106309363455,26.9456192957798,-0.719357420611806,-0.408046457952483,0.0188556911027777,0.565059269524719,-0.051282915333564,3.60744910481637e-15,4.2474655305804e-15
"89",89,"P25-1","P25","0",2014-10-27,"1",2014-11-03,0,NA,1,"CO-B-1","CO-B",1,NA,28.64,26.56,27.6,29,25.3,3.7,31.4,26.2,28.8,37,26,11,0,NA,5,1,6,11,27.8423484848485,26.8318181818182,28.8528787878788,32.0431818181818,28.0893939393939,35.9969696969697,36.3,68,23.1,26,0.210784177410747,-3.80613153626519,9.02334870906887,1.49763494536269,0.157080870269572,0.040818445575909,-0.0927886397077073,4.93360256916597e-16,7.14523877133979e-14
"90",90,"P26-1","P26","0",2014-11-03,"1",2014-11-10,0,NA,1,"CO-B-1","CO-B",1,NA,28.55,27.45,28,29.5,26.8,1.5,30.5,26.25,28.375,32,26,6,0,NA,8,5,6,6,28.1970833333333,27.41,28.9841666666667,30.4458333333333,27.625,33.2666666666667,30.2,41,25.3,26,3.61427449054165,21.6793135563225,-1.69817980418447,0.254824679571656,-0.0729304076776849,-0.475500984319662,-0.045817934058265,-2.57571251678156e-15,6.00292336240906e-14
"91",91,"P27-1","P27","0",2014-11-03,"1",2014-11-10,6,4,1,"CO-B-1","CO-B",1,0.666666666666667,28.55,27.45,28,29.5,26.8,1.5,30.5,26.25,28.375,32,26,6,1,1,7,4,6,4,27.968125,27.1575,28.77875,29.98125,27.375,32.5875,29.8,41,25.3,26,4.73527997884802,21.9646938939174,-1.16779838804952,-0.257015331088477,-0.276415583059461,-0.110416854857605,-0.00215230808553782,1.01204257623367e-15,-7.52089853044625e-15
"92",92,"P28-1","P28","0",2014-11-03,"1",2014-11-10,13,6,1,"CO-B-1","CO-B",1,0.461538461538462,28.55,27.45,28,29.5,26.8,1.5,30.5,26.25,28.375,32,26,6,1,1,43,16,6,6,28.1970833333333,27.41,28.9841666666667,30.4458333333333,27.625,33.2666666666667,30.2,41,25.3,26,5.58930456535876,21.4278297975954,-1.86503290714889,0.342606610804878,-0.0624364997970099,-0.494164060345051,-0.0429780863156635,-2.57571251678156e-15,6.00292336240906e-14
"93",93,"P29-1","P29","0",2014-11-03,"1",2014-11-10,0,NA,1,"CO-B-1","CO-B",1,NA,28.55,27.45,28,29.5,26.8,1.5,30.5,26.25,28.375,32,26,6,0,NA,0,0,6,2,28.075,27.55,28.6,31,28.5,33.5,29.8,41,26.5,26,6.47155003688065,20.943783658781,-2.845871286981,0.134331103852342,-0.664468292393877,-0.360736236585393,-0.309310384063619,-5.37173981536098e-15,2.16705988527364e-13
"94",94,"P30-1","P30","0",2014-11-03,"1",2014-11-10,4,0,1,"CO-B-1","CO-B",1,0,28.55,27.45,28,29.5,26.8,1.5,30.5,26.25,28.375,32,26,6,1,0,27,1,6,7,28.1432142857143,27.06,29.2264285714286,31.0535714285714,27.5357142857143,34.5714285714286,36.3,68,23.1,26,5.38760504628725,-3.57042580208506,10.17892503619,1.83523896044799,-0.340300466827138,-0.11155521882262,0.065998788455991,1.27051637415421e-15,-6.71329360589133e-14
"95",95,"P31-1","P31","0",2014-11-03,"1",2014-11-10,5,5,1,"CO-B-1","CO-B",1,1,28.55,27.45,28,29.5,26.8,1.5,30.5,26.25,28.375,32,26,6,1,1,38,38,6,5,28.1545,27.376,28.933,29.735,27.15,32.32,29.8,41,25.3,26,8.74182883700397,21.6809468658401,-1.09455649682651,0.00965251721653804,-0.333725255279866,-0.384169812999828,-0.0401515228189185,-3.26231606857318e-15,3.60137218226677e-14
"96",96,"P32-1","P32","0",2014-11-03,"1",2014-11-10,0,NA,1,"CO-B-1","CO-B",1,NA,28.55,27.45,28,29.5,26.8,1.5,30.5,26.25,28.375,32,26,6,0,NA,0,0,6,5,28.1545,27.376,28.933,29.735,27.15,32.32,29.8,41,25.3,26,9.72934387441253,21.5552049864766,-1.17798304830871,0.0535434828331494,-0.328478301339529,-0.393501351012522,-0.0387315989476178,-3.26231606857318e-15,3.60137218226677e-14
"97",97,"P33-1","P33","0",2014-11-03,"1",2014-11-10,0,NA,1,"CO-B-1","CO-B",1,NA,28.55,27.45,28,29.5,26.8,1.5,30.5,26.25,28.375,32,26,6,0,NA,0,0,6,1,28,27.45,28.55,28.375,26.25,30.5,29.5,32,26.8,26,11.6471737378445,30.3687463254347,-3.40025971734439,0.867224747742809,0.183671689885581,0.57756430146202,-0.313678906393403,2.85327807363545e-15,2.09222391452e-13
"98",98,"P34-1","P34","0",2014-11-03,"1",2014-11-10,9,8,1,"CO-B-1","CO-B",1,0.888888888888889,28.55,27.45,28,29.5,26.8,1.5,30.5,26.25,28.375,32,26,6,1,1,16,15,6,3,27.8708333333333,27.15,28.5916666666667,30.5416666666667,27.8333333333333,33.25,29.8,41,25.6,26,11.5147342270331,20.6218326870165,-2.62118285292123,0.0687967260994542,-0.17078493764595,-0.151472568557016,-0.111537856880947,-3.20225053316514e-16,8.31409544945296e-14
"99",99,"P35-1","P35","0",2014-11-03,"1",2014-11-10,0,NA,1,"CO-B-1","CO-B",1,NA,28.55,27.45,28,29.5,26.8,1.5,30.5,26.25,28.375,32,26,6,0,NA,49,32,6,13,27.6327564102564,26.7146153846154,28.5508974358974,33.5826923076923,29.5371794871795,37.6282051282051,36.3,68,23.1,26,9.72368438292282,-6.3057207179141,5.82825673082849,2.06381456044437,0.16497053516345,0.0197568587640542,-0.148180894641863,8.81938315535402e-16,1.2214968129882e-13
"100",100,"P36-1","P36","1",2014-10-13,"1",2014-10-20,0,NA,1,"I-A-1","I-A",1,NA,29.42,27.86,28.64,29.5,26.4,3.1,34.2,29.6,31.9,37,26,5,0,NA,8,0,7,5,28.1005,27.384,28.817,30.165,27.81,32.52,29.8,41,25.3,26,13.5836494622232,20.736534056321,-2.15680872263126,0.325517534394224,-0.656645596888825,-0.287870317253636,-0.0497347481772602,-2.48515995133557e-15,2.11748972091621e-14
"101",101,"P37-1","P37","1",2014-10-13,"1",2014-10-20,6,5,1,"I-A-1","I-A",1,0.833333333333333,29.42,27.86,28.64,29.5,26.4,3.1,34.2,29.6,31.9,37,26,5,1,1,65,50,7,13,27.9244871794872,26.9546153846154,28.894358974359,31.7307692307692,28.0641025641026,35.3974358974359,36.3,68,23.1,26,12.1398064322591,-5.02556920777747,8.52255234759292,2.08792567627551,-0.144417781041011,-0.00864896557802375,-0.0864812063942162,-1.94913039725875e-15,5.75052109665443e-14
"102",102,"P38-1","P38","1",2014-10-13,"1",2014-10-20,0,NA,1,"I-A-1","I-A",1,NA,29.42,27.86,28.64,29.5,26.4,3.1,34.2,29.6,31.9,37,26,5,0,NA,12,6,7,20,27.2879166666667,26.4485,28.1273333333333,37.635,33.8916666666667,41.3783333333333,36.3,68,22.6,26,11.7423272498794,-9.86260447653861,-0.558322403064327,2.78995535466163,-0.687768647911551,0.142646873710485,0.028101624949206,-4.642071018226e-16,-6.14491145898753e-14
"103",103,"P39-1","P39","1",2014-10-13,"1",2014-10-20,0,NA,1,"I-A-1","I-A",1,NA,29.42,27.86,28.64,29.5,26.4,3.1,34.2,29.6,31.9,37,26,5,0,NA,7,6,7,11,28.0125757575758,27.0036363636364,29.0215151515151,31.0636363636364,27.7393939393939,34.3878787878788,36.3,68,23.1,26,14.2783407828919,-4.70307212005502,9.39544187479308,2.18523089356387,-0.500817329620346,0.098081159278023,0.0077999050592324,-2.61526421203384e-15,-3.96479773055367e-14
"104",104,"P40-1","P40","1",2014-10-13,"1",2014-10-20,0,NA,1,"I-A-1","I-A",1,NA,29.42,27.86,28.64,29.5,26.4,3.1,34.2,29.6,31.9,37,26,5,0,NA,34,15,7,19,27.3583333333333,26.4973684210526,28.219298245614,36.5157894736842,32.780701754386,40.2508771929825,36.3,68,22.6,26,13.9802791820638,-9.22813347930541,0.969885046562766,2.71616085485506,-0.543879103522746,0.165756714648039,0.000668771774966222,2.15154714509057e-17,-3.26622458677781e-14
"105",105,"P41-1","P41","1",2014-10-13,"1",2014-10-20,1,0,1,"I-A-1","I-A",1,0,29.42,27.86,28.64,29.5,26.4,3.1,34.2,29.6,31.9,37,26,5,1,0,86,67,7,24,26.8540972222222,26.0420833333333,27.6661111111111,41.6291666666667,37.6347222222222,45.6236111111111,36.3,72,22.6,26,13.5032973548018,-16.9180278623288,-5.0698608444068,2.74465812354326,-1.19707481118891,-0.069095042594232,0.137838592547386,-1.14595342788148e-15,-1.52255817025095e-13
"106",106,"P42-1","P42","1",2014-10-20,"1",2014-10-27,0,NA,1,"I-A-1","I-A",1,NA,28.825,27.4,28.1125,29.1,26.5,2.5,30,26.25,28.125,30,26,4,0,NA,1,0,7,3,27.9041666666667,27.1366666666667,28.6716666666667,28.4333333333333,26.2333333333333,30.6333333333333,29.5,37,25.3,26,20.1950279370635,24.8357300545903,-1.96049327641027,0.463277378236635,-0.122665302094291,0.343193505250674,-0.0331979844229244,3.99602716343518e-15,-1.53610253832627e-15
