"","id","x","y","alpha","major","minor","area","frame","track","pred1","pred2","trayn","camera","rep","trial","position"
"51",1,592.5,402,0,7,4,21.5,11,1,-202.249999999996,331.186274509804,3,2,1,1,9
"52",1,592.500061035156,402.499977111816,45,5.65685367584229,5.65685367584229,23,12,1,-202.247589111324,331.186275706572,3,2,1,1,9
"53",1,592.500061035156,402.499977111816,45,5.65685367584229,5.65685367584229,23,13,1,-202.247589111324,331.186275706572,3,2,1,1,9
"54",1,592.5,402,0,7,4,21,14,1,-202.249999999996,331.186274509804,3,2,1,1,9
"55",1,592.5,402,0,7,4,21,15,1,-202.249999999996,331.186274509804,3,2,1,1,9
"56",1,592.5,402,0,7,4,22,16,1,-202.249999999996,331.186274509804,3,2,1,1,9
"57",1,593,402,0,6,4,19.5,17,1,-182.499999999996,331.196078431372,3,2,1,1,9
"58",1,593,402,0,6,4,21,18,1,-182.499999999996,331.196078431372,3,2,1,1,9
"59",1,591.500061035156,401.999992370605,45,6.3639612197876,4.94974708557129,22,19,1,-241.747589111324,331.166667863434,3,2,1,1,9
"60",1,591.5,402,0,7,4,21.5,20,1,-241.749999999996,331.166666666667,3,2,1,1,9
"61",1,204.5,167.5,90,5,3,11.5,1,1,1175.38888888889,153.23381294964,4,2,1,1,10
"62",1,204.5,167.5,90,5,3,11.5,2,1,1175.38888888889,153.23381294964,4,2,1,1,10
"63",1,204.5,167.5,90,5,3,11.5,3,1,1175.38888888889,153.23381294964,4,2,1,1,10
"64",1,204.5,167.5,90,5,3,11.5,4,1,1175.38888888889,153.23381294964,4,2,1,1,10
"65",1,204.5,167.5,90,5,3,11.5,5,1,1175.38888888889,153.23381294964,4,2,1,1,10
"66",1,204.300018310547,167.099975585938,-26.5650482177734,4.91934967041016,4.02492237091064,12.5,6,1,1178.43305460612,153.226619363689,4,2,1,1,10
"67",1,204.300018310547,167.099975585938,-26.5650482177734,4.91934967041016,4.02492237091064,12.5,7,1,1178.43305460612,153.226619363689,4,2,1,1,10
"68",1,204.250030517578,167.249969482422,-45,5.65685367584229,3.5355339050293,13.5,8,1,1179.19397989909,153.224821241639,4,2,1,1,10
"69",1,204.250030517578,167.249969482422,-45,5.65685367584229,3.5355339050293,13.5,9,1,1179.19397989909,153.224821241639,4,2,1,1,10
"70",1,204.250030517578,167.249969482422,-45,5.65685367584229,3.5355339050293,13.5,10,1,1179.19397989909,153.224821241639,4,2,1,1,10
"71",1,204.250030517578,167.249969482422,-45,5.65685367584229,3.5355339050293,14.5,11,1,1179.19397989909,153.224821241639,4,2,1,1,10
"72",1,204.250030517578,167.249969482422,-45,5.65685367584229,3.5355339050293,14.5,12,1,1179.19397989909,153.224821241639,4,2,1,1,10
"73",1,204.250030517578,167.249969482422,-45,5.65685367584229,3.5355339050293,14.5,13,1,1179.19397989909,153.224821241639,4,2,1,1,10
"74",1,204.250030517578,167.249969482422,-45,5.65685367584229,3.5355339050293,14.5,14,1,1179.19397989909,153.224821241639,4,2,1,1,10
"75",1,204.250030517578,167.249969482422,-45,5.65685367584229,3.5355339050293,14.5,15,1,1179.19397989909,153.224821241639,4,2,1,1,10
"76",1,204.250030517578,167.249969482422,-45,5.65685367584229,3.5355339050293,14.5,16,1,1179.19397989909,153.224821241639,4,2,1,1,10
"77",1,204.250030517578,167.249969482422,-45,5.65685367584229,3.5355339050293,14.5,17,1,1179.19397989909,153.224821241639,4,2,1,1,10
"78",1,204.250030517578,167.249969482422,-45,5.65685367584229,3.5355339050293,14.5,18,1,1179.19397989909,153.224821241639,4,2,1,1,10
"79",1,204.100021362305,167.299957275391,-63.4349517822266,5.81377696990967,3.13049507141113,13.5,19,1,1181.47745259603,153.21942522886,4,2,1,1,10
"80",1,204.100021362305,167.299957275391,-63.4349517822266,5.81377696990967,3.13049507141113,12.5,20,1,1181.47745259603,153.21942522886,4,2,1,1,10
"81",1,462,141.5,-90,5,4,16,1,1,3489.99999999999,154.346405228758,5,2,1,1,11
"82",1,462,141.5,-90,5,4,16,2,1,3489.99999999999,154.346405228758,5,2,1,1,11
"83",1,462,141.5,-90,5,4,16,3,1,3489.99999999999,154.346405228758,5,2,1,1,11
"84",1,462,141.5,-90,5,4,16,4,1,3489.99999999999,154.346405228758,5,2,1,1,11
"85",1,462,141.5,-90,5,4,16,5,1,3489.99999999999,154.346405228758,5,2,1,1,11
"86",1,462,141.5,-90,5,4,16,6,1,3489.99999999999,154.346405228758,5,2,1,1,11
"87",1,462,141.5,-90,5,4,16,7,1,3489.99999999999,154.346405228758,5,2,1,1,11
"88",1,462,141.5,-90,5,4,16,8,1,3489.99999999999,154.346405228758,5,2,1,1,11
"89",1,462,141.5,-90,5,4,16,9,1,3489.99999999999,154.346405228758,5,2,1,1,11
"90",1,462,141.5,-90,5,4,16,10,1,3489.99999999999,154.346405228758,5,2,1,1,11
"91",1,462,141.5,-90,5,4,16,11,1,3489.99999999999,154.346405228758,5,2,1,1,11
"92",1,462,141.5,-90,5,4,16,12,1,3489.99999999999,154.346405228758,5,2,1,1,11
"93",1,462,141.5,-90,5,4,16,13,1,3489.99999999999,154.346405228758,5,2,1,1,11
"94",1,462,141.5,-90,5,4,16,14,1,3489.99999999999,154.346405228758,5,2,1,1,11
"95",1,462,141.5,-90,5,4,16,15,1,3489.99999999999,154.346405228758,5,2,1,1,11
"96",1,462,141.5,-90,5,4,16,16,1,3489.99999999999,154.346405228758,5,2,1,1,11
"97",1,462,141.5,-90,5,4,15,17,1,3489.99999999999,154.346405228758,5,2,1,1,11
"98",1,462,141.5,-90,5,4,15,18,1,3489.99999999999,154.346405228758,5,2,1,1,11
"99",1,462,141.5,-90,5,4,15,19,1,3489.99999999999,154.346405228758,5,2,1,1,11
"100",1,462,141.5,-90,5,4,15,20,1,3489.99999999999,154.346405228758,5,2,1,1,11
"101",1,619.153747558594,116.230804443359,-33.6900634765625,7.21110248565674,3.88290166854858,19,1,1,-438.566430664083,153.051448594655,6,2,1,1,12
"102",1,612.5,126.5,0,5,5,18.5,2,1,-249.600000000017,152.831125827815,6,2,1,1,12
"103",1,604.5,137.5,90,5,5,18.5,3,1,-22.4000000000087,152.566225165563,6,2,1,1,12
"104",1,594.5,149.5,90,5,5,20.5,4,1,261.599999999995,152.235099337748,6,2,1,1,12
"105",1,583.000061035156,160.999969482422,-45,7.07106781005859,4.24264049530029,19.5,5,1,588.198266601568,151.854306656793,6,2,1,1,12
"106",1,570,169,0,6,4,19,6,1,957.400000000012,151.423841059603,6,2,1,1,12
"107",1,552.5,173,0,7,4,22,7,1,1454.40000000003,150.844370860927,6,2,1,1,12
"108",1,537.5,174.5,0,7,3,17.5,8,1,1880.40000000004,150.347682119205,6,2,1,1,12
"109",1,530.299987792969,169.899993896484,71.5650482177734,6.32455492019653,2.52982211112976,9.5,9,1,2084.88034667973,150.109271118972,6,2,1,1,12
"110",1,528,164.5,-90,5,2,7,10,1,2150.20000000004,150.033112582781,6,2,1,1,12
"111",1,527.5,160,-90,6,3,13.5,11,1,2164.40000000004,150.016556291391,6,2,1,1,12
"112",1,526.884643554688,154.923095703125,78.690071105957,6.07959985733032,2.94174194335938,12,12,1,2181.87612304692,149.996180250155,6,2,1,1,12
"113",1,527,152,-90,6,4,15.5,13,1,2178.60000000004,150,6,2,1,1,12
"114",1,528,151,-90,6,4,16.5,14,1,2150.20000000004,150.033112582781,6,2,1,1,12
"115",1,527.5,148,-90,6,3,14.5,15,1,2164.40000000004,150.016556291391,6,2,1,1,12
"116",1,527,145,-90,6,4,18,16,1,2178.60000000004,150,6,2,1,1,12
"117",1,528,138,-90,6,4,19,17,1,2150.20000000004,150.033112582781,6,2,1,1,12
"118",1,529.750061035156,131.749969482422,-45,5.65685367584229,4.94974708557129,18.5,18,1,2100.4982666016,150.091061623681,6,2,1,1,12
"119",1,531,128.5,-90,7,4,20,19,1,2065.00000000004,150.132450331126,6,2,1,1,12
"120",1,533,124,90,6,4,19.5,20,1,2008.20000000004,150.198675496689,6,2,1,1,12
