"","id","x","y","alpha","major","minor","area","frame","track","pred1","pred2","trayn","camera","rep","trial","position"
"53",1,478.5,296,-90,6,3,15,7,1,-1613.78125,369.378881987578,3,1,1,1,3
"54",2,346.450012207031,408.149993896484,-71.5650482177734,6.32455492019653,3.47850513458252,15,7,2,-2942.53425216675,374.299999545079,3,1,1,1,3
"55",1,478.5,297,45,6.36396026611328,3.5355339050293,18,8,1,-1613.78125,369.378881987578,3,1,1,1,3
"56",2,350,395,90,6,4,20,8,2,-2906.81250000001,374.167701863354,3,1,1,1,3
"57",1,478.5,297,0,5,4,16,9,1,-1613.78125,369.378881987578,3,1,1,1,3
"58",2,352.600006103516,391.700004577637,-26.5650482177734,6.70820379257202,4.47213554382324,20,9,2,-2880.64993858338,374.070807225956,3,1,1,1,3
"59",1,477.25,296.75,45,7.07106781005859,3.5355339050293,16.5,10,1,-1626.359375,369.425465838509,3,1,1,1,3
"60",2,352,389.5,-90,7,4,21,10,2,-2886.68750000001,374.093167701863,3,1,1,1,3
"61",1,476,295,45,7.07106781005859,2.82842683792114,16,11,1,-1638.9375,369.472049689441,3,1,1,1,3
"62",2,348.5,381.500007629395,45,7.07106781005859,4.24264049530029,23,11,2,-2921.90625000001,374.223602484472,3,1,1,1,3
"63",1,477.450042724609,295.649993896484,18.4349498748779,5.69209957122803,4.11096096038818,17,12,1,-1624.34644508362,369.418010830139,3,1,1,1,3
"64",2,348.5,381.500007629395,45,7.07106781005859,4.24264049530029,23,12,2,-2921.90625000001,374.223602484472,3,1,1,1,3
"65",1,478,296,0,6,4,18.5,13,1,-1618.8125,369.39751552795,3,1,1,1,3
"66",2,347,371,-90,6,4,20,13,2,-2937.00000000001,374.27950310559,3,1,1,1,3
"67",1,478,297,0,6,4,17.5,14,1,-1618.8125,369.39751552795,3,1,1,1,3
"68",2,348,356.5,90,7,4,23.5,14,2,-2926.93750000001,374.242236024845,3,1,1,1,3
"69",1,478.500061035156,296.999984741211,-45,6.36396026611328,3.5355339050293,17,15,1,-1613.78063583374,369.378879712975,3,1,1,1,3
"70",2,352,350.999984741211,-45,5.65685367584229,4.24264049530029,19,15,2,-2886.68750000001,374.093167701863,3,1,1,1,3
"71",1,478.250061035156,298.249969482422,-45,5.65685367584229,3.53553366661072,16.5,16,1,-1616.29626083374,369.388196483162,3,1,1,1,3
"72",2,351.5,344.5,-90,5,3,10,16,2,-2891.71875000001,374.111801242236,3,1,1,1,3
"73",1,477,300.5,90,5,4,16.5,17,1,-1628.875,369.434782608696,3,1,1,1,3
"74",2,349.5,339.5,-90,5,3,10.5,17,2,-2911.84375000001,374.186335403727,3,1,1,1,3
"75",1,475,304,-90,6,4,17.5,18,1,-1649,369.509316770186,3,1,1,1,3
"76",2,346.5,335.5,-90,5,3,11,18,2,-2942.03125000001,374.298136645963,3,1,1,1,3
"77",1,474.000061035156,305.499984741211,-45,6.36396026611328,3.5355339050293,19,19,1,-1659.06188583374,369.546581576329,3,1,1,1,3
"78",2,342.269226074219,328.653854370117,56.3099365234375,5.8243522644043,3.05085110664368,11.5,19,2,-2984.60341262818,374.45580523947,3,1,1,1,3
"79",1,472.000030517578,306.500015258789,-45,6.3639612197876,3.5355339050293,16,20,1,-1679.18719291687,369.621116875121,3,1,1,1,3
"80",2,342,327,90,4,2,5.5,20,2,-2987.31250000001,374.465838509317,3,1,1,1,3
"81",1,237,137,90,6,4,18.5,1,1,3688.00000000011,186.4375,4,1,1,1,4
"82",1,238,136,90,6,4,19,2,1,3615.00000000011,186.416666666667,4,1,1,1,4
"83",1,239,135,90,6,4,18.5,3,1,3542.00000000011,186.395833333333,4,1,1,1,4
"84",1,239.000030517578,134.999969482422,-45,5.65685367584229,4.24264049530029,18,4,1,3541.9977722169,186.39583269755,4,1,1,1,4
"85",1,241,133.5,90,5,4,17,5,1,3396.0000000001,186.354166666667,4,1,1,1,4
"86",1,242.750030517578,132.749969482422,-45,5.65685367584229,3.53553366661072,17.5,6,1,3268.2477722169,186.31770769755,4,1,1,1,4
"87",1,245.000030517578,131.499969482422,-45,6.3639612197876,3.5355339050293,18,7,1,3103.99777221689,186.27083269755,4,1,1,1,4
"88",1,248.5,128.5,90,5,5,18.5,8,1,2848.50000000008,186.197916666667,4,1,1,1,4
"89",1,249.5,127.5,90,5,5,19,9,1,2775.50000000008,186.177083333333,4,1,1,1,4
"90",1,250.5,127.5,90,5,5,18.5,10,1,2702.50000000008,186.15625,4,1,1,1,4
"91",1,252,127,-45,5.65685367584229,4.24264049530029,18,11,1,2593.00000000008,186.125,4,1,1,1,4
"92",1,254,126,-45,5.65685367584229,4.24264049530029,19,12,1,2447.00000000007,186.083333333333,4,1,1,1,4
"93",1,257,126,0,6,4,19.5,13,1,2228.00000000006,186.020833333333,4,1,1,1,4
"94",1,258.500030517578,125.499969482422,-45,5.65685367584229,4.24264049530029,18,14,1,2118.49777221686,185.98958269755,4,1,1,1,4
"95",1,259.500030517578,125.499969482422,-45,5.65685367584229,4.24264049530029,17,15,1,2045.49777221686,185.968749364217,4,1,1,1,4
"96",1,261,125,0,6,4,18.5,16,1,1936.00000000005,185.9375,4,1,1,1,4
"97",1,262.000030517578,124.499969482422,-45,6.36396026611328,3.5355339050293,17,17,1,1862.99777221685,185.916666030884,4,1,1,1,4
"98",1,262.350036621094,123.450012207031,-71.5650482177734,5.69209957122803,4.11096096038818,17,18,1,1837.44732666021,185.909374237061,4,1,1,1,4
"99",1,262,123,-90,6,4,17.5,19,1,1863.00000000005,185.916666666667,4,1,1,1,4
"100",1,262,123,-90,6,4,17.5,20,1,1863.00000000005,185.916666666667,4,1,1,1,4
"101",1,390,183,-90,4,2,6,1,1,-2646.74999999997,190.033112582781,5,1,1,1,5
"102",1,391,183.5,-90,5,2,7.5,2,1,-2608.99999999997,190,5,1,1,1,5
"103",1,391.5,183.5,-90,5,3,10,3,1,-2590.12499999997,189.983443708609,5,1,1,1,5
"104",1,391.5,183.5,-90,5,3,11,4,1,-2590.12499999997,189.983443708609,5,1,1,1,5
"105",1,391.5,183.5,-90,5,3,12.5,5,1,-2590.12499999997,189.983443708609,5,1,1,1,5
"106",1,391.5,183.5,-90,5,3,12.5,6,1,-2590.12499999997,189.983443708609,5,1,1,1,5
"107",1,392.100067138672,183.699981689453,63.4349517822266,5.81377696990967,3.13049507141113,12.5,7,1,-2567.47246551511,189.963573935806,5,1,1,1,5
"108",1,393.000061035156,184.999969482422,45,5.65685367584229,4.24264049530029,16,8,1,-2533.49769592282,189.933772813405,5,1,1,1,5
"109",1,394.500061035156,188.999969482422,45,4.94974708557129,3.5355339050293,14,9,1,-2476.87269592282,189.884103939233,5,1,1,1,5
"110",1,394.750061035156,193.249969482422,-45,4.94974708557129,4.24264049530029,16.5,10,1,-2467.43519592282,189.875825793538,5,1,1,1,5
"111",1,395,193.5,-90,5,4,15.5,11,1,-2457.99999999997,189.867549668874,5,1,1,1,5
"112",1,397,195.5,-90,5,4,15,12,1,-2382.49999999997,189.801324503311,5,1,1,1,5
"113",1,397.750030517578,196.25,45,5.65685367584229,3.5355339050293,14.5,13,1,-2354.1863479614,189.776489055709,5,1,1,1,5
"114",1,398.5,195,0,5,4,13,14,1,-2325.87499999997,189.751655629139,5,1,1,1,5
"115",1,399,194.5,0,6,3,14.5,15,1,-2306.99999999997,189.735099337748,5,1,1,1,5
"116",1,399,194.5,0,6,3,14,16,1,-2306.99999999997,189.735099337748,5,1,1,1,5
"117",1,400.250061035156,195.749969482422,45,5.65685367584229,3.5355339050293,13.5,17,1,-2259.81019592283,189.69370658824,5,1,1,1,5
"118",1,399.350036621094,195.549957275391,71.5650482177734,5.69209957122803,4.11096096038818,16,18,1,-2293.78611755369,189.723508721156,5,1,1,1,5
"119",1,399,193.5,90,5,4,16,19,1,-2306.99999999997,189.735099337748,5,1,1,1,5
"120",1,398.5,193,0,5,4,15,20,1,-2325.87499999997,189.751655629139,5,1,1,1,5
"121",1,609.500061035156,132.999969482422,-45,6.3639612197876,3.5355339050293,17,1,1,-397.785077776222,180.081057083078,6,1,1,1,6
"122",1,609.250061035156,134.249969482422,-45,5.65685367584229,3.5355339050293,16.5,2,1,-400.392220633365,180.084896673521,6,1,1,1,6
"123",1,609.600036621094,136.799987792969,71.5650482177734,6.32455492019653,3.79473280906677,16,3,1,-396.74247523716,180.07952162186,6,1,1,1,6
"124",1,609.600036621094,136.799987792969,71.5650482177734,6.32455492019653,3.79473280906677,16,4,1,-396.74247523716,180.07952162186,6,1,1,1,6
"125",1,611.500061035156,137.999969482422,45,6.36396026611328,3.5355339050293,19,5,1,-376.92793491908,180.050340359528,6,1,1,1,6
"126",1,604,145.5,90,5,4,16.5,6,1,-455.142857142851,180.165529010239,6,1,1,1,6
"127",1,600.750061035156,148.749969482422,-71.5650482177734,6.64078283309937,4.4271879196167,19,7,1,-489.035077776221,180.215442748607,6,1,1,1,6
"128",1,600,149,0,4,4,12,8,1,-496.857142857137,180.226962457338,6,1,1,1,6
"129",1,598.250061035156,150.25,-45,4.24264049530029,3.5355339050293,11.5,9,1,-515.10650634765,180.253838653044,6,1,1,1,6
"130",1,596.5,154,90,4,3,8.5,10,1,-533.357142857137,180.280716723549,6,1,1,1,6
"131",1,594,161.5,-90,3,2,5,20,1,-559.428571428565,180.319112627986,6,1,1,1,6
