DATE,DAY,INSECT,STATUS,NOTES
7/16/2015,16,H-CF-ECL-2-A,D,
7/16/2015,16,H-CF-ECL-2-B,D,
7/16/2015,16,H-CF-ECL-2-C,D,
7/16/2015,16,H-CF-ECL-3-A,A,
7/16/2015,16,H-CF-ECL-3-B,D,
7/16/2015,16,H-CF-ECL-3-C,D,
7/16/2015,16,H-CF-ECL-4-A,D,
7/16/2015,16,H-CF-ECL-4-B,A,
7/16/2015,16,H-CF-ECL-4-C,D,
7/16/2015,16,H-5A-ECL-1-A,D,
7/16/2015,16,H-5A-ECL-1-B,D,
7/16/2015,16,H-5A-ECL-1-C,D,
7/16/2015,16,H-5A-ECL-2-A,D,
7/16/2015,16,H-5A-ECL-2-B,D,
7/16/2015,16,H-5A-ECL-2-C,D,
7/16/2015,16,H-5A-ECL-3-A,D,
7/16/2015,16,H-5A-ECL-3-B,D,
7/16/2015,16,H-5A-ECL-3-C,D,
7/16/2015,16,H-5A-ECL-4-A,D,
7/16/2015,16,H-5A-ECL-4-B,D,
7/16/2015,16,H-5A-ECL-4-C,D,
7/17/2015,17,H-CO-ECL-1-A,A,
7/17/2015,17,H-CO-ECL-1-B,A,
7/17/2015,17,H-CO-ECL-1-C,A,
7/17/2015,17,H-CO-ECL-2-A,K,
7/17/2015,17,H-CO-ECL-2-B,A,
7/17/2015,17,H-CO-ECL-2-C,A,
7/17/2015,17,H-CO-ECL-3-A,A,
7/17/2015,17,H-CO-ECL-3-B,A,
7/17/2015,17,H-CO-ECL-3-C,A,
7/17/2015,17,H-CO-ECL-4-A,A,
7/17/2015,17,H-CO-ECL-4-B,A,
7/17/2015,17,H-CO-ECL-4-C,A,
7/17/2015,17,H-CF-ECL-1-A,A,
7/17/2015,17,H-CF-ECL-1-B,A,
7/17/2015,17,H-CF-ECL-1-C,A,
7/17/2015,17,H-CF-ECL-2-A,D,
7/17/2015,17,H-CF-ECL-2-B,D,
7/17/2015,17,H-CF-ECL-2-C,D,
7/17/2015,17,H-CF-ECL-3-A,A,
7/17/2015,17,H-CF-ECL-3-B,D,
7/17/2015,17,H-CF-ECL-3-C,D,
7/17/2015,17,H-CF-ECL-4-A,D,
7/17/2015,17,H-CF-ECL-4-B,A,
7/17/2015,17,H-CF-ECL-4-C,D,
7/17/2015,17,H-5A-ECL-1-A,D,
7/17/2015,17,H-5A-ECL-1-B,D,
7/17/2015,17,H-5A-ECL-1-C,D,
7/17/2015,17,H-5A-ECL-2-A,D,
7/17/2015,17,H-5A-ECL-2-B,D,
7/17/2015,17,H-5A-ECL-2-C,D,
7/17/2015,17,H-5A-ECL-3-A,D,
7/17/2015,17,H-5A-ECL-3-B,D,
7/17/2015,17,H-5A-ECL-3-C,D,
7/17/2015,17,H-5A-ECL-4-A,D,
7/17/2015,17,H-5A-ECL-4-B,D,
7/17/2015,17,H-5A-ECL-4-C,D,
7/18/2015,18,H-CO-ECL-1-A,A,
7/18/2015,18,H-CO-ECL-1-B,A,
7/18/2015,18,H-CO-ECL-1-C,A,
7/18/2015,18,H-CO-ECL-2-A,D,
7/18/2015,18,H-CO-ECL-2-B,A,
7/18/2015,18,H-CO-ECL-2-C,A,
7/18/2015,18,H-CO-ECL-3-A,A,
7/18/2015,18,H-CO-ECL-3-B,A,
7/18/2015,18,H-CO-ECL-3-C,A,
7/18/2015,18,H-CO-ECL-4-A,A,
7/18/2015,18,H-CO-ECL-4-B,A,
7/18/2015,18,H-CO-ECL-4-C,A,
7/18/2015,18,H-CF-ECL-1-A,A,
7/18/2015,18,H-CF-ECL-1-B,A,
7/18/2015,18,H-CF-ECL-1-C,A,
7/18/2015,18,H-CF-ECL-2-A,D,
7/18/2015,18,H-CF-ECL-2-B,D,
7/18/2015,18,H-CF-ECL-2-C,D,
7/18/2015,18,H-CF-ECL-3-A,A,
7/18/2015,18,H-CF-ECL-3-B,D,
7/18/2015,18,H-CF-ECL-3-C,D,
7/18/2015,18,H-CF-ECL-4-A,D,
7/18/2015,18,H-CF-ECL-4-B,A,
7/18/2015,18,H-CF-ECL-4-C,D,
7/18/2015,18,H-5A-ECL-1-A,D,
7/18/2015,18,H-5A-ECL-1-B,D,
7/18/2015,18,H-5A-ECL-1-C,D,
7/18/2015,18,H-5A-ECL-2-A,D,
7/18/2015,18,H-5A-ECL-2-B,D,
7/18/2015,18,H-5A-ECL-2-C,D,
7/18/2015,18,H-5A-ECL-3-A,D,
7/18/2015,18,H-5A-ECL-3-B,D,
7/18/2015,18,H-5A-ECL-3-C,D,
7/18/2015,18,H-5A-ECL-4-A,D,
7/18/2015,18,H-5A-ECL-4-B,D,
7/18/2015,18,H-5A-ECL-4-C,D,
7/19/2015,19,H-CO-ECL-1-A,A,
7/19/2015,19,H-CO-ECL-1-B,A,
7/19/2015,19,H-CO-ECL-1-C,A,
7/19/2015,19,H-CO-ECL-2-A,D,
7/19/2015,19,H-CO-ECL-2-B,A,
7/19/2015,19,H-CO-ECL-2-C,A,
7/19/2015,19,H-CO-ECL-3-A,A,
7/19/2015,19,H-CO-ECL-3-B,A,
7/19/2015,19,H-CO-ECL-3-C,A,
7/19/2015,19,H-CO-ECL-4-A,A,
7/19/2015,19,H-CO-ECL-4-B,A,
7/19/2015,19,H-CO-ECL-4-C,A,
7/19/2015,19,H-CF-ECL-1-A,A,
7/19/2015,19,H-CF-ECL-1-B,A,
7/19/2015,19,H-CF-ECL-1-C,A,
7/19/2015,19,H-CF-ECL-2-A,D,
7/19/2015,19,H-CF-ECL-2-B,D,
7/19/2015,19,H-CF-ECL-2-C,D,
7/19/2015,19,H-CF-ECL-3-A,A,
7/19/2015,19,H-CF-ECL-3-B,D,
7/19/2015,19,H-CF-ECL-3-C,D,
7/19/2015,19,H-CF-ECL-4-A,D,
7/19/2015,19,H-CF-ECL-4-B,A,
7/19/2015,19,H-CF-ECL-4-C,D,
7/19/2015,19,H-5A-ECL-1-A,D,
7/19/2015,19,H-5A-ECL-1-B,D,
7/19/2015,19,H-5A-ECL-1-C,D,
7/19/2015,19,H-5A-ECL-2-A,D,
7/19/2015,19,H-5A-ECL-2-B,D,
7/19/2015,19,H-5A-ECL-2-C,D,
7/19/2015,19,H-5A-ECL-3-A,D,
7/19/2015,19,H-5A-ECL-3-B,D,
7/19/2015,19,H-5A-ECL-3-C,D,
7/19/2015,19,H-5A-ECL-4-A,D,
7/19/2015,19,H-5A-ECL-4-B,D,
7/19/2015,19,H-5A-ECL-4-C,D,
7/20/2015,20,H-CO-ECL-1-A,A,
7/20/2015,20,H-CO-ECL-1-B,A,
7/20/2015,20,H-CO-ECL-1-C,A,
7/20/2015,20,H-CO-ECL-2-A,D,
7/20/2015,20,H-CO-ECL-2-B,A,
7/20/2015,20,H-CO-ECL-2-C,A,
7/20/2015,20,H-CO-ECL-3-A,A,
7/20/2015,20,H-CO-ECL-3-B,A,
7/20/2015,20,H-CO-ECL-3-C,A,
7/20/2015,20,H-CO-ECL-4-A,A,
7/20/2015,20,H-CO-ECL-4-B,A,
7/20/2015,20,H-CO-ECL-4-C,A,
7/20/2015,20,H-CF-ECL-1-A,A,
7/20/2015,20,H-CF-ECL-1-B,A,
7/20/2015,20,H-CF-ECL-1-C,A,
7/20/2015,20,H-CF-ECL-2-A,D,
7/20/2015,20,H-CF-ECL-2-B,D,
7/20/2015,20,H-CF-ECL-2-C,D,
7/20/2015,20,H-CF-ECL-3-A,A,
7/20/2015,20,H-CF-ECL-3-B,D,
7/20/2015,20,H-CF-ECL-3-C,D,
7/20/2015,20,H-CF-ECL-4-A,D,
7/20/2015,20,H-CF-ECL-4-B,A,
7/20/2015,20,H-CF-ECL-4-C,D,
7/20/2015,20,H-5A-ECL-1-A,D,
7/20/2015,20,H-5A-ECL-1-B,D,
7/20/2015,20,H-5A-ECL-1-C,D,
7/20/2015,20,H-5A-ECL-2-A,D,
7/20/2015,20,H-5A-ECL-2-B,D,
7/20/2015,20,H-5A-ECL-2-C,D,
7/20/2015,20,H-5A-ECL-3-A,D,
7/20/2015,20,H-5A-ECL-3-B,D,
7/20/2015,20,H-5A-ECL-3-C,D,
7/20/2015,20,H-5A-ECL-4-A,D,
7/20/2015,20,H-5A-ECL-4-B,D,
7/20/2015,20,H-5A-ECL-4-C,D,
7/21/2015,21,H-CO-ECL-1-A,NA,
7/21/2015,21,H-CO-ECL-1-B,NA,
7/21/2015,21,H-CO-ECL-1-C,NA,
7/21/2015,21,H-CO-ECL-2-A,NA,
7/21/2015,21,H-CO-ECL-2-B,NA,
7/21/2015,21,H-CO-ECL-2-C,NA,
7/21/2015,21,H-CO-ECL-3-A,NA,
7/21/2015,21,H-CO-ECL-3-B,NA,
7/21/2015,21,H-CO-ECL-3-C,NA,
7/21/2015,21,H-CO-ECL-4-A,NA,
7/21/2015,21,H-CO-ECL-4-B,NA,
7/21/2015,21,H-CO-ECL-4-C,NA,
7/21/2015,21,H-CF-ECL-1-A,NA,
7/21/2015,21,H-CF-ECL-1-B,NA,
7/21/2015,21,H-CF-ECL-1-C,NA,
7/21/2015,21,H-CF-ECL-2-A,NA,
7/21/2015,21,H-CF-ECL-2-B,NA,
7/21/2015,21,H-CF-ECL-2-C,NA,
7/21/2015,21,H-CF-ECL-3-A,NA,
7/21/2015,21,H-CF-ECL-3-B,NA,
7/21/2015,21,H-CF-ECL-3-C,NA,
7/21/2015,21,H-CF-ECL-4-A,NA,
7/21/2015,21,H-CF-ECL-4-B,NA,
7/21/2015,21,H-CF-ECL-4-C,NA,
7/21/2015,21,H-5A-ECL-1-A,NA,
7/21/2015,21,H-5A-ECL-1-B,NA,
7/21/2015,21,H-5A-ECL-1-C,NA,
7/21/2015,21,H-5A-ECL-2-A,NA,
7/21/2015,21,H-5A-ECL-2-B,NA,
7/21/2015,21,H-5A-ECL-2-C,NA,
7/21/2015,21,H-5A-ECL-3-A,NA,
7/21/2015,21,H-5A-ECL-3-B,NA,
7/21/2015,21,H-5A-ECL-3-C,NA,
7/21/2015,21,H-5A-ECL-4-A,NA,
7/21/2015,21,H-5A-ECL-4-B,NA,
7/21/2015,21,H-5A-ECL-4-C,NA,
7/22/2015,22,H-CO-ECL-1-A,A,
7/22/2015,22,H-CO-ECL-1-B,A,
7/22/2015,22,H-CO-ECL-1-C,A,
7/22/2015,22,H-CO-ECL-2-A,D,
7/22/2015,22,H-CO-ECL-2-B,A,
7/22/2015,22,H-CO-ECL-2-C,A,
7/22/2015,22,H-CO-ECL-3-A,A,
7/22/2015,22,H-CO-ECL-3-B,A,
7/22/2015,22,H-CO-ECL-3-C,A,
7/22/2015,22,H-CO-ECL-4-A,A,
7/22/2015,22,H-CO-ECL-4-B,A,
7/22/2015,22,H-CO-ECL-4-C,A,
7/22/2015,22,H-CF-ECL-1-A,A,
7/22/2015,22,H-CF-ECL-1-B,A,
7/22/2015,22,H-CF-ECL-1-C,A,
7/22/2015,22,H-CF-ECL-2-A,D,
7/22/2015,22,H-CF-ECL-2-B,D,
7/22/2015,22,H-CF-ECL-2-C,D,
7/22/2015,22,H-CF-ECL-3-A,A,
7/22/2015,22,H-CF-ECL-3-B,D,
7/22/2015,22,H-CF-ECL-3-C,D,
7/22/2015,22,H-CF-ECL-4-A,D,
7/22/2015,22,H-CF-ECL-4-B,A,
7/22/2015,22,H-CF-ECL-4-C,D,
7/22/2015,22,H-5A-ECL-1-A,D,
7/22/2015,22,H-5A-ECL-1-B,D,
7/22/2015,22,H-5A-ECL-1-C,D,
7/22/2015,22,H-5A-ECL-2-A,D,
7/22/2015,22,H-5A-ECL-2-B,D,
7/22/2015,22,H-5A-ECL-2-C,D,
7/22/2015,22,H-5A-ECL-3-A,D,
7/22/2015,22,H-5A-ECL-3-B,D,
7/22/2015,22,H-5A-ECL-3-C,D,
7/22/2015,22,H-5A-ECL-4-A,D,
7/22/2015,22,H-5A-ECL-4-B,D,
7/22/2015,22,H-5A-ECL-4-C,D,
7/23/2015,23,H-CO-ECL-1-A,A,
7/23/2015,23,H-CO-ECL-1-B,A,
7/23/2015,23,H-CO-ECL-1-C,A,
7/23/2015,23,H-CO-ECL-2-A,D,
7/23/2015,23,H-CO-ECL-2-B,A,
7/23/2015,23,H-CO-ECL-2-C,A,
7/23/2015,23,H-CO-ECL-3-A,A,
7/23/2015,23,H-CO-ECL-3-B,A,
7/23/2015,23,H-CO-ECL-3-C,A,
7/23/2015,23,H-CO-ECL-4-A,A,
7/23/2015,23,H-CO-ECL-4-B,A,
7/23/2015,23,H-CO-ECL-4-C,A,
7/23/2015,23,H-CF-ECL-1-A,A,
7/23/2015,23,H-CF-ECL-1-B,A,
7/23/2015,23,H-CF-ECL-1-C,A,
7/23/2015,23,H-CF-ECL-2-A,D,
7/23/2015,23,H-CF-ECL-2-B,D,
7/23/2015,23,H-CF-ECL-2-C,D,
7/23/2015,23,H-CF-ECL-3-A,A,
7/23/2015,23,H-CF-ECL-3-B,D,
7/23/2015,23,H-CF-ECL-3-C,D,
7/23/2015,23,H-CF-ECL-4-A,D,
7/23/2015,23,H-CF-ECL-4-B,A,
7/23/2015,23,H-CF-ECL-4-C,D,
7/23/2015,23,H-5A-ECL-1-A,D,
7/23/2015,23,H-5A-ECL-1-B,D,
7/23/2015,23,H-5A-ECL-1-C,D,
7/23/2015,23,H-5A-ECL-2-A,D,
7/23/2015,23,H-5A-ECL-2-B,D,
7/23/2015,23,H-5A-ECL-2-C,D,
7/23/2015,23,H-5A-ECL-3-A,D,
7/23/2015,23,H-5A-ECL-3-B,D,
7/23/2015,23,H-5A-ECL-3-C,D,
7/23/2015,23,H-5A-ECL-4-A,D,
7/23/2015,23,H-5A-ECL-4-B,D,
7/23/2015,23,H-5A-ECL-4-C,D,
7/24/2015,24,H-CO-ECL-1-A,A,
7/24/2015,24,H-CO-ECL-1-B,A,
7/24/2015,24,H-CO-ECL-1-C,A,
7/24/2015,24,H-CO-ECL-2-A,D,
7/24/2015,24,H-CO-ECL-2-B,A,
7/24/2015,24,H-CO-ECL-2-C,A,
7/24/2015,24,H-CO-ECL-3-A,A,
7/24/2015,24,H-CO-ECL-3-B,A,
7/24/2015,24,H-CO-ECL-3-C,A,
7/24/2015,24,H-CO-ECL-4-A,A,
7/24/2015,24,H-CO-ECL-4-B,A,
7/24/2015,24,H-CO-ECL-4-C,A,
7/24/2015,24,H-CF-ECL-1-A,A,
7/24/2015,24,H-CF-ECL-1-B,A,
7/24/2015,24,H-CF-ECL-1-C,A,
7/24/2015,24,H-CF-ECL-2-A,D,
7/24/2015,24,H-CF-ECL-2-B,D,
7/24/2015,24,H-CF-ECL-2-C,D,
7/24/2015,24,H-CF-ECL-3-A,A,
7/24/2015,24,H-CF-ECL-3-B,D,
7/24/2015,24,H-CF-ECL-3-C,D,
7/24/2015,24,H-CF-ECL-4-A,D,
7/24/2015,24,H-CF-ECL-4-B,A,
7/24/2015,24,H-CF-ECL-4-C,D,
7/24/2015,24,H-5A-ECL-1-A,D,
7/24/2015,24,H-5A-ECL-1-B,D,
7/24/2015,24,H-5A-ECL-1-C,D,
7/24/2015,24,H-5A-ECL-2-A,D,
7/24/2015,24,H-5A-ECL-2-B,D,
7/24/2015,24,H-5A-ECL-2-C,D,
7/24/2015,24,H-5A-ECL-3-A,D,
7/24/2015,24,H-5A-ECL-3-B,D,
7/24/2015,24,H-5A-ECL-3-C,D,
7/24/2015,24,H-5A-ECL-4-A,D,
7/24/2015,24,H-5A-ECL-4-B,D,
7/24/2015,24,H-5A-ECL-4-C,D,
7/25/2015,25,H-CO-ECL-1-A,A,
7/25/2015,25,H-CO-ECL-1-B,A,
7/25/2015,25,H-CO-ECL-1-C,A,
7/25/2015,25,H-CO-ECL-2-A,D,
7/25/2015,25,H-CO-ECL-2-B,A,
7/25/2015,25,H-CO-ECL-2-C,A,
7/25/2015,25,H-CO-ECL-3-A,A,
7/25/2015,25,H-CO-ECL-3-B,A,
7/25/2015,25,H-CO-ECL-3-C,A,
7/25/2015,25,H-CO-ECL-4-A,A,
7/25/2015,25,H-CO-ECL-4-B,A,
7/25/2015,25,H-CO-ECL-4-C,A,
7/25/2015,25,H-CF-ECL-1-A,A,
7/25/2015,25,H-CF-ECL-1-B,A,
7/25/2015,25,H-CF-ECL-1-C,A,
7/25/2015,25,H-CF-ECL-2-A,D,
7/25/2015,25,H-CF-ECL-2-B,D,
7/25/2015,25,H-CF-ECL-2-C,D,
7/25/2015,25,H-CF-ECL-3-A,A,
7/25/2015,25,H-CF-ECL-3-B,D,
7/25/2015,25,H-CF-ECL-3-C,D,
7/25/2015,25,H-CF-ECL-4-A,D,
7/25/2015,25,H-CF-ECL-4-B,A,
7/25/2015,25,H-CF-ECL-4-C,D,
7/25/2015,25,H-5A-ECL-1-A,D,
7/25/2015,25,H-5A-ECL-1-B,D,
7/25/2015,25,H-5A-ECL-1-C,D,
7/25/2015,25,H-5A-ECL-2-A,D,
7/25/2015,25,H-5A-ECL-2-B,D,
7/25/2015,25,H-5A-ECL-2-C,D,
7/25/2015,25,H-5A-ECL-3-A,D,
7/25/2015,25,H-5A-ECL-3-B,D,
7/25/2015,25,H-5A-ECL-3-C,D,
7/25/2015,25,H-5A-ECL-4-A,D,
7/25/2015,25,H-5A-ECL-4-B,D,
7/25/2015,25,H-5A-ECL-4-C,D,
7/26/2015,26,H-CO-ECL-1-A,A,
7/26/2015,26,H-CO-ECL-1-B,A,
7/26/2015,26,H-CO-ECL-1-C,A,
7/26/2015,26,H-CO-ECL-2-A,D,
7/26/2015,26,H-CO-ECL-2-B,A,
7/26/2015,26,H-CO-ECL-2-C,A,
7/26/2015,26,H-CO-ECL-3-A,A,
7/26/2015,26,H-CO-ECL-3-B,A,
7/26/2015,26,H-CO-ECL-3-C,A,
7/26/2015,26,H-CO-ECL-4-A,A,
7/26/2015,26,H-CO-ECL-4-B,A,
7/26/2015,26,H-CO-ECL-4-C,A,
7/26/2015,26,H-CF-ECL-1-A,A,
7/26/2015,26,H-CF-ECL-1-B,A,
7/26/2015,26,H-CF-ECL-1-C,A,
7/26/2015,26,H-CF-ECL-2-A,D,
7/26/2015,26,H-CF-ECL-2-B,D,
7/26/2015,26,H-CF-ECL-2-C,D,
7/26/2015,26,H-CF-ECL-3-A,A,
7/26/2015,26,H-CF-ECL-3-B,D,
7/26/2015,26,H-CF-ECL-3-C,D,
7/26/2015,26,H-CF-ECL-4-A,D,
7/26/2015,26,H-CF-ECL-4-B,A,
7/26/2015,26,H-CF-ECL-4-C,D,
7/26/2015,26,H-5A-ECL-1-A,D,
7/26/2015,26,H-5A-ECL-1-B,D,
7/26/2015,26,H-5A-ECL-1-C,D,
7/26/2015,26,H-5A-ECL-2-A,D,
7/26/2015,26,H-5A-ECL-2-B,D,
7/26/2015,26,H-5A-ECL-2-C,D,
7/26/2015,26,H-5A-ECL-3-A,D,
7/26/2015,26,H-5A-ECL-3-B,D,
7/26/2015,26,H-5A-ECL-3-C,D,
7/26/2015,26,H-5A-ECL-4-A,D,
7/26/2015,26,H-5A-ECL-4-B,D,
7/26/2015,26,H-5A-ECL-4-C,D,
7/27/2015,27,H-CO-ECL-1-A,A,
7/27/2015,27,H-CO-ECL-1-B,A,
7/27/2015,27,H-CO-ECL-1-C,A,
7/27/2015,27,H-CO-ECL-2-A,D,
7/27/2015,27,H-CO-ECL-2-B,A,
7/27/2015,27,H-CO-ECL-2-C,A,
7/27/2015,27,H-CO-ECL-3-A,A,
7/27/2015,27,H-CO-ECL-3-B,A,
7/27/2015,27,H-CO-ECL-3-C,A,
7/27/2015,27,H-CO-ECL-4-A,A,
7/27/2015,27,H-CO-ECL-4-B,A,
7/27/2015,27,H-CO-ECL-4-C,A,
7/27/2015,27,H-CF-ECL-1-A,A,
7/27/2015,27,H-CF-ECL-1-B,A,
7/27/2015,27,H-CF-ECL-1-C,A,
7/27/2015,27,H-CF-ECL-2-A,D,
7/27/2015,27,H-CF-ECL-2-B,D,
7/27/2015,27,H-CF-ECL-2-C,D,
7/27/2015,27,H-CF-ECL-3-A,A,
7/27/2015,27,H-CF-ECL-3-B,D,
7/27/2015,27,H-CF-ECL-3-C,D,
7/27/2015,27,H-CF-ECL-4-A,D,
7/27/2015,27,H-CF-ECL-4-B,A,
7/27/2015,27,H-CF-ECL-4-C,D,
7/27/2015,27,H-5A-ECL-1-A,D,
7/27/2015,27,H-5A-ECL-1-B,D,
7/27/2015,27,H-5A-ECL-1-C,D,
7/27/2015,27,H-5A-ECL-2-A,D,
7/27/2015,27,H-5A-ECL-2-B,D,
7/27/2015,27,H-5A-ECL-2-C,D,
7/27/2015,27,H-5A-ECL-3-A,D,
7/27/2015,27,H-5A-ECL-3-B,D,
7/27/2015,27,H-5A-ECL-3-C,D,
7/27/2015,27,H-5A-ECL-4-A,D,
7/27/2015,27,H-5A-ECL-4-B,D,
7/27/2015,27,H-5A-ECL-4-C,D,
7/28/2015,28,H-CO-ECL-1-A,A,
7/28/2015,28,H-CO-ECL-1-B,A,
7/28/2015,28,H-CO-ECL-1-C,A,
7/28/2015,28,H-CO-ECL-2-A,D,
7/28/2015,28,H-CO-ECL-2-B,A,
7/28/2015,28,H-CO-ECL-2-C,A,
7/28/2015,28,H-CO-ECL-3-A,A,
7/28/2015,28,H-CO-ECL-3-B,A,
7/28/2015,28,H-CO-ECL-3-C,A,
7/28/2015,28,H-CO-ECL-4-A,A,
7/28/2015,28,H-CO-ECL-4-B,A,
7/28/2015,28,H-CO-ECL-4-C,A,
7/28/2015,28,H-CF-ECL-1-A,A,
7/28/2015,28,H-CF-ECL-1-B,A,
7/28/2015,28,H-CF-ECL-1-C,A,
7/28/2015,28,H-CF-ECL-2-A,D,
7/28/2015,28,H-CF-ECL-2-B,D,
7/28/2015,28,H-CF-ECL-2-C,D,
7/28/2015,28,H-CF-ECL-3-A,A,
7/28/2015,28,H-CF-ECL-3-B,D,
7/28/2015,28,H-CF-ECL-3-C,D,
7/28/2015,28,H-CF-ECL-4-A,D,
7/28/2015,28,H-CF-ECL-4-B,A,
7/28/2015,28,H-CF-ECL-4-C,D,
7/28/2015,28,H-5A-ECL-1-A,D,
7/28/2015,28,H-5A-ECL-1-B,D,
7/28/2015,28,H-5A-ECL-1-C,D,
7/28/2015,28,H-5A-ECL-2-A,D,
7/28/2015,28,H-5A-ECL-2-B,D,
7/28/2015,28,H-5A-ECL-2-C,D,
7/28/2015,28,H-5A-ECL-3-A,D,
7/28/2015,28,H-5A-ECL-3-B,D,
7/28/2015,28,H-5A-ECL-3-C,D,
7/28/2015,28,H-5A-ECL-4-A,D,
7/28/2015,28,H-5A-ECL-4-B,D,
7/28/2015,28,H-5A-ECL-4-C,D,
7/29/2015,29,H-CO-ECL-1-A,A,
7/29/2015,29,H-CO-ECL-1-B,A,
7/29/2015,29,H-CO-ECL-1-C,A,
7/29/2015,29,H-CO-ECL-2-A,D,
7/29/2015,29,H-CO-ECL-2-B,A,
7/29/2015,29,H-CO-ECL-2-C,A,
7/29/2015,29,H-CO-ECL-3-A,A,
7/29/2015,29,H-CO-ECL-3-B,A,
7/29/2015,29,H-CO-ECL-3-C,A,
7/29/2015,29,H-CO-ECL-4-A,A,
7/29/2015,29,H-CO-ECL-4-B,A,
7/29/2015,29,H-CO-ECL-4-C,A,
7/29/2015,29,H-CF-ECL-1-A,A,
7/29/2015,29,H-CF-ECL-1-B,A,
7/29/2015,29,H-CF-ECL-1-C,A,
7/29/2015,29,H-CF-ECL-2-A,D,
7/29/2015,29,H-CF-ECL-2-B,D,
7/29/2015,29,H-CF-ECL-2-C,D,
7/29/2015,29,H-CF-ECL-3-A,A,
7/29/2015,29,H-CF-ECL-3-B,D,
7/29/2015,29,H-CF-ECL-3-C,D,
7/29/2015,29,H-CF-ECL-4-A,D,
7/29/2015,29,H-CF-ECL-4-B,K,
7/29/2015,29,H-CF-ECL-4-C,D,
7/29/2015,29,H-5A-ECL-1-A,D,
7/29/2015,29,H-5A-ECL-1-B,D,
7/29/2015,29,H-5A-ECL-1-C,D,
7/29/2015,29,H-5A-ECL-2-A,D,
7/29/2015,29,H-5A-ECL-2-B,D,
7/29/2015,29,H-5A-ECL-2-C,D,
7/29/2015,29,H-5A-ECL-3-A,D,
7/29/2015,29,H-5A-ECL-3-B,D,
7/29/2015,29,H-5A-ECL-3-C,D,
7/29/2015,29,H-5A-ECL-4-A,D,
7/29/2015,29,H-5A-ECL-4-B,D,
7/29/2015,29,H-5A-ECL-4-C,D,
7/30/2015,30,H-CO-ECL-1-A,A,
7/30/2015,30,H-CO-ECL-1-B,A,
7/30/2015,30,H-CO-ECL-1-C,A,
7/30/2015,30,H-CO-ECL-2-A,D,
7/30/2015,30,H-CO-ECL-2-B,A,
7/30/2015,30,H-CO-ECL-2-C,A,
7/30/2015,30,H-CO-ECL-3-A,A,
7/30/2015,30,H-CO-ECL-3-B,A,
7/30/2015,30,H-CO-ECL-3-C,A,
7/30/2015,30,H-CO-ECL-4-A,A,
7/30/2015,30,H-CO-ECL-4-B,A,
7/30/2015,30,H-CO-ECL-4-C,A,
7/30/2015,30,H-CF-ECL-1-A,A,
7/30/2015,30,H-CF-ECL-1-B,A,
7/30/2015,30,H-CF-ECL-1-C,A,
7/30/2015,30,H-CF-ECL-2-A,D,
7/30/2015,30,H-CF-ECL-2-B,D,
7/30/2015,30,H-CF-ECL-2-C,D,
7/30/2015,30,H-CF-ECL-3-A,A,
7/30/2015,30,H-CF-ECL-3-B,D,
7/30/2015,30,H-CF-ECL-3-C,D,
7/30/2015,30,H-CF-ECL-4-A,D,
7/30/2015,30,H-CF-ECL-4-B,K,
7/30/2015,30,H-CF-ECL-4-C,D,
7/30/2015,30,H-5A-ECL-1-A,D,
7/30/2015,30,H-5A-ECL-1-B,D,
7/30/2015,30,H-5A-ECL-1-C,D,
7/30/2015,30,H-5A-ECL-2-A,D,
7/30/2015,30,H-5A-ECL-2-B,D,
7/30/2015,30,H-5A-ECL-2-C,D,
7/30/2015,30,H-5A-ECL-3-A,D,
7/30/2015,30,H-5A-ECL-3-B,D,
7/30/2015,30,H-5A-ECL-3-C,D,
7/30/2015,30,H-5A-ECL-4-A,D,
7/30/2015,30,H-5A-ECL-4-B,D,
7/30/2015,30,H-5A-ECL-4-C,D,
