day,camera,replicate,treatment,t1_distance,t2_distance,t3_distance,t4_distance,t5_distance,t6_distance,t7_distance,t8_distance,t9_distance,t10_distance,t11_distance,t12_distance,t13_distance,t14_distance,t15_distance,t16_distance,t17_distance,t18_distance,total_distance,t1_time_spent_in_open,t2_time_spent_in_open,t3_time_spent_in_open,t4_time_spent_in_open,t5_time_spent_in_open,t6_time_spent_in_open,t7_time_spent_in_open,t8_time_spent_in_open,t9_time_spent_in_open,t10_time_spent_in_open,t11_time_spent_in_open,t12_time_spent_in_open,t13_time_spent_in_open,t14_time_spent_in_open,t15_time_spent_in_open,t16_time_spent_in_open,t17_time_spent_in_open,t18_time_spent_in_open,total_opentime,t1_distance_spent_in_open,t2_distance_spent_in_open,t3_distance_spent_in_open,t4_distance_spent_in_open,t5_distance_spent_in_open,t6_distance_spent_in_open,t7_distance_spent_in_open,t8_distance_spent_in_open,t9_distance_spent_in_open,t10_distance_spent_in_open,t11_distance_spent_in_open,t12_distance_spent_in_open,t13_distance_spent_in_open,t14_distance_spent_in_open,t15_distance_spent_in_open,t16_distance_spent_in_open,t17_distance_spent_in_open,t18_distance_spent_in_open,total_open_distance
day 8,cam 1,rep29,control,334.98,402.67,202.13,68.12,262.76,66.09,127.8,76.84,131.37,231.7,71.85,72.43,13.57,0,0,0,68.48,114.63,2245.42,7.491638796,20.33444816,124.6822742,0,98.46153846,0,29.96655518,0,74.64882943,237.3244147,0,0,0,0,0,0,170.1672241,149.5652174,912.6421405,10.61,10.56,33.65,0,62.61,0,22.37,0,22.08,70.68,0,0,0,0,0,0,33.78,25.36,291.7
day 8,cam 2,rep30,infected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
day 8,cam 2,rep30,infected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
day 8,cam 2,rep30,control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
day 8,cam 2,rep30,control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
day 8,cam 3,rep31,infected,301.5,230.18,166.21,209.55,122.9,152.69,106.97,190.94,84.38,0,0,0,5.03,0,0,0,NA,NA,1570.35,39.86622074,43.87959866,38.79598662,10.43478261,13.64548495,26.22073579,10.43478261,11.77257525,10.43478261,0,0,0,0,0,0,0,NA,NA,205.4849498,34.09,25.15,22.11,7.36,12.49,21.29,9.55,12.49,9.39,0,0,0,0,0,0,0,NA,NA,153.92
day 8,cam 3,rep31,infected,506.86,450.45,399.93,398.38,303.02,230.03,175.6,203.26,57.9,142.56,136.99,76.31,174.73,44.1,0,0,NA,NA,3300.12,38.79598662,60.73578595,58.59531773,49.76588629,95.25083612,129.2307692,50.03344482,10.43478261,0,0,4.280936455,0,65.81939799,0,0,0,NA,NA,562.9431438,37.41,45.12,44.94,23.54,54.55,42.2,22.87,7.35,0,0,1.86,0,25.55,0,0,0,NA,NA,305.39
day 8,cam 3,rep31,control,231.01,230.33,245.86,142.39,190.89,172.03,183,122.67,104.92,87.58,137.58,125.08,98.23,89.79,112.77,87.56,NA,NA,2361.69,12.84280936,10.96989967,44.68227425,21.40468227,32.10702341,12.84280936,86.15384615,0,0,0,1.605351171,82.14046823,0,0,214.0468227,85.08361204,NA,NA,603.8795987,9.18,6.37,31.41,9.14,18.17,9.38,14.37,0,0,0,0.69,21.64,0,0,45.5,13.91,NA,NA,179.76
day 8,cam 3,rep31,control,321.46,218.69,275.76,115.05,84.93,82.77,137.07,112.46,103.86,131.98,171.32,134.83,81.85,65.53,68.14,4.38,NA,NA,2110.08,27.55852843,0,5.886287625,0,0,0,42.80936455,10.16722408,97.65886288,138.5953177,78.39464883,110.7692308,0,0,0,0,NA,NA,511.8394649,45.54,0,4.74,0,0,0,16.09,8.67,23.39,23.25,35.38,39.77,0,0,0,0,NA,NA,196.83
day 8,cam 4,rep32,infected,223.26,225.85,237.82,226.25,200.5,187.54,182.96,203.31,231.96,180.9,166.45,149.34,129.6,119.03,108.53,98.45,112.66,NA,2984.41,2.943143813,0,0,0,0,5.886287625,24.08026756,4.816053512,0,0,14.71571906,46.55518395,22.47491639,0,85.35117057,6.153846154,88.56187291,NA,301.5384615,4.38,0,0,0,0,6.58,4.54,10.6,0,0,9.08,21.27,9.66,0,19.78,3.99,13.95,NA,103.83
day 8,cam 4,rep32,infected,361.74,282.52,259.19,161.14,155.72,114.85,109.68,144.36,152.43,7.55,104.15,110.85,56.29,87.54,68.13,89.27,43.75,NA,2309.16,16.85618729,14.98327759,98.99665552,80.26755853,0,0,0,53.51170569,11.23745819,0,69.29765886,19.53177258,0,83.47826087,0,88.82943144,0,NA,536.9899666,20.57,8.95,37.17,13.46,0,0,0,26.55,3.87,0,23.2,11.3,0,19.84,0,20.56,0,NA,185.47
day 8,cam 4,rep32,control,288.23,184.24,123.28,92.35,62.59,85.6,135.19,68.25,74.38,104.07,83.23,91.14,0,0,0,0,0,NA,1392.55,51.90635452,57.25752508,12.84280936,33.17725753,77.05685619,69.56521739,130.5685619,0,0,85.88628763,0,0,0,0,0,0,0,NA,518.2608696,42.81,21.3,7.52,16.75,13.34,18.71,32.55,0,0,22.44,0,0,0,0,0,0,0,NA,175.42
day 8,cam 4,rep32,control,238.44,305.07,297.83,216.39,220.64,196.09,201.98,198.29,157.95,124.55,120.26,73.57,91.58,24.81,31.34,0,0,NA,2498.79,50.56856187,18.99665552,38.52842809,39.06354515,1.070234114,0,39.86622074,87.75919732,10.96989967,0,13.64548495,0,0,0,0,0,0,NA,300.4682274,23.63,23.07,35.43,30.34,0.58,0,42.03,43.84,10.65,0,11.41,0,0,0,0,0,0,NA,220.98
