"","V1"
"1",0.5
"2",0.5
"3",0.5
"4",0.503649635036496
"5",0.514619883040936
"6",0.517073170731707
"7",0.518828451882845
"8",0.52014652014652
"9",0.517915309446254
"10",0.519061583577713
"11",0.518617021276596
"12",0.518248175182482
"13",0.517937219730942
"14",0.515592515592516
"15",0.511627906976744
"16",0.508166969147005
"17",0.506825938566553
"18",0.508856682769726
"19",0.507621951219512
"20",0.503617945007236
"21",0.5
"22",0.495400788436268
"23",0.491206030150754
"24",0.489746682750302
"25",0.490150637311703
"26",0.487723214285714
"27",0.489247311827957
"28",0.489626556016597
"29",0.488465396188566
"30",0.487852283770651
"31",0.487276154571159
"32",0.485818847209515
"33",0.484014209591474
"34",0.481896551724138
"35",0.481171548117155
"36",0.48130081300813
"37",0.482213438735178
"38",0.483076923076923
"39",0.484257871064468
"40",0.485380116959064
"41",0.485734664764622
"42",0.486072423398329
"43",0.485714285714286
"44",0.485714285714286
"45",0.485714285714286
"46",0.486984126984127
"47",0.488819875776398
"48",0.490577507598784
"49",0.492261904761905
"50",0.493877551020408
"51",0.493142857142857
"52",0.493281075027996
"53",0.493135639758375
"54",0.493800539083558
"55",0.495500264690312
"56",0.497139885595424
"57",0.499233520694941
"58",0.502260170768458
"59",0.504940711462451
"60",0.507774538386783
"61",0.510760401721664
"62",0.513411764705882
"63",0.516203703703704
"64",0.518451025056948
"65",0.521095152603232
"66",0.52343059239611
"67",0.52590335219852
"68",0.526360908701243
"69",0.526382439848037
"70",0.526403326403326
"71",0.525604260548955
"72",0.524828421477594
"73",0.525288729589805
"74",0.52573673870334
"75",0.526172935246219
"76",0.526597780329124
"77",0.527011711371364
"78",0.527415143603133
"79",0.52744014732965
"80",0.528192069843579
"81",0.528206970894718
"82",0.528409090909091
"83",0.528421052631579
"84",0.528085991678225
"85",0.527939664038396
"86",0.527956624872924
"87",0.527303182579565
"88",0.527483443708609
"89",0.527832351015062
"90",0.528497409326425
"91",0.52914798206278
"92",0.5297845373891
"93",0.530573847601129
"94",0.531346989447548
"95",0.531633906633907
"96",0.53236098450319
"97",0.532330827067669
"98",0.531845238095238
"99",0.531682876510463
"100",0.531231757151197
"101",0.53150289017341
"102",0.531634697967363
"103",0.532047646057856
"104",0.533014891823546
"105",0.533537433899249
"106",0.534601599117728
"107",0.534953577280175
"108",0.535298890992697
"109",0.535369774919614
"110",0.535297239915074
"111",0.535366815671838
"112",0.535174570088588
"113",0.534469403563129
"114",0.533776867963152
"115",0.533096626933807
"116",0.532176973353444
"117",0.530658025922233
"118",0.529164607019278
"119",0.527696078431373
"120",0.526737967914438
"121",0.52579556412729
"122",0.524868483978957
"123",0.524430740037951
"124",0.524
"125",0.523809523809524
"126",0.524085224641038
"127",0.524816176470588
"128",0.52530779753762
"129",0.525113122171946
"130",0.524803591470258
"131",0.52506126085988
"132",0.525536148573955
"133",0.526003949967084
"134",0.526682639947724
"135",0.527351351351351
"136",0.527795664305645
"137",0.527907967618236
"138",0.527807147388454
"139",0.527608650010498
"140",0.527204502814259
"141",0.526708074534161
"142",0.526521381578947
"143",0.52613311555737
"144",0.526358475263585
"145",0.526273404469499
"146",0.526189524190324
"147",0.526106809608894
"148",0.525828075709779
"149",0.525357352653221
"150",0.525189651818712
"151",0.524536321483771
"152",0.523800383877159
"153",0.523364485981308
"154",0.523213947318552
"155",0.522688759179062
"156",0.522357343311506
"157",0.522030117122142
"158",0.521707001662664
"159",0.521300036724201
"160",0.520897974082862
"161",0.520493289807762
"162",0.519740400216333
"163",0.519175627240143
"164",0.518261179404953
"165",0.517351274787535
"166",0.516628541263417
"167",0.515914655473942
"168",0.515472878998609
"169",0.515036294503975
"170",0.51468819790414
"171",0.514344262295082
"172",0.514174163978951
"173",0.514174822814715
"174",0.514175473913773
"175",0.513761467889908
"176",0.513020401393266
"177",0.512537116463213
"178",0.512059064807219
"179",0.511502692119432
"180",0.5109524582184
"181",0.510085525254155
"182",0.509388541165142
"183",0.508699122106943
"184",0.508175900936657
"185",0.507816200852676
"186",0.507774462070049
"187",0.50796875
"188",0.508316493082543
"189",0.508815341787813
"190",0.509001384828435
"191",0.508801469462728
"192",0.508526187576127
"193",0.508330808845804
"194",0.508063300678222
"195",0.508095952023988
"196",0.508054892601432
"197",0.508011869436202
"198",0.507969303423849
"199",0.508073987081621
"200",0.508031542056075
"201",0.507699012202208
"202",0.507514450867052
"203",0.507331799884991
"204",0.507080532112716
"205",0.506974096214062
"206",0.506798866855524
"207",0.506625317169439
"208",0.506734006734007
"209",0.506560580681184
"210",0.50625
"211",0.505942509673853
"212",0.505775577557756
"213",0.505953195565896
"214",0.506129120130755
"215",0.50616781889657
"216",0.506341068537507
"217",0.506512689673694
"218",0.506415396952686
"219",0.506319010243448
"220",0.506091101694915
"221",0.505865295900883
"222",0.505903962214642
"223",0.505811675590963
"224",0.505720228809152
"225",0.50562961045684
"226",0.505539809327493
"227",0.505322559958959
"228",0.50523493360572
"229",0.505083884087443
"230",0.505251170441605
"231",0.50554295792391
"232",0.505643340857788
"233",0.505742821473159
"234",0.50584141188168
"235",0.505815392229646
"236",0.506098312184305
"237",0.506256133464181
"238",0.506656895077562
"239",0.507054244709316
"240",0.50744822574785
"241",0.507718282682103
"242",0.50792697573865
"243",0.507775119617225
"244",0.507624493685966
"245",0.507237778832463
"246",0.506735996218388
"247",0.506238229755179
"248",0.505744431418523
"249",0.50513778608127
"250",0.50453593859037
"251",0.504170528266914
"252",0.503865235952463
"253",0.503562399448403
"254",0.503547722590982
"255",0.503533166172783
"256",0.503632236095346
"257",0.503843545105132
"258",0.504053141184418
"259",0.504261045077372
"260",0.504411928962359
"261",0.504616753810213
"262",0.504821012966862
"263",0.505078383749172
"264",0.505223798526339
"265",0.505258545135846
"266",0.50529302630143
"267",0.505327245053272
"268",0.505361204375609
"269",0.505287009063444
"270",0.505105879823713
"271",0.504711929749411
"272",0.504268032437047
"273",0.50388091440723
"274",0.503602458147913
"275",0.503114771407454
"276",0.502420033670034
"277",0.501887188089746
"278",0.501253656498119
"279",0.500572499219319
"280",0.50010371292263
"281",0.499741655471737
"282",0.499742612992896
"283",0.499897414854329
"284",0.5
"285",0.500254608412262
"286",0.500355149670218
"287",0.500454959053685
"288",0.500604473100947
"289",0.500702670146557
"290",0.500800160032006
"291",0.500996611520829
"292",0.501191658391261
"293",0.501484266772214
"294",0.501478998225202
"295",0.501326520585634
"296",0.501028101439342
"297",0.500780640124902
"298",0.500534863366722
"299",0.50024227153794
"300",0.500144857556736
"301",0.500144355692426
"302",0.500047952431188
"303",0.49995221255854
"304",0.499857129250405
"305",0.499857617465591
"306",0.499858102355501
"307",0.499952861317998
"308",0.500046979235178
"309",0.500327746043637
"310",0.500513299113392
"311",0.500744186046512
"312",0.500973574408901
"313",0.501247574161353
"314",0.501611863313991
"315",0.501881942531901
"316",0.502241742153902
"317",0.50250797993616
"318",0.502681574402327
"319",0.502854036422941
"320",0.502935067280773
"321",0.502925555855613
"322",0.502916105877075
"323",0.50281727931312
"324",0.502540786306499
"325",0.50217719719186
"326",0.501815927008592
"327",0.501456953642384
"328",0.501276296100695
"329",0.501184522242695
"330",0.501093326336045
"331",0.501002702938356
"332",0.500738809213386
"333",0.500389914218872
"334",0.4999568109182
"335",0.499526392835615
"336",0.49927032363293
"337",0.499015832263586
"338",0.498762904189062
"339",0.498681636471889
"340",0.498558344640434
"341",0.498477929984779
"342",0.498398246501433
"343",0.498360931327225
"344",0.498240026818639
"345",0.498119829531211
"346",0.498083652724546
