"","V1"
"1",0.352941176470588
"2",0.352941176470588
"3",0.362745098039216
"4",0.37956204379562
"5",0.383720930232558
"6",0.384615384615385
"7",0.381147540983607
"8",0.375
"9",0.370253164556962
"10",0.366477272727273
"11",0.36340206185567
"12",0.360849056603774
"13",0.358695652173913
"14",0.354838709677419
"15",0.349624060150376
"16",0.345070422535211
"17",0.339403973509934
"18",0.3359375
"19",0.334814814814815
"20",0.335211267605634
"21",0.336461126005362
"22",0.340153452685422
"23",0.344743276283619
"24",0.347775175644028
"25",0.350561797752809
"26",0.353513513513514
"27",0.357291666666667
"28",0.360804020100502
"29",0.364077669902913
"30",0.366791744840525
"31",0.368421052631579
"32",0.368189806678383
"33",0.365728900255754
"34",0.364238410596026
"35",0.363636363636364
"36",0.363067292644757
"37",0.362528560548363
"38",0.362017804154303
"39",0.361271676300578
"40",0.361267605633803
"41",0.362199312714777
"42",0.364185110663984
"43",0.366077275703995
"44",0.3659628918746
"45",0.367729831144465
"46",0.370030581039755
"47",0.371035308198683
"48",0.372583479789104
"49",0.373493975903614
"50",0.375140607424072
"51",0.376723662437948
"52",0.377501352082207
"53",0.378249336870027
"54",0.378969286829776
"55",0.379662749105774
"56",0.380832915203211
"57",0.381468703794973
"58",0.383050847457627
"59",0.385530699666825
"60",0.388394946186242
"61",0.389783709157846
"62",0.391127206880942
"63",0.391982182628062
"64",0.392810170977641
"65",0.394044022442814
"66",0.394815129621759
"67",0.395562997069904
"68",0.395876288659794
"69",0.395774075579033
"70",0.395674809771726
"71",0.395578365574418
"72",0.395484624367458
"73",0.395009596928983
"74",0.394926164331693
"75",0.395218528203213
"76",0.395134537412459
"77",0.395052746453256
"78",0.394254937163375
"79",0.393123006026232
"80",0.391669583479174
"81",0.390252333218113
"82",0.388528508023216
"83",0.38752107925801
"84",0.386537820726425
"85",0.385577872900889
"86",0.384640416531077
"87",0.384046317143776
"88",0.384419713831479
"89",0.384784658912292
"90",0.385452284737333
"91",0.386105133722717
"92",0.387047734873822
"93",0.387669172932331
"94",0.388095238095238
"95",0.38880706921944
"96",0.389212827988338
"97",0.38989898989899
"98",0.390571428571429
"99",0.391230551626591
"100",0.392156862745098
"101",0.392787794729542
"102",0.393298544355946
"103",0.393255371226543
"104",0.393318965517241
"105",0.393114491593275
"106",0.392649391856161
"107",0.391668849882106
"108",0.390446521287643
"109",0.389246205299717
"110",0.388067312595614
"111",0.386909274703058
"112",0.38586820345778
"113",0.384844720496894
"114",0.383838383838384
"115",0.382848766186172
"116",0.381633147564817
"117",0.380437394857006
"118",0.379499404052443
